character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Ashran win_rate,Deepwind Gorge win_rate,Ashran played,Deepwind Gorge played,Ashran won,Deepwind Gorge won,Arathi Basin Winter win_rate,Cooking: Impossible win_rate,Arathi Basin Winter played,Cooking: Impossible played,Arathi Basin Winter won,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
165550991,Grolyan,ragnaros,43.0,17014.0,68.0,42.0,55.0,54.0,52.0,39.0,35.0,25.0,53.0,,67.0,33.0,60.0,33.0,45.0,100.0,,,60.0,31.0,40.0,35.0,102.0,33.0,26.0,8.0,30.0,,9.0,6.0,10.0,6.0,11.0,1.0,,,41.0,13.0,22.0,19.0,53.0,13.0,9.0,2.0,16.0,,6.0,2.0,6.0,2.0,5.0,1.0,,,50.0,60.0,2.0,5.0,1.0,3.0,100.0,,2.0,,2.0,,,,
165268993,Papi,alleria,90.0,1877.0,0.0,,,44.0,,,25.0,100.0,25.0,,57.0,,40.0,0.0,40.0,,,,1.0,,,9.0,,,4.0,4.0,4.0,,7.0,,5.0,3.0,5.0,,,,0.0,,,4.0,,,1.0,4.0,1.0,,4.0,,2.0,0.0,2.0,,,,,40.0,,5.0,,2.0,,,,,,,,,
174996474,Кинуэй,gordunni,18.0,2555.0,,,,60.0,,0.0,50.0,29.0,62.0,,75.0,,100.0,25.0,,33.0,,,,,,5.0,,2.0,4.0,7.0,8.0,,8.0,,5.0,4.0,,3.0,,,,,,3.0,,0.0,2.0,2.0,5.0,,6.0,,5.0,1.0,,1.0,,,,75.0,,4.0,,3.0,,,,,,,,,
67227600,Sagkosh,outland,20.0,11495.0,55.0,54.0,43.0,67.0,41.0,70.0,43.0,42.0,52.0,,57.0,80.0,,,,,,,29.0,35.0,37.0,43.0,32.0,20.0,21.0,12.0,21.0,,7.0,5.0,,,,,,,16.0,19.0,16.0,29.0,13.0,14.0,9.0,5.0,11.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,
147716729,Idaralia,forscherliga,107.0,5382.0,61.0,67.0,33.0,13.0,33.0,40.0,67.0,33.0,33.0,,100.0,,,,,,,,31.0,15.0,9.0,15.0,3.0,5.0,6.0,3.0,3.0,,1.0,,,,,,,,19.0,10.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
149346593,Филарет,azuregos,47.0,17279.0,64.0,46.0,33.0,64.0,61.0,50.0,57.0,51.0,62.0,,64.0,67.0,57.0,43.0,57.0,33.0,,,22.0,13.0,12.0,36.0,23.0,20.0,44.0,39.0,42.0,,47.0,12.0,23.0,35.0,14.0,12.0,,,14.0,6.0,4.0,23.0,14.0,10.0,25.0,20.0,26.0,,30.0,8.0,13.0,15.0,8.0,4.0,,,0.0,44.0,2.0,18.0,0.0,8.0,56.0,,9.0,,5.0,,,,
177544791,Mottek,aegwynn,6.0,1204.0,0.0,,,0.0,,,100.0,83.0,67.0,,50.0,,75.0,60.0,80.0,100.0,,,1.0,,,1.0,,,1.0,6.0,3.0,,2.0,,4.0,5.0,5.0,1.0,,,0.0,,,0.0,,,1.0,5.0,2.0,,1.0,,3.0,3.0,4.0,1.0,,,,0.0,,3.0,,0.0,,,,,,,,,
193754958,Bukki,archimonde,22.0,1692.0,0.0,,,67.0,,75.0,50.0,0.0,50.0,50.0,50.0,,67.0,100.0,50.0,0.0,,0.0,1.0,,,3.0,,4.0,4.0,3.0,4.0,2.0,4.0,,6.0,2.0,2.0,1.0,,1.0,0.0,,,2.0,,3.0,2.0,0.0,2.0,1.0,2.0,,4.0,2.0,1.0,0.0,,0.0,100.0,50.0,1.0,2.0,1.0,1.0,,,,,,,,,
83240645,Brainfather,outland,31.0,31227.0,59.0,62.0,59.0,59.0,48.0,57.0,64.0,48.0,49.0,,45.0,56.0,67.0,0.0,67.0,0.0,,,102.0,94.0,94.0,92.0,80.0,77.0,90.0,21.0,81.0,,29.0,25.0,3.0,3.0,3.0,3.0,,,60.0,58.0,55.0,54.0,38.0,44.0,58.0,10.0,40.0,,13.0,14.0,2.0,0.0,2.0,0.0,,,33.0,50.0,3.0,4.0,1.0,2.0,,,,,,,,,
216309744,Huanamare,sylvanas,9.0,37574.0,65.0,50.0,48.0,33.0,38.0,64.0,60.0,61.0,48.0,,67.0,66.0,60.0,100.0,43.0,60.0,,,101.0,107.0,104.0,61.0,66.0,94.0,75.0,94.0,102.0,,81.0,68.0,5.0,2.0,7.0,5.0,,,66.0,54.0,50.0,20.0,25.0,60.0,45.0,57.0,49.0,,54.0,45.0,3.0,2.0,3.0,3.0,,,100.0,75.0,1.0,4.0,1.0,3.0,67.0,,3.0,,2.0,,,,
176512023,Alighted,twisting-nether,2.0,80.0,0.0,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
195434461,Donagger,silvermoon,3.0,178.0,,,,100.0,,,,,,,100.0,,0.0,,0.0,,,,,,,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,0.0,,0.0,,,,,100.0,,1.0,,1.0,,,,,,,,,
243281646,Ингилэйв,gordunni,31.0,147.0,,,,0.0,,,,0.0,,,100.0,,,0.0,,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,0.0,,,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,
188869283,Криштабелла,gordunni,18.0,722.0,100.0,,,100.0,,,100.0,,,,0.0,,33.0,100.0,,,,,1.0,,,1.0,,,1.0,,,,2.0,,3.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
165417244,Olddevbless,argent-dawn,38.0,5346.0,0.0,,,78.0,,67.0,67.0,70.0,67.0,0.0,60.0,,56.0,80.0,60.0,70.0,,0.0,1.0,,,9.0,,6.0,9.0,10.0,9.0,3.0,10.0,,9.0,10.0,10.0,10.0,,1.0,0.0,,,7.0,,4.0,6.0,7.0,6.0,0.0,6.0,,5.0,8.0,6.0,7.0,,0.0,50.0,75.0,4.0,8.0,2.0,6.0,100.0,,1.0,,1.0,,100.0,1.0,1.0
141011185,Mazarad,argent-dawn,10.0,134.0,,,,0.0,,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,100.0,,1.0,,1.0,,,,,,,,,
186126081,Ryèl,pozzo-delleternità,10.0,76.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
244000050,Ночнойдожёр,soulflayer,13.0,3599.0,50.0,,,33.0,,67.0,67.0,88.0,58.0,,50.0,,60.0,67.0,75.0,60.0,,,2.0,,,6.0,,3.0,6.0,8.0,12.0,,6.0,,5.0,6.0,4.0,5.0,,,1.0,,,2.0,,2.0,4.0,7.0,7.0,,3.0,,3.0,4.0,3.0,3.0,,,50.0,60.0,4.0,5.0,2.0,3.0,,,,,,,,,
238718995,Щеглиха,lich-king,9.0,56711.0,58.0,45.0,48.0,53.0,50.0,68.0,46.0,48.0,45.0,,36.0,17.0,100.0,100.0,0.0,33.0,,,161.0,161.0,157.0,137.0,103.0,126.0,71.0,23.0,82.0,,22.0,6.0,4.0,1.0,1.0,3.0,,,94.0,72.0,76.0,73.0,51.0,86.0,33.0,11.0,37.0,,8.0,1.0,4.0,1.0,0.0,1.0,,,50.0,,2.0,,1.0,,,,,,,,,,
210347855,Берилиум,grom,15.0,4882.0,57.0,0.0,43.0,67.0,33.0,43.0,57.0,55.0,67.0,33.0,71.0,,44.0,62.0,0.0,25.0,100.0,,7.0,4.0,7.0,9.0,3.0,7.0,7.0,11.0,6.0,3.0,7.0,,9.0,8.0,2.0,4.0,1.0,,4.0,0.0,3.0,6.0,1.0,3.0,4.0,6.0,4.0,1.0,5.0,,4.0,5.0,0.0,1.0,1.0,,50.0,67.0,2.0,6.0,1.0,4.0,,,,,,,,,
182523260,Нерфадин,soulflayer,31.0,5272.0,100.0,100.0,0.0,75.0,,44.0,83.0,57.0,60.0,,75.0,0.0,33.0,75.0,50.0,33.0,,,6.0,1.0,2.0,12.0,,9.0,6.0,7.0,5.0,,8.0,1.0,6.0,12.0,8.0,6.0,,,6.0,1.0,0.0,9.0,,4.0,5.0,4.0,3.0,,6.0,0.0,2.0,9.0,4.0,2.0,,,86.0,75.0,7.0,4.0,6.0,3.0,,,,,,,,,
244933206,Жоскийбанщик,goldrinn,11.0,294.0,0.0,,,,,,100.0,100.0,,,,,,0.0,,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,,0.0,,,,,,1.0,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,
157940219,Lydrett,blackhand,5.0,12531.0,100.0,81.0,58.0,67.0,,,,,,,,,,,,,,,2.0,26.0,12.0,3.0,,,,,,,,,,,,,,,2.0,21.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
