character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Isle of Conquest win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Isle of Conquest played,Temple of Kotmogu played,Ashran played,Seething Shore played,Battle for Wintergrasp played,Alterac Valley won,Isle of Conquest won,Temple of Kotmogu won,Ashran won,Seething Shore won,Battle for Wintergrasp won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Deepwind Gorge (Legacy) win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Deepwind Gorge (Legacy) played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Deepwind Gorge (Legacy) won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Strand of the Ancients win_rate,Strand of the Ancients played,Strand of the Ancients won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Rated Eye of the Storm win_rate,Arathi Basin Winter win_rate,Rated Eye of the Storm played,Arathi Basin Winter played,Rated Eye of the Storm won,Arathi Basin Winter won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
163314334,Aelthir,kazzak,15.0,28979.0,50.0,34.0,33.0,29.0,100.0,42.0,129.0,79.0,3.0,35.0,1.0,31.0,65.0,27.0,1.0,10.0,1.0,13.0,42.0,53.0,34.0,59.0,50.0,61.0,,0.0,0.0,100.0,53.0,55.0,53.0,22.0,4.0,18.0,,1.0,3.0,1.0,22.0,29.0,18.0,13.0,2.0,11.0,,0.0,0.0,1.0,,,,47.0,55.0,26.0,,,,,,,,,,,,,,,
110629331,Stewêe,eredar,27.0,19239.0,10.0,53.0,43.0,100.0,100.0,67.0,113.0,15.0,7.0,1.0,4.0,6.0,11.0,8.0,3.0,1.0,4.0,4.0,56.0,68.0,50.0,50.0,88.0,45.0,50.0,75.0,100.0,,43.0,68.0,28.0,6.0,8.0,11.0,4.0,4.0,3.0,,24.0,46.0,14.0,3.0,7.0,5.0,2.0,3.0,3.0,,57.0,7.0,4.0,53.0,75.0,40.0,100.0,4.0,4.0,,,,,,,0.0,1.0,0.0,,,
166885345,Therød,thrall,9.0,4765.0,48.0,75.0,42.0,,33.0,,21.0,8.0,12.0,,3.0,,10.0,6.0,5.0,,1.0,,100.0,67.0,14.0,40.0,80.0,50.0,50.0,25.0,,0.0,4.0,9.0,7.0,5.0,5.0,28.0,4.0,4.0,,2.0,4.0,6.0,1.0,2.0,4.0,14.0,2.0,1.0,,0.0,,,,67.0,6.0,4.0,,,,,,,,,,,,,,,
209292187,Догу,soulflayer,17.0,4222.0,50.0,50.0,100.0,100.0,67.0,80.0,8.0,6.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,,,100.0,50.0,50.0,0.0,,67.0,100.0,80.0,,,2.0,4.0,2.0,3.0,,3.0,1.0,5.0,,,2.0,2.0,1.0,0.0,,2.0,1.0,4.0,,,,,,,100.0,6.0,6.0,,,,,,,,,,,,
188759228,Karmacharger,silvermoon,13.0,410.0,,,0.0,,0.0,,,,1.0,,1.0,,,,0.0,,0.0,,,,,,,50.0,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
153748785,Lòken,antonidas,52.0,12648.0,56.0,33.0,40.0,,100.0,50.0,48.0,27.0,20.0,,2.0,2.0,27.0,9.0,8.0,,2.0,1.0,54.0,29.0,41.0,37.0,33.0,52.0,50.0,33.0,40.0,33.0,48.0,42.0,34.0,27.0,15.0,33.0,12.0,6.0,5.0,3.0,26.0,12.0,14.0,10.0,5.0,17.0,6.0,2.0,2.0,1.0,0.0,1.0,0.0,30.0,37.0,11.0,,,,550.0,,2.0,,11.0,,,,,,,
158756857,Lumarmacil,conseil-des-ombres,19.0,1648.0,50.0,100.0,33.0,20.0,50.0,33.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,,,100.0,100.0,100.0,67.0,,100.0,0.0,50.0,,,1.0,3.0,1.0,3.0,,2.0,1.0,2.0,,,1.0,3.0,1.0,2.0,,2.0,0.0,1.0,,,,,,,,,,50.0,,2.0,,1.0,,,,,,,
193889711,Imapaladin,outland,33.0,1690.0,0.0,75.0,40.0,,0.0,,2.0,4.0,5.0,,1.0,,0.0,3.0,2.0,,0.0,,,,80.0,86.0,25.0,0.0,,100.0,50.0,0.0,,,5.0,7.0,4.0,5.0,,1.0,4.0,2.0,,,4.0,6.0,1.0,0.0,,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
170050997,Dabelu,darksorrow,35.0,1618.0,100.0,0.0,78.0,100.0,,,2.0,1.0,9.0,1.0,,,2.0,0.0,7.0,1.0,,,62.0,50.0,100.0,62.0,80.0,100.0,,0.0,33.0,,8.0,6.0,2.0,8.0,10.0,7.0,,2.0,3.0,,5.0,3.0,2.0,5.0,8.0,7.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
160353447,Madefence,doomhammer,10.0,2173.0,100.0,0.0,80.0,50.0,100.0,50.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,0.0,4.0,1.0,3.0,1.0,,,100.0,75.0,67.0,50.0,,17.0,75.0,100.0,,,3.0,4.0,3.0,6.0,,6.0,4.0,2.0,,,3.0,3.0,2.0,3.0,,1.0,3.0,2.0,100.0,2.0,2.0,,,,,,,,100.0,,1.0,,1.0,,,,,,
123410616,Kumikoh,dun-modr,26.0,2192.0,0.0,100.0,29.0,0.0,0.0,,3.0,3.0,7.0,1.0,1.0,,0.0,3.0,2.0,0.0,0.0,,17.0,33.0,50.0,0.0,44.0,60.0,67.0,,100.0,,6.0,3.0,6.0,2.0,9.0,5.0,9.0,,1.0,,1.0,1.0,3.0,0.0,4.0,3.0,6.0,,1.0,,,,,33.0,3.0,1.0,,,,,,,,,,,,,,,
96753435,Delomir,ragnaros,18.0,7797.0,75.0,62.0,43.0,33.0,25.0,36.0,16.0,13.0,7.0,3.0,4.0,11.0,12.0,8.0,3.0,1.0,1.0,4.0,53.0,50.0,55.0,67.0,50.0,29.0,,100.0,33.0,50.0,17.0,14.0,11.0,3.0,4.0,7.0,,1.0,3.0,4.0,9.0,7.0,6.0,2.0,2.0,2.0,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,100.0,1.0,1.0,400.0,25.0,1.0,4.0,4.0,1.0,,,,,,
158294101,Tohl,archimonde,5.0,569.0,,,0.0,,,100.0,,,2.0,,,1.0,,,0.0,,,1.0,100.0,0.0,,0.0,0.0,,0.0,,,,1.0,3.0,,1.0,1.0,,1.0,,,,1.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
158825153,Kékmeister,blackhand,33.0,739.0,,,100.0,,50.0,,,,1.0,,2.0,,,,1.0,,1.0,,,,,,100.0,67.0,0.0,0.0,33.0,,,,,,1.0,3.0,1.0,2.0,3.0,,,,,,1.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
114000867,Venchetolol,ravencrest,37.0,1473.0,60.0,100.0,40.0,100.0,0.0,0.0,5.0,2.0,5.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,,,100.0,50.0,100.0,0.0,,100.0,0.0,100.0,,,1.0,2.0,4.0,2.0,,2.0,1.0,1.0,,,1.0,1.0,4.0,0.0,,2.0,0.0,1.0,,,,,,,,,,0.0,50.0,1.0,2.0,0.0,1.0,,,,,,
62167088,Pala,aggramar,15.0,6720.0,57.0,50.0,40.0,,67.0,,35.0,4.0,5.0,,3.0,,20.0,2.0,2.0,,2.0,,50.0,68.0,68.0,50.0,50.0,50.0,100.0,,,,20.0,41.0,19.0,2.0,4.0,2.0,1.0,,,,10.0,28.0,13.0,1.0,2.0,1.0,1.0,,,,,,,50.0,10.0,5.0,,,,,,,,,,,,,,,
116662156,Dianaprince,frostwolf,17.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,7.0,7.0,,,,,,,,,,,,
181324034,Freyá,thunderhorn,96.0,3549.0,100.0,12.0,42.0,0.0,50.0,20.0,3.0,8.0,12.0,3.0,8.0,5.0,3.0,1.0,5.0,0.0,4.0,1.0,,,67.0,22.0,33.0,50.0,,47.0,71.0,44.0,,,3.0,9.0,6.0,8.0,,19.0,7.0,9.0,,,2.0,2.0,2.0,4.0,,9.0,5.0,4.0,0.0,2.0,0.0,,,,,,,,67.0,,3.0,,2.0,,,,,,
169820624,Skier,stormreaver,10.0,2016.0,40.0,67.0,80.0,80.0,50.0,100.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,,,75.0,50.0,100.0,0.0,,0.0,50.0,62.0,,,4.0,2.0,2.0,6.0,,3.0,2.0,8.0,,,3.0,1.0,2.0,0.0,,0.0,1.0,5.0,,,,,,,,,,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,
115281444,Kaasboertje,defias-brotherhood,8.0,2633.0,67.0,83.0,60.0,,100.0,100.0,6.0,6.0,5.0,,1.0,2.0,4.0,5.0,3.0,,1.0,2.0,60.0,50.0,100.0,43.0,100.0,0.0,38.0,50.0,,67.0,5.0,2.0,2.0,7.0,3.0,3.0,8.0,2.0,,3.0,3.0,1.0,2.0,3.0,3.0,0.0,3.0,1.0,,2.0,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,
176493690,Therealhorn,ragnaros,14.0,3002.0,50.0,80.0,46.0,100.0,0.0,,4.0,5.0,13.0,1.0,5.0,,2.0,4.0,6.0,1.0,0.0,,100.0,40.0,50.0,67.0,33.0,50.0,83.0,50.0,40.0,100.0,2.0,5.0,8.0,9.0,6.0,4.0,6.0,4.0,5.0,1.0,2.0,2.0,4.0,6.0,2.0,2.0,5.0,2.0,2.0,1.0,,,,0.0,1.0,0.0,,,,50.0,75.0,2.0,4.0,1.0,3.0,,,,,,
129602351,Tonsshield,lightbringer,9.0,1056.0,100.0,,25.0,,,,1.0,,4.0,,,,1.0,,1.0,,,,60.0,100.0,,67.0,78.0,33.0,100.0,,,,5.0,3.0,,9.0,9.0,9.0,2.0,,,,3.0,3.0,,6.0,7.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
176051770,Zjemcitanka,burning-legion,7.0,1070.0,,,0.0,,50.0,,,,2.0,,2.0,,,,0.0,,1.0,,,,50.0,50.0,67.0,50.0,,50.0,71.0,100.0,,,4.0,6.0,3.0,4.0,,2.0,7.0,1.0,,,2.0,3.0,2.0,2.0,,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,
138465092,Misstag,twisting-nether,25.0,2101.0,33.0,0.0,67.0,100.0,43.0,,3.0,1.0,12.0,3.0,7.0,,1.0,0.0,8.0,3.0,3.0,,,100.0,50.0,83.0,60.0,50.0,,71.0,67.0,43.0,,1.0,2.0,6.0,5.0,6.0,,7.0,3.0,7.0,,1.0,1.0,5.0,3.0,3.0,,5.0,2.0,3.0,,,,,,,,,,25.0,,4.0,,1.0,,,,,,,
104611503,Gainermaster,twisting-nether,8.0,1165.0,17.0,33.0,,60.0,,67.0,6.0,3.0,,5.0,,3.0,1.0,1.0,,3.0,,2.0,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
113387085,Acashic,blackhand,9.0,1896.0,50.0,,80.0,,33.0,100.0,4.0,,5.0,,3.0,1.0,2.0,,4.0,,1.0,1.0,,33.0,40.0,67.0,0.0,50.0,0.0,0.0,0.0,50.0,,3.0,5.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,
169508370,Izida,the-maelstrom,68.0,8257.0,40.0,100.0,53.0,0.0,50.0,20.0,10.0,1.0,17.0,2.0,2.0,5.0,4.0,1.0,9.0,0.0,1.0,1.0,29.0,,59.0,29.0,50.0,50.0,50.0,36.0,29.0,64.0,14.0,,27.0,7.0,10.0,8.0,2.0,11.0,7.0,11.0,4.0,,16.0,2.0,5.0,4.0,1.0,4.0,2.0,7.0,0.0,2.0,0.0,67.0,3.0,2.0,,,,,,,,,,,,,,,
127572459,Thesis,lightbringer,13.0,838.0,0.0,50.0,0.0,,,,1.0,2.0,2.0,,,,0.0,1.0,0.0,,,,50.0,100.0,33.0,0.0,0.0,40.0,0.0,,,,6.0,2.0,3.0,1.0,1.0,5.0,1.0,,,,3.0,2.0,1.0,0.0,0.0,2.0,0.0,,,,,,,100.0,1.0,1.0,100.0,1.0,1.0,,,,,,,,,,,,
157772588,Malisin,die-ewige-wacht,14.0,6323.0,56.0,40.0,24.0,,75.0,33.0,18.0,10.0,21.0,,4.0,3.0,10.0,4.0,5.0,,3.0,1.0,46.0,44.0,24.0,44.0,88.0,55.0,,33.0,25.0,25.0,28.0,27.0,17.0,25.0,8.0,22.0,,6.0,4.0,4.0,13.0,12.0,4.0,11.0,7.0,12.0,,2.0,1.0,1.0,,,,30.0,20.0,6.0,100.0,2.0,2.0,,,,,,,,,,,,
157336185,Erman,ravencrest,13.0,2276.0,100.0,50.0,33.0,25.0,50.0,100.0,4.0,2.0,6.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,50.0,,33.0,100.0,67.0,100.0,,50.0,100.0,,4.0,,3.0,1.0,3.0,3.0,,2.0,2.0,,2.0,,1.0,1.0,2.0,3.0,,1.0,2.0,,,,,0.0,1.0,0.0,,,,,0.0,,1.0,,0.0,,,,,,
68006316,Erwèn,ravencrest,52.0,66650.0,62.0,55.0,64.0,0.0,60.0,0.0,63.0,71.0,11.0,7.0,5.0,3.0,39.0,39.0,7.0,0.0,3.0,0.0,60.0,64.0,62.0,70.0,36.0,57.0,0.0,50.0,60.0,71.0,102.0,113.0,105.0,46.0,11.0,37.0,1.0,10.0,5.0,7.0,61.0,72.0,65.0,32.0,4.0,21.0,0.0,5.0,3.0,5.0,,,,50.0,68.0,34.0,,,,1650.0,,4.0,,66.0,,,,,,,
171067282,Taniasuka,silvermoon,19.0,427.0,,,,,100.0,,,,,,1.0,,,,,,1.0,,,100.0,100.0,0.0,,,,0.0,100.0,0.0,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,2.0,1.0,0.0,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
6011810,Arthuran,moonglade,39.0,29597.0,49.0,69.0,56.0,,91.0,,101.0,16.0,16.0,,11.0,,49.0,11.0,9.0,,10.0,,50.0,41.0,61.0,36.0,52.0,53.0,57.0,50.0,75.0,67.0,115.0,97.0,28.0,25.0,27.0,17.0,14.0,2.0,4.0,3.0,57.0,40.0,17.0,9.0,14.0,9.0,8.0,1.0,3.0,2.0,50.0,4.0,2.0,50.0,28.0,14.0,100.0,1.0,1.0,,67.0,,3.0,,2.0,,,,,,
85904520,Barracudak,burning-blade,12.0,2439.0,38.0,75.0,33.0,,67.0,0.0,8.0,8.0,12.0,,3.0,1.0,3.0,6.0,4.0,,2.0,0.0,50.0,67.0,60.0,25.0,25.0,60.0,33.0,14.0,0.0,100.0,2.0,6.0,5.0,4.0,4.0,5.0,3.0,7.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,,,,33.0,3.0,1.0,,,,,,,,,,,,,,,
241103503,Vogathor,karazhan,6.0,656.0,33.0,,0.0,,100.0,100.0,3.0,,1.0,,1.0,1.0,1.0,,0.0,,1.0,1.0,,,,0.0,,,,100.0,,100.0,,,,2.0,,,,1.0,,2.0,,,,0.0,,,,1.0,,2.0,50.0,2.0,1.0,,,,,,,,,,,,,,,,,,
160013505,Ayven,dalaran,1.0,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
144345319,Smâil,aegwynn,9.0,12363.0,57.0,44.0,25.0,60.0,50.0,38.0,21.0,9.0,4.0,5.0,4.0,8.0,12.0,4.0,1.0,3.0,2.0,3.0,43.0,50.0,29.0,50.0,67.0,56.0,25.0,50.0,50.0,,14.0,16.0,17.0,4.0,3.0,9.0,4.0,2.0,4.0,,6.0,8.0,5.0,2.0,2.0,5.0,1.0,1.0,2.0,,,,,43.0,14.0,6.0,,,,,,,,,,,,,,,
194442894,Toteck,kazzak,3.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,67.0,,0.0,,0.0,,,,,,3.0,,1.0,,1.0,,,,,,2.0,,0.0,,0.0,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,
119375365,Kellên,les-sentinelles,50.0,2178.0,0.0,,33.0,,50.0,75.0,1.0,,6.0,,8.0,4.0,0.0,,2.0,,4.0,3.0,0.0,,80.0,50.0,0.0,0.0,0.0,33.0,0.0,50.0,5.0,,5.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,0.0,,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,100.0,4.0,4.0,,0.0,,1.0,,0.0,,,,,,
170259232,Chivalry,darksorrow,2.0,463.0,,0.0,100.0,0.0,100.0,0.0,,2.0,1.0,1.0,2.0,1.0,,0.0,1.0,0.0,2.0,0.0,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
163742765,Amoorian,draenor,15.0,631.0,0.0,100.0,,50.0,0.0,100.0,4.0,2.0,,4.0,1.0,1.0,0.0,2.0,,2.0,0.0,1.0,,,,,0.0,100.0,,0.0,0.0,,,,,,4.0,1.0,,2.0,1.0,,,,,,0.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
165709800,Mélisande,blackrock,3.0,536.0,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,50.0,2.0,1.0,,,,,,,,,,,,,,,,,,
83486803,Alehn,antonidas,41.0,22657.0,48.0,54.0,0.0,0.0,100.0,,64.0,61.0,2.0,1.0,1.0,,31.0,33.0,0.0,0.0,1.0,,43.0,37.0,31.0,50.0,20.0,52.0,,,50.0,,104.0,119.0,107.0,30.0,5.0,44.0,,,2.0,,45.0,44.0,33.0,15.0,1.0,23.0,,,1.0,,0.0,7.0,0.0,40.0,100.0,40.0,,,,,,,,,,,,,,,
130318722,Hølymøly,drakthul,31.0,106.0,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
142659111,Lighthead,nemesis,2.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
193898368,Sintharia,silvermoon,6.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
63596586,Thiub,lightbringer,14.0,3855.0,60.0,57.0,57.0,11.0,50.0,29.0,15.0,14.0,7.0,9.0,2.0,7.0,9.0,8.0,4.0,1.0,1.0,2.0,47.0,33.0,12.0,25.0,50.0,43.0,,67.0,100.0,60.0,15.0,3.0,8.0,4.0,6.0,7.0,,3.0,2.0,5.0,7.0,1.0,1.0,1.0,3.0,3.0,,2.0,2.0,3.0,,,,50.0,2.0,1.0,,,,,22.0,,9.0,,2.0,,,,,,
102627187,Mognab,ravencrest,11.0,1380.0,,0.0,,,,0.0,,3.0,,,,1.0,,0.0,,,,0.0,,,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
105784772,Rextar,archimonde,5.0,2170.0,0.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,,,,,,,0.0,0.0,,1.0,,,,,,,1.0,1.0,,0.0,,,,,,,0.0,0.0,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,
122308959,Crashdown,bladefist,6.0,893.0,0.0,50.0,0.0,0.0,0.0,,1.0,2.0,3.0,1.0,3.0,,0.0,1.0,0.0,0.0,0.0,,,,50.0,100.0,40.0,0.0,,33.0,33.0,0.0,,,2.0,3.0,5.0,2.0,,3.0,3.0,5.0,,,1.0,3.0,2.0,0.0,,1.0,1.0,0.0,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,
133613551,Nobeluim,lightbringer,17.0,269.0,,,50.0,,,,,,2.0,,,,,,1.0,,,,,,,0.0,100.0,,,,,,,,,1.0,1.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
167063272,Brogaro,blackmoore,7.0,336.0,0.0,50.0,,50.0,,,1.0,2.0,,2.0,,,0.0,1.0,,1.0,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161548294,Soraa,lightbringer,7.0,2970.0,29.0,86.0,100.0,0.0,83.0,50.0,7.0,7.0,1.0,4.0,6.0,8.0,2.0,6.0,1.0,0.0,5.0,4.0,,,0.0,20.0,0.0,25.0,,25.0,0.0,0.0,,,3.0,5.0,1.0,4.0,,4.0,1.0,2.0,,,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
196365922,Tuffss,kazzak,3.0,107.0,,100.0,100.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144560356,Mirthiz,kazzak,54.0,603.0,100.0,50.0,,,,100.0,2.0,4.0,,,,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,,,,
78043361,Pasticcione,pozzo-delleternità,12.0,12185.0,41.0,40.0,44.0,,100.0,,29.0,15.0,34.0,,5.0,,12.0,6.0,15.0,,5.0,,55.0,58.0,71.0,75.0,59.0,60.0,100.0,100.0,,,65.0,50.0,31.0,48.0,32.0,40.0,2.0,2.0,,,36.0,29.0,22.0,36.0,19.0,24.0,2.0,2.0,,,,,,57.0,21.0,12.0,,,,,,,,,,,,,,,
175158446,Strunfy,twisting-nether,11.0,900.0,0.0,67.0,67.0,100.0,100.0,25.0,1.0,3.0,3.0,1.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,,,,100.0,,,,100.0,,0.0,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,1.0,,0.0,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,
133368774,Qunaii,defias-brotherhood,29.0,1882.0,50.0,25.0,,,0.0,,6.0,4.0,,,1.0,,3.0,1.0,,,0.0,,,,80.0,100.0,0.0,25.0,,50.0,50.0,60.0,,,5.0,1.0,1.0,4.0,,4.0,2.0,5.0,,,4.0,1.0,0.0,1.0,,2.0,1.0,3.0,0.0,6.0,0.0,,,,,,,50.0,0.0,2.0,1.0,1.0,0.0,,,,,,
82386110,Mortank,dun-modr,11.0,3351.0,100.0,64.0,19.0,,67.0,50.0,6.0,11.0,16.0,,3.0,2.0,6.0,7.0,3.0,,2.0,1.0,57.0,60.0,20.0,50.0,70.0,22.0,0.0,33.0,33.0,100.0,7.0,5.0,5.0,2.0,10.0,9.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,7.0,2.0,0.0,1.0,1.0,1.0,,,,33.0,3.0,1.0,100.0,7.0,7.0,,,,,,,,,,,,
175923996,Эсэйас,gordunni,64.0,28928.0,52.0,64.0,58.0,0.0,200.0,20.0,23.0,22.0,62.0,1.0,4.0,5.0,12.0,14.0,36.0,0.0,8.0,1.0,55.0,60.0,67.0,51.0,54.0,55.0,56.0,73.0,50.0,20.0,130.0,85.0,39.0,45.0,61.0,51.0,25.0,11.0,6.0,5.0,71.0,51.0,26.0,23.0,33.0,28.0,14.0,8.0,3.0,1.0,,,,57.0,21.0,12.0,100.0,3.0,3.0,,67.0,,3.0,,2.0,,,,,,
157853018,Tonkingandy,stormscale,5.0,1677.0,0.0,75.0,50.0,100.0,50.0,100.0,1.0,4.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,,,33.0,0.0,75.0,100.0,,50.0,57.0,0.0,,,3.0,1.0,4.0,2.0,,2.0,7.0,1.0,,,1.0,0.0,3.0,2.0,,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,
168959257,Bultsax,tarren-mill,3.0,249.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,50.0,,50.0,,1.0,,,,1.0,,2.0,,2.0,,0.0,,,,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
147281597,Chrinø,khaz-modan,2.0,561.0,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
209977712,Tésh,nagrand,13.0,3269.0,100.0,0.0,,,,,3.0,1.0,,,,,3.0,0.0,,,,,68.0,80.0,29.0,,,,,,,,37.0,5.0,7.0,,,,,,,,25.0,4.0,2.0,,,,,,,,,,,79.0,14.0,11.0,,,,,,,,,,,,,,,
196653971,Ultimato,outland,10.0,2595.0,40.0,60.0,50.0,33.0,,50.0,5.0,10.0,2.0,3.0,,6.0,2.0,6.0,1.0,1.0,,3.0,0.0,,,0.0,29.0,100.0,,100.0,,,1.0,,,1.0,7.0,1.0,,2.0,,,0.0,,,0.0,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
100908708,Køloss,ysondre,13.0,5591.0,21.0,40.0,43.0,,,,14.0,5.0,7.0,,,,3.0,2.0,3.0,,,,25.0,25.0,29.0,38.0,80.0,55.0,40.0,,,,8.0,12.0,21.0,16.0,5.0,11.0,5.0,,,,2.0,3.0,6.0,6.0,4.0,6.0,2.0,,,,,,,45.0,11.0,5.0,,,,,,,,,,,,,,,
174726830,Imuken,dalaran,6.0,60.0,,,50.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158953594,Byakuren,earthen-ring,35.0,9204.0,67.0,71.0,62.0,0.0,0.0,45.0,21.0,24.0,24.0,2.0,1.0,11.0,14.0,17.0,15.0,0.0,0.0,5.0,40.0,40.0,50.0,44.0,23.0,50.0,31.0,0.0,100.0,100.0,15.0,15.0,16.0,18.0,22.0,22.0,16.0,1.0,1.0,2.0,6.0,6.0,8.0,8.0,5.0,11.0,5.0,0.0,1.0,2.0,,,,27.0,22.0,6.0,,,,,100.0,,1.0,,1.0,,,,,,
163875207,Grimripper,alleria,22.0,195.0,,,100.0,0.0,0.0,,,,1.0,1.0,1.0,,,,1.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
