character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Cooking: Impossible win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Cooking: Impossible played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Cooking: Impossible won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Strand of the Ancients win_rate,Strand of the Ancients played,Strand of the Ancients won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
140390071,Líonia,blackmoore,14.0,8649.0,51.0,21.0,30.0,41.0,30.0,17.0,25.0,25.0,,100.0,100.0,,,,,,,,,,,41.0,28.0,30.0,22.0,20.0,6.0,4.0,8.0,,1.0,1.0,,,,,,,,,,,21.0,6.0,9.0,9.0,6.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,21.0,14.0,3.0,,,
137212556,Сиргапаладин,howling-fjord,1.0,13.0,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
164413130,Targona,ambossar,30.0,1694.0,57.0,50.0,25.0,75.0,70.0,33.0,0.0,0.0,,0.0,20.0,,,,,,,,,,,14.0,2.0,4.0,4.0,10.0,3.0,1.0,3.0,,2.0,5.0,,,,,,,,,,,8.0,1.0,1.0,3.0,7.0,1.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,25.0,4.0,1.0,,,
90998286,Galmy,kaelthas,1.0,1534.0,,17.0,100.0,50.0,50.0,100.0,20.0,50.0,,75.0,,,,,,,,,,0.0,,,6.0,4.0,4.0,2.0,1.0,10.0,2.0,,4.0,,,,,,,,,,2.0,,,1.0,4.0,2.0,1.0,1.0,2.0,1.0,,3.0,,,,,,,,,,0.0,,67.0,6.0,4.0,,,
67626244,Pwnftw,ravencrest,2.0,61.0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
146848077,Miou,lothar,22.0,13510.0,43.0,60.0,57.0,43.0,42.0,52.0,65.0,54.0,,48.0,75.0,,,,100.0,0.0,0.0,50.0,100.0,20.0,,51.0,20.0,44.0,42.0,43.0,23.0,31.0,28.0,,31.0,8.0,,,,1.0,1.0,1.0,4.0,2.0,5.0,,22.0,12.0,25.0,18.0,18.0,12.0,20.0,15.0,,15.0,6.0,,,,1.0,0.0,0.0,2.0,2.0,1.0,,42.0,33.0,14.0,,,
135512522,Müri,elune,8.0,845.0,,,,,100.0,,0.0,,,100.0,,0.0,,,0.0,0.0,,100.0,,,0.0,,,,,2.0,,1.0,,,1.0,,2.0,,,1.0,2.0,,1.0,,,1.0,,,,,2.0,,0.0,,,1.0,,0.0,,,0.0,0.0,,1.0,,,0.0,,,,,,
40391035,Cürko,dun-modr,5.0,8339.0,61.0,50.0,59.0,52.0,35.0,21.0,40.0,38.0,,17.0,,,,,,,,,,0.0,,18.0,26.0,29.0,29.0,17.0,14.0,5.0,26.0,,6.0,,,,,,,,,,1.0,,11.0,13.0,17.0,15.0,6.0,3.0,2.0,10.0,,1.0,,,,,,,,,,0.0,,63.0,30.0,19.0,,,
109796419,Galahad,silvermoon,87.0,7677.0,50.0,46.0,40.0,35.0,42.0,34.0,41.0,48.0,,36.0,62.0,,100.0,,25.0,38.0,40.0,0.0,100.0,100.0,0.0,10.0,28.0,10.0,20.0,12.0,29.0,29.0,33.0,,22.0,16.0,,1.0,,8.0,13.0,5.0,2.0,2.0,1.0,2.0,5.0,13.0,4.0,7.0,5.0,10.0,12.0,16.0,,8.0,10.0,,1.0,,2.0,5.0,2.0,0.0,2.0,1.0,0.0,67.0,12.0,8.0,,,
187303735,Немиртингас,gordunni,9.0,2152.0,100.0,56.0,33.0,33.0,50.0,25.0,50.0,100.0,,57.0,77.0,,,,57.0,50.0,,,,,,1.0,9.0,3.0,6.0,4.0,4.0,2.0,6.0,,7.0,13.0,,,,7.0,2.0,,,,,,1.0,5.0,1.0,2.0,2.0,1.0,1.0,6.0,,4.0,10.0,,,,4.0,1.0,,,,,,,,,,,
153846830,Рандурин,gordunni,16.0,3339.0,100.0,67.0,100.0,60.0,0.0,100.0,100.0,67.0,,80.0,50.0,,67.0,,33.0,33.0,,0.0,,0.0,100.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,3.0,,5.0,2.0,,3.0,,3.0,3.0,,2.0,,1.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,,4.0,1.0,,2.0,,1.0,1.0,,0.0,,0.0,1.0,0.0,1.0,0.0,,,
91598121,Nifen,chants-éternels,62.0,810.0,,50.0,,,50.0,0.0,0.0,40.0,,0.0,,,,,,,,100.0,,,,,2.0,,,2.0,1.0,1.0,5.0,,1.0,,,,,,,,1.0,,,,,1.0,,,1.0,0.0,0.0,2.0,,0.0,,,,,,,,1.0,,,,0.0,2.0,0.0,,,
174224229,Святодинна,galakrond,6.0,90.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,
158300438,Lightforge,bloodfeather,6.0,636.0,,,,100.0,,0.0,50.0,75.0,,100.0,,,,,0.0,,50.0,,,,50.0,,,,1.0,,3.0,2.0,4.0,,1.0,,,,,1.0,,2.0,,,,2.0,,,,1.0,,0.0,1.0,3.0,,1.0,,,,,0.0,,1.0,,,,1.0,,,,,,
162868488,Fusi,tyrande,75.0,682.0,,,,20.0,,25.0,60.0,0.0,,0.0,,,,,33.0,0.0,33.0,,,,0.0,,,,5.0,,4.0,5.0,2.0,,5.0,,,,,6.0,4.0,3.0,,,,4.0,,,,1.0,,1.0,3.0,0.0,,0.0,,,,,2.0,0.0,1.0,,,,0.0,,,,,,
169100252,Yimesh,elune,24.0,4458.0,0.0,38.0,0.0,77.0,60.0,53.0,44.0,71.0,,30.0,25.0,50.0,,,40.0,57.0,50.0,50.0,,,67.0,1.0,8.0,2.0,13.0,10.0,17.0,18.0,14.0,,10.0,4.0,4.0,,,15.0,7.0,6.0,2.0,,,6.0,0.0,3.0,0.0,10.0,6.0,9.0,8.0,10.0,,3.0,1.0,2.0,,,6.0,4.0,3.0,1.0,,,4.0,,,,,,
114927911,Cixsmens,chants-éternels,16.0,4107.0,29.0,,0.0,67.0,75.0,60.0,30.0,57.0,,50.0,0.0,50.0,50.0,,17.0,50.0,67.0,50.0,,,,7.0,,1.0,3.0,4.0,5.0,10.0,7.0,,4.0,3.0,4.0,2.0,,6.0,2.0,3.0,4.0,,,,2.0,,0.0,2.0,3.0,3.0,3.0,4.0,,2.0,0.0,2.0,1.0,,1.0,1.0,2.0,2.0,,,,,,,,,
73318752,Willeena,les-clairvoyants,99.0,10546.0,67.0,36.0,25.0,50.0,60.0,0.0,50.0,,,20.0,,,,,,,,,,,,9.0,11.0,24.0,6.0,5.0,1.0,2.0,,,10.0,,,,,,,,,,,,6.0,4.0,6.0,3.0,3.0,0.0,1.0,,,2.0,,,,,,,,,,,,43.0,7.0,3.0,,,
161876267,Asheyra,chants-éternels,23.0,303.0,,,0.0,,,67.0,,100.0,,,,,,,,,,,,,0.0,,,1.0,,,3.0,,1.0,,,,,,,,,,,,,1.0,,,0.0,,,2.0,,1.0,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,
96929233,Вентереон,gordunni,2.0,3859.0,100.0,100.0,33.0,50.0,43.0,100.0,50.0,100.0,,50.0,,,,,,100.0,,,,75.0,,4.0,6.0,3.0,4.0,7.0,1.0,12.0,5.0,,4.0,,,,,,2.0,,,,4.0,,4.0,6.0,1.0,2.0,3.0,1.0,6.0,5.0,,2.0,,,,,,2.0,,,,3.0,,57.0,7.0,4.0,,,
160190997,Critical,emerald-dream,5.0,420.0,,,,,100.0,,,,,,,0.0,,,,,,0.0,,,,,,,,2.0,,,,,,,1.0,,,,,,2.0,,,,,,,,2.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,
198132752,Zendyron,silvermoon,37.0,2074.0,100.0,75.0,67.0,20.0,0.0,50.0,57.0,0.0,,80.0,25.0,,100.0,,62.0,0.0,100.0,0.0,,,0.0,1.0,4.0,3.0,5.0,1.0,6.0,7.0,2.0,,5.0,4.0,,1.0,,8.0,2.0,2.0,1.0,,,1.0,1.0,3.0,2.0,1.0,0.0,3.0,4.0,0.0,,4.0,1.0,,1.0,,5.0,0.0,2.0,0.0,,,0.0,,,,,,
186874101,Zenøu,hyjal,51.0,405.0,0.0,,,,100.0,100.0,,,,,,0.0,,,,0.0,,,,,0.0,1.0,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,1.0,0.0,,,,1.0,1.0,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,
106250238,Chost,frostwolf,4.0,9951.0,60.0,29.0,60.0,44.0,0.0,33.0,,100.0,,,,100.0,,,100.0,100.0,67.0,100.0,,,,5.0,7.0,5.0,16.0,1.0,3.0,,1.0,,,,1.0,,,1.0,2.0,3.0,1.0,,,,3.0,2.0,3.0,7.0,0.0,1.0,,1.0,,,,1.0,,,1.0,2.0,2.0,1.0,,,,0.0,1.0,0.0,,,
115528707,Syalthiel,draenor,5.0,771.0,,,,33.0,0.0,67.0,67.0,100.0,,67.0,,,0.0,,100.0,100.0,0.0,,,,100.0,,,,3.0,1.0,3.0,3.0,2.0,,3.0,,,1.0,,1.0,3.0,2.0,,,,1.0,,,,1.0,0.0,2.0,2.0,2.0,,2.0,,,0.0,,1.0,3.0,0.0,,,,1.0,,,,,,
191510274,Palaberg,kazzak,6.0,35.0,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
199760651,Хозбасс,eversong,18.0,1604.0,50.0,,,,60.0,,,,,,,100.0,50.0,,,100.0,100.0,100.0,100.0,,,2.0,,,,5.0,,,,,,,1.0,2.0,,,2.0,1.0,1.0,2.0,,,1.0,,,,3.0,,,,,,,1.0,1.0,,,2.0,1.0,1.0,2.0,,,,,,,,
154609427,Phillie,tarren-mill,5.0,149.0,,,,,,100.0,,,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,
196503568,Remé,outland,14.0,838.0,50.0,,,0.0,0.0,,0.0,,,0.0,,100.0,,,0.0,0.0,100.0,0.0,,,100.0,2.0,,,1.0,1.0,,1.0,,,1.0,,2.0,,,2.0,1.0,1.0,1.0,,,3.0,1.0,,,0.0,0.0,,0.0,,,0.0,,2.0,,,0.0,0.0,1.0,0.0,,,3.0,,,,,,
176455119,Annedall,aegwynn,2.0,702.0,50.0,,,,100.0,,,,,,0.0,50.0,,,,,,0.0,,0.0,,4.0,,,,1.0,,,,,,1.0,2.0,,,,,,3.0,,1.0,,2.0,,,,1.0,,,,,,0.0,1.0,,,,,,0.0,,0.0,,,,,,,
170388153,Maxiimus,eldrethalas,14.0,7162.0,23.0,66.0,35.0,48.0,43.0,64.0,56.0,60.0,,55.0,0.0,50.0,100.0,,50.0,50.0,56.0,67.0,100.0,100.0,75.0,22.0,38.0,20.0,21.0,21.0,14.0,9.0,10.0,,11.0,2.0,4.0,2.0,,6.0,2.0,9.0,3.0,3.0,1.0,8.0,5.0,25.0,7.0,10.0,9.0,9.0,5.0,6.0,,6.0,0.0,2.0,2.0,,3.0,1.0,5.0,2.0,3.0,1.0,6.0,40.0,5.0,2.0,,,
241867924,Скарбрандт,soulflayer,156.0,1010.0,0.0,,,50.0,100.0,0.0,20.0,67.0,,50.0,,0.0,,,100.0,0.0,100.0,50.0,,,25.0,1.0,,,2.0,1.0,2.0,5.0,3.0,,2.0,,1.0,,,1.0,2.0,1.0,2.0,,,4.0,0.0,,,1.0,1.0,0.0,1.0,2.0,,1.0,,0.0,,,1.0,0.0,1.0,1.0,,,1.0,,,,,,
225173563,Flareon,sylvanas,54.0,2142.0,57.0,,,,0.0,50.0,67.0,33.0,,67.0,,25.0,,,43.0,0.0,60.0,67.0,,,50.0,7.0,,,,2.0,2.0,3.0,3.0,,3.0,,4.0,,,7.0,1.0,5.0,3.0,,,2.0,4.0,,,,0.0,1.0,2.0,1.0,,2.0,,1.0,,,3.0,0.0,3.0,2.0,,,1.0,,,,,,
162606746,Gamõ,voljin,1.0,101.0,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
158231287,Zappzerrap,antonidas,9.0,2605.0,,,,0.0,0.0,0.0,0.0,25.0,,,,,,,0.0,0.0,0.0,33.0,,14.0,,,,,1.0,2.0,1.0,1.0,4.0,,,,,,,1.0,2.0,1.0,3.0,,7.0,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,,1.0,,,,,,,
175247056,Cømplex,twisting-nether,3.0,201.0,,,,,,0.0,100.0,,,,,,,,,,50.0,,,,100.0,,,,,,1.0,2.0,,,,,,,,,,2.0,,,,1.0,,,,,,0.0,2.0,,,,,,,,,,1.0,,,,1.0,,,,,,
69030711,Karlton,outland,137.0,31632.0,36.0,63.0,59.0,60.0,37.0,55.0,29.0,58.0,,29.0,50.0,,,,60.0,33.0,100.0,,,,75.0,47.0,196.0,118.0,78.0,35.0,20.0,7.0,19.0,,7.0,4.0,,,,5.0,3.0,2.0,,,,4.0,17.0,124.0,70.0,47.0,13.0,11.0,2.0,11.0,,2.0,2.0,,,,3.0,1.0,2.0,,,,3.0,51.0,61.0,31.0,,,
190255397,Dësire,frostmane,18.0,15760.0,61.0,39.0,38.0,30.0,74.0,47.0,46.0,55.0,,60.0,48.0,0.0,,,56.0,33.0,60.0,60.0,,,100.0,54.0,51.0,50.0,27.0,38.0,45.0,26.0,55.0,,40.0,29.0,1.0,,,9.0,3.0,5.0,5.0,,,2.0,33.0,20.0,19.0,8.0,28.0,21.0,12.0,30.0,,24.0,14.0,0.0,,,5.0,1.0,3.0,3.0,,,2.0,47.0,43.0,20.0,,,
155789429,Hpgunghrim,ravencrest,16.0,274.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,
86341018,Macxer,shendralar,13.0,8940.0,58.0,31.0,42.0,33.0,36.0,75.0,0.0,0.0,,33.0,100.0,,,,0.0,,100.0,,,0.0,,106.0,29.0,26.0,15.0,33.0,4.0,1.0,5.0,,3.0,1.0,,,,1.0,,2.0,,,4.0,,61.0,9.0,11.0,5.0,12.0,3.0,0.0,0.0,,1.0,1.0,,,,0.0,,2.0,,,0.0,,28.0,18.0,5.0,,,
188869283,Криштабелла,gordunni,18.0,722.0,100.0,,,100.0,,100.0,,,,0.0,,,,,33.0,100.0,,,,,,1.0,,,1.0,,1.0,,,,2.0,,,,,3.0,1.0,,,,,,1.0,,,1.0,,1.0,,,,0.0,,,,,1.0,1.0,,,,,,,,,,,
113990603,Healtor,hyjal,21.0,18279.0,50.0,51.0,56.0,56.0,35.0,38.0,50.0,52.0,,47.0,50.0,,,,67.0,50.0,67.0,,,100.0,,82.0,57.0,64.0,41.0,20.0,32.0,14.0,25.0,,15.0,4.0,,,,6.0,2.0,3.0,,,1.0,,41.0,29.0,36.0,23.0,7.0,12.0,7.0,13.0,,7.0,2.0,,,,4.0,1.0,2.0,,,1.0,,53.0,47.0,25.0,,,
148603595,Turbina,die-nachtwache,6.0,3230.0,47.0,0.0,20.0,10.0,33.0,0.0,33.0,,,25.0,,,,,,,,,100.0,,,15.0,6.0,5.0,10.0,3.0,2.0,3.0,,,4.0,,,,,,,,,1.0,,,7.0,0.0,1.0,1.0,1.0,0.0,1.0,,,1.0,,,,,,,,,1.0,,,0.0,4.0,0.0,,,
134950388,Ares,dun-modr,225.0,207039.0,63.0,52.0,53.0,48.0,60.0,47.0,42.0,51.0,,47.0,48.0,45.0,60.0,100.0,71.0,39.0,27.0,48.0,100.0,50.0,25.0,689.0,1023.0,728.0,460.0,549.0,523.0,481.0,563.0,,332.0,423.0,11.0,10.0,1.0,28.0,23.0,11.0,63.0,53.0,4.0,8.0,437.0,531.0,387.0,220.0,332.0,244.0,204.0,285.0,,157.0,202.0,5.0,6.0,1.0,20.0,9.0,3.0,30.0,53.0,2.0,2.0,58.0,292.0,169.0,100.0,1.0,1.0
96936080,Puczzor,ragnaros,18.0,5376.0,73.0,25.0,50.0,19.0,50.0,24.0,40.0,50.0,,37.0,75.0,50.0,100.0,,50.0,57.0,33.0,100.0,,10.0,25.0,11.0,8.0,6.0,16.0,4.0,21.0,10.0,8.0,,19.0,8.0,4.0,2.0,,6.0,7.0,9.0,1.0,,10.0,4.0,8.0,2.0,3.0,3.0,2.0,5.0,4.0,4.0,,7.0,6.0,2.0,2.0,,3.0,4.0,3.0,1.0,,1.0,1.0,50.0,4.0,2.0,,,
56817087,Yuukø,voljin,18.0,12745.0,73.0,51.0,44.0,58.0,67.0,49.0,38.0,51.0,,45.0,44.0,,,,,,0.0,,,,,11.0,43.0,18.0,33.0,24.0,37.0,29.0,41.0,,38.0,16.0,,,,,,1.0,,,,,8.0,22.0,8.0,19.0,16.0,18.0,11.0,21.0,,17.0,7.0,,,,,,0.0,,,,,41.0,22.0,9.0,,,
122207824,Eugeo,voljin,14.0,501.0,,0.0,100.0,100.0,,67.0,,,,,,,,,67.0,,100.0,0.0,,,,,2.0,1.0,3.0,,3.0,,,,,,,,,3.0,,1.0,1.0,,,,,0.0,1.0,3.0,,2.0,,,,,,,,,2.0,,1.0,0.0,,,,,,,,,
92063639,Stian,chants-éternels,18.0,2468.0,50.0,62.0,0.0,50.0,33.0,67.0,20.0,0.0,,50.0,,,,,0.0,25.0,,,,,,6.0,8.0,10.0,4.0,3.0,3.0,5.0,4.0,,4.0,,,,,2.0,4.0,,,,,,3.0,5.0,0.0,2.0,1.0,2.0,1.0,0.0,,2.0,,,,,0.0,1.0,,,,,,50.0,2.0,1.0,,,
174084293,Jalawen,archimonde,4.0,311.0,100.0,,,,,,0.0,50.0,,100.0,,33.0,,,0.0,,,0.0,,,100.0,3.0,,,,,,1.0,2.0,,2.0,,3.0,,,1.0,,,1.0,,,1.0,3.0,,,,,,0.0,1.0,,2.0,,1.0,,,0.0,,,0.0,,,1.0,,,,,,
165767728,Rindbackwood,blackmoore,19.0,1310.0,60.0,,,100.0,50.0,100.0,67.0,100.0,,100.0,,50.0,100.0,,,25.0,50.0,50.0,,,,5.0,,,2.0,2.0,1.0,3.0,1.0,,1.0,,2.0,1.0,,,4.0,4.0,2.0,,,,3.0,,,2.0,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,
123881245,Madutzu,tarren-mill,28.0,1702.0,100.0,,,33.0,0.0,50.0,75.0,100.0,,67.0,,33.0,,,50.0,33.0,0.0,,,100.0,50.0,1.0,,,3.0,1.0,4.0,4.0,3.0,,3.0,,3.0,,,4.0,3.0,1.0,,,2.0,2.0,1.0,,,1.0,0.0,2.0,3.0,3.0,,2.0,,1.0,,,2.0,1.0,0.0,,,2.0,1.0,,,,50.0,2.0,1.0
177126601,Zyratwahl,magtheridon,7.0,1210.0,100.0,,,,,38.0,0.0,25.0,33.0,88.0,,100.0,,,50.0,75.0,83.0,,,,50.0,1.0,,,,,8.0,3.0,4.0,3.0,8.0,,1.0,,,4.0,4.0,6.0,,,,6.0,1.0,,,,,3.0,0.0,1.0,1.0,7.0,,1.0,,,2.0,3.0,5.0,,,,3.0,,,,,,
154395030,Tayluh,silvermoon,10.0,456.0,,,,67.0,,,0.0,100.0,,,,,,,,,,,,,100.0,,,,3.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,2.0,,,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,
176492055,Mänoplas,dun-modr,9.0,1098.0,,,,100.0,,33.0,50.0,100.0,50.0,75.0,,100.0,,,50.0,44.0,40.0,0.0,,,75.0,,,,1.0,,3.0,4.0,1.0,2.0,4.0,,1.0,,,2.0,9.0,5.0,1.0,,,4.0,,,,1.0,,1.0,2.0,1.0,1.0,3.0,,1.0,,,1.0,4.0,2.0,0.0,,,3.0,,,,,,
175400548,Fanetigre,chogall,10.0,2736.0,25.0,43.0,86.0,20.0,71.0,25.0,100.0,33.0,,60.0,,50.0,,,100.0,,,50.0,,,,4.0,14.0,7.0,5.0,7.0,4.0,2.0,3.0,,5.0,,4.0,,,1.0,,,2.0,,,,1.0,6.0,6.0,1.0,5.0,1.0,2.0,1.0,,3.0,,2.0,,,1.0,,,1.0,,,,50.0,4.0,2.0,,,
167446954,Forgoro,elune,9.0,5070.0,50.0,31.0,45.0,32.0,30.0,50.0,,27.0,,0.0,,,,,,,,,,,,20.0,16.0,22.0,22.0,10.0,12.0,,15.0,,1.0,,,,,,,,,,,,10.0,5.0,10.0,7.0,3.0,6.0,,4.0,,0.0,,,,,,,,,,,,32.0,22.0,7.0,,,
40264151,Lesure,kul-tiras,11.0,239.0,,,,,,,50.0,,,100.0,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
193598867,Rastagor,kazzak,18.0,1541.0,100.0,,,0.0,25.0,0.0,,0.0,,33.0,,67.0,,,50.0,50.0,0.0,,,40.0,0.0,1.0,,,2.0,4.0,1.0,,3.0,,3.0,,3.0,,,2.0,2.0,1.0,,,5.0,1.0,1.0,,,0.0,1.0,0.0,,0.0,,1.0,,2.0,,,1.0,1.0,0.0,,,2.0,0.0,,,,,,
176370763,Móctezuma,ragnaros,41.0,47662.0,59.0,58.0,48.0,48.0,38.0,59.0,56.0,59.0,,44.0,62.0,31.0,0.0,,67.0,0.0,33.0,40.0,100.0,,,185.0,143.0,136.0,82.0,92.0,22.0,18.0,22.0,,18.0,16.0,13.0,1.0,,3.0,2.0,3.0,10.0,1.0,,,109.0,83.0,65.0,39.0,35.0,13.0,10.0,13.0,,8.0,10.0,4.0,0.0,,2.0,0.0,1.0,4.0,1.0,,,40.0,103.0,41.0,,,
115825811,Ponyó,ravencrest,10.0,1160.0,72.0,,,33.0,100.0,,0.0,,,100.0,,0.0,,,0.0,33.0,0.0,50.0,,,33.0,18.0,,,3.0,1.0,,1.0,,,2.0,,1.0,,,1.0,3.0,2.0,2.0,,,3.0,13.0,,,1.0,1.0,,0.0,,,2.0,,0.0,,,0.0,1.0,0.0,1.0,,,1.0,,,,,,
146319436,Салокин,fordragon,19.0,6913.0,50.0,0.0,100.0,60.0,67.0,45.0,60.0,31.0,,68.0,56.0,,25.0,,53.0,58.0,42.0,100.0,,0.0,,4.0,3.0,1.0,10.0,3.0,11.0,15.0,13.0,,22.0,16.0,,4.0,,17.0,12.0,12.0,1.0,,1.0,,2.0,0.0,1.0,6.0,2.0,5.0,9.0,4.0,,15.0,9.0,,1.0,,9.0,7.0,5.0,1.0,,0.0,,,,,,,
195921039,Vilgford,hyjal,33.0,3061.0,,30.0,42.0,67.0,,32.0,25.0,38.0,,36.0,56.0,,,,33.0,33.0,75.0,,,,,,23.0,12.0,6.0,,25.0,20.0,16.0,,22.0,9.0,,,,3.0,3.0,4.0,,,,,,7.0,5.0,4.0,,8.0,5.0,6.0,,8.0,5.0,,,,1.0,1.0,3.0,,,,,0.0,1.0,0.0,,,
156066087,Palacheät,ysondre,3.0,132.0,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,100.0,1.0,1.0,,,
188550218,Zartain,archimonde,6.0,2251.0,,,,0.0,0.0,0.0,33.0,0.0,,0.0,,,,,67.0,75.0,75.0,,,33.0,0.0,,,,1.0,1.0,4.0,9.0,5.0,,2.0,,,,,6.0,4.0,4.0,,,9.0,2.0,,,,0.0,0.0,0.0,3.0,0.0,,0.0,,,,,4.0,3.0,3.0,,,3.0,0.0,,,,,,
77790948,Eneax,pozzo-delleternità,102.0,30294.0,57.0,32.0,39.0,38.0,72.0,38.0,26.0,40.0,,38.0,56.0,,100.0,,43.0,20.0,40.0,40.0,100.0,67.0,,74.0,75.0,88.0,92.0,18.0,13.0,19.0,5.0,,13.0,18.0,,1.0,,7.0,5.0,5.0,5.0,3.0,3.0,,42.0,24.0,34.0,35.0,13.0,5.0,5.0,2.0,,5.0,10.0,,1.0,,3.0,1.0,2.0,2.0,3.0,2.0,,27.0,26.0,7.0,,,
181897645,Missdivine,outland,14.0,283.0,,0.0,,100.0,100.0,100.0,100.0,,,0.0,,,,,,,,,,0.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,0.0,,1.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,0.0,,,,,,,
127759739,Mercurôgnome,uldaman,11.0,141.0,0.0,,,,,100.0,,100.0,,0.0,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,0.0,,,,,1.0,,1.0,,0.0,,,,,,,,,,,,,,,,,
83363684,Frankkcastle,outland,18.0,2561.0,14.0,62.0,50.0,31.0,50.0,50.0,33.0,0.0,,50.0,0.0,33.0,0.0,,,100.0,60.0,100.0,,0.0,50.0,7.0,8.0,10.0,13.0,2.0,2.0,6.0,5.0,,2.0,2.0,3.0,3.0,,,1.0,5.0,1.0,,2.0,2.0,1.0,5.0,5.0,4.0,1.0,1.0,2.0,0.0,,1.0,0.0,1.0,0.0,,,1.0,3.0,1.0,,0.0,1.0,50.0,2.0,1.0,,,
167511857,Azayel,argent-dawn,6.0,810.0,100.0,,,0.0,50.0,67.0,50.0,0.0,0.0,100.0,,0.0,,,50.0,20.0,0.0,,,,100.0,1.0,,,1.0,2.0,3.0,2.0,1.0,2.0,4.0,,2.0,,,2.0,5.0,2.0,,,,3.0,1.0,,,0.0,1.0,2.0,1.0,0.0,0.0,4.0,,0.0,,,1.0,1.0,0.0,,,,3.0,,,,,,
