character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Rated Eye of the Storm played,Ashran played,Arathi Basin Winter played,Rated Eye of the Storm won,Ashran won,Arathi Basin Winter won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
178770969,Раггнар,goldrinn,37.0,13330.0,0.0,33.0,100.0,60.0,,100.0,55.0,60.0,52.0,75.0,86.0,72.0,68.0,56.0,100.0,100.0,25.0,65.0,3.0,6.0,1.0,47.0,,2.0,31.0,35.0,29.0,40.0,7.0,32.0,25.0,18.0,1.0,1.0,4.0,23.0,0.0,2.0,1.0,28.0,,2.0,17.0,21.0,15.0,30.0,6.0,23.0,17.0,10.0,1.0,1.0,1.0,15.0,,50.0,100.0,,2.0,1.0,,1.0,1.0,,,,,,
158410236,Murkhala,tarren-mill,59.0,179.0,,,,,,,,,,50.0,,,100.0,0.0,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,
165834377,Бондомонд,gordunni,13.0,2373.0,100.0,100.0,0.0,100.0,0.0,100.0,38.0,67.0,70.0,88.0,,100.0,50.0,67.0,0.0,,,75.0,1.0,1.0,1.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,,1.0,2.0,6.0,1.0,,,4.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,4.0,7.0,7.0,,1.0,1.0,4.0,0.0,,,3.0,,50.0,,,2.0,,,1.0,,,,,,,
62167088,Pala,aggramar,15.0,6720.0,57.0,50.0,68.0,68.0,50.0,50.0,50.0,50.0,50.0,40.0,100.0,67.0,,,,,,,35.0,20.0,41.0,19.0,10.0,4.0,2.0,4.0,2.0,5.0,1.0,3.0,,,,,,,20.0,10.0,28.0,13.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
162561989,Tarlxa,silvermoon,33.0,19376.0,65.0,48.0,49.0,47.0,27.0,50.0,57.0,54.0,67.0,50.0,58.0,67.0,67.0,17.0,100.0,100.0,,100.0,80.0,69.0,37.0,36.0,22.0,8.0,23.0,37.0,30.0,36.0,19.0,15.0,6.0,6.0,1.0,5.0,,2.0,52.0,33.0,18.0,17.0,6.0,4.0,13.0,20.0,20.0,18.0,11.0,10.0,4.0,1.0,1.0,5.0,,2.0,,,20.0,,,5.0,,,1.0,,,,,,
200448903,Кусъпрозапас,eversong,8.0,137.0,100.0,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
202951751,Гспдь,eversong,13.0,502.0,,,,,,,100.0,50.0,50.0,0.0,,,100.0,100.0,,,,100.0,,,,,,,1.0,4.0,2.0,1.0,,,2.0,1.0,,,,1.0,,,,,,,1.0,2.0,1.0,0.0,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,
66737729,Lúx,hellscream,50.0,21381.0,81.0,46.0,32.0,33.0,29.0,92.0,48.0,46.0,46.0,49.0,45.0,71.0,33.0,57.0,,,0.0,71.0,156.0,61.0,38.0,42.0,28.0,123.0,40.0,48.0,63.0,65.0,31.0,7.0,6.0,7.0,,,1.0,7.0,127.0,28.0,12.0,14.0,8.0,113.0,19.0,22.0,29.0,32.0,14.0,5.0,2.0,4.0,,,0.0,5.0,,100.0,100.0,,2.0,1.0,,2.0,1.0,,,,,,
175973019,Sølenia,dalaran,9.0,600.0,67.0,,,100.0,,,100.0,,0.0,0.0,,0.0,100.0,0.0,0.0,,,100.0,3.0,,,1.0,,,1.0,,1.0,3.0,,1.0,1.0,2.0,2.0,,,2.0,2.0,,,1.0,,,1.0,,0.0,0.0,,0.0,1.0,0.0,0.0,,,2.0,,0.0,,,1.0,,,0.0,,,,,,,
150728464,Чудомохнатка,galakrond,12.0,3515.0,0.0,,0.0,88.0,,75.0,67.0,67.0,77.0,79.0,100.0,100.0,75.0,50.0,50.0,100.0,,67.0,1.0,,1.0,8.0,,4.0,9.0,9.0,13.0,14.0,3.0,7.0,4.0,6.0,2.0,25.0,,3.0,0.0,,0.0,7.0,,3.0,6.0,6.0,10.0,11.0,3.0,7.0,3.0,3.0,1.0,25.0,,2.0,,,,,,,,,,,,,,,
199356372,Палхилат,eversong,14.0,270.0,100.0,,,,,,,,,,,,,,50.0,,,,1.0,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
174275919,Кондер,gordunni,15.0,4329.0,50.0,0.0,50.0,62.0,,100.0,67.0,75.0,20.0,67.0,33.0,20.0,40.0,50.0,100.0,100.0,0.0,,2.0,1.0,2.0,8.0,,2.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,2.0,3.0,1.0,6.0,,1.0,0.0,1.0,5.0,,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,,,0.0,,,1.0,,,0.0,,,,,,,
142688558,Beaschadin,blackrock,3.0,312.0,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40264151,Lesure,kul-tiras,11.0,239.0,,,,,,,,50.0,,100.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
41569423,Алексид,eversong,4.0,914.0,,,,50.0,,100.0,40.0,25.0,0.0,75.0,,50.0,50.0,100.0,,,,,,,,2.0,,1.0,5.0,4.0,3.0,4.0,,2.0,2.0,2.0,,,,,,,,1.0,,1.0,2.0,1.0,0.0,3.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
145906867,Мивенда,howling-fjord,17.0,3769.0,62.0,,,44.0,,17.0,50.0,33.0,25.0,75.0,29.0,0.0,75.0,40.0,43.0,100.0,,,8.0,,,9.0,,6.0,4.0,3.0,4.0,4.0,7.0,3.0,4.0,5.0,7.0,3.0,,,5.0,,,4.0,,1.0,2.0,1.0,1.0,3.0,2.0,0.0,3.0,2.0,3.0,3.0,,,,67.0,,,3.0,,,2.0,,,,,,,
191911674,Baelthor,pozzo-delleternità,11.0,207.0,0.0,,,,,0.0,,,100.0,,,50.0,0.0,0.0,,,,,1.0,,,,,1.0,,,1.0,,,2.0,1.0,2.0,,,,,0.0,,,,,0.0,,,1.0,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
114632965,Kaladas,khaz-modan,49.0,2645.0,0.0,50.0,,,0.0,,0.0,33.0,40.0,0.0,,300.0,,100.0,50.0,100.0,,,1.0,4.0,,,1.0,,3.0,6.0,5.0,3.0,,1.0,,1.0,2.0,2.0,,,0.0,2.0,,,0.0,,0.0,2.0,2.0,0.0,,3.0,,1.0,1.0,2.0,,,,,0.0,,,1.0,,,0.0,,,,,,
201606331,Сэйша,goldrinn,5.0,25.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
202751165,Эжбрингер,eversong,9.0,619.0,0.0,,,,,,100.0,50.0,,,,20.0,50.0,0.0,,,,50.0,1.0,,,,,,1.0,2.0,,,,5.0,2.0,1.0,,,,2.0,0.0,,,,,,1.0,1.0,,,,1.0,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,
72223974,Риога,eversong,2.0,6023.0,77.0,47.0,36.0,43.0,64.0,83.0,44.0,45.0,39.0,48.0,46.0,,,,,100.0,,,22.0,36.0,22.0,14.0,11.0,6.0,16.0,22.0,18.0,27.0,13.0,,,,,1.0,,,17.0,17.0,8.0,6.0,7.0,5.0,7.0,10.0,7.0,13.0,6.0,,,,,1.0,,,,,,,,,,,,,,,,,
201992719,Термоусат,eversong,16.0,2328.0,50.0,,,83.0,,,25.0,0.0,60.0,62.0,,40.0,43.0,0.0,100.0,,,60.0,2.0,,,6.0,,,4.0,5.0,5.0,8.0,,5.0,7.0,2.0,1.0,,,5.0,1.0,,,5.0,,,1.0,0.0,3.0,5.0,,2.0,3.0,0.0,1.0,,,3.0,,100.0,100.0,,1.0,1.0,,1.0,1.0,100.0,1.0,1.0,,,
176576209,Fainflex,dun-modr,9.0,1020.0,100.0,,,100.0,,,67.0,67.0,33.0,0.0,,100.0,0.0,100.0,100.0,,,100.0,3.0,,,1.0,,,3.0,3.0,3.0,2.0,,3.0,4.0,2.0,1.0,,,1.0,3.0,,,1.0,,,2.0,2.0,1.0,0.0,,3.0,0.0,2.0,1.0,,,1.0,,0.0,,,2.0,,,0.0,,,,,,,
244869765,Нуарис,eversong,5.0,2027.0,100.0,,,100.0,,,33.0,100.0,33.0,100.0,,100.0,0.0,75.0,100.0,,,50.0,1.0,,,2.0,,,3.0,2.0,6.0,3.0,,2.0,2.0,4.0,3.0,,,2.0,1.0,,,2.0,,,1.0,2.0,2.0,3.0,,2.0,0.0,3.0,3.0,,,1.0,,33.0,,,3.0,,,1.0,,,,,,,
98252115,Паладнаа,eversong,64.0,10515.0,70.0,20.0,35.0,54.0,26.0,56.0,34.0,36.0,44.0,58.0,44.0,42.0,25.0,50.0,100.0,,0.0,25.0,20.0,15.0,23.0,24.0,31.0,18.0,38.0,28.0,27.0,33.0,16.0,12.0,8.0,4.0,3.0,,2.0,4.0,14.0,3.0,8.0,13.0,8.0,10.0,13.0,10.0,12.0,19.0,7.0,5.0,2.0,2.0,3.0,,0.0,1.0,,,,,,,,,,,,,,,
137693709,Попалка,galakrond,7.0,615.0,100.0,,,50.0,,80.0,,100.0,100.0,,,,,0.0,0.0,,,,2.0,,,2.0,,5.0,,1.0,1.0,,,,,1.0,2.0,,,,2.0,,,1.0,,4.0,,1.0,1.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
163875207,Grimripper,alleria,22.0,195.0,,,,,,,,,0.0,100.0,,0.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,0.0,1.0,,0.0,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,
245058110,Деднерал,gordunni,39.0,206.0,0.0,,,,,0.0,,,,,,,,,0.0,,,,1.0,,,,,1.0,,,,,,,,,2.0,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
36784623,Промитея,eversong,41.0,33655.0,67.0,58.0,51.0,59.0,32.0,72.0,61.0,62.0,51.0,68.0,48.0,80.0,100.0,,,100.0,80.0,,39.0,72.0,65.0,56.0,31.0,43.0,46.0,32.0,39.0,40.0,21.0,5.0,1.0,,,1.0,5.0,,26.0,42.0,33.0,33.0,10.0,31.0,28.0,20.0,20.0,27.0,10.0,4.0,1.0,,,1.0,4.0,,,,,,,,,,,,,,,,
226192940,Stily,sylvanas,38.0,9991.0,60.0,0.0,40.0,57.0,30.0,56.0,,,40.0,50.0,,0.0,,,,,57.0,,10.0,2.0,5.0,7.0,30.0,9.0,,,5.0,2.0,,1.0,,,,,7.0,,6.0,0.0,2.0,4.0,9.0,5.0,,,2.0,1.0,,0.0,,,,,4.0,,,,,,,,,,,,,,,,
167691526,Аллирох,razuvious,62.0,7515.0,54.0,33.0,75.0,30.0,,62.0,50.0,100.0,36.0,50.0,,50.0,25.0,60.0,50.0,,75.0,20.0,13.0,9.0,4.0,10.0,,13.0,8.0,3.0,11.0,2.0,,6.0,8.0,5.0,16.0,,4.0,5.0,7.0,3.0,3.0,3.0,,8.0,4.0,3.0,4.0,1.0,,3.0,2.0,3.0,8.0,,3.0,1.0,,50.0,100.0,,16.0,1.0,,8.0,1.0,,,,,,
161861621,Koksol,marécage-de-zangar,21.0,1725.0,,,,100.0,,,67.0,25.0,60.0,50.0,,60.0,0.0,67.0,100.0,100.0,,75.0,,,,2.0,,,3.0,8.0,5.0,8.0,,10.0,2.0,3.0,1.0,3.0,,4.0,,,,2.0,,,2.0,2.0,3.0,4.0,,6.0,0.0,2.0,1.0,3.0,,3.0,,,100.0,,,1.0,,,1.0,,,,,,
172336374,Holypaladinn,kazzak,63.0,653.0,,,,,,,,,0.0,,,17.0,100.0,0.0,,,,50.0,,,,,,,,,3.0,,,6.0,1.0,5.0,,,,2.0,,,,,,,,,0.0,,,1.0,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,
156295926,Tenkadin,ravencrest,4.0,38.0,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
174171892,Lightinfi,ragnaros,4.0,539.0,,,,,,,,,,,,,100.0,,,,100.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,100.0,,,1.0,,,1.0,,,,,,
200121611,Красаувеца,eversong,12.0,3157.0,0.0,,,73.0,,,17.0,75.0,44.0,89.0,,69.0,78.0,57.0,33.0,,,62.0,1.0,,,11.0,,,6.0,8.0,9.0,9.0,,16.0,9.0,7.0,3.0,,,8.0,0.0,,,8.0,,,1.0,6.0,4.0,8.0,,11.0,7.0,4.0,1.0,,,5.0,,,,,,,,,,,,,,,
155209419,Mohgron,antonidas,10.0,331.0,33.0,,,,,100.0,0.0,,,,,,,,100.0,,,,3.0,,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
151596611,Royward,sanguino,35.0,3655.0,29.0,100.0,,50.0,,45.0,75.0,75.0,100.0,50.0,67.0,57.0,80.0,67.0,33.0,100.0,100.0,67.0,14.0,2.0,,4.0,,11.0,4.0,4.0,1.0,4.0,3.0,7.0,10.0,6.0,3.0,31.0,2.0,3.0,4.0,2.0,,2.0,,5.0,3.0,3.0,1.0,2.0,2.0,4.0,8.0,4.0,1.0,31.0,2.0,2.0,,100.0,100.0,,1.0,1.0,,1.0,1.0,,,,,,
148224739,Rory,blackmoore,29.0,29748.0,53.0,60.0,41.0,44.0,52.0,48.0,58.0,23.0,62.0,77.0,43.0,,,100.0,38.0,100.0,0.0,,53.0,192.0,147.0,62.0,54.0,67.0,26.0,13.0,24.0,39.0,21.0,,,1.0,13.0,1.0,2.0,,28.0,115.0,60.0,27.0,28.0,32.0,15.0,3.0,15.0,30.0,9.0,,,1.0,5.0,1.0,0.0,,,,,,,,,,,,,,,,
195170751,Filosofia,outland,1.0,175.0,,,,,,67.0,,,,,,,,,0.0,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
165296752,Дайпак,howling-fjord,90.0,4856.0,56.0,,,80.0,,50.0,43.0,75.0,0.0,42.0,,67.0,40.0,100.0,43.0,,,50.0,9.0,,,5.0,,6.0,7.0,4.0,2.0,12.0,,3.0,5.0,2.0,7.0,,,8.0,5.0,,,4.0,,3.0,3.0,3.0,0.0,5.0,,2.0,2.0,2.0,3.0,,,4.0,,88.0,,,8.0,,,7.0,,,,,,,
161150944,Avea,dun-morogh,12.0,418.0,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
173802273,Аркедрас,howling-fjord,16.0,108.0,,,,,,0.0,,,,,,,100.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,1.0,,,,,,,,100.0,,,1.0,,,1.0,,,,,,
188816907,Grilohr,silvermoon,20.0,1522.0,100.0,60.0,0.0,0.0,,,67.0,56.0,20.0,50.0,50.0,67.0,,,,,,,1.0,10.0,1.0,1.0,,,3.0,9.0,5.0,4.0,2.0,3.0,,,,,,,1.0,6.0,0.0,0.0,,,2.0,5.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
197169175,Yûméko,hyjal,3.0,21.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
153972997,Пыхтиара,gordunni,12.0,4447.0,56.0,57.0,29.0,59.0,0.0,89.0,33.0,71.0,42.0,0.0,33.0,,,,100.0,,,,9.0,7.0,7.0,17.0,5.0,9.0,6.0,7.0,12.0,5.0,6.0,,,,2.0,,,,5.0,4.0,2.0,10.0,0.0,8.0,2.0,5.0,5.0,0.0,2.0,,,,2.0,,,,,100.0,,,1.0,,,1.0,,,,,,,
65590541,Оптимистик,gordunni,48.0,16142.0,76.0,64.0,53.0,54.0,31.0,66.0,49.0,65.0,50.0,68.0,61.0,60.0,50.0,33.0,46.0,100.0,,80.0,21.0,36.0,17.0,41.0,26.0,32.0,37.0,40.0,48.0,44.0,23.0,25.0,22.0,12.0,13.0,4.0,,5.0,16.0,23.0,9.0,22.0,8.0,21.0,18.0,26.0,24.0,30.0,14.0,15.0,11.0,4.0,6.0,4.0,,4.0,,100.0,40.0,,2.0,5.0,,2.0,2.0,,,,,,
190310367,Аконади,gordunni,91.0,2465.0,0.0,,,50.0,,100.0,0.0,67.0,,100.0,75.0,100.0,0.0,0.0,100.0,,,,1.0,,,2.0,,1.0,2.0,3.0,,1.0,4.0,1.0,3.0,1.0,1.0,,,,0.0,,,1.0,,1.0,0.0,2.0,,1.0,3.0,1.0,0.0,0.0,1.0,,,,,0.0,,,1.0,,,0.0,,,,,,,
188350280,Зевадинка,eversong,8.0,1558.0,67.0,,,50.0,,,50.0,67.0,50.0,60.0,,60.0,,100.0,0.0,,,,6.0,,,4.0,,,2.0,3.0,2.0,5.0,,5.0,,2.0,1.0,,,,4.0,,,2.0,,,1.0,2.0,1.0,3.0,,3.0,,2.0,0.0,,,,,0.0,,,2.0,,,0.0,,,,,,,
192769228,Zucalarucca,outland,9.0,14882.0,49.0,38.0,39.0,38.0,50.0,32.0,38.0,50.0,57.0,100.0,,50.0,100.0,100.0,100.0,,50.0,,45.0,56.0,75.0,61.0,32.0,19.0,8.0,4.0,7.0,4.0,,2.0,1.0,1.0,1.0,,2.0,,22.0,21.0,29.0,23.0,16.0,6.0,3.0,2.0,4.0,4.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
110253365,Playmobil,nerzhul,19.0,3092.0,50.0,50.0,25.0,67.0,50.0,50.0,56.0,67.0,50.0,57.0,33.0,,,0.0,,,,0.0,2.0,6.0,4.0,3.0,2.0,4.0,9.0,9.0,10.0,7.0,6.0,,,2.0,,,,1.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,6.0,5.0,4.0,2.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,
188191517,Alipala,kazzak,2.0,561.0,50.0,,,,,100.0,,,100.0,,,,50.0,0.0,50.0,,,,4.0,,,,,1.0,,,1.0,,,,2.0,1.0,2.0,,,,2.0,,,,,1.0,,,1.0,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
63157196,Аидахо,gordunni,298.0,139207.0,45.0,46.0,55.0,61.0,50.0,52.0,52.0,48.0,51.0,47.0,47.0,56.0,60.0,62.0,53.0,100.0,67.0,61.0,171.0,324.0,262.0,96.0,105.0,182.0,406.0,355.0,370.0,376.0,236.0,203.0,161.0,130.0,72.0,7.0,6.0,118.0,77.0,149.0,143.0,59.0,53.0,94.0,210.0,170.0,187.0,176.0,111.0,113.0,97.0,81.0,38.0,7.0,4.0,72.0,1033.0,33.0,70.0,21.0,3.0,10.0,217.0,1.0,7.0,100.0,1.0,1.0,100.0,1.0,1.0
172623062,Hebez,outland,8.0,1438.0,,,,50.0,,100.0,100.0,67.0,40.0,50.0,0.0,67.0,0.0,67.0,40.0,,,50.0,,,,2.0,,1.0,1.0,3.0,5.0,2.0,1.0,3.0,1.0,3.0,5.0,,,2.0,,,,1.0,,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,
124066849,Langbart,alexstrasza,15.0,4227.0,33.0,,,80.0,,62.0,25.0,33.0,40.0,17.0,100.0,20.0,38.0,60.0,100.0,100.0,0.0,17.0,6.0,,,5.0,,13.0,4.0,3.0,10.0,6.0,1.0,5.0,8.0,5.0,2.0,1.0,1.0,6.0,2.0,,,4.0,,8.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,,80.0,,,5.0,,,4.0,,,,,,,
161613941,Ciir,dun-morogh,23.0,2511.0,100.0,,,80.0,,100.0,86.0,33.0,50.0,50.0,,33.0,62.0,62.0,0.0,,,80.0,2.0,,,5.0,,2.0,7.0,9.0,4.0,4.0,,6.0,8.0,8.0,2.0,,,5.0,2.0,,,4.0,,2.0,6.0,3.0,2.0,2.0,,2.0,5.0,5.0,0.0,,,4.0,,100.0,100.0,,1.0,1.0,,1.0,1.0,,,,,,
186810033,Spoikey,silvermoon,58.0,8211.0,53.0,29.0,29.0,23.0,33.0,32.0,50.0,17.0,14.0,50.0,7.0,100.0,50.0,0.0,50.0,,17.0,100.0,30.0,7.0,7.0,13.0,9.0,19.0,12.0,12.0,7.0,12.0,15.0,2.0,4.0,1.0,2.0,,6.0,1.0,16.0,2.0,2.0,3.0,3.0,6.0,6.0,2.0,1.0,6.0,1.0,2.0,2.0,0.0,1.0,,1.0,1.0,,60.0,,,5.0,,,3.0,,,,,,,
243378506,Палпанин,gordunni,5.0,1560.0,50.0,,,33.0,,,0.0,100.0,100.0,33.0,,33.0,100.0,62.0,,,,60.0,4.0,,,3.0,,,1.0,1.0,2.0,3.0,,6.0,1.0,8.0,,,,5.0,2.0,,,1.0,,,0.0,1.0,2.0,1.0,,2.0,1.0,5.0,,,,3.0,,,,,,,,,,,,,,,
67595897,Artstone,ravencrest,68.0,18914.0,58.0,64.0,60.0,52.0,48.0,63.0,47.0,54.0,50.0,67.0,27.0,100.0,100.0,100.0,50.0,,,,77.0,83.0,57.0,63.0,56.0,35.0,17.0,13.0,12.0,18.0,11.0,1.0,1.0,1.0,2.0,,,,45.0,53.0,34.0,33.0,27.0,22.0,8.0,7.0,6.0,12.0,3.0,1.0,1.0,1.0,1.0,,,,4000.0,0.0,,1.0,3.0,,40.0,0.0,,,,,,,
166283697,Shyonìe,blackmoore,1.0,788.0,0.0,,67.0,100.0,50.0,12.0,25.0,25.0,,50.0,0.0,,,,,,,,2.0,,3.0,2.0,2.0,8.0,4.0,4.0,,2.0,2.0,,,,,,,,0.0,,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
126266752,Ecthelion,uldaman,8.0,1715.0,,,,33.0,,33.0,43.0,80.0,22.0,0.0,,71.0,60.0,75.0,,,,33.0,,,,3.0,,3.0,7.0,5.0,9.0,2.0,,7.0,5.0,4.0,,,,3.0,,,,1.0,,1.0,3.0,4.0,2.0,0.0,,5.0,3.0,3.0,,,,1.0,0.0,0.0,,1.0,1.0,,0.0,0.0,,,,,,,
177666996,Хейтзр,gordunni,22.0,4084.0,20.0,0.0,100.0,100.0,,33.0,67.0,46.0,40.0,40.0,33.0,60.0,100.0,100.0,50.0,,,100.0,5.0,1.0,1.0,2.0,,3.0,3.0,13.0,5.0,5.0,3.0,5.0,1.0,1.0,4.0,,,1.0,1.0,0.0,1.0,2.0,,1.0,2.0,6.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,,,1.0,,0.0,,,3.0,,,0.0,,,,,,,
111170653,Holyspârk,blackmoore,14.0,9250.0,50.0,65.0,50.0,58.0,47.0,58.0,62.0,18.0,56.0,56.0,100.0,0.0,33.0,0.0,,,33.0,67.0,38.0,17.0,20.0,26.0,17.0,12.0,8.0,11.0,9.0,9.0,1.0,5.0,6.0,2.0,,,3.0,3.0,19.0,11.0,10.0,15.0,8.0,7.0,5.0,2.0,5.0,5.0,1.0,0.0,2.0,0.0,,,1.0,2.0,1300.0,50.0,50.0,1.0,2.0,4.0,13.0,1.0,2.0,,,,,,
182477163,Фироша,gordunni,8.0,789.0,,,,100.0,,,33.0,,75.0,100.0,,0.0,60.0,67.0,,,,0.0,,,,1.0,,,3.0,,4.0,1.0,,2.0,5.0,3.0,,,,1.0,,,,1.0,,,1.0,,3.0,1.0,,0.0,3.0,2.0,,,,0.0,,,,,,,,,,,,,,,
188915400,Ervinqt,silvermoon,27.0,188.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
177201981,Тенелом,azuregos,69.0,38416.0,57.0,45.0,44.0,61.0,60.0,48.0,49.0,68.0,52.0,62.0,61.0,74.0,43.0,75.0,100.0,,0.0,0.0,21.0,104.0,50.0,49.0,40.0,52.0,78.0,56.0,65.0,45.0,28.0,19.0,7.0,4.0,1.0,,2.0,3.0,12.0,47.0,22.0,30.0,24.0,25.0,38.0,38.0,34.0,28.0,17.0,14.0,3.0,3.0,1.0,,0.0,0.0,,50.0,100.0,,2.0,1.0,,1.0,1.0,,,,,,
176360167,Ghørze,archimonde,49.0,20221.0,38.0,61.0,26.0,48.0,50.0,30.0,44.0,39.0,66.0,54.0,46.0,25.0,,100.0,,,,50.0,13.0,41.0,23.0,31.0,26.0,10.0,36.0,23.0,35.0,35.0,26.0,4.0,,1.0,,,,2.0,5.0,25.0,6.0,15.0,13.0,3.0,16.0,9.0,23.0,19.0,12.0,1.0,,1.0,,,,1.0,,0.0,,,1.0,,,0.0,,,,,,,
90306483,Крахоборище,fordragon,17.0,2983.0,100.0,60.0,67.0,25.0,40.0,88.0,80.0,67.0,40.0,83.0,0.0,67.0,,,0.0,,,100.0,2.0,5.0,3.0,4.0,5.0,8.0,5.0,9.0,10.0,6.0,4.0,3.0,,,3.0,,,1.0,2.0,3.0,2.0,1.0,2.0,7.0,4.0,6.0,4.0,5.0,0.0,2.0,,,0.0,,,1.0,,100.0,,,1.0,,,1.0,,,,,,,
163519387,Hellpaladin,sanguino,72.0,1706.0,33.0,0.0,67.0,67.0,20.0,,,25.0,60.0,75.0,,0.0,50.0,67.0,,,,67.0,3.0,2.0,3.0,6.0,5.0,,,4.0,10.0,4.0,,1.0,2.0,3.0,,,,3.0,1.0,0.0,2.0,4.0,1.0,,,1.0,6.0,3.0,,0.0,1.0,2.0,,,,2.0,,100.0,,,1.0,,,1.0,,,,,,,
