character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge win_rate,Deepwind Gorge played,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
160190997,Critical,emerald-dream,5.0,420.0,,,,,,100.0,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,0.0,,,,,0.0,,,1.0,,,,,2.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,
140924366,Херлбой,galakrond,73.0,2576.0,,67.0,75.0,60.0,,,80.0,75.0,80.0,0.0,67.0,,6.0,4.0,5.0,,,5.0,4.0,5.0,3.0,3.0,,4.0,3.0,3.0,,,4.0,3.0,4.0,0.0,2.0,,,67.0,,0.0,100.0,,,,,6.0,,1.0,2.0,,,,,4.0,,0.0,2.0,,,100.0,1.0,1.0,,,,,,,,,
154232407,Aleaume,kirin-tor,13.0,13733.0,67.0,36.0,71.0,,50.0,50.0,25.0,0.0,50.0,,0.0,6.0,11.0,7.0,,6.0,2.0,4.0,2.0,2.0,,1.0,4.0,4.0,5.0,,3.0,1.0,1.0,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140826339,Luthers,pozzo-delleternità,127.0,5901.0,40.0,44.0,60.0,100.0,50.0,61.0,33.0,53.0,62.0,58.0,88.0,15.0,9.0,5.0,5.0,4.0,28.0,9.0,15.0,8.0,19.0,8.0,6.0,4.0,3.0,5.0,2.0,17.0,3.0,8.0,5.0,11.0,7.0,,,0.0,100.0,,33.0,,0.0,,,3.0,1.0,,6.0,,1.0,,,0.0,1.0,,2.0,,0.0,,,,,,,,,,,,
159084126,Rohrien,nethersturm,10.0,706.0,100.0,,,0.0,,,100.0,,,67.0,,1.0,,,2.0,,,2.0,,,3.0,,1.0,,,0.0,,,2.0,,,2.0,,60.0,,100.0,100.0,,,,,5.0,,1.0,2.0,,,,,3.0,,1.0,2.0,,,,,,,,,,,,,,,,
113713921,Deäd,hyjal,17.0,78905.0,74.0,47.0,48.0,48.0,51.0,62.0,57.0,41.0,53.0,44.0,66.0,148.0,314.0,295.0,260.0,247.0,84.0,133.0,22.0,101.0,54.0,38.0,109.0,147.0,142.0,126.0,126.0,52.0,76.0,9.0,54.0,24.0,25.0,25.0,,0.0,0.0,100.0,,,,4.0,,1.0,2.0,1.0,,,,1.0,,0.0,0.0,1.0,,,,0.0,2.0,0.0,,,,,,,,,
125897998,Legendas,twisting-nether,8.0,28065.0,52.0,48.0,43.0,56.0,46.0,44.0,64.0,53.0,55.0,69.0,0.0,80.0,66.0,67.0,87.0,63.0,55.0,36.0,30.0,31.0,29.0,3.0,42.0,32.0,29.0,49.0,29.0,24.0,23.0,16.0,17.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193922696,Аиовин,gordunni,8.0,5238.0,91.0,17.0,0.0,33.0,38.0,69.0,31.0,20.0,33.0,20.0,100.0,32.0,18.0,7.0,12.0,8.0,16.0,13.0,5.0,6.0,10.0,3.0,29.0,3.0,0.0,4.0,3.0,11.0,4.0,1.0,2.0,2.0,3.0,,,,,,0.0,,100.0,,,,,,2.0,,2.0,,,,,,0.0,,2.0,,,,,,,,,,,,
157336185,Erman,ravencrest,13.0,2276.0,100.0,50.0,,33.0,0.0,50.0,100.0,67.0,100.0,33.0,,4.0,4.0,,3.0,1.0,2.0,1.0,3.0,3.0,6.0,,4.0,2.0,,1.0,0.0,1.0,1.0,2.0,3.0,2.0,,25.0,0.0,50.0,50.0,100.0,100.0,,,4.0,1.0,4.0,2.0,2.0,1.0,,,1.0,0.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
148048710,Лоранея,azuregos,20.0,993.0,100.0,0.0,,,,,50.0,,0.0,100.0,100.0,1.0,2.0,,,,,4.0,,1.0,1.0,2.0,1.0,0.0,,,,,2.0,,0.0,1.0,2.0,,,,0.0,67.0,,,,,,,3.0,3.0,,,,,,,0.0,2.0,,,,50.0,2.0,1.0,,,,,,,,,
117376503,Lunö,archimonde,14.0,4970.0,0.0,25.0,50.0,45.0,50.0,0.0,64.0,81.0,57.0,36.0,25.0,1.0,4.0,4.0,11.0,2.0,2.0,14.0,16.0,14.0,22.0,12.0,0.0,1.0,2.0,5.0,1.0,0.0,9.0,13.0,8.0,8.0,3.0,0.0,50.0,60.0,20.0,75.0,,,67.0,1.0,2.0,10.0,5.0,4.0,,,3.0,0.0,1.0,6.0,1.0,3.0,,,2.0,,,,,,,,,,,,
76966881,Aulorum,thrall,8.0,5315.0,70.0,38.0,53.0,38.0,36.0,33.0,50.0,,,,,10.0,8.0,15.0,8.0,11.0,12.0,4.0,,,,,7.0,3.0,8.0,3.0,4.0,4.0,2.0,,,,,,,,0.0,100.0,,,,,,,1.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
113944150,Ronmemard,zirkel-des-cenarius,69.0,2496.0,33.0,,,75.0,,33.0,50.0,0.0,25.0,20.0,,3.0,,,4.0,,9.0,4.0,3.0,4.0,10.0,,1.0,,,3.0,,3.0,2.0,0.0,1.0,2.0,,0.0,33.0,50.0,0.0,50.0,33.0,,,3.0,3.0,4.0,7.0,2.0,3.0,,,0.0,1.0,2.0,0.0,1.0,1.0,,,50.0,2.0,1.0,,,,,,,,,
179209063,Fidginö,archimonde,28.0,288.0,100.0,,,0.0,,,100.0,,50.0,,,1.0,,,1.0,,,1.0,,2.0,,,1.0,,,0.0,,,1.0,,1.0,,,,,0.0,100.0,0.0,,,,,,1.0,1.0,1.0,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
240803000,Сугышчан,lich-king,3.0,376.0,,50.0,,,,,100.0,,,100.0,,,6.0,,,,,1.0,,,1.0,,,3.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155571695,Ванхаллен,galakrond,41.0,282.0,,,,,,,,,,100.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,0.0,1.0,0.0,,,,,,,,,
175764267,Дредовски,howling-fjord,5.0,741.0,,,,0.0,,0.0,0.0,33.0,100.0,100.0,,,,,1.0,,1.0,1.0,3.0,3.0,1.0,,,,,0.0,,0.0,0.0,1.0,3.0,1.0,,100.0,,50.0,0.0,50.0,0.0,,,1.0,,2.0,1.0,2.0,1.0,,,1.0,,1.0,0.0,1.0,0.0,,,0.0,2.0,0.0,,,,,,,,,
179868022,Mùtan,archimonde,8.0,2414.0,33.0,,,,,0.0,100.0,67.0,20.0,67.0,0.0,3.0,,,,,1.0,2.0,3.0,5.0,3.0,3.0,1.0,,,,,0.0,2.0,2.0,1.0,2.0,0.0,,,0.0,0.0,100.0,,100.0,82.0,,,1.0,1.0,1.0,,3.0,11.0,,,0.0,0.0,1.0,,3.0,9.0,0.0,2.0,0.0,,,,,,,,,
148112182,Serwo,twisting-nether,14.0,4367.0,100.0,,,60.0,,40.0,67.0,67.0,33.0,55.0,0.0,1.0,,,5.0,,5.0,3.0,3.0,3.0,11.0,1.0,1.0,,,3.0,,2.0,2.0,2.0,1.0,6.0,0.0,50.0,,50.0,75.0,33.0,,,100.0,4.0,,6.0,4.0,3.0,,,7.0,2.0,,3.0,3.0,1.0,,,7.0,100.0,4.0,4.0,,,,,,,,,
176362382,Аллектиа,howling-fjord,24.0,429.0,0.0,,,100.0,,0.0,,100.0,,,,3.0,,,1.0,,2.0,,1.0,,,,0.0,,,1.0,,0.0,,1.0,,,,100.0,,0.0,,,50.0,,,1.0,,1.0,,,2.0,,,1.0,,0.0,,,1.0,,,,,,,,,,,,,,
144300571,Adriannus,dun-modr,2.0,302.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65573120,Janná,blackmoore,30.0,167.0,0.0,0.0,,,,0.0,,25.0,,,,1.0,1.0,,,,1.0,,4.0,,,,0.0,0.0,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123410616,Kumikoh,dun-modr,26.0,2192.0,0.0,17.0,33.0,50.0,33.0,100.0,0.0,44.0,60.0,29.0,67.0,3.0,6.0,3.0,6.0,3.0,3.0,2.0,9.0,5.0,7.0,9.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,4.0,3.0,2.0,6.0,0.0,,0.0,,100.0,,,,1.0,,1.0,,1.0,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,
137162622,Ejryel,drakthul,48.0,3312.0,67.0,67.0,,33.0,,0.0,100.0,60.0,100.0,33.0,60.0,3.0,3.0,,3.0,,2.0,1.0,5.0,6.0,6.0,5.0,2.0,2.0,,1.0,,0.0,1.0,3.0,6.0,2.0,3.0,100.0,,67.0,50.0,0.0,33.0,,,1.0,,6.0,2.0,3.0,3.0,,,1.0,,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,
197526578,Saíkø,varimathras,43.0,1470.0,0.0,33.0,67.0,100.0,,,50.0,0.0,20.0,33.0,0.0,2.0,6.0,9.0,3.0,,,6.0,1.0,5.0,6.0,2.0,0.0,2.0,6.0,3.0,,,3.0,0.0,1.0,2.0,0.0,,,57.0,,,,,,,,7.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,
97362139,Буллстрит,gordunni,2.0,1962.0,0.0,100.0,67.0,50.0,0.0,,100.0,44.0,33.0,36.0,0.0,2.0,1.0,3.0,4.0,5.0,,1.0,9.0,3.0,11.0,3.0,0.0,1.0,2.0,2.0,0.0,,1.0,4.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188002128,Окликс,gordunni,29.0,3546.0,60.0,,,75.0,,100.0,50.0,78.0,78.0,69.0,50.0,10.0,,,4.0,,1.0,4.0,9.0,9.0,13.0,2.0,6.0,,,3.0,,1.0,2.0,7.0,7.0,9.0,1.0,67.0,0.0,88.0,67.0,100.0,60.0,100.0,,3.0,5.0,8.0,6.0,2.0,5.0,2.0,,2.0,0.0,7.0,4.0,2.0,3.0,2.0,,100.0,1.0,1.0,,,,,,,,,
188131721,Lexidin,silvermoon,34.0,4016.0,67.0,100.0,0.0,88.0,,100.0,25.0,62.0,67.0,67.0,0.0,6.0,1.0,1.0,8.0,,3.0,8.0,8.0,6.0,9.0,1.0,4.0,1.0,0.0,7.0,,3.0,2.0,5.0,4.0,6.0,0.0,100.0,,62.0,50.0,80.0,20.0,,18.0,1.0,,8.0,4.0,5.0,5.0,,11.0,1.0,,5.0,2.0,4.0,1.0,,2.0,67.0,3.0,2.0,100.0,1.0,1.0,,,,,,
188086536,Круче,gordunni,28.0,43594.0,58.0,52.0,61.0,54.0,50.0,50.0,58.0,0.0,73.0,,50.0,64.0,93.0,85.0,54.0,74.0,30.0,24.0,2.0,22.0,,2.0,37.0,48.0,52.0,29.0,37.0,15.0,14.0,0.0,16.0,,1.0,,,0.0,,100.0,,,,,,1.0,,1.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,,
151342688,Xénobia,hyjal,35.0,5101.0,100.0,58.0,59.0,33.0,45.0,100.0,58.0,23.0,45.0,68.0,67.0,2.0,19.0,17.0,18.0,11.0,5.0,12.0,13.0,11.0,25.0,12.0,2.0,11.0,10.0,6.0,5.0,5.0,7.0,3.0,5.0,17.0,8.0,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,
159545431,Liftypala,tarren-mill,17.0,839.0,100.0,,,100.0,,100.0,0.0,100.0,100.0,0.0,,1.0,,,3.0,,1.0,1.0,1.0,1.0,4.0,,1.0,,,3.0,,1.0,0.0,1.0,1.0,0.0,,,,,100.0,0.0,100.0,,,,,,3.0,1.0,1.0,,,,,,3.0,0.0,1.0,,,50.0,2.0,1.0,50.0,2.0,1.0,,,,,,
116739417,Городем,galakrond,76.0,26925.0,52.0,45.0,27.0,58.0,40.0,75.0,38.0,43.0,49.0,49.0,40.0,27.0,109.0,22.0,24.0,25.0,24.0,29.0,46.0,43.0,74.0,25.0,14.0,49.0,6.0,14.0,10.0,18.0,11.0,20.0,21.0,36.0,10.0,0.0,67.0,1100.0,60.0,25.0,25.0,100.0,62.0,6.0,9.0,3.0,10.0,8.0,8.0,1.0,16.0,0.0,6.0,33.0,6.0,2.0,2.0,1.0,10.0,67.0,3.0,2.0,200.0,1.0,2.0,,,,,,
197550361,Lustucrü,archimonde,64.0,16985.0,25.0,64.0,43.0,51.0,31.0,45.0,55.0,25.0,29.0,56.0,60.0,12.0,96.0,103.0,43.0,39.0,11.0,22.0,24.0,24.0,16.0,5.0,3.0,61.0,44.0,22.0,12.0,5.0,12.0,6.0,7.0,9.0,3.0,,,150.0,0.0,,,,,,,2.0,1.0,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,
165287936,Holzkûh,blackmoore,28.0,2449.0,100.0,,,100.0,,,71.0,67.0,43.0,60.0,,1.0,,,4.0,,,7.0,3.0,7.0,10.0,,1.0,,,4.0,,,5.0,2.0,3.0,6.0,,,,40.0,50.0,25.0,,,,,,5.0,4.0,4.0,,,,,,2.0,2.0,1.0,,,,86.0,7.0,6.0,50.0,4.0,2.0,,,,,,
154304612,Profi,lordaeron,14.0,5311.0,0.0,60.0,0.0,0.0,,,25.0,100.0,100.0,25.0,100.0,3.0,5.0,2.0,1.0,,,4.0,1.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,,,,0.0,,0.0,,,,,,1.0,,1.0,,,,,,0.0,,0.0,,,33.0,3.0,1.0,,,,,,,,,
193519595,Vitpilen,silvermoon,6.0,1690.0,100.0,,,100.0,,0.0,0.0,100.0,100.0,,,1.0,,,1.0,,1.0,3.0,1.0,4.0,,,1.0,,,1.0,,0.0,0.0,1.0,4.0,,,50.0,50.0,50.0,33.0,50.0,0.0,,,2.0,4.0,2.0,3.0,2.0,5.0,,,1.0,2.0,1.0,1.0,1.0,0.0,,,67.0,3.0,2.0,,,,,,,,,
243619144,Кинги,soulflayer,3.0,520.0,,,,,,0.0,0.0,,,,,,,,,,1.0,1.0,,,,,,,,,,0.0,0.0,,,,,100.0,,,,,,,50.0,1.0,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,
163028861,Pierceurmomx,drakthul,21.0,194.0,100.0,,,0.0,,,,,100.0,0.0,,1.0,,,1.0,,,,,1.0,1.0,,1.0,,,0.0,,,,,1.0,0.0,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,
176740475,Påknapperne,azjolnerub,15.0,1471.0,57.0,0.0,100.0,0.0,,50.0,100.0,40.0,25.0,25.0,,7.0,2.0,1.0,1.0,,2.0,6.0,5.0,4.0,4.0,,4.0,0.0,1.0,0.0,,1.0,6.0,2.0,1.0,1.0,,100.0,50.0,67.0,100.0,14.0,0.0,,,2.0,2.0,3.0,1.0,7.0,2.0,,,2.0,1.0,2.0,1.0,1.0,0.0,,,50.0,4.0,2.0,67.0,3.0,2.0,,,,,,
134278095,Felandil,burning-legion,14.0,2008.0,0.0,57.0,50.0,0.0,67.0,,78.0,80.0,100.0,71.0,100.0,1.0,7.0,2.0,1.0,3.0,,9.0,5.0,5.0,7.0,6.0,0.0,4.0,1.0,0.0,2.0,,7.0,4.0,5.0,5.0,6.0,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,
162311003,Mjuarez,shendralar,13.0,19099.0,55.0,28.0,48.0,55.0,47.0,55.0,20.0,33.0,,0.0,,22.0,50.0,25.0,40.0,38.0,22.0,5.0,6.0,,1.0,,12.0,14.0,12.0,22.0,18.0,12.0,1.0,2.0,,0.0,,50.0,,50.0,50.0,50.0,25.0,,,2.0,,4.0,4.0,4.0,4.0,,,1.0,,2.0,2.0,2.0,1.0,,,100.0,3.0,3.0,,,,,,,,,
241931171,Рыцарьшу,deathguard,14.0,4856.0,33.0,,,50.0,,50.0,75.0,68.0,47.0,62.0,,6.0,,,4.0,,4.0,20.0,19.0,15.0,21.0,,2.0,,,2.0,,2.0,15.0,13.0,7.0,13.0,,0.0,,47.0,76.0,73.0,0.0,,,1.0,,17.0,17.0,11.0,1.0,,,0.0,,8.0,13.0,8.0,0.0,,,50.0,10.0,5.0,33.0,3.0,1.0,,,,25.0,4.0,1.0
27382737,Далорн,fordragon,1.0,8756.0,60.0,33.0,50.0,45.0,57.0,62.0,14.0,,22.0,0.0,,10.0,15.0,8.0,11.0,7.0,8.0,7.0,,9.0,2.0,,6.0,5.0,4.0,5.0,4.0,5.0,1.0,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218895418,Drothari,sylvanas,3.0,227.0,50.0,,,0.0,,,,,,,,2.0,,,1.0,,,,,,,,1.0,,,0.0,,,,,,,,,,0.0,,100.0,0.0,,,,,1.0,,1.0,1.0,,,,,0.0,,1.0,0.0,,,,,,,,,,,,,,
63108009,Эндикор,howling-fjord,7.0,3368.0,25.0,,0.0,33.0,,80.0,0.0,100.0,50.0,50.0,,8.0,,1.0,3.0,,5.0,1.0,2.0,4.0,4.0,,2.0,,0.0,1.0,,4.0,0.0,2.0,2.0,2.0,,50.0,,0.0,50.0,0.0,0.0,,0.0,2.0,,2.0,4.0,3.0,4.0,,1.0,1.0,,0.0,2.0,0.0,0.0,,0.0,50.0,4.0,2.0,,,,,,,,,
171375382,Кунаари,gordunni,64.0,22872.0,64.0,60.0,46.0,58.0,42.0,87.0,38.0,42.0,38.0,51.0,32.0,25.0,132.0,46.0,45.0,40.0,31.0,40.0,45.0,40.0,49.0,19.0,16.0,79.0,21.0,26.0,17.0,27.0,15.0,19.0,15.0,25.0,6.0,,0.0,80.0,80.0,0.0,33.0,100.0,33.0,,1.0,5.0,5.0,1.0,6.0,2.0,15.0,,0.0,4.0,4.0,0.0,2.0,2.0,5.0,0.0,1.0,0.0,,,,,,,,,
73066825,Дарклекс,howling-fjord,66.0,27739.0,33.0,62.0,50.0,50.0,53.0,41.0,64.0,56.0,48.0,72.0,70.0,89.0,101.0,42.0,50.0,32.0,27.0,25.0,27.0,29.0,25.0,10.0,29.0,63.0,21.0,25.0,17.0,11.0,16.0,15.0,14.0,18.0,7.0,,0.0,700.0,40.0,,57.0,100.0,100.0,,1.0,1.0,5.0,,7.0,82.0,1.0,,0.0,7.0,2.0,,4.0,82.0,1.0,100.0,3.0,3.0,,,,,,,,,
156148244,Fannon,azjolnerub,35.0,1405.0,0.0,67.0,,33.0,,,0.0,100.0,25.0,50.0,50.0,1.0,6.0,,3.0,,,3.0,1.0,4.0,2.0,2.0,0.0,4.0,,1.0,,,0.0,1.0,1.0,1.0,1.0,,,80.0,,50.0,,,,,,5.0,,2.0,,,,,,4.0,,1.0,,,,100.0,1.0,1.0,,,,,,,,,
183426821,Кофедарк,soulflayer,10.0,2694.0,80.0,100.0,,100.0,,75.0,20.0,60.0,50.0,50.0,25.0,5.0,2.0,,1.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,,1.0,,3.0,1.0,3.0,2.0,2.0,1.0,,,50.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
166526748,Glóbe,blackmoore,59.0,856.0,100.0,0.0,,,,100.0,33.0,0.0,0.0,0.0,33.0,1.0,1.0,,,,1.0,6.0,2.0,2.0,3.0,3.0,1.0,0.0,,,,1.0,2.0,0.0,0.0,0.0,1.0,0.0,,100.0,,,,100.0,,1.0,,1.0,,,,2.0,,0.0,,1.0,,,,2.0,,100.0,1.0,1.0,,,,,,,,,
241867924,Скарбрандт,soulflayer,156.0,1010.0,0.0,,,50.0,,100.0,0.0,20.0,67.0,50.0,,1.0,,,2.0,,1.0,2.0,5.0,3.0,2.0,,0.0,,,1.0,,1.0,0.0,1.0,2.0,1.0,,0.0,,100.0,0.0,100.0,50.0,,,1.0,,1.0,2.0,1.0,2.0,,,0.0,,1.0,0.0,1.0,1.0,,,25.0,4.0,1.0,,,,,,,,,
163151781,Nhoji,draenor,23.0,25004.0,46.0,36.0,25.0,32.0,36.0,40.0,36.0,75.0,33.0,28.0,50.0,117.0,69.0,79.0,63.0,55.0,55.0,25.0,8.0,49.0,18.0,2.0,54.0,25.0,20.0,20.0,20.0,22.0,9.0,6.0,16.0,5.0,1.0,33.0,,43.0,33.0,25.0,56.0,100.0,,3.0,,7.0,3.0,4.0,9.0,27.0,,1.0,,3.0,1.0,1.0,5.0,27.0,,0.0,9.0,0.0,,,,,,,,,
192681831,Темиус,eversong,42.0,13459.0,44.0,,,45.0,,67.0,73.0,50.0,69.0,79.0,100.0,16.0,,,20.0,,12.0,15.0,12.0,13.0,19.0,1.0,7.0,,,9.0,,8.0,11.0,6.0,9.0,15.0,1.0,27.0,33.0,44.0,62.0,75.0,54.0,100.0,0.0,11.0,6.0,16.0,13.0,12.0,13.0,1.0,1.0,3.0,2.0,7.0,8.0,9.0,7.0,1.0,0.0,67.0,6.0,4.0,,,,,,,,,
149675204,Дартуха,gordunni,8.0,2164.0,0.0,0.0,0.0,100.0,0.0,33.0,,0.0,67.0,50.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,,2.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,,0.0,2.0,2.0,0.0,,,100.0,33.0,,50.0,,,,,2.0,3.0,,2.0,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,
154609427,Phillie,tarren-mill,5.0,149.0,,,,,,,100.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,
139168354,Нокний,howling-fjord,51.0,8690.0,38.0,100.0,,75.0,,42.0,71.0,75.0,40.0,20.0,100.0,8.0,2.0,,4.0,,12.0,7.0,4.0,5.0,10.0,2.0,3.0,2.0,,3.0,,5.0,5.0,3.0,2.0,2.0,2.0,50.0,100.0,62.0,38.0,20.0,27.0,,80.0,12.0,1.0,8.0,8.0,5.0,15.0,,5.0,6.0,1.0,5.0,3.0,1.0,4.0,,4.0,57.0,7.0,4.0,,,,,,,,,
142523625,Дэрпи,fordragon,6.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
131460341,Colyhock,blackmoore,51.0,1935.0,44.0,,,100.0,,60.0,100.0,33.0,50.0,100.0,,9.0,,,1.0,,5.0,2.0,3.0,2.0,2.0,,4.0,,,1.0,,3.0,2.0,1.0,1.0,2.0,,40.0,,57.0,0.0,75.0,43.0,,,5.0,,7.0,4.0,4.0,7.0,,,2.0,,4.0,0.0,3.0,3.0,,,100.0,2.0,2.0,,,,100.0,1.0,1.0,,,
180657290,Серуге,eversong,9.0,6014.0,,33.0,,75.0,,,50.0,50.0,80.0,33.0,0.0,,3.0,,4.0,,,6.0,6.0,5.0,3.0,2.0,,1.0,,3.0,,,3.0,3.0,4.0,1.0,0.0,0.0,,75.0,25.0,20.0,0.0,,64.0,1.0,,8.0,4.0,5.0,1.0,,11.0,0.0,,6.0,1.0,1.0,0.0,,7.0,50.0,2.0,1.0,,,,,,,,,
105602275,Shìzu,khaz-modan,9.0,12916.0,43.0,57.0,64.0,48.0,35.0,46.0,55.0,0.0,35.0,75.0,0.0,23.0,42.0,22.0,25.0,26.0,24.0,20.0,3.0,20.0,4.0,1.0,10.0,24.0,14.0,12.0,9.0,11.0,11.0,0.0,7.0,3.0,0.0,,,,0.0,100.0,,,29.0,,,,1.0,1.0,,,7.0,,,,0.0,1.0,,,2.0,,,,,,,,,,,,
101085244,Nyrïa,khaz-modan,11.0,2231.0,75.0,67.0,25.0,19.0,0.0,67.0,20.0,50.0,60.0,25.0,50.0,4.0,3.0,4.0,16.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,3.0,2.0,1.0,3.0,0.0,4.0,1.0,3.0,3.0,1.0,2.0,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,100.0,1.0,1.0,,,,,,,,,
105298798,Leothrayn,draenor,41.0,20483.0,61.0,46.0,52.0,44.0,55.0,37.0,60.0,88.0,50.0,70.0,50.0,80.0,72.0,60.0,43.0,49.0,60.0,52.0,16.0,34.0,10.0,6.0,49.0,33.0,31.0,19.0,27.0,22.0,31.0,14.0,17.0,7.0,3.0,,,100.0,75.0,100.0,100.0,,,,,1.0,4.0,3.0,2.0,,,,,1.0,3.0,3.0,2.0,,,100.0,1.0,1.0,1600.0,1.0,16.0,,,,,,
176602415,Sérindëy,dalaran,4.0,1751.0,100.0,33.0,,0.0,,,0.0,0.0,,0.0,,1.0,3.0,,1.0,,,1.0,2.0,,3.0,,1.0,1.0,,0.0,,,0.0,0.0,,0.0,,,,,100.0,,,,100.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,
175873776,Форрготэн,howling-fjord,6.0,1741.0,25.0,,,25.0,,50.0,0.0,50.0,25.0,71.0,,4.0,,,4.0,,2.0,3.0,2.0,4.0,7.0,,1.0,,,1.0,,1.0,0.0,1.0,1.0,5.0,,0.0,,,67.0,0.0,0.0,,,3.0,,,3.0,2.0,3.0,,,0.0,,,2.0,0.0,0.0,,,33.0,6.0,2.0,,,,,,,,,
198091753,Mavtank,hyjal,14.0,1638.0,50.0,,,67.0,,50.0,0.0,0.0,67.0,67.0,,4.0,,,3.0,,4.0,3.0,2.0,3.0,3.0,,2.0,,,2.0,,2.0,0.0,0.0,2.0,2.0,,50.0,,0.0,50.0,,100.0,,,4.0,,1.0,2.0,,3.0,,,2.0,,0.0,1.0,,3.0,,,100.0,1.0,1.0,,,,,,,,,
49655666,Celiar,die-aldor,84.0,25622.0,53.0,58.0,49.0,61.0,51.0,34.0,64.0,80.0,61.0,50.0,60.0,51.0,26.0,51.0,46.0,41.0,29.0,14.0,5.0,18.0,6.0,5.0,27.0,15.0,25.0,28.0,21.0,10.0,9.0,4.0,11.0,3.0,3.0,,,,,,100.0,100.0,,,,,,,1.0,69.0,,,,,,,1.0,69.0,,,,,,,,,,,,,
