character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Warsong Gulch win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Warsong Gulch played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Warsong Gulch won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Ashran win_rate,Seething Shore win_rate,Arathi Basin win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Ashran played,Seething Shore played,Arathi Basin played,Korrak's Revenge played,Rated Eye of the Storm won,Ashran won,Seething Shore won,Arathi Basin won,Korrak's Revenge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
138494931,Sweetpaladin,stormrage,512.0,38126.0,38.0,20.0,100.0,44.0,,40.0,44.0,32.0,36.0,54.0,44.0,49.0,38.0,100.0,64.0,104.0,5.0,4.0,55.0,,81.0,43.0,34.0,39.0,50.0,68.0,67.0,76.0,7.0,42.0,39.0,1.0,4.0,24.0,,32.0,19.0,11.0,14.0,27.0,30.0,33.0,29.0,7.0,27.0,,13.0,47.0,49.0,29.0,,23.0,51.0,39.0,7.0,,3.0,24.0,19.0,2.0,44.0,9.0,4.0,,,,50.0,12.0,6.0
127208100,Tovius,quelthalas,13.0,6694.0,35.0,38.0,53.0,73.0,33.0,11.0,70.0,41.0,75.0,57.0,33.0,75.0,,,100.0,23.0,24.0,15.0,15.0,9.0,9.0,10.0,17.0,8.0,14.0,6.0,4.0,,,2.0,8.0,9.0,8.0,11.0,3.0,1.0,7.0,7.0,6.0,8.0,2.0,3.0,,,2.0,,50.0,100.0,100.0,0.0,,2.0,7.0,2.0,9.0,,1.0,7.0,2.0,0.0,,,,,,,,,
187698992,Вагонетка,deathguard,189.0,15403.0,12.0,,,54.0,,62.0,69.0,44.0,43.0,65.0,54.0,51.0,50.0,100.0,57.0,8.0,,,54.0,,13.0,54.0,52.0,46.0,80.0,24.0,73.0,8.0,5.0,37.0,1.0,,,29.0,,8.0,37.0,23.0,20.0,52.0,13.0,37.0,4.0,5.0,21.0,,0.0,60.0,76.0,,,2.0,55.0,37.0,,,0.0,33.0,28.0,,68.0,19.0,13.0,,,,,,
54233594,Hummelgum,dentarg,7.0,6402.0,73.0,64.0,54.0,52.0,67.0,62.0,67.0,56.0,54.0,79.0,36.0,67.0,67.0,,100.0,26.0,28.0,13.0,21.0,15.0,13.0,18.0,16.0,13.0,19.0,11.0,3.0,3.0,,2.0,19.0,18.0,7.0,11.0,10.0,8.0,12.0,9.0,7.0,15.0,4.0,2.0,2.0,,2.0,,0.0,100.0,,,,1.0,1.0,,,,0.0,1.0,,,,,,,,,,,
168690705,Vegazm,aegwynn,3.0,147.0,,,,100.0,,,0.0,50.0,,,,,,100.0,,,,,1.0,,,1.0,2.0,,,,,,1.0,,,,,1.0,,,0.0,1.0,,,,,,1.0,,0.0,,,,,1.0,,,,,0.0,,,,,100.0,1.0,1.0,,,,,,
156893097,Dawnbringer,archimonde,12.0,1099.0,100.0,,,,,33.0,,,,100.0,,0.0,0.0,,,1.0,,,,,3.0,,,,1.0,,3.0,1.0,,,1.0,,,,,1.0,,,,1.0,,0.0,0.0,,,,,100.0,0.0,,,,2.0,2.0,,,,2.0,0.0,,,,,,,,,,
226274304,Valithria,sylvanas,58.0,7799.0,56.0,33.0,33.0,62.0,100.0,71.0,50.0,33.0,80.0,73.0,50.0,80.0,29.0,100.0,,9.0,3.0,3.0,8.0,1.0,7.0,2.0,6.0,5.0,11.0,8.0,10.0,7.0,51.0,,5.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,4.0,8.0,4.0,8.0,2.0,51.0,,75.0,,100.0,62.0,0.0,4.0,,2.0,8.0,2.0,3.0,,2.0,5.0,0.0,,,,,,,,,
147544743,Lusimusi,rajaxx,48.0,20033.0,52.0,33.0,100.0,66.0,0.0,68.0,39.0,58.0,59.0,58.0,12.0,54.0,45.0,,60.0,29.0,3.0,1.0,29.0,2.0,28.0,28.0,24.0,32.0,43.0,8.0,24.0,22.0,,30.0,15.0,1.0,1.0,19.0,0.0,19.0,11.0,14.0,19.0,25.0,1.0,13.0,10.0,,18.0,56.0,56.0,63.0,38.0,71.0,9.0,9.0,30.0,26.0,7.0,5.0,5.0,19.0,10.0,5.0,100.0,2.0,2.0,50.0,2.0,1.0,,,
137417779,Ardiana,khadgar,36.0,39099.0,57.0,49.0,48.0,50.0,47.0,58.0,78.0,50.0,17.0,62.0,67.0,,0.0,,0.0,63.0,431.0,114.0,107.0,95.0,100.0,9.0,6.0,6.0,8.0,3.0,,1.0,,1.0,36.0,213.0,55.0,54.0,45.0,58.0,7.0,3.0,1.0,5.0,2.0,,0.0,,0.0,,,100.0,,0.0,,,1.0,,8.0,,,1.0,,0.0,,,,,,,,,
153426589,Aldrik,stormrage,14.0,471.0,33.0,,,,,,,,,,,,67.0,,,3.0,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,2.0,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,
245739784,Tacobubble,sylvanas,31.0,6489.0,50.0,78.0,50.0,44.0,67.0,50.0,19.0,18.0,29.0,64.0,50.0,18.0,,,40.0,12.0,9.0,10.0,9.0,3.0,4.0,16.0,11.0,7.0,22.0,2.0,11.0,,,5.0,6.0,7.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,14.0,1.0,2.0,,,2.0,,100.0,56.0,58.0,0.0,,2.0,9.0,12.0,3.0,,2.0,5.0,7.0,0.0,,,,,,,,,
156196167,Autismmeistr,ravencrest,15.0,3840.0,75.0,,,75.0,,44.0,83.0,45.0,20.0,67.0,,62.0,0.0,,75.0,4.0,,,8.0,,9.0,6.0,11.0,5.0,12.0,,8.0,2.0,,8.0,3.0,,,6.0,,4.0,5.0,5.0,1.0,8.0,,5.0,0.0,,6.0,0.0,33.0,71.0,50.0,,1.0,6.0,7.0,6.0,,0.0,2.0,5.0,3.0,,,,,,,,,,
73037576,Vick,blackmoore,4.0,1145.0,100.0,,,0.0,,,,27.0,,100.0,100.0,,,,,1.0,,,1.0,,,,11.0,,2.0,1.0,,,,,1.0,,,0.0,,,,3.0,,2.0,1.0,,,,,,0.0,100.0,,,,2.0,1.0,,,,0.0,1.0,,,,,,,,,,,
195690055,Heliof,silvermoon,50.0,1752.0,100.0,,,25.0,,100.0,50.0,50.0,33.0,67.0,,0.0,67.0,,60.0,2.0,,,4.0,,3.0,4.0,2.0,6.0,6.0,,2.0,3.0,,5.0,2.0,,,1.0,,3.0,2.0,1.0,2.0,4.0,,0.0,2.0,,3.0,,100.0,100.0,0.0,,,2.0,5.0,1.0,,,2.0,5.0,0.0,,,,,,,,,,
185322365,Aertine,hyjal,38.0,46849.0,59.0,69.0,71.0,68.0,50.0,56.0,65.0,57.0,60.0,57.0,44.0,68.0,69.0,100.0,50.0,95.0,89.0,89.0,117.0,58.0,78.0,80.0,53.0,60.0,40.0,27.0,31.0,36.0,11.0,10.0,56.0,61.0,63.0,80.0,29.0,44.0,52.0,30.0,36.0,23.0,12.0,21.0,25.0,11.0,5.0,,33.0,56.0,38.0,100.0,,3.0,25.0,21.0,1.0,,1.0,14.0,8.0,1.0,83.0,6.0,5.0,,,,,,
151580316,Eloelle,argent-dawn,5.0,3391.0,59.0,70.0,67.0,44.0,43.0,50.0,0.0,67.0,0.0,0.0,0.0,100.0,,100.0,33.0,32.0,33.0,21.0,16.0,7.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,,3.0,3.0,19.0,23.0,14.0,7.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,,3.0,1.0,700.0,50.0,,,0.0,1.0,2.0,,,1.0,7.0,1.0,,,0.0,100.0,1.0,1.0,,,,,,
163362754,Lloydbannks,silvermoon,48.0,5627.0,,53.0,67.0,40.0,,,45.0,71.0,62.0,31.0,42.0,50.0,,,33.0,,19.0,12.0,30.0,,,20.0,17.0,24.0,16.0,12.0,2.0,,,3.0,,10.0,8.0,12.0,,,9.0,12.0,15.0,5.0,5.0,1.0,,,1.0,,,50.0,0.0,0.0,,,12.0,3.0,2.0,,,6.0,0.0,0.0,,,,,,,,,
164487321,Ledivalo,silvermoon,33.0,1399.0,17.0,100.0,,,,100.0,0.0,50.0,0.0,0.0,,,50.0,,0.0,6.0,1.0,,,,3.0,1.0,2.0,1.0,2.0,,,2.0,,1.0,1.0,1.0,,,,3.0,0.0,1.0,0.0,0.0,,,1.0,,0.0,,0.0,0.0,,,,1.0,1.0,,,,0.0,0.0,,,,,,,,,,,
160223998,Wimmeuh,doomhammer,15.0,1086.0,,,,100.0,,100.0,,,0.0,60.0,,100.0,100.0,,,,,,1.0,,1.0,,,1.0,5.0,,2.0,1.0,,,,,,1.0,,1.0,,,0.0,3.0,,2.0,1.0,,,,,,25.0,,,,,4.0,,,,,1.0,,,,,,,,,,
108313845,Kiwiya,ravencrest,9.0,65580.0,52.0,55.0,55.0,49.0,47.0,50.0,71.0,40.0,61.0,67.0,40.0,100.0,,,100.0,81.0,212.0,207.0,113.0,150.0,34.0,42.0,10.0,28.0,12.0,5.0,1.0,,,1.0,42.0,117.0,113.0,55.0,70.0,17.0,30.0,4.0,17.0,8.0,2.0,1.0,,,1.0,,,50.0,0.0,,,,2.0,1.0,,,,1.0,0.0,,,,,,,,,,
95556731,Eldrons,twisting-nether,5.0,38885.0,51.0,49.0,52.0,45.0,43.0,53.0,55.0,69.0,47.0,67.0,33.0,100.0,100.0,,,129.0,178.0,163.0,126.0,134.0,87.0,96.0,26.0,98.0,18.0,6.0,1.0,1.0,,,66.0,87.0,85.0,57.0,58.0,46.0,53.0,18.0,46.0,12.0,2.0,1.0,1.0,,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,
187863069,Naincømpris,elune,37.0,2389.0,0.0,,,50.0,,50.0,100.0,33.0,40.0,20.0,,100.0,14.0,,0.0,1.0,,,2.0,,6.0,1.0,6.0,5.0,10.0,,3.0,7.0,,1.0,0.0,,,1.0,,3.0,1.0,2.0,2.0,2.0,,3.0,1.0,,0.0,,25.0,100.0,33.0,,,4.0,4.0,3.0,,,1.0,4.0,1.0,,,,,,,,,,
66737729,Lúx,hellscream,50.0,21381.0,81.0,46.0,32.0,33.0,29.0,92.0,48.0,46.0,46.0,49.0,45.0,33.0,,,71.0,156.0,61.0,38.0,42.0,28.0,123.0,40.0,48.0,63.0,65.0,31.0,6.0,,,7.0,127.0,28.0,12.0,14.0,8.0,113.0,19.0,22.0,29.0,32.0,14.0,2.0,,,5.0,,100.0,71.0,57.0,0.0,,2.0,7.0,7.0,1.0,,2.0,5.0,4.0,0.0,100.0,1.0,1.0,,,,,,
218031239,Apa,sylvanas,3.0,539.0,0.0,,,100.0,,50.0,100.0,0.0,0.0,,,50.0,,,100.0,1.0,,,2.0,,4.0,1.0,1.0,1.0,,,2.0,,,1.0,0.0,,,2.0,,2.0,1.0,0.0,0.0,,,1.0,,,1.0,,,,50.0,,,,,2.0,,,,,1.0,,,,,,,,,,
174034979,Mcfeedback,twisting-nether,19.0,3196.0,33.0,43.0,44.0,67.0,25.0,50.0,33.0,67.0,64.0,50.0,,50.0,0.0,,88.0,3.0,7.0,9.0,15.0,4.0,2.0,3.0,3.0,11.0,4.0,,2.0,1.0,,8.0,1.0,3.0,4.0,10.0,1.0,1.0,1.0,2.0,7.0,2.0,,1.0,0.0,,7.0,,,40.0,83.0,,,,5.0,6.0,,,,2.0,5.0,,40.0,5.0,2.0,,,,100.0,1.0,1.0
116700403,Henky,azuremyst,20.0,140.0,,0.0,,0.0,,0.0,100.0,,,,,100.0,,100.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,0.0,,0.0,,0.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,
109767123,Riyathe,silvermoon,18.0,30959.0,65.0,44.0,37.0,51.0,49.0,53.0,21.0,36.0,30.0,40.0,17.0,40.0,33.0,,64.0,60.0,96.0,67.0,83.0,68.0,57.0,52.0,25.0,44.0,40.0,12.0,10.0,6.0,,11.0,39.0,42.0,25.0,42.0,33.0,30.0,11.0,9.0,13.0,16.0,2.0,4.0,2.0,,7.0,207.0,50.0,38.0,55.0,,14.0,2.0,8.0,11.0,,29.0,1.0,3.0,6.0,,100.0,1.0,1.0,,,,,,
152134467,Icarius,kirin-tor,7.0,20247.0,,40.0,55.0,42.0,59.0,10.0,46.0,39.0,30.0,54.0,57.0,,,,,,99.0,67.0,57.0,54.0,10.0,82.0,89.0,66.0,95.0,49.0,,,,,,40.0,37.0,24.0,32.0,1.0,38.0,35.0,20.0,51.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157607304,Breadhoof,stormscale,4.0,3354.0,0.0,,,0.0,,33.0,50.0,,100.0,0.0,,,,,0.0,1.0,,,1.0,,3.0,2.0,,1.0,2.0,,,,,1.0,0.0,,,0.0,,1.0,1.0,,1.0,0.0,,,,,0.0,,0.0,,100.0,70.0,,1.0,,2.0,10.0,,0.0,,2.0,7.0,,,,,,,,,
99944675,Jusagace,khaz-modan,7.0,1624.0,67.0,56.0,40.0,0.0,,50.0,0.0,50.0,100.0,50.0,,0.0,,,75.0,3.0,9.0,5.0,2.0,,4.0,3.0,2.0,1.0,2.0,,2.0,,,4.0,2.0,5.0,2.0,0.0,,2.0,0.0,1.0,1.0,1.0,,0.0,,,3.0,,67.0,,,,,6.0,,,,,4.0,,,,,,,100.0,1.0,1.0,,,
210088083,Периутконос,soulflayer,2.0,617.0,0.0,,,100.0,,100.0,,50.0,33.0,50.0,,,100.0,,0.0,1.0,,,2.0,,1.0,,2.0,3.0,2.0,,,1.0,,1.0,0.0,,,2.0,,1.0,,1.0,1.0,1.0,,,1.0,,0.0,,100.0,,0.0,,,1.0,,1.0,,,1.0,,0.0,,100.0,1.0,1.0,,,,,,
165198804,Teriah,burning-blade,38.0,1126.0,50.0,,,100.0,,100.0,100.0,40.0,75.0,0.0,,0.0,50.0,,,2.0,,,1.0,,1.0,2.0,5.0,4.0,2.0,,3.0,4.0,,,1.0,,,1.0,,1.0,2.0,2.0,3.0,0.0,,0.0,2.0,,,,,100.0,33.0,,,,2.0,3.0,,,,2.0,1.0,,,,,,,,,,
165155338,Caote,silvermoon,47.0,2203.0,,,,50.0,,100.0,20.0,50.0,25.0,100.0,67.0,33.0,0.0,100.0,100.0,,,,2.0,,1.0,5.0,4.0,4.0,1.0,3.0,6.0,2.0,41.0,2.0,,,,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,41.0,2.0,,,33.0,56.0,,,,6.0,9.0,,,,2.0,5.0,,,,,,,,,,
86238525,Kaeldas,ysondre,10.0,734.0,100.0,40.0,100.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,2.0,5.0,1.0,5.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,,,,,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,0.0,,100.0,,,2.0,,1.0,,,0.0,,1.0,,,,,,,,,,
110993954,Pizzaslicer,stormrage,1.0,17028.0,54.0,48.0,59.0,48.0,47.0,75.0,,,,,,,,,,13.0,25.0,41.0,21.0,38.0,12.0,,,,,,,,,,7.0,12.0,24.0,10.0,18.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154173903,Neissi,dalaran,3.0,36.0,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
208871844,Эксфорт,gordunni,30.0,308.0,100.0,,,,,,0.0,0.0,,,,100.0,,,,2.0,,,,,,1.0,1.0,,,,1.0,,,,2.0,,,,,,0.0,0.0,,,,1.0,,,,,100.0,100.0,,,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,
50666989,Paley,hellfire,16.0,26359.0,64.0,47.0,45.0,51.0,47.0,60.0,73.0,12.0,22.0,100.0,100.0,,,,,99.0,119.0,74.0,77.0,83.0,47.0,11.0,8.0,9.0,1.0,2.0,,,,,63.0,56.0,33.0,39.0,39.0,28.0,8.0,1.0,2.0,1.0,2.0,,,,,,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,
93662987,Selvion,stormrage,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,
147147888,Lightspoon,azuremyst,12.0,2516.0,50.0,60.0,67.0,50.0,0.0,0.0,62.0,80.0,38.0,17.0,50.0,100.0,0.0,,50.0,6.0,10.0,3.0,2.0,3.0,1.0,8.0,5.0,8.0,6.0,4.0,2.0,1.0,,2.0,3.0,6.0,2.0,1.0,0.0,0.0,5.0,4.0,3.0,1.0,2.0,2.0,0.0,,1.0,,,100.0,50.0,,,,1.0,4.0,,,,1.0,2.0,,,,,,,,,,
165197048,Marysia,stormrage,18.0,2836.0,33.0,,,0.0,,75.0,100.0,,100.0,,,100.0,0.0,,,3.0,,,2.0,,4.0,1.0,,1.0,,,1.0,4.0,,,1.0,,,0.0,,3.0,1.0,,1.0,,,1.0,0.0,,,,50.0,100.0,,75.0,,4.0,2.0,,8.0,,2.0,2.0,,6.0,100.0,1.0,1.0,,,,,,
35480598,Hílda,dun-modr,222.0,18647.0,67.0,47.0,46.0,43.0,41.0,64.0,61.0,50.0,65.0,59.0,55.0,80.0,,,29.0,36.0,66.0,59.0,47.0,58.0,36.0,71.0,18.0,68.0,29.0,29.0,5.0,,,7.0,24.0,31.0,27.0,20.0,24.0,23.0,43.0,9.0,44.0,17.0,16.0,4.0,,,2.0,,,40.0,50.0,,,,5.0,12.0,,,,2.0,6.0,,50.0,2.0,1.0,,,,,,
139274027,Pithlos,silvermoon,4.0,4476.0,75.0,46.0,43.0,67.0,47.0,36.0,30.0,,57.0,,,0.0,,,50.0,12.0,26.0,14.0,6.0,17.0,11.0,33.0,,30.0,,,1.0,,,2.0,9.0,12.0,6.0,4.0,8.0,4.0,10.0,,17.0,,,0.0,,,1.0,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,
71312306,Durîon,azuremyst,9.0,15178.0,47.0,49.0,30.0,50.0,65.0,67.0,20.0,0.0,50.0,0.0,33.0,,60.0,,,49.0,127.0,50.0,6.0,20.0,46.0,5.0,1.0,2.0,1.0,6.0,,5.0,,,23.0,62.0,15.0,3.0,13.0,31.0,1.0,0.0,1.0,0.0,2.0,,3.0,,,,75.0,,,,,4.0,,,,,3.0,,,,,,,,,,,,
111973656,Warramir,silvermoon,3.0,28957.0,51.0,52.0,56.0,53.0,62.0,80.0,50.0,67.0,0.0,40.0,0.0,33.0,,100.0,100.0,68.0,42.0,45.0,53.0,42.0,5.0,2.0,3.0,2.0,5.0,1.0,3.0,,2.0,1.0,35.0,22.0,25.0,28.0,26.0,4.0,1.0,2.0,0.0,2.0,0.0,1.0,,2.0,1.0,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,
185079703,Neldwegh,silvermoon,16.0,4517.0,17.0,,,50.0,,0.0,30.0,11.0,71.0,47.0,,62.0,25.0,,70.0,6.0,,,4.0,,1.0,10.0,9.0,7.0,15.0,,13.0,4.0,,10.0,1.0,,,2.0,,0.0,3.0,1.0,5.0,7.0,,8.0,1.0,,7.0,0.0,100.0,57.0,69.0,100.0,1.0,1.0,14.0,13.0,1.0,0.0,1.0,8.0,9.0,1.0,,,,,,,,,
167341158,Quisitor,stormrage,1.0,5478.0,56.0,25.0,62.0,48.0,55.0,67.0,25.0,,46.0,,,,,,,32.0,12.0,34.0,23.0,11.0,6.0,12.0,,13.0,,,,,,,18.0,3.0,21.0,11.0,6.0,4.0,3.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80144901,Suzzy,terenas,42.0,15480.0,66.0,50.0,58.0,41.0,33.0,100.0,45.0,62.0,38.0,60.0,,56.0,,,20.0,116.0,74.0,55.0,17.0,3.0,3.0,11.0,8.0,8.0,10.0,,9.0,,,5.0,77.0,37.0,32.0,7.0,1.0,3.0,5.0,5.0,3.0,6.0,,5.0,,,1.0,200.0,,11.0,46.0,,1.0,,9.0,13.0,,2.0,,1.0,6.0,,100.0,1.0,1.0,,,,,,
93579557,Jinsing,stormrage,1.0,3160.0,44.0,29.0,57.0,75.0,50.0,100.0,,,,,,,,,,9.0,7.0,7.0,4.0,6.0,1.0,,,,,,,,,,4.0,2.0,4.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109188977,Méf,ravencrest,50.0,6375.0,72.0,33.0,65.0,57.0,67.0,25.0,52.0,59.0,46.0,77.0,56.0,75.0,0.0,,25.0,29.0,21.0,17.0,7.0,9.0,4.0,23.0,32.0,28.0,13.0,18.0,4.0,1.0,,4.0,21.0,7.0,11.0,4.0,6.0,1.0,12.0,19.0,13.0,10.0,10.0,3.0,0.0,,1.0,250.0,33.0,71.0,50.0,0.0,2.0,3.0,7.0,2.0,1.0,5.0,1.0,5.0,1.0,0.0,,,,,,,,,
226400871,Zaxonia,sylvanas,41.0,6178.0,53.0,83.0,100.0,0.0,,67.0,67.0,33.0,50.0,57.0,100.0,50.0,,,100.0,15.0,6.0,1.0,2.0,,6.0,3.0,3.0,4.0,7.0,2.0,4.0,,,1.0,8.0,5.0,1.0,0.0,,4.0,2.0,1.0,2.0,4.0,2.0,2.0,,,1.0,,15.0,0.0,75.0,25.0,,20.0,2.0,4.0,16.0,,3.0,0.0,3.0,4.0,0.0,1.0,0.0,,,,,,
71117116,Zecesption,blackmoore,31.0,5715.0,58.0,47.0,20.0,29.0,58.0,62.0,22.0,50.0,64.0,75.0,100.0,50.0,,,0.0,12.0,17.0,15.0,21.0,12.0,13.0,9.0,4.0,11.0,4.0,2.0,2.0,,,2.0,7.0,8.0,3.0,6.0,7.0,8.0,2.0,2.0,7.0,3.0,2.0,1.0,,,0.0,,,100.0,100.0,,,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,
153546633,Cruxian,ravencrest,19.0,7622.0,54.0,60.0,43.0,44.0,67.0,77.0,58.0,71.0,50.0,86.0,100.0,57.0,0.0,,56.0,24.0,10.0,7.0,9.0,12.0,13.0,12.0,7.0,12.0,7.0,2.0,7.0,1.0,,9.0,13.0,6.0,3.0,4.0,8.0,10.0,7.0,5.0,6.0,6.0,2.0,4.0,0.0,,5.0,100.0,67.0,50.0,50.0,50.0,5.0,3.0,6.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,,,,,,,,,
56128821,Acongojante,zuljin,53.0,38998.0,52.0,54.0,52.0,47.0,48.0,51.0,59.0,50.0,63.0,52.0,70.0,50.0,,,67.0,87.0,120.0,129.0,157.0,94.0,67.0,63.0,30.0,51.0,21.0,20.0,2.0,,,3.0,45.0,65.0,67.0,74.0,45.0,34.0,37.0,15.0,32.0,11.0,14.0,1.0,,,2.0,,,86.0,100.0,,,,21.0,1.0,,,,18.0,1.0,,100.0,2.0,2.0,,,,,,
113713921,Deäd,hyjal,17.0,78905.0,74.0,47.0,48.0,48.0,51.0,62.0,57.0,41.0,53.0,44.0,66.0,0.0,,,0.0,148.0,314.0,295.0,260.0,247.0,84.0,133.0,22.0,101.0,54.0,38.0,2.0,,,2.0,109.0,147.0,142.0,126.0,126.0,52.0,76.0,9.0,54.0,24.0,25.0,0.0,,,0.0,,25.0,0.0,100.0,,,4.0,1.0,1.0,,,1.0,0.0,1.0,,,,,,,,,,
174587149,Emissary,azjolnerub,15.0,1660.0,60.0,,,100.0,,100.0,0.0,100.0,,,,100.0,75.0,,0.0,5.0,,,1.0,,4.0,2.0,1.0,,,,1.0,4.0,,1.0,3.0,,,1.0,,4.0,0.0,1.0,,,,1.0,3.0,,0.0,,40.0,100.0,50.0,,,5.0,1.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,
90018555,Manouel,sargeras,10.0,15022.0,60.0,31.0,44.0,43.0,46.0,44.0,67.0,73.0,58.0,77.0,50.0,,,,,15.0,36.0,27.0,23.0,28.0,18.0,18.0,11.0,19.0,13.0,6.0,,,,,9.0,11.0,12.0,10.0,13.0,8.0,12.0,8.0,11.0,10.0,3.0,,,,,,,0.0,,100.0,,,1.0,,3.0,,,0.0,,3.0,,,,,,,,,
143499507,Marbus,tarren-mill,47.0,1592.0,0.0,,0.0,,,50.0,80.0,100.0,67.0,67.0,67.0,100.0,,100.0,0.0,3.0,,1.0,,,4.0,5.0,1.0,3.0,3.0,3.0,1.0,,7.0,1.0,0.0,,0.0,,,2.0,4.0,1.0,2.0,2.0,2.0,1.0,,7.0,0.0,,0.0,40.0,67.0,,,2.0,5.0,3.0,,,0.0,2.0,2.0,,100.0,1.0,1.0,,,,,,
72765307,Sâphirâ,confrérie-du-thorium,34.0,20899.0,49.0,36.0,44.0,67.0,14.0,64.0,33.0,29.0,47.0,46.0,59.0,33.0,55.0,,,55.0,14.0,16.0,18.0,7.0,66.0,15.0,17.0,15.0,13.0,17.0,3.0,11.0,,,27.0,5.0,7.0,12.0,1.0,42.0,5.0,5.0,7.0,6.0,10.0,1.0,6.0,,,,50.0,40.0,100.0,,,4.0,5.0,2.0,,,2.0,2.0,2.0,,,,,,,,,,
122571934,Aruven,kazzak,17.0,5672.0,50.0,43.0,38.0,36.0,17.0,45.0,31.0,47.0,50.0,38.0,75.0,0.0,100.0,,,16.0,21.0,8.0,11.0,6.0,11.0,13.0,17.0,8.0,13.0,4.0,2.0,2.0,,,8.0,9.0,3.0,4.0,1.0,5.0,4.0,8.0,4.0,5.0,3.0,0.0,2.0,,,,0.0,56.0,100.0,,,1.0,9.0,2.0,,,0.0,5.0,2.0,,,,,,,,,,
115676360,Genetisch,antonidas,207.0,14455.0,40.0,41.0,38.0,41.0,,33.0,36.0,41.0,34.0,26.0,56.0,30.0,,100.0,0.0,5.0,68.0,42.0,34.0,,6.0,67.0,61.0,65.0,70.0,32.0,10.0,,1.0,1.0,2.0,28.0,16.0,14.0,,2.0,24.0,25.0,22.0,18.0,18.0,3.0,,1.0,0.0,,,40.0,0.0,,,,75.0,2.0,,,,30.0,0.0,,50.0,2.0,1.0,,,,,,
153493141,Eclairage,krasus,18.0,2081.0,86.0,0.0,50.0,33.0,20.0,67.0,60.0,17.0,20.0,0.0,29.0,,100.0,,,7.0,1.0,2.0,6.0,5.0,3.0,5.0,6.0,5.0,4.0,7.0,,1.0,,,6.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,,1.0,,,,,50.0,,,,,2.0,,,,,1.0,,,,,,,,,,,
