character.id,character.name,character.realm.slug,honor_level,honorable_kills,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Twin Peaks played,Silvershard Mines played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Deepwind Gorge played,Classic Warsong Gulch won,Classic Arathi Basin won,Twin Peaks won,Silvershard Mines won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Deepwind Gorge won,Alterac Valley win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,The Battle for Gilneas win_rate,Ashran win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,The Battle for Gilneas played,Ashran played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Alterac Valley won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,The Battle for Gilneas won,Ashran won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
192320860,Ulfinqp,archimonde,18.0,1735.0,,,100.0,50.0,,67.0,,75.0,100.0,,,1.0,2.0,,3.0,,4.0,3.0,,,1.0,1.0,,2.0,,3.0,3.0,60.0,67.0,,33.0,67.0,0.0,100.0,50.0,25.0,5.0,3.0,,3.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,,1.0,2.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
58955915,Imperis,voljin,15.0,2386.0,33.0,30.0,42.0,40.0,,0.0,75.0,,,21.0,10.0,12.0,10.0,,4.0,4.0,,,7.0,3.0,5.0,4.0,,0.0,3.0,,,,62.0,20.0,100.0,14.0,,,,,,8.0,5.0,1.0,7.0,,,,,,5.0,1.0,1.0,1.0,,,,,0.0,6.0,0.0,,,,,,,,,,,,
244313418,Рэйнметалл,deathguard,7.0,1453.0,,,0.0,67.0,,67.0,,,0.0,,,2.0,3.0,,3.0,,,1.0,,,0.0,2.0,,2.0,,,0.0,100.0,0.0,,100.0,60.0,67.0,67.0,100.0,33.0,1.0,1.0,,1.0,5.0,3.0,3.0,1.0,3.0,1.0,0.0,,1.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
162966330,Huhanaa,krasus,4.0,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,100.0,,,,,,2.0,,,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,
93540704,Ddr,aggra-português,24.0,10472.0,75.0,62.0,62.0,75.0,,50.0,100.0,57.0,50.0,12.0,13.0,8.0,16.0,,6.0,1.0,7.0,4.0,9.0,8.0,5.0,12.0,,3.0,1.0,4.0,2.0,49.0,64.0,50.0,33.0,71.0,80.0,60.0,71.0,71.0,37.0,11.0,4.0,12.0,7.0,5.0,5.0,7.0,7.0,18.0,7.0,2.0,4.0,5.0,4.0,3.0,5.0,5.0,86.0,7.0,6.0,,,,,,,,,,,,
156554070,Lkm,medivh,35.0,56008.0,56.0,54.0,64.0,46.0,,40.0,0.0,50.0,,283.0,161.0,36.0,13.0,,10.0,5.0,2.0,,158.0,87.0,23.0,6.0,,4.0,0.0,1.0,,57.0,48.0,52.0,55.0,46.0,0.0,0.0,0.0,0.0,122.0,143.0,132.0,66.0,37.0,1.0,1.0,1.0,1.0,70.0,68.0,68.0,36.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,100.0,29.0,29.0,,,,,,
119695899,Eckaz,uldaman,8.0,379.0,,,33.0,,0.0,50.0,,,,,,3.0,,1.0,2.0,,,,,,1.0,,0.0,1.0,,,,,,,,,0.0,0.0,0.0,,,,,,,1.0,2.0,1.0,,,,,,,0.0,0.0,0.0,,,,,0.0,1.0,0.0,,,,,,,,,
116107739,Wîllí,antonidas,9.0,112.0,,,0.0,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196535980,Bleize,hyjal,9.0,4009.0,50.0,50.0,36.0,69.0,,80.0,20.0,12.0,33.0,2.0,4.0,11.0,13.0,,10.0,5.0,8.0,3.0,1.0,2.0,4.0,9.0,,8.0,1.0,1.0,1.0,58.0,29.0,33.0,38.0,67.0,62.0,100.0,50.0,0.0,12.0,7.0,3.0,8.0,9.0,8.0,4.0,4.0,2.0,7.0,2.0,1.0,3.0,6.0,5.0,4.0,2.0,0.0,,,,67.0,3.0,2.0,,,,,,,,,
57836312,Релокин,gordunni,18.0,58770.0,52.0,49.0,57.0,59.0,6100.0,53.0,43.0,67.0,33.0,184.0,189.0,109.0,29.0,1.0,36.0,23.0,6.0,3.0,96.0,93.0,62.0,17.0,61.0,19.0,10.0,4.0,1.0,71.0,61.0,41.0,65.0,62.0,75.0,100.0,67.0,,72.0,132.0,109.0,86.0,90.0,4.0,2.0,3.0,,51.0,80.0,45.0,56.0,56.0,3.0,2.0,2.0,,,,,,,,,,,100.0,1.0,1.0,,,
196137091,Pasladeter,archimonde,20.0,5103.0,,,62.0,37.0,33.0,33.0,,63.0,50.0,,,13.0,19.0,3.0,9.0,,27.0,12.0,,,8.0,7.0,1.0,3.0,,17.0,6.0,57.0,33.0,,67.0,55.0,20.0,57.0,67.0,0.0,7.0,9.0,,6.0,20.0,5.0,21.0,9.0,3.0,4.0,3.0,,4.0,11.0,1.0,12.0,6.0,0.0,,,,0.0,1.0,0.0,,,,,,,,,
147600385,Pypifrog,minahonda,4.0,540.0,,0.0,100.0,100.0,,50.0,,,67.0,,1.0,1.0,2.0,,2.0,,,3.0,,0.0,1.0,2.0,,1.0,,,2.0,0.0,,,0.0,100.0,100.0,0.0,,,2.0,,,1.0,2.0,1.0,1.0,,,0.0,,,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,
120044482,Pandarouw,sargeras,15.0,895.0,,0.0,0.0,0.0,,33.0,0.0,,0.0,,3.0,3.0,3.0,,3.0,1.0,,1.0,,0.0,0.0,0.0,,1.0,0.0,,0.0,75.0,0.0,0.0,100.0,50.0,,,,,4.0,1.0,4.0,1.0,6.0,,,,,3.0,0.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
106337042,Колотушкин,howling-fjord,11.0,5337.0,38.0,58.0,86.0,67.0,,64.0,60.0,100.0,,8.0,12.0,7.0,12.0,,11.0,10.0,1.0,,3.0,7.0,6.0,8.0,,7.0,6.0,1.0,,80.0,83.0,73.0,67.0,25.0,,,,,5.0,12.0,11.0,3.0,8.0,,,,,4.0,10.0,8.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
79406939,Angelito,drekthar,41.0,23866.0,54.0,44.0,38.0,71.0,,25.0,0.0,,,26.0,18.0,8.0,7.0,,8.0,1.0,,,14.0,8.0,3.0,5.0,,2.0,0.0,,,58.0,79.0,67.0,67.0,33.0,,,,,12.0,24.0,21.0,9.0,3.0,,,,,7.0,19.0,14.0,6.0,1.0,,,,,,,,,,,,,,,,,,,
160835993,Kiith,silvermoon,13.0,2445.0,50.0,0.0,100.0,0.0,,50.0,,50.0,,2.0,1.0,2.0,2.0,,4.0,,2.0,,1.0,0.0,2.0,0.0,,2.0,,1.0,,62.0,25.0,,83.0,67.0,25.0,100.0,100.0,100.0,8.0,4.0,,6.0,3.0,4.0,1.0,2.0,2.0,5.0,1.0,,5.0,2.0,1.0,1.0,2.0,2.0,,,,50.0,2.0,1.0,,,,,,,,,
123988351,Erikson,alexstrasza,20.0,4113.0,60.0,33.0,54.0,67.0,,25.0,33.0,,,10.0,3.0,13.0,6.0,,12.0,3.0,,,6.0,1.0,7.0,4.0,,3.0,1.0,,,50.0,50.0,40.0,50.0,43.0,,,,,16.0,4.0,10.0,8.0,7.0,,,,,8.0,2.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,
101330965,Flexite,blackhand,9.0,1484.0,0.0,,40.0,50.0,,,0.0,50.0,0.0,1.0,,5.0,2.0,,,1.0,2.0,1.0,0.0,,2.0,1.0,,,0.0,1.0,0.0,0.0,100.0,100.0,100.0,50.0,,100.0,,0.0,1.0,1.0,1.0,1.0,2.0,,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,,0.0,,,,,,,,,,,,,,,
157739997,Martinuther,dun-modr,20.0,5480.0,,,54.0,67.0,,90.0,100.0,81.0,83.0,,,13.0,9.0,,21.0,1.0,16.0,6.0,,,7.0,6.0,,19.0,1.0,13.0,5.0,43.0,67.0,,25.0,30.0,,55.0,80.0,100.0,7.0,9.0,,4.0,10.0,,11.0,10.0,1.0,3.0,6.0,,1.0,3.0,,6.0,8.0,1.0,50.0,2.0,1.0,100.0,2.0,2.0,,,,,,,,,
195766098,Hagendasz,hyjal,8.0,3170.0,69.0,25.0,22.0,25.0,,31.0,14.0,,,13.0,8.0,9.0,12.0,,16.0,7.0,,,9.0,2.0,2.0,3.0,,5.0,1.0,,,0.0,55.0,75.0,0.0,40.0,,,,,2.0,11.0,8.0,4.0,10.0,,,,,0.0,6.0,6.0,0.0,4.0,,,,,,,,,,,,,,,,,,,
166631802,Darkghost,hyjal,51.0,9511.0,44.0,71.0,25.0,29.0,,50.0,30.0,50.0,,18.0,7.0,12.0,7.0,,14.0,10.0,10.0,,8.0,5.0,3.0,2.0,,7.0,3.0,5.0,,29.0,27.0,,57.0,64.0,,60.0,50.0,0.0,7.0,11.0,,7.0,11.0,,5.0,2.0,2.0,2.0,3.0,,4.0,7.0,,3.0,1.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,
154654822,Èlf,twisting-nether,120.0,12199.0,43.0,50.0,59.0,40.0,,50.0,54.0,33.0,0.0,37.0,48.0,63.0,5.0,,8.0,13.0,6.0,1.0,16.0,24.0,37.0,2.0,,4.0,7.0,2.0,0.0,61.0,40.0,46.0,33.0,52.0,,56.0,60.0,67.0,44.0,40.0,26.0,12.0,62.0,,9.0,5.0,3.0,27.0,16.0,12.0,4.0,32.0,,5.0,3.0,2.0,0.0,1.0,0.0,100.0,3.0,3.0,,,,,,,,,
108029148,Spirine,ysondre,16.0,2617.0,100.0,50.0,100.0,50.0,0.0,69.0,60.0,71.0,100.0,3.0,2.0,3.0,6.0,1.0,13.0,5.0,14.0,2.0,3.0,1.0,3.0,3.0,0.0,9.0,3.0,10.0,2.0,0.0,50.0,,50.0,50.0,,100.0,100.0,0.0,2.0,4.0,,4.0,4.0,,1.0,1.0,1.0,0.0,2.0,,2.0,2.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,
155250431,Deviouslight,drakthul,12.0,3659.0,,,25.0,33.0,,0.0,,100.0,67.0,,,4.0,3.0,,3.0,,4.0,3.0,,,1.0,1.0,,0.0,,4.0,2.0,40.0,33.0,,67.0,67.0,100.0,25.0,100.0,40.0,5.0,3.0,,6.0,6.0,2.0,4.0,1.0,5.0,2.0,1.0,,4.0,4.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,60.0,10.0,6.0,,,,,,,,,
185322365,Aertine,hyjal,38.0,46849.0,69.0,71.0,65.0,57.0,,57.0,44.0,56.0,50.0,89.0,89.0,80.0,53.0,,40.0,27.0,25.0,10.0,61.0,63.0,52.0,30.0,,23.0,12.0,14.0,5.0,59.0,68.0,50.0,56.0,60.0,33.0,68.0,38.0,69.0,95.0,117.0,58.0,78.0,60.0,3.0,31.0,21.0,36.0,56.0,80.0,29.0,44.0,36.0,1.0,21.0,8.0,25.0,100.0,1.0,1.0,83.0,6.0,5.0,100.0,11.0,11.0,,,,,,
185244175,Helliél,pozzo-delleternità,4.0,664.0,,,43.0,0.0,,67.0,,50.0,0.0,,,7.0,2.0,,3.0,,2.0,2.0,,,3.0,0.0,,2.0,,1.0,0.0,,100.0,,,100.0,,33.0,0.0,,,1.0,,,1.0,,3.0,2.0,,,1.0,,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,
53690588,Allika,ysondre,161.0,106144.0,66.0,58.0,63.0,61.0,,61.0,52.0,150.0,0.0,446.0,243.0,206.0,152.0,,174.0,117.0,6.0,1.0,296.0,141.0,129.0,93.0,,106.0,61.0,9.0,0.0,47.0,56.0,56.0,50.0,66.0,33.0,33.0,,56.0,131.0,279.0,324.0,117.0,233.0,6.0,6.0,,9.0,61.0,156.0,183.0,59.0,154.0,2.0,2.0,,5.0,,,,0.0,1.0,0.0,100.0,1.0,1.0,,,,,,
154166361,Insølante,hyjal,31.0,8105.0,54.0,62.0,72.0,50.0,,45.0,46.0,,,56.0,24.0,18.0,18.0,,11.0,24.0,,,30.0,15.0,13.0,9.0,,5.0,11.0,,,50.0,31.0,12.0,100.0,58.0,100.0,,,100.0,2.0,13.0,8.0,3.0,12.0,1.0,,,1.0,1.0,4.0,1.0,3.0,7.0,1.0,,,1.0,,,,,,,,,,,,,,,
166671606,Bdlol,tarren-mill,35.0,3475.0,50.0,38.0,67.0,50.0,,57.0,57.0,0.0,0.0,12.0,8.0,6.0,6.0,,7.0,7.0,6.0,2.0,6.0,3.0,4.0,3.0,,4.0,4.0,0.0,0.0,0.0,42.0,67.0,0.0,60.0,0.0,0.0,0.0,0.0,3.0,12.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
99282011,Louac,varimathras,24.0,3862.0,40.0,20.0,62.0,42.0,,62.0,25.0,60.0,91.0,5.0,5.0,8.0,12.0,,16.0,4.0,5.0,11.0,2.0,1.0,5.0,5.0,,10.0,1.0,3.0,10.0,100.0,44.0,25.0,,50.0,,40.0,0.0,,1.0,9.0,4.0,,6.0,,5.0,1.0,,1.0,4.0,1.0,,3.0,,2.0,0.0,,,,,0.0,4.0,0.0,,,,,,,,,
49364786,Меленис,gordunni,47.0,9195.0,38.0,35.0,25.0,47.0,,54.0,81.0,50.0,100.0,24.0,26.0,16.0,30.0,,24.0,27.0,8.0,1.0,9.0,9.0,4.0,14.0,,13.0,22.0,4.0,1.0,75.0,56.0,0.0,75.0,30.0,,,0.0,67.0,12.0,9.0,2.0,16.0,23.0,,,1.0,3.0,9.0,5.0,0.0,12.0,7.0,,,0.0,2.0,,,,33.0,3.0,1.0,100.0,4.0,4.0,,,,,,
208640707,Бигдиковна,gordunni,27.0,324.0,,,,50.0,,,,100.0,,,,,2.0,,,,2.0,,,,,1.0,,,,2.0,,,100.0,,,,,100.0,50.0,,,1.0,,,,,1.0,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,
175971933,Fearpal,archimonde,91.0,1169.0,50.0,50.0,,12.0,,50.0,,,,2.0,2.0,,8.0,,2.0,,,,1.0,1.0,,1.0,,1.0,,,,50.0,0.0,40.0,,,,,,,2.0,1.0,5.0,,,,,,,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
116502860,Kashynia,antonidas,53.0,19492.0,54.0,44.0,55.0,57.0,900.0,43.0,40.0,33.0,100.0,37.0,36.0,33.0,14.0,1.0,23.0,10.0,12.0,1.0,20.0,16.0,18.0,8.0,9.0,10.0,4.0,4.0,1.0,49.0,40.0,49.0,52.0,52.0,50.0,11.0,27.0,36.0,49.0,43.0,55.0,48.0,52.0,2.0,9.0,11.0,11.0,24.0,17.0,27.0,25.0,27.0,1.0,1.0,3.0,4.0,0.0,2.0,0.0,20.0,5.0,1.0,,,,,,,,,
177454696,Charlexavier,dalaran,33.0,8413.0,50.0,40.0,57.0,43.0,,47.0,56.0,71.0,71.0,14.0,10.0,21.0,21.0,,19.0,16.0,7.0,7.0,7.0,4.0,12.0,9.0,,9.0,9.0,5.0,5.0,75.0,19.0,31.0,25.0,38.0,27.0,50.0,17.0,38.0,8.0,16.0,13.0,4.0,24.0,11.0,6.0,6.0,8.0,6.0,3.0,4.0,1.0,9.0,3.0,3.0,1.0,3.0,,,,,,,,,,,,,,,
110076509,Vôlpêl,ysondre,2.0,551.0,100.0,,100.0,0.0,,,,,,1.0,,1.0,1.0,,,,,,1.0,,1.0,0.0,,,,,,50.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
136765821,Ælyrel,uldaman,75.0,3511.0,,,20.0,67.0,,50.0,,62.0,50.0,,,5.0,9.0,,2.0,,8.0,4.0,,,1.0,6.0,,1.0,,5.0,2.0,43.0,17.0,,78.0,67.0,67.0,25.0,75.0,43.0,7.0,6.0,,9.0,6.0,12.0,4.0,4.0,7.0,3.0,1.0,,7.0,4.0,8.0,1.0,3.0,3.0,,,,50.0,4.0,2.0,,,,,,,,,
195387984,Goldlight,hyjal,45.0,2119.0,,,55.0,100.0,100.0,38.0,,33.0,33.0,,,11.0,5.0,1.0,8.0,,3.0,6.0,,,6.0,5.0,1.0,3.0,,1.0,2.0,,91.0,,0.0,50.0,100.0,60.0,75.0,100.0,,11.0,,1.0,2.0,1.0,5.0,4.0,1.0,,10.0,,0.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,
95534608,Arethias,twisting-nether,20.0,901.0,,,0.0,33.0,100.0,40.0,,0.0,100.0,,,1.0,3.0,1.0,5.0,,1.0,1.0,,,0.0,1.0,1.0,2.0,,0.0,1.0,100.0,50.0,,33.0,100.0,,,,0.0,2.0,4.0,,3.0,2.0,,,,1.0,2.0,2.0,,1.0,2.0,,,,0.0,,,,,,,,,,,,,,,
174939990,Emberhand,bronze-dragonflight,25.0,1164.0,,,67.0,100.0,,50.0,,20.0,0.0,,,3.0,2.0,,2.0,,5.0,2.0,,,2.0,2.0,,1.0,,1.0,0.0,100.0,100.0,,50.0,0.0,67.0,,50.0,0.0,1.0,1.0,,2.0,2.0,3.0,,4.0,1.0,1.0,1.0,,1.0,0.0,2.0,,2.0,0.0,,,,,,,,,,,,,,,
149991837,Uhli,aegwynn,5.0,749.0,,,,50.0,,0.0,,50.0,0.0,,,,2.0,,2.0,,2.0,1.0,,,,1.0,,0.0,,1.0,0.0,25.0,100.0,,100.0,0.0,0.0,,100.0,,4.0,1.0,,1.0,3.0,1.0,,2.0,,1.0,1.0,,1.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,
197550361,Lustucrü,archimonde,64.0,16985.0,64.0,43.0,55.0,25.0,,56.0,60.0,150.0,,96.0,103.0,22.0,24.0,,16.0,5.0,2.0,,61.0,44.0,12.0,6.0,,9.0,3.0,3.0,,25.0,51.0,31.0,45.0,29.0,,0.0,,,12.0,43.0,39.0,11.0,24.0,,1.0,,,3.0,22.0,12.0,5.0,7.0,,0.0,,,,,,,,,,,,,,,,,
196189548,Sandbucket,silvermoon,19.0,904.0,,,,,0.0,100.0,,100.0,67.0,,,,,1.0,1.0,,1.0,3.0,,,,,0.0,1.0,,1.0,2.0,33.0,,,100.0,50.0,33.0,,100.0,33.0,6.0,,,1.0,2.0,3.0,,3.0,3.0,2.0,,,1.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,
165576785,Кристаллайф,howling-fjord,83.0,6242.0,17.0,0.0,67.0,62.0,20.0,43.0,62.0,40.0,57.0,6.0,1.0,12.0,21.0,5.0,14.0,8.0,15.0,7.0,1.0,0.0,8.0,13.0,1.0,6.0,5.0,6.0,4.0,44.0,100.0,,67.0,81.0,100.0,56.0,56.0,50.0,9.0,4.0,,3.0,16.0,1.0,9.0,9.0,8.0,4.0,4.0,,2.0,13.0,1.0,5.0,5.0,4.0,,,,,,,100.0,1.0,1.0,,,,,,
176897232,Aurivia,burning-legion,9.0,196.0,,,,0.0,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,0.0,100.0,,0.0,,,,,,1.0,1.0,,1.0,,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,
154425441,Søprano,eitrigg,31.0,24618.0,35.0,56.0,36.0,42.0,,54.0,22.0,67.0,56.0,81.0,84.0,80.0,43.0,,37.0,9.0,9.0,9.0,28.0,47.0,29.0,18.0,,20.0,2.0,6.0,5.0,33.0,52.0,51.0,50.0,48.0,,44.0,86.0,33.0,33.0,69.0,59.0,34.0,80.0,,9.0,7.0,3.0,11.0,36.0,30.0,17.0,38.0,,4.0,6.0,1.0,38.0,8.0,3.0,0.0,1.0,0.0,,,,80.0,5.0,4.0,,,
157598724,Xeanøth,exodar,34.0,8859.0,,,61.0,50.0,,64.0,82.0,47.0,100.0,,,18.0,24.0,,22.0,22.0,17.0,4.0,,,11.0,12.0,,14.0,18.0,8.0,4.0,85.0,62.0,,57.0,52.0,,70.0,55.0,27.0,20.0,16.0,,23.0,21.0,,30.0,20.0,11.0,17.0,10.0,,13.0,11.0,,21.0,11.0,3.0,,,,50.0,6.0,3.0,100.0,1.0,1.0,100.0,1.0,1.0,,,
133434784,Boowty,uldaman,18.0,2027.0,,,50.0,0.0,,83.0,,100.0,75.0,,,2.0,1.0,,6.0,,3.0,4.0,,,1.0,0.0,,5.0,,3.0,3.0,62.0,100.0,,40.0,100.0,75.0,,33.0,50.0,8.0,3.0,,5.0,2.0,4.0,,3.0,4.0,5.0,3.0,,2.0,2.0,3.0,,1.0,2.0,,,,100.0,1.0,1.0,,,,,,,,,
193754958,Bukki,archimonde,22.0,1692.0,,,50.0,0.0,50.0,50.0,,67.0,50.0,,,4.0,3.0,2.0,4.0,,6.0,2.0,,,2.0,0.0,1.0,2.0,,4.0,1.0,0.0,67.0,,75.0,50.0,100.0,100.0,50.0,0.0,1.0,3.0,,4.0,4.0,1.0,2.0,2.0,1.0,0.0,2.0,,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
154455846,Daekos,krasus,36.0,5091.0,31.0,39.0,50.0,33.0,,50.0,,20.0,,90.0,28.0,2.0,3.0,,2.0,,5.0,,28.0,11.0,1.0,1.0,,1.0,,1.0,,,44.0,,0.0,33.0,,33.0,0.0,,,9.0,,2.0,3.0,,3.0,1.0,,,4.0,,0.0,1.0,,1.0,0.0,,20.0,5.0,1.0,0.0,1.0,0.0,,,,,,,,,
169026627,Extinkt,hyjal,16.0,5184.0,0.0,,50.0,14.0,,0.0,100.0,100.0,0.0,1.0,,2.0,7.0,,1.0,1.0,1.0,2.0,0.0,,1.0,1.0,,0.0,1.0,1.0,0.0,60.0,100.0,,67.0,67.0,,0.0,50.0,0.0,5.0,1.0,,6.0,3.0,,1.0,2.0,2.0,3.0,1.0,,4.0,2.0,,0.0,1.0,0.0,,,,,,,100.0,20.0,20.0,,,,,,
176644479,Zamalaria,twisting-nether,3.0,499.0,,,100.0,,,,,100.0,,,,1.0,,,,,2.0,,,,1.0,,,,,2.0,,,0.0,,0.0,,,,,0.0,,1.0,,1.0,,,,,1.0,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,
170621120,Gron,cthun,6.0,1038.0,100.0,67.0,100.0,40.0,,40.0,,50.0,,1.0,3.0,3.0,5.0,,5.0,,2.0,,1.0,2.0,3.0,2.0,,2.0,,1.0,,33.0,100.0,,0.0,100.0,,,,,3.0,2.0,,1.0,1.0,,,,,1.0,2.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,
144130261,Postedeguill,dalaran,37.0,12301.0,50.0,46.0,27.0,50.0,,56.0,60.0,100.0,,40.0,26.0,11.0,16.0,,9.0,5.0,10.0,,20.0,12.0,3.0,8.0,,5.0,3.0,10.0,,62.0,59.0,67.0,57.0,53.0,0.0,29.0,100.0,60.0,24.0,27.0,12.0,7.0,15.0,2.0,7.0,1.0,5.0,15.0,16.0,8.0,4.0,8.0,0.0,2.0,1.0,3.0,,,,0.0,3.0,0.0,100.0,2.0,2.0,,,,,,
175810099,Paloushe,dalaran,9.0,2176.0,,,100.0,,,0.0,,40.0,0.0,,,2.0,,,3.0,,5.0,2.0,,,2.0,,,0.0,,2.0,0.0,67.0,100.0,,56.0,0.0,57.0,100.0,50.0,40.0,6.0,1.0,,9.0,2.0,7.0,2.0,2.0,5.0,4.0,1.0,,5.0,0.0,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
114295293,Sitram,hyjal,30.0,826.0,0.0,100.0,,,,,,,,2.0,1.0,,,,,,,,0.0,1.0,,,,,,,,25.0,50.0,100.0,100.0,,,,,,4.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
165797653,Päm,twisting-nether,43.0,2115.0,,,0.0,67.0,,0.0,,0.0,0.0,,,1.0,3.0,,4.0,,1.0,2.0,,,0.0,2.0,,0.0,,0.0,0.0,0.0,33.0,,,0.0,,33.0,100.0,50.0,1.0,3.0,,,2.0,,3.0,2.0,4.0,0.0,1.0,,,0.0,,1.0,2.0,2.0,17.0,18.0,3.0,,,,,,,,,,,,
52707176,Kroden,dun-modr,15.0,7238.0,50.0,47.0,,25.0,,33.0,100.0,,,26.0,32.0,,4.0,,3.0,1.0,,,13.0,15.0,,1.0,,1.0,1.0,,,62.0,32.0,37.0,50.0,0.0,,,,,24.0,31.0,43.0,16.0,3.0,,,,,15.0,10.0,16.0,8.0,0.0,,,,,,,,,,,,,,,,,,,
176623417,Jessicao,twisting-nether,15.0,12512.0,57.0,62.0,,100.0,,0.0,,,100.0,51.0,53.0,,1.0,,1.0,,,1.0,29.0,33.0,,1.0,,0.0,,,1.0,41.0,82.0,53.0,33.0,,50.0,100.0,,,74.0,39.0,15.0,12.0,,2.0,1.0,,,30.0,32.0,8.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,
157413303,Muüther,stormscale,8.0,927.0,,,100.0,,,100.0,,100.0,100.0,,,1.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,,100.0,50.0,,100.0,100.0,100.0,,,,1.0,2.0,,2.0,3.0,1.0,,,,1.0,1.0,,2.0,3.0,1.0,,,,,,,,,,,,,,,
96164206,Elanie,zenedar,78.0,26523.0,53.0,39.0,59.0,46.0,,62.0,44.0,,,87.0,75.0,54.0,28.0,,26.0,16.0,,,46.0,29.0,32.0,13.0,,16.0,7.0,,,49.0,48.0,56.0,38.0,59.0,,,,,70.0,94.0,93.0,52.0,58.0,,,,,34.0,45.0,52.0,20.0,34.0,,,,,,,,,,,,,,,,,,,
166287986,Akiwachî,drakthul,21.0,986.0,,,100.0,67.0,,50.0,,50.0,33.0,,,3.0,3.0,,2.0,,2.0,3.0,,,3.0,2.0,,1.0,,1.0,1.0,,100.0,,,75.0,50.0,0.0,33.0,,,1.0,,,4.0,2.0,1.0,3.0,,,1.0,,,3.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,
109768936,Kariben,blackmoore,34.0,37019.0,46.0,47.0,62.0,52.0,,59.0,40.0,100.0,,142.0,122.0,37.0,21.0,,27.0,10.0,3.0,,65.0,57.0,23.0,11.0,,16.0,4.0,3.0,,49.0,43.0,42.0,69.0,53.0,50.0,100.0,60.0,60.0,151.0,98.0,105.0,62.0,49.0,2.0,3.0,5.0,5.0,74.0,42.0,44.0,43.0,26.0,1.0,3.0,3.0,3.0,,,,,,,100.0,52.0,52.0,,,,,,
