character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,The Battle for Gilneas played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,The Battle for Gilneas won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Silvershard Mines win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Silvershard Mines played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Silvershard Mines won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Classic Arathi Basin win_rate,Classic Arathi Basin played,Classic Arathi Basin won,Classic Warsong Gulch win_rate,Strand of the Ancients win_rate,Rated Eye of the Storm win_rate,Classic Warsong Gulch played,Strand of the Ancients played,Rated Eye of the Storm played,Classic Warsong Gulch won,Strand of the Ancients won,Rated Eye of the Storm won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
195412397,Aurya,silvermoon,10.0,371.0,50.0,50.0,,,0.0,,100.0,,0.0,0.0,,100.0,2.0,2.0,,,1.0,,1.0,,2.0,1.0,,2.0,1.0,1.0,,,0.0,,1.0,,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197506046,Mkl,silvermoon,3.0,552.0,100.0,0.0,,100.0,100.0,0.0,,,,,100.0,100.0,2.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,2.0,0.0,,1.0,1.0,0.0,,,,,1.0,1.0,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
192599651,Aalmae,silvermoon,7.0,180.0,,,,0.0,0.0,0.0,0.0,100.0,,0.0,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,0.0,0.0,0.0,0.0,1.0,,0.0,,,100.0,,,,0.0,1.0,,,,1.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,
11679284,Nyù,anetheron,18.0,24934.0,33.0,60.0,56.0,45.0,69.0,41.0,,,,,100.0,,117.0,55.0,34.0,31.0,35.0,22.0,,,,,1.0,,39.0,33.0,19.0,14.0,24.0,9.0,,,,,1.0,,53.0,100.0,,,,15.0,1.0,,,,8.0,1.0,,,,61.0,59.0,36.0,52.0,49.0,,87.0,39.0,,45.0,19.0,,,,,,,
161640115,Ljubavica,draenor,23.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
185697392,Ваард,blackscar,16.0,4702.0,50.0,86.0,78.0,80.0,33.0,100.0,,75.0,47.0,0.0,73.0,,4.0,7.0,9.0,5.0,3.0,3.0,,4.0,19.0,2.0,11.0,,2.0,6.0,7.0,4.0,1.0,3.0,,3.0,9.0,0.0,8.0,,50.0,100.0,,,,4.0,1.0,,,,2.0,1.0,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,
104578953,Mancio,argent-dawn,26.0,5765.0,62.0,30.0,58.0,38.0,50.0,56.0,100.0,100.0,33.0,0.0,0.0,0.0,16.0,10.0,19.0,13.0,8.0,9.0,1.0,1.0,3.0,2.0,1.0,2.0,10.0,3.0,11.0,5.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,60.0,,98.0,,6.0,5.0,,54.0,,2.0,3.0,,53.0,,40.0,10.0,4.0,45.0,29.0,,11.0,7.0,,5.0,2.0,,,,,,,
166941979,Ule,archimonde,21.0,5862.0,57.0,50.0,43.0,38.0,60.0,33.0,,33.0,83.0,50.0,67.0,,7.0,4.0,7.0,8.0,15.0,12.0,,6.0,6.0,2.0,6.0,,4.0,2.0,3.0,3.0,9.0,4.0,,2.0,5.0,1.0,4.0,,55.0,20.0,,100.0,,11.0,5.0,,7.0,,6.0,1.0,,7.0,,0.0,1.0,0.0,56.0,,,9.0,,,5.0,,,,,,,,
163367628,Nargira,malfurion,1.0,231.0,0.0,100.0,,,,,,0.0,100.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,0.0,1.0,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187897410,Richélieu,silvermoon,14.0,921.0,,100.0,0.0,43.0,,0.0,,67.0,75.0,0.0,100.0,100.0,,1.0,1.0,7.0,,2.0,,3.0,4.0,2.0,1.0,1.0,,1.0,0.0,3.0,,0.0,,2.0,3.0,0.0,1.0,1.0,50.0,,,,,2.0,,,,,1.0,,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,
85156377,Wundermuffin,kazzak,63.0,12879.0,38.0,43.0,33.0,32.0,29.0,43.0,80.0,,0.0,0.0,75.0,0.0,90.0,37.0,54.0,22.0,17.0,7.0,5.0,,1.0,1.0,4.0,1.0,34.0,16.0,18.0,7.0,5.0,3.0,4.0,,0.0,0.0,3.0,0.0,50.0,25.0,,,,14.0,12.0,,,,7.0,3.0,,,,43.0,28.0,12.0,40.0,54.0,,30.0,48.0,,12.0,26.0,,,,,,,
151248400,Whenseslass,hyjal,24.0,8268.0,40.0,68.0,60.0,41.0,66.0,53.0,25.0,50.0,33.0,0.0,25.0,50.0,15.0,25.0,15.0,17.0,29.0,19.0,4.0,2.0,3.0,1.0,4.0,2.0,6.0,17.0,9.0,7.0,19.0,10.0,1.0,1.0,1.0,0.0,1.0,1.0,58.0,29.0,,100.0,100.0,31.0,17.0,,52.0,1.0,18.0,5.0,,52.0,1.0,52.0,21.0,11.0,67.0,55.0,,24.0,22.0,,16.0,12.0,,,,,,,
195078211,Ronby,aegwynn,20.0,4137.0,73.0,0.0,71.0,,0.0,100.0,38.0,0.0,,50.0,70.0,,15.0,2.0,14.0,,1.0,2.0,16.0,2.0,,2.0,10.0,,11.0,0.0,10.0,,0.0,2.0,6.0,0.0,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163649824,Volientas,hyjal,14.0,18.0,0.0,,,,,0.0,,,,,,,1.0,,,,,1.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144829566,Novacayne,tarren-mill,50.0,10362.0,57.0,76.0,43.0,50.0,53.0,75.0,60.0,25.0,25.0,100.0,20.0,50.0,35.0,17.0,23.0,30.0,17.0,28.0,10.0,16.0,4.0,5.0,5.0,2.0,20.0,13.0,10.0,15.0,9.0,21.0,6.0,4.0,1.0,5.0,1.0,1.0,77.0,75.0,100.0,,,26.0,12.0,1.0,,,20.0,9.0,1.0,,,62.0,13.0,8.0,79.0,,50.0,19.0,,2.0,15.0,,1.0,,,,,,
114511240,Snuzzel,eredar,6.0,1598.0,0.0,0.0,0.0,,40.0,100.0,,40.0,50.0,,,100.0,2.0,2.0,3.0,,5.0,1.0,,5.0,2.0,,,1.0,0.0,0.0,0.0,,2.0,1.0,,2.0,1.0,,,1.0,33.0,0.0,,100.0,100.0,3.0,2.0,,1.0,6.0,1.0,0.0,,1.0,6.0,100.0,1.0,1.0,50.0,,,4.0,,,2.0,,,,,,,,
114996677,Resindia,hyjal,21.0,2884.0,60.0,67.0,0.0,57.0,71.0,43.0,100.0,29.0,64.0,43.0,50.0,33.0,5.0,3.0,1.0,7.0,14.0,14.0,1.0,7.0,14.0,7.0,2.0,6.0,3.0,2.0,0.0,4.0,10.0,6.0,1.0,2.0,9.0,3.0,1.0,2.0,45.0,,,,,11.0,,,,,5.0,,,,,100.0,1.0,1.0,,,33.0,,,3.0,,,1.0,,,,,,
157677264,Vergamon,zuljin,186.0,1093.0,,100.0,,40.0,50.0,100.0,,17.0,0.0,80.0,,57.0,,2.0,,5.0,6.0,5.0,,6.0,4.0,5.0,,7.0,,2.0,,2.0,3.0,5.0,,1.0,0.0,4.0,,4.0,67.0,0.0,,,,3.0,1.0,,,,2.0,0.0,,,,,,,,,60.0,,,5.0,,,3.0,,,,,,
163678983,Protypaliy,magtheridon,9.0,2186.0,33.0,100.0,100.0,40.0,60.0,75.0,50.0,43.0,36.0,38.0,40.0,57.0,6.0,1.0,2.0,5.0,5.0,4.0,4.0,7.0,11.0,8.0,5.0,7.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,50.0,,,,,4.0,,,,,2.0,,,,,,,,,,0.0,,,3.0,,,0.0,,,,,,
242694695,Дэлбик,soulflayer,44.0,1913.0,33.0,62.0,,25.0,57.0,60.0,,50.0,40.0,0.0,,0.0,3.0,8.0,,4.0,7.0,5.0,,4.0,5.0,1.0,,1.0,1.0,5.0,,1.0,4.0,3.0,,2.0,2.0,0.0,,0.0,70.0,,,,,10.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,
153751460,Hammerslam,magtheridon,2.0,80.0,,,0.0,,,100.0,,,100.0,,,,,,1.0,,,1.0,,,1.0,,,,,,0.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107072613,Bookrelax,ravencrest,6.0,332.0,,0.0,,67.0,,0.0,,100.0,0.0,,,100.0,,1.0,,3.0,,2.0,,1.0,1.0,,,1.0,,0.0,,2.0,,0.0,,1.0,0.0,,,1.0,,0.0,,,,,1.0,,,,,0.0,,,,0.0,1.0,0.0,100.0,,,2.0,,,2.0,,,,,,,,
117450279,Pintel,ravencrest,62.0,770.0,0.0,100.0,0.0,100.0,50.0,25.0,33.0,100.0,,0.0,100.0,75.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128896905,Murielbagge,ravencrest,6.0,555.0,100.0,,100.0,100.0,0.0,100.0,100.0,50.0,0.0,100.0,,100.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,3.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,3.0,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
154248410,Nyria,malfurion,16.0,20560.0,54.0,40.0,49.0,52.0,62.0,65.0,0.0,37.0,58.0,50.0,56.0,67.0,46.0,42.0,41.0,40.0,32.0,34.0,1.0,19.0,12.0,6.0,9.0,12.0,25.0,17.0,20.0,21.0,20.0,22.0,0.0,7.0,7.0,3.0,5.0,8.0,53.0,80.0,100.0,100.0,,32.0,10.0,1.0,1.0,,17.0,8.0,1.0,1.0,,45.0,58.0,26.0,48.0,45.0,800.0,61.0,42.0,1.0,29.0,19.0,8.0,,,,,,
164311801,Quintora,alleria,16.0,556.0,,,100.0,50.0,,0.0,,100.0,,0.0,100.0,67.0,,,2.0,2.0,,2.0,,1.0,,3.0,2.0,3.0,,,2.0,1.0,,0.0,,1.0,,0.0,2.0,2.0,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
112467305,Fünkó,blackhand,17.0,605.0,,0.0,33.0,50.0,,,100.0,,,,100.0,,,1.0,3.0,2.0,,,1.0,,,,1.0,,,0.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149043298,Shieldshield,kazzak,5.0,764.0,0.0,100.0,,100.0,100.0,100.0,0.0,75.0,100.0,50.0,,100.0,2.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,2.0,,2.0,0.0,1.0,,1.0,1.0,1.0,0.0,3.0,1.0,1.0,,2.0,75.0,,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
85710238,Vraccas,burning-blade,21.0,23640.0,64.0,53.0,56.0,29.0,67.0,42.0,67.0,25.0,83.0,100.0,67.0,75.0,47.0,51.0,25.0,14.0,21.0,26.0,3.0,8.0,6.0,4.0,3.0,4.0,30.0,27.0,14.0,4.0,14.0,11.0,2.0,2.0,5.0,4.0,2.0,3.0,31.0,38.0,100.0,,,16.0,8.0,1.0,,,5.0,3.0,1.0,,,48.0,44.0,21.0,46.0,55.0,,79.0,11.0,,36.0,6.0,,,,,,,
154429221,Rein,antonidas,108.0,955.0,50.0,0.0,,75.0,75.0,75.0,0.0,50.0,25.0,60.0,100.0,33.0,2.0,2.0,,4.0,4.0,4.0,1.0,4.0,4.0,5.0,1.0,3.0,1.0,0.0,,3.0,3.0,3.0,0.0,2.0,1.0,3.0,1.0,1.0,40.0,,,,,5.0,,,,,2.0,,,,,,,,,,75.0,,,4.0,,,3.0,,,,,,
136460285,Elêynâ,blackmoore,14.0,717.0,0.0,100.0,0.0,100.0,,50.0,,0.0,,,,,1.0,1.0,1.0,1.0,,2.0,,1.0,,,,,0.0,1.0,0.0,1.0,,1.0,,0.0,,,,,67.0,,,,,3.0,,,,,2.0,,,,,50.0,2.0,1.0,,,,,,,,,,,,,,,
123497824,Baldin,the-maelstrom,10.0,2217.0,57.0,0.0,100.0,,,0.0,,,,,,,7.0,2.0,1.0,,,1.0,,,,,,,4.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,50.0,4.0,2.0,38.0,0.0,,8.0,1.0,,3.0,0.0,,,,,,,
197879288,Krîtt,aegwynn,29.0,21451.0,63.0,60.0,62.0,42.0,53.0,69.0,33.0,75.0,0.0,100.0,100.0,,67.0,42.0,40.0,48.0,36.0,54.0,3.0,12.0,1.0,2.0,1.0,,42.0,25.0,25.0,20.0,19.0,37.0,1.0,9.0,0.0,2.0,1.0,,55.0,56.0,,,0.0,38.0,45.0,,,2.0,21.0,25.0,,,0.0,63.0,38.0,24.0,50.0,50.0,,38.0,42.0,,19.0,21.0,,,,,,,
247523901,Продамбабл,gordunni,7.0,19053.0,25.0,38.0,54.0,33.0,17.0,25.0,33.0,50.0,33.0,25.0,50.0,33.0,8.0,26.0,24.0,3.0,6.0,4.0,6.0,2.0,3.0,4.0,6.0,3.0,2.0,10.0,13.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,50.0,,67.0,,,2.0,,3.0,,,1.0,,2.0,,,58.0,19.0,11.0,50.0,48.0,,113.0,25.0,,57.0,12.0,,,,,,,
64844964,Gernof,bronze-dragonflight,8.0,2294.0,71.0,33.0,80.0,30.0,50.0,27.0,,50.0,,100.0,,67.0,7.0,6.0,5.0,10.0,4.0,11.0,,4.0,,1.0,,3.0,5.0,2.0,4.0,3.0,2.0,3.0,,2.0,,1.0,,2.0,62.0,100.0,,,,8.0,2.0,,,,5.0,2.0,,,,62.0,8.0,5.0,46.0,50.0,33.0,13.0,4.0,3.0,6.0,2.0,1.0,,,,,,
1028324,Chrysanthia,malygos,31.0,4391.0,18.0,19.0,100.0,0.0,,33.0,,,,,,,11.0,16.0,1.0,1.0,,3.0,,,,,,,2.0,3.0,1.0,0.0,,1.0,,,,,,,100.0,,,,,1.0,,,,,1.0,,,,,25.0,4.0,1.0,0.0,100.0,,4.0,1.0,,0.0,1.0,,,,,,,
153681079,Brightshield,nemesis,2.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,,
156967572,Elmartopilon,magtheridon,9.0,4370.0,40.0,56.0,75.0,38.0,0.0,20.0,,50.0,100.0,50.0,,100.0,5.0,9.0,4.0,8.0,3.0,5.0,,2.0,3.0,2.0,,1.0,2.0,5.0,3.0,3.0,0.0,1.0,,1.0,3.0,1.0,,1.0,38.0,0.0,,100.0,,13.0,5.0,,4.0,,5.0,0.0,,4.0,,38.0,16.0,6.0,57.0,33.0,,14.0,12.0,,8.0,4.0,,,,,,,
176231782,Intrøper,outland,11.0,3109.0,50.0,38.0,50.0,33.0,44.0,29.0,,83.0,75.0,75.0,67.0,0.0,2.0,8.0,2.0,3.0,9.0,7.0,,6.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,,5.0,3.0,3.0,2.0,0.0,67.0,50.0,,,,6.0,4.0,,,,4.0,2.0,,,,100.0,3.0,3.0,50.0,,,4.0,,,2.0,,,,,,,,
158006360,Erokan,antonidas,33.0,48229.0,52.0,47.0,51.0,51.0,60.0,68.0,0.0,50.0,67.0,,,33.0,90.0,187.0,96.0,142.0,73.0,31.0,2.0,2.0,3.0,,,3.0,47.0,88.0,49.0,73.0,44.0,21.0,0.0,1.0,2.0,,,1.0,38.0,60.0,,,,29.0,5.0,,,,11.0,3.0,,,,43.0,175.0,76.0,45.0,44.0,,251.0,180.0,,113.0,80.0,,,,,,,
96768294,Vasilipupkin,antonidas,122.0,141705.0,62.0,53.0,60.0,56.0,53.0,63.0,,77.0,19.0,50.0,33.0,50.0,271.0,300.0,121.0,209.0,202.0,144.0,,13.0,16.0,4.0,6.0,2.0,168.0,160.0,73.0,117.0,107.0,91.0,,10.0,3.0,2.0,2.0,1.0,52.0,51.0,33.0,100.0,0.0,132.0,89.0,3.0,10.0,2.0,68.0,45.0,1.0,10.0,0.0,55.0,477.0,263.0,57.0,55.0,3225.0,512.0,211.0,4.0,294.0,116.0,129.0,,,,,,
188410416,Masokin,kazzak,4.0,714.0,0.0,,0.0,,100.0,0.0,0.0,,50.0,,,,1.0,,1.0,,1.0,1.0,1.0,,2.0,,,,0.0,,0.0,,1.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155711006,Gottköníg,antonidas,33.0,741.0,,0.0,100.0,,,0.0,100.0,0.0,0.0,100.0,,100.0,,1.0,1.0,,,1.0,1.0,2.0,1.0,2.0,,1.0,,0.0,1.0,,,0.0,1.0,0.0,0.0,2.0,,1.0,100.0,,,,33.0,1.0,,,,6.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
186395929,Бэдгар,azuregos,8.0,919.0,50.0,67.0,100.0,50.0,,,,0.0,,0.0,25.0,,2.0,3.0,1.0,2.0,,,,1.0,,1.0,4.0,,1.0,2.0,1.0,1.0,,,,0.0,,0.0,1.0,,50.0,,20.0,,,2.0,,5.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
197580854,Ørjän,silvermoon,12.0,3584.0,100.0,33.0,50.0,67.0,75.0,67.0,100.0,36.0,55.0,75.0,75.0,54.0,1.0,3.0,4.0,15.0,4.0,12.0,1.0,11.0,11.0,8.0,4.0,13.0,1.0,1.0,2.0,10.0,3.0,8.0,1.0,4.0,6.0,6.0,3.0,7.0,50.0,,,,,4.0,,,,,2.0,,,,,,,,,,100.0,,,2.0,,,2.0,,,,,,
134547837,Bully,uldum,82.0,7572.0,,68.0,,73.0,71.0,57.0,,,,100.0,,100.0,,19.0,,15.0,17.0,21.0,,,,1.0,,1.0,,13.0,,11.0,12.0,12.0,,,,1.0,,1.0,76.0,59.0,,,,17.0,22.0,,,,13.0,13.0,,,,65.0,17.0,11.0,72.0,67.0,,18.0,18.0,,13.0,12.0,,,,,,,
155554810,Balem,alonsus,21.0,24915.0,68.0,47.0,49.0,41.0,36.0,50.0,0.0,60.0,50.0,50.0,75.0,42.0,44.0,64.0,72.0,34.0,39.0,18.0,1.0,10.0,16.0,8.0,4.0,12.0,30.0,30.0,35.0,14.0,14.0,9.0,0.0,6.0,8.0,4.0,3.0,5.0,41.0,44.0,60.0,,0.0,27.0,18.0,5.0,,5.0,11.0,8.0,3.0,,0.0,43.0,79.0,34.0,22.0,45.0,,54.0,66.0,,12.0,30.0,,,,,,,
196142318,Оливьешька,deathguard,13.0,1256.0,,0.0,75.0,75.0,67.0,0.0,0.0,33.0,33.0,100.0,100.0,0.0,,1.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,
89788721,Käwotte,sargeras,14.0,1323.0,0.0,50.0,,0.0,100.0,40.0,,75.0,67.0,,,,1.0,6.0,,1.0,1.0,5.0,,4.0,3.0,,,,0.0,3.0,,0.0,1.0,2.0,,3.0,2.0,,,,,100.0,,,33.0,,1.0,,,3.0,,1.0,,,1.0,100.0,1.0,1.0,100.0,0.0,,1.0,1.0,,1.0,0.0,,,,,,,
174578723,Paisy,outland,9.0,2292.0,50.0,0.0,40.0,33.0,33.0,100.0,100.0,50.0,56.0,75.0,100.0,50.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,9.0,4.0,2.0,4.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,3.0,2.0,2.0,67.0,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
171903719,Tejas,sanguino,15.0,31626.0,55.0,53.0,56.0,56.0,65.0,60.0,100.0,0.0,50.0,100.0,75.0,50.0,73.0,86.0,27.0,89.0,99.0,40.0,2.0,1.0,8.0,3.0,4.0,4.0,40.0,46.0,15.0,50.0,64.0,24.0,2.0,0.0,4.0,3.0,3.0,2.0,41.0,70.0,,,,46.0,37.0,,,,19.0,26.0,,,,59.0,69.0,41.0,56.0,49.0,,100.0,57.0,,56.0,28.0,,,,,,,
195937904,Aproximativ,silvermoon,8.0,814.0,,50.0,,0.0,100.0,0.0,,80.0,0.0,67.0,,,,4.0,,1.0,1.0,1.0,,5.0,3.0,3.0,,,,2.0,,0.0,1.0,0.0,,4.0,0.0,2.0,,,100.0,,100.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
84039459,Borol,zirkel-des-cenarius,30.0,18483.0,44.0,50.0,33.0,33.0,75.0,67.0,0.0,33.0,,,33.0,,9.0,2.0,3.0,3.0,4.0,6.0,1.0,3.0,,,3.0,,4.0,1.0,1.0,1.0,3.0,4.0,0.0,1.0,,,1.0,,43.0,0.0,,,,7.0,5.0,,,,3.0,0.0,,,,47.0,15.0,7.0,62.0,25.0,,26.0,4.0,,16.0,1.0,,,,,,,
97113510,Lixor,elune,9.0,13269.0,72.0,63.0,50.0,45.0,33.0,67.0,100.0,100.0,0.0,20.0,0.0,100.0,47.0,35.0,32.0,11.0,6.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,34.0,22.0,16.0,5.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,50.0,,,,4.0,4.0,,,,0.0,2.0,,,,43.0,88.0,38.0,48.0,56.0,,64.0,27.0,,31.0,15.0,,,,,,,
157917072,Gloryhorns,stormscale,26.0,13198.0,52.0,69.0,56.0,35.0,78.0,60.0,57.0,67.0,64.0,59.0,47.0,60.0,21.0,16.0,18.0,20.0,18.0,35.0,7.0,30.0,25.0,22.0,17.0,25.0,11.0,11.0,10.0,7.0,14.0,21.0,4.0,20.0,16.0,13.0,8.0,15.0,64.0,,100.0,,75.0,28.0,,3.0,,4.0,18.0,,3.0,,3.0,,,,,,67.0,,,3.0,,,2.0,,,,,,
144877160,Sakyvarr,twisting-nether,7.0,616.0,0.0,0.0,100.0,50.0,,,0.0,0.0,,0.0,50.0,0.0,1.0,3.0,1.0,2.0,,,1.0,1.0,,1.0,2.0,2.0,0.0,0.0,1.0,1.0,,,0.0,0.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125179086,Anietyx,blackrock,12.0,3521.0,90.0,67.0,86.0,50.0,50.0,60.0,60.0,200.0,33.0,50.0,20.0,50.0,10.0,3.0,7.0,4.0,2.0,5.0,5.0,2.0,3.0,2.0,5.0,2.0,9.0,2.0,6.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,44.0,100.0,,,,9.0,1.0,,,,4.0,1.0,,,,50.0,4.0,2.0,100.0,100.0,,4.0,2.0,,4.0,2.0,,,,,,,
179209063,Fidginö,archimonde,28.0,288.0,100.0,0.0,,100.0,50.0,,,0.0,100.0,0.0,,,1.0,1.0,,1.0,2.0,,,1.0,1.0,1.0,,,1.0,0.0,,1.0,1.0,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120789328,Eppelwoi,khazgoroth,10.0,1990.0,38.0,60.0,50.0,40.0,67.0,50.0,0.0,0.0,0.0,0.0,71.0,,13.0,5.0,6.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,7.0,,5.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,,50.0,,,,,6.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
177017585,Tardax,sanguino,21.0,1551.0,50.0,33.0,50.0,67.0,100.0,0.0,20.0,100.0,20.0,0.0,25.0,,6.0,3.0,2.0,3.0,1.0,2.0,5.0,1.0,5.0,2.0,4.0,,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
209626786,Aerleya,kilrogg,6.0,7475.0,41.0,43.0,57.0,38.0,60.0,67.0,,,,,,,37.0,14.0,30.0,8.0,10.0,9.0,,,,,,,15.0,6.0,17.0,3.0,6.0,6.0,,,,,,,25.0,50.0,,,67.0,8.0,4.0,,,6.0,2.0,2.0,,,4.0,79.0,19.0,15.0,33.0,25.0,,21.0,20.0,,7.0,5.0,,,,,,,
127622296,Meggon,malfurion,164.0,6138.0,14.0,29.0,100.0,33.0,38.0,38.0,,160.0,33.0,33.0,,,7.0,21.0,1.0,36.0,32.0,24.0,,5.0,9.0,3.0,,,1.0,6.0,1.0,12.0,12.0,9.0,,8.0,3.0,1.0,,,29.0,29.0,100.0,100.0,14.0,24.0,14.0,1.0,35.0,7.0,7.0,4.0,1.0,35.0,1.0,26.0,27.0,7.0,34.0,0.0,,38.0,6.0,,13.0,0.0,,,,,,,
130493242,Алатэлия,gordunni,56.0,19909.0,80.0,58.0,70.0,42.0,26.0,49.0,,100.0,0.0,,0.0,,20.0,31.0,44.0,26.0,19.0,37.0,,3.0,1.0,,1.0,,16.0,18.0,31.0,11.0,5.0,18.0,,3.0,0.0,,0.0,,30.0,44.0,,,,37.0,25.0,,,,11.0,11.0,,,,37.0,19.0,7.0,46.0,22.0,,37.0,27.0,,17.0,6.0,,,,,,,
164009005,Blakapal,kaelthas,3.0,984.0,100.0,33.0,0.0,0.0,100.0,100.0,,50.0,50.0,100.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,,1.0,1.0,1.0,0.0,0.0,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
79406,Verítas,malygos,2.0,1255.0,33.0,0.0,,,100.0,,,0.0,,,,0.0,3.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,0.0,,,1.0,,,0.0,,,,0.0,0.0,,,,0.0,1.0,,,,3.0,0.0,,,,0.0,100.0,1.0,1.0,75.0,,,8.0,,,6.0,,,,,,,,
