character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Korrak's Revenge played,Rated Eye of the Storm won,Korrak's Revenge won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
84943806,Eleonoìre,pozzo-delleternità,4.0,3768.0,70.0,69.0,92.0,40.0,,100.0,50.0,67.0,75.0,67.0,,100.0,,0.0,0.0,50.0,100.0,,0.0,10.0,32.0,13.0,5.0,,1.0,2.0,9.0,4.0,3.0,,1.0,,1.0,1.0,2.0,1.0,,4.0,7.0,22.0,12.0,2.0,,1.0,1.0,6.0,3.0,2.0,,1.0,,0.0,0.0,1.0,1.0,,0.0,,,,,,,,,,,,
124247698,Keslá,twisting-nether,11.0,18541.0,63.0,62.0,46.0,62.0,43.0,67.0,0.0,0.0,100.0,,0.0,,,,,,,,,41.0,50.0,59.0,68.0,65.0,6.0,1.0,3.0,1.0,,2.0,,,,,,,,,26.0,31.0,27.0,42.0,28.0,4.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,
154265106,Orbiwan,twisting-nether,83.0,1413.0,,,,0.0,,,17.0,0.0,50.0,83.0,,,100.0,67.0,25.0,43.0,100.0,100.0,40.0,,,,2.0,,,6.0,2.0,4.0,6.0,,,3.0,3.0,4.0,7.0,1.0,1.0,5.0,,,,0.0,,,1.0,0.0,2.0,5.0,,,3.0,2.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,
192727170,Romulun,kazzak,12.0,1543.0,100.0,50.0,100.0,80.0,0.0,75.0,100.0,100.0,,33.0,67.0,,,,0.0,,,,,2.0,4.0,4.0,5.0,1.0,4.0,1.0,3.0,,6.0,3.0,,,,1.0,,,,,2.0,2.0,4.0,4.0,0.0,3.0,1.0,3.0,,2.0,2.0,,,,0.0,,,,,,,,,,,,,,,,
119308554,Kyantodin,chamber-of-aspects,17.0,67433.0,62.0,54.0,38.0,39.0,39.0,41.0,61.0,47.0,54.0,60.0,70.0,0.0,50.0,40.0,100.0,67.0,67.0,,50.0,97.0,198.0,186.0,131.0,140.0,82.0,66.0,17.0,79.0,5.0,10.0,2.0,2.0,5.0,2.0,3.0,6.0,,2.0,60.0,107.0,71.0,51.0,54.0,34.0,40.0,8.0,43.0,3.0,7.0,0.0,1.0,2.0,2.0,2.0,4.0,,1.0,,0.0,,7.0,,0.0,,,,,,
196427488,Smolchampion,silvermoon,4.0,627.0,50.0,,,50.0,,100.0,0.0,100.0,100.0,,,33.0,,,,100.0,100.0,,100.0,2.0,,,2.0,,1.0,2.0,1.0,2.0,,,3.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,0.0,1.0,2.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,
171116902,Multibean,chamber-of-aspects,13.0,7038.0,50.0,100.0,0.0,100.0,,100.0,43.0,71.0,0.0,50.0,33.0,,100.0,82.0,33.0,100.0,50.0,100.0,,2.0,2.0,1.0,5.0,,4.0,7.0,7.0,3.0,4.0,3.0,,1.0,11.0,6.0,2.0,8.0,7.0,,1.0,2.0,0.0,5.0,,4.0,3.0,5.0,0.0,2.0,1.0,,1.0,9.0,2.0,2.0,4.0,7.0,,,100.0,,6.0,,6.0,,,,,,
118644424,Tagarian,burning-legion,16.0,21250.0,32.0,73.0,63.0,69.0,62.0,50.0,40.0,18.0,42.0,69.0,,0.0,100.0,50.0,62.0,48.0,25.0,,50.0,22.0,41.0,54.0,36.0,55.0,4.0,10.0,11.0,24.0,16.0,,1.0,1.0,22.0,24.0,25.0,4.0,,18.0,7.0,30.0,34.0,25.0,34.0,2.0,4.0,2.0,10.0,11.0,,0.0,1.0,11.0,15.0,12.0,1.0,,9.0,180.0,,20.0,,36.0,,,,,,,
198038484,Dinosnoar,chamber-of-aspects,10.0,1995.0,50.0,,,,,50.0,50.0,0.0,100.0,0.0,,100.0,50.0,71.0,100.0,,67.0,,100.0,2.0,,,,,6.0,6.0,1.0,1.0,1.0,,3.0,2.0,7.0,2.0,,3.0,,2.0,1.0,,,,,3.0,3.0,0.0,1.0,0.0,,3.0,1.0,5.0,2.0,,2.0,,2.0,,,,,,,,,,,,
140024800,Nordzik,burning-legion,46.0,11490.0,23.0,47.0,55.0,63.0,60.0,0.0,30.0,51.0,54.0,54.0,70.0,,0.0,200.0,33.0,60.0,100.0,100.0,,13.0,38.0,33.0,19.0,5.0,7.0,23.0,37.0,46.0,61.0,23.0,,1.0,10.0,3.0,5.0,2.0,1.0,,3.0,18.0,18.0,12.0,3.0,0.0,7.0,19.0,25.0,33.0,16.0,,0.0,20.0,1.0,3.0,2.0,1.0,,,100.0,,1.0,,1.0,,,,,,
108995357,Garantine,stormrage,9.0,11006.0,77.0,,,,,,,100.0,,50.0,,,,,,,,,,13.0,,,,,,,1.0,,2.0,,,,,,,,,,10.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
194256828,Sukeava,chamber-of-aspects,3.0,279.0,,,,,,,100.0,50.0,,,,,,,0.0,,,,100.0,,,,,,,1.0,2.0,,,,,,,2.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,0.0,,,,1.0,,,,,,,,,,,,
118502630,Ulynda,draenor,29.0,15141.0,50.0,67.0,25.0,87.0,,60.0,71.0,75.0,71.0,59.0,38.0,,67.0,71.0,57.0,62.0,55.0,100.0,50.0,40.0,6.0,4.0,23.0,,25.0,24.0,16.0,14.0,17.0,8.0,,3.0,17.0,28.0,13.0,20.0,12.0,2.0,20.0,4.0,1.0,20.0,,15.0,17.0,12.0,10.0,10.0,3.0,,2.0,12.0,16.0,8.0,11.0,12.0,1.0,0.0,100.0,1.0,4.0,0.0,4.0,,,,,,
161069953,Chupa,magtheridon,60.0,4126.0,36.0,63.0,50.0,55.0,50.0,50.0,,20.0,67.0,33.0,100.0,,,,0.0,,,,,14.0,27.0,6.0,20.0,8.0,6.0,,5.0,3.0,3.0,2.0,,,,2.0,,,,,5.0,17.0,3.0,11.0,4.0,3.0,,1.0,2.0,1.0,2.0,,,,0.0,,,,,,67.0,,3.0,,2.0,,,,,,
196653971,Ultimato,outland,10.0,2595.0,40.0,0.0,,,,60.0,0.0,29.0,100.0,50.0,,33.0,,,100.0,,50.0,,,5.0,1.0,,,,10.0,1.0,7.0,1.0,2.0,,3.0,,,2.0,,6.0,,,2.0,0.0,,,,6.0,0.0,2.0,1.0,1.0,,1.0,,,2.0,,3.0,,,,,,,,,,,,,,
155321637,Khanzarah,ravencrest,61.0,1662.0,,,,,,100.0,50.0,50.0,67.0,100.0,,0.0,,100.0,80.0,100.0,50.0,,100.0,,,,,,2.0,4.0,2.0,3.0,5.0,,3.0,,3.0,5.0,3.0,4.0,,1.0,,,,,,2.0,2.0,1.0,2.0,5.0,,0.0,,3.0,4.0,3.0,2.0,,1.0,,38.0,,8.0,,3.0,,,,,,
218895418,Drothari,sylvanas,3.0,227.0,50.0,,,0.0,,,,,,,,,,0.0,,100.0,0.0,,,2.0,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,0.0,,,,,,,,,,0.0,,1.0,0.0,,,,,,,,,,,,,,
93089091,Eliminato,stormrage,72.0,17903.0,55.0,59.0,57.0,61.0,44.0,62.0,69.0,32.0,69.0,48.0,67.0,100.0,60.0,59.0,67.0,52.0,70.0,100.0,46.0,29.0,51.0,30.0,38.0,9.0,21.0,26.0,22.0,26.0,40.0,12.0,3.0,10.0,22.0,27.0,21.0,10.0,2.0,13.0,16.0,30.0,17.0,23.0,4.0,13.0,18.0,7.0,18.0,19.0,8.0,3.0,6.0,13.0,18.0,11.0,7.0,2.0,6.0,,100.0,,11.0,,11.0,,,,,,
188816907,Grilohr,silvermoon,20.0,1522.0,100.0,60.0,0.0,0.0,,,67.0,56.0,20.0,50.0,50.0,,,67.0,,,,,,1.0,10.0,1.0,1.0,,,3.0,9.0,5.0,4.0,2.0,,,3.0,,,,,,1.0,6.0,0.0,0.0,,,2.0,5.0,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,
153340388,Holyspaten,malganis,10.0,3020.0,33.0,100.0,40.0,83.0,100.0,100.0,33.0,33.0,75.0,100.0,,100.0,,,50.0,0.0,100.0,,100.0,3.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,4.0,1.0,,4.0,,,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,5.0,5.0,2.0,1.0,1.0,3.0,1.0,,4.0,,,1.0,0.0,1.0,,1.0,,,,,,,,,,,,
155146542,Elhdruin,pozzo-delleternità,44.0,8134.0,36.0,29.0,50.0,33.0,29.0,36.0,50.0,40.0,25.0,56.0,56.0,67.0,,60.0,,100.0,14.0,100.0,0.0,11.0,14.0,2.0,9.0,7.0,11.0,4.0,10.0,8.0,9.0,9.0,3.0,,10.0,,1.0,7.0,2.0,2.0,4.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0,2.0,,6.0,,1.0,1.0,2.0,0.0,0.0,,1.0,,0.0,,,,,,,
146662344,Ithrae,defias-brotherhood,32.0,875.0,0.0,,,,,0.0,75.0,,100.0,,,100.0,,100.0,100.0,100.0,50.0,,50.0,1.0,,,,,2.0,4.0,,2.0,,,1.0,,2.0,1.0,1.0,2.0,,2.0,0.0,,,,,0.0,3.0,,2.0,,,1.0,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
93517910,Oizoo,aggra-português,14.0,2639.0,0.0,67.0,0.0,0.0,100.0,0.0,80.0,,0.0,67.0,,,,0.0,100.0,100.0,100.0,100.0,100.0,3.0,6.0,1.0,3.0,2.0,1.0,5.0,,2.0,3.0,,,,1.0,1.0,1.0,1.0,6.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,,0.0,2.0,,,,0.0,1.0,1.0,1.0,6.0,1.0,,100.0,,1.0,,1.0,,,,,,
116739417,Городем,galakrond,76.0,26925.0,52.0,45.0,27.0,58.0,40.0,75.0,38.0,43.0,49.0,49.0,40.0,0.0,67.0,1100.0,60.0,25.0,25.0,100.0,67.0,27.0,109.0,22.0,24.0,25.0,24.0,29.0,46.0,43.0,74.0,25.0,6.0,9.0,3.0,10.0,8.0,8.0,1.0,3.0,14.0,49.0,6.0,14.0,10.0,18.0,11.0,20.0,21.0,36.0,10.0,0.0,6.0,33.0,6.0,2.0,2.0,1.0,2.0,200.0,62.0,1.0,16.0,2.0,10.0,,,,,,
111170653,Holyspârk,blackmoore,14.0,9250.0,50.0,65.0,50.0,58.0,47.0,58.0,62.0,18.0,56.0,56.0,100.0,50.0,50.0,0.0,33.0,0.0,,,67.0,38.0,17.0,20.0,26.0,17.0,12.0,8.0,11.0,9.0,9.0,1.0,2.0,4.0,5.0,6.0,2.0,,,3.0,19.0,11.0,10.0,15.0,8.0,7.0,5.0,2.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,0.0,,,2.0,1300.0,33.0,1.0,3.0,13.0,1.0,,,,,,
77260643,ßadkiñg,nemesis,6.0,71382.0,42.0,52.0,59.0,52.0,46.0,41.0,51.0,85.0,57.0,62.0,43.0,,,0.0,67.0,,,,0.0,187.0,195.0,179.0,206.0,224.0,245.0,59.0,27.0,46.0,32.0,14.0,,,1.0,3.0,,,,1.0,79.0,102.0,105.0,107.0,104.0,101.0,30.0,23.0,26.0,20.0,6.0,,,0.0,2.0,,,,0.0,,,,,,,,,,,,
162095256,Flimjim,azjolnerub,39.0,146.0,,,,,,,100.0,,,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,,,,,,
177847053,Bryce,chamber-of-aspects,29.0,7593.0,67.0,60.0,,0.0,25.0,,100.0,,,,,,,0.0,0.0,,,,,9.0,5.0,,3.0,8.0,,1.0,,,,,,,2.0,1.0,,,,,6.0,3.0,,0.0,2.0,,1.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
196125741,Cleanchill,kazzak,9.0,1480.0,,,,33.0,,,50.0,60.0,71.0,50.0,,100.0,,50.0,100.0,0.0,0.0,,67.0,,,,3.0,,,4.0,5.0,7.0,6.0,,1.0,,2.0,3.0,3.0,1.0,,3.0,,,,1.0,,,2.0,3.0,5.0,3.0,,1.0,,1.0,3.0,0.0,0.0,,2.0,,,,,,,,,,,,
141003490,Fallentear,blackmoore,30.0,504.0,,,,33.0,,,100.0,0.0,50.0,50.0,100.0,,100.0,,0.0,,,100.0,,,,,3.0,,,1.0,1.0,2.0,2.0,2.0,,2.0,,1.0,,,2.0,,,,,1.0,,,1.0,0.0,1.0,1.0,2.0,,2.0,,0.0,,,2.0,,,,,,,,,,,,,
147483914,Furbyqt,blackmoore,45.0,63162.0,52.0,42.0,44.0,44.0,48.0,44.0,49.0,60.0,50.0,51.0,66.0,50.0,,60.0,25.0,40.0,43.0,100.0,80.0,204.0,346.0,279.0,127.0,123.0,96.0,136.0,97.0,135.0,83.0,53.0,2.0,,15.0,12.0,5.0,7.0,7.0,5.0,106.0,147.0,123.0,56.0,59.0,42.0,66.0,58.0,68.0,42.0,35.0,1.0,,9.0,3.0,2.0,3.0,7.0,4.0,4900.0,75.0,1.0,4.0,49.0,3.0,,,,,,
180139250,Jeanbaptiste,kazzak,26.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,
148048710,Лоранея,azuregos,20.0,993.0,100.0,0.0,,,,,50.0,,0.0,100.0,100.0,,,,0.0,67.0,,,50.0,1.0,2.0,,,,,4.0,,1.0,1.0,2.0,,,,3.0,3.0,,,2.0,1.0,0.0,,,,,2.0,,0.0,1.0,2.0,,,,0.0,2.0,,,1.0,,,,,,,,,,,,
174749459,Супертанчег,howling-fjord,10.0,1685.0,0.0,,,0.0,,100.0,50.0,,,50.0,,,100.0,100.0,0.0,100.0,33.0,100.0,0.0,1.0,,,1.0,,1.0,2.0,,,4.0,,,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,,,0.0,,1.0,1.0,,,2.0,,,1.0,1.0,0.0,2.0,1.0,1.0,0.0,,100.0,,1.0,,1.0,,,,,,
244701574,Имбиристая,azuregos,34.0,1012.0,,,,50.0,,,40.0,100.0,100.0,67.0,,100.0,100.0,40.0,50.0,50.0,0.0,,50.0,,,,2.0,,,5.0,2.0,1.0,3.0,,1.0,1.0,5.0,2.0,2.0,2.0,,4.0,,,,1.0,,,2.0,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,
77223108,Mobtadi,the-venture-co,95.0,66093.0,55.0,47.0,42.0,53.0,49.0,55.0,42.0,31.0,38.0,47.0,43.0,100.0,50.0,69.0,42.0,0.0,40.0,,25.0,127.0,197.0,124.0,167.0,92.0,88.0,69.0,48.0,58.0,64.0,30.0,1.0,4.0,13.0,12.0,5.0,5.0,,4.0,70.0,93.0,52.0,89.0,45.0,48.0,29.0,15.0,22.0,30.0,13.0,1.0,2.0,9.0,5.0,0.0,2.0,,1.0,,20.0,,10.0,,2.0,,,,,,
47620603,Kironora,chamber-of-aspects,17.0,53789.0,50.0,59.0,57.0,53.0,60.0,52.0,64.0,52.0,70.0,54.0,71.0,0.0,,57.0,0.0,67.0,0.0,,,238.0,152.0,176.0,152.0,141.0,83.0,42.0,21.0,43.0,24.0,21.0,3.0,,7.0,3.0,3.0,1.0,,,120.0,89.0,101.0,81.0,85.0,43.0,27.0,11.0,30.0,13.0,15.0,0.0,,4.0,0.0,2.0,0.0,,,,,,,,,,,,,,
120418642,Highlanderpl,burning-legion,6.0,22752.0,38.0,38.0,56.0,47.0,46.0,42.0,50.0,61.0,50.0,63.0,48.0,100.0,,100.0,0.0,,,,,55.0,60.0,57.0,45.0,52.0,19.0,52.0,44.0,38.0,30.0,31.0,1.0,,1.0,1.0,,,,,21.0,23.0,32.0,21.0,24.0,8.0,26.0,27.0,19.0,19.0,15.0,1.0,,1.0,0.0,,,,,,60.0,,5.0,,3.0,,,,,,
174358498,Lightp,twisting-nether,1.0,113.0,,,,,,,,,100.0,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,
163483160,Ароматтрусов,howling-fjord,13.0,1127.0,,,,88.0,,,,0.0,50.0,100.0,,,,100.0,50.0,67.0,,,100.0,,,,8.0,,,,1.0,2.0,1.0,,,,2.0,2.0,3.0,,,1.0,,,,7.0,,,,0.0,1.0,1.0,,,,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,
79554345,Вадгайне,howling-fjord,10.0,17300.0,8.0,52.0,45.0,71.0,84.0,17.0,69.0,76.0,67.0,74.0,54.0,33.0,,14.0,67.0,29.0,100.0,,0.0,13.0,31.0,22.0,35.0,19.0,24.0,26.0,34.0,27.0,35.0,28.0,3.0,,7.0,6.0,7.0,2.0,,3.0,1.0,16.0,10.0,25.0,16.0,4.0,18.0,26.0,18.0,26.0,15.0,1.0,,1.0,4.0,2.0,2.0,,0.0,,,,,,,,,,,,
162249848,Deathlight,kirin-tor,6.0,2045.0,33.0,,,33.0,,50.0,17.0,100.0,22.0,0.0,,43.0,,20.0,33.0,25.0,100.0,,0.0,3.0,,,3.0,,4.0,6.0,1.0,9.0,1.0,,7.0,,5.0,6.0,4.0,1.0,,4.0,1.0,,,1.0,,2.0,1.0,1.0,2.0,0.0,,3.0,,1.0,2.0,1.0,1.0,,0.0,,,,,,,,,,,,
123265118,Iamachilles,draenor,36.0,485.0,,,,,,,100.0,50.0,100.0,100.0,,,,,100.0,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
156258839,Arnne,silvermoon,24.0,1837.0,29.0,,0.0,33.0,,100.0,67.0,0.0,0.0,67.0,50.0,,,,,,,,,7.0,,3.0,3.0,,1.0,3.0,4.0,1.0,3.0,4.0,,,,,,,,,2.0,,0.0,1.0,,1.0,2.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
168422098,Zeìko,archimonde,30.0,1631.0,20.0,,0.0,0.0,,50.0,100.0,25.0,0.0,33.0,33.0,,,50.0,50.0,33.0,67.0,,33.0,5.0,,1.0,1.0,,2.0,3.0,4.0,2.0,3.0,3.0,,,2.0,4.0,3.0,3.0,,3.0,1.0,,0.0,0.0,,1.0,3.0,1.0,0.0,1.0,1.0,,,1.0,2.0,1.0,2.0,,1.0,0.0,,1.0,,0.0,,,,,,,
243378506,Палпанин,gordunni,5.0,1560.0,50.0,,,33.0,,,0.0,100.0,100.0,33.0,,,,33.0,100.0,62.0,,,60.0,4.0,,,3.0,,,1.0,1.0,2.0,3.0,,,,6.0,1.0,8.0,,,5.0,2.0,,,1.0,,,0.0,1.0,2.0,1.0,,,,2.0,1.0,5.0,,,3.0,,,,,,,,,,,,
124473415,Njoky,ragnaros,9.0,964.0,0.0,100.0,,0.0,60.0,12.0,,100.0,,0.0,50.0,,,,,,,,,1.0,1.0,,1.0,5.0,8.0,,2.0,,1.0,4.0,,,,,,,,,0.0,1.0,,0.0,3.0,1.0,,2.0,,0.0,2.0,,,,,,,,,,,,,,,,,,,,
150778403,Yasumâ,amanthul,28.0,396.0,100.0,,,,,100.0,,0.0,,100.0,,50.0,,100.0,,,,,0.0,1.0,,,,,1.0,,1.0,,2.0,,2.0,,1.0,,,,,2.0,1.0,,,,,1.0,,0.0,,2.0,,1.0,,1.0,,,,,0.0,,,,,,,,,,,,
246240086,Lightosaurus,balnazzar,6.0,449.0,,,,,,,0.0,50.0,50.0,,,,,100.0,100.0,0.0,0.0,,0.0,,,,,,,1.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,0.0,1.0,1.0,,,,,1.0,1.0,0.0,0.0,,0.0,,,,,,,,,,,,
191840232,Nakui,aegwynn,28.0,2299.0,,,,0.0,,50.0,100.0,67.0,60.0,100.0,0.0,33.0,,67.0,67.0,29.0,0.0,100.0,67.0,,,,2.0,,2.0,3.0,6.0,5.0,1.0,1.0,3.0,,6.0,6.0,7.0,4.0,1.0,3.0,,,,0.0,,1.0,3.0,4.0,3.0,1.0,0.0,1.0,,4.0,4.0,2.0,0.0,1.0,2.0,,,,,,,,,,,,
139945419,Grancigula,kazzak,16.0,1253.0,100.0,100.0,,,50.0,50.0,83.0,0.0,67.0,40.0,100.0,,,75.0,50.0,,,,,4.0,1.0,,,2.0,4.0,6.0,1.0,3.0,5.0,1.0,,,4.0,2.0,,,,,4.0,1.0,,,1.0,2.0,5.0,0.0,2.0,2.0,1.0,,,3.0,1.0,,,,,,100.0,,1.0,,1.0,,,,,,
202503394,Брескето,gordunni,17.0,5408.0,100.0,,,67.0,,50.0,33.0,58.0,100.0,46.0,,0.0,,67.0,80.0,38.0,100.0,,33.0,1.0,,,3.0,,4.0,9.0,12.0,2.0,13.0,,1.0,,6.0,5.0,8.0,2.0,,3.0,1.0,,,2.0,,2.0,3.0,7.0,2.0,6.0,,0.0,,4.0,4.0,3.0,2.0,,1.0,,,,,,,,,,,,
97350006,Euerendee,blackhand,29.0,682.0,100.0,,,,,,,100.0,100.0,,,100.0,,0.0,,,100.0,,,1.0,,,,,,,2.0,1.0,,,2.0,,2.0,,,2.0,,,1.0,,,,,,,2.0,1.0,,,2.0,,0.0,,,2.0,,,,,,,,,,,,,,
174970275,Harada,uldum,31.0,9997.0,0.0,,,57.0,,67.0,65.0,62.0,69.0,63.0,48.0,,40.0,56.0,46.0,33.0,33.0,100.0,0.0,3.0,,,21.0,,3.0,20.0,26.0,16.0,19.0,21.0,,5.0,16.0,41.0,27.0,6.0,6.0,2.0,0.0,,,12.0,,2.0,13.0,16.0,11.0,12.0,10.0,,2.0,9.0,19.0,9.0,2.0,6.0,0.0,,,,,,,,,,,,
191510274,Palaberg,kazzak,6.0,35.0,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
156424854,Falixix,la-croisade-écarlate,43.0,27492.0,55.0,58.0,70.0,62.0,57.0,50.0,55.0,33.0,50.0,22.0,0.0,60.0,,,0.0,,,,0.0,22.0,62.0,56.0,26.0,42.0,6.0,40.0,6.0,42.0,9.0,1.0,5.0,,,3.0,,,,2.0,12.0,36.0,39.0,16.0,24.0,3.0,22.0,2.0,21.0,2.0,0.0,3.0,,,0.0,,,,0.0,,,,,,,,,,,,
39219785,Lûzífêr,blackrock,4.0,24502.0,56.0,71.0,68.0,80.0,67.0,61.0,68.0,82.0,76.0,75.0,75.0,,,67.0,0.0,0.0,100.0,,,99.0,84.0,69.0,54.0,54.0,33.0,28.0,17.0,38.0,12.0,8.0,,,3.0,1.0,1.0,2.0,,,55.0,60.0,47.0,43.0,36.0,20.0,19.0,14.0,29.0,9.0,6.0,,,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,
191612948,Négru,chamber-of-aspects,19.0,1015.0,0.0,100.0,,100.0,,0.0,100.0,100.0,100.0,67.0,,100.0,,100.0,33.0,,,,,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,3.0,,1.0,,1.0,3.0,,,,,0.0,1.0,,1.0,,0.0,1.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
196969136,Pitma,the-maelstrom,3.0,542.0,100.0,,,100.0,,,0.0,,,,,,,0.0,,100.0,,,0.0,1.0,,,1.0,,,1.0,,,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,0.0,,,,,,,0.0,,1.0,,,0.0,,,,,,,,,,,,
136099503,Deltoyita,dun-modr,26.0,8145.0,50.0,50.0,25.0,60.0,67.0,50.0,48.0,29.0,36.0,46.0,50.0,,33.0,29.0,23.0,17.0,25.0,,55.0,12.0,2.0,4.0,20.0,3.0,8.0,25.0,14.0,14.0,24.0,6.0,,3.0,7.0,13.0,6.0,12.0,,11.0,6.0,1.0,1.0,12.0,2.0,4.0,12.0,4.0,5.0,11.0,3.0,,1.0,2.0,3.0,1.0,3.0,,6.0,,,,,,,,,,,,
142110965,Cellßrook,ragnaros,24.0,1739.0,,,100.0,,,50.0,67.0,100.0,33.0,88.0,,,,,0.0,0.0,,,100.0,,,1.0,,,2.0,3.0,1.0,3.0,8.0,,,,,1.0,1.0,,,1.0,,,1.0,,,1.0,2.0,1.0,1.0,7.0,,,,,0.0,0.0,,,1.0,,33.0,,3.0,,1.0,,,,,,
139450423,Paladan,tarren-mill,39.0,2823.0,20.0,56.0,40.0,50.0,50.0,50.0,71.0,50.0,33.0,38.0,60.0,,,100.0,,0.0,,,0.0,5.0,9.0,5.0,6.0,10.0,2.0,7.0,10.0,6.0,8.0,5.0,,,1.0,,1.0,,,1.0,1.0,5.0,2.0,3.0,5.0,1.0,5.0,5.0,2.0,3.0,3.0,,,1.0,,0.0,,,0.0,,,,,,,,,,,,
126067336,Klötzchén,thrall,5.0,34.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
95093396,Shirox,twisting-nether,4.0,1087.0,20.0,,0.0,0.0,,0.0,100.0,,100.0,100.0,0.0,,,100.0,,100.0,0.0,,0.0,5.0,,1.0,2.0,,5.0,1.0,,1.0,1.0,1.0,,,2.0,,2.0,3.0,,1.0,1.0,,0.0,0.0,,0.0,1.0,,1.0,1.0,0.0,,,2.0,,2.0,0.0,,0.0,,,,,,,,,,,,
97643010,Mysticwoman,tarren-mill,7.0,8656.0,32.0,31.0,12.0,0.0,60.0,33.0,33.0,45.0,67.0,44.0,,,,,,,,,,22.0,26.0,8.0,4.0,5.0,3.0,6.0,22.0,12.0,16.0,,,,,,,,,,7.0,8.0,1.0,0.0,3.0,1.0,2.0,10.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,
193660474,Turinox,kazzak,5.0,809.0,,,,100.0,,,100.0,100.0,0.0,100.0,,,,67.0,67.0,67.0,,,,,,,3.0,,,1.0,1.0,1.0,3.0,,,,3.0,3.0,3.0,,,,,,,3.0,,,1.0,1.0,0.0,3.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,
