character.id,character.name,character.realm.slug,honor_level,honorable_kills,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Deepwind Gorge (Legacy) win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Deepwind Gorge (Legacy) played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Deepwind Gorge (Legacy) won,Rated Eye of the Storm win_rate,Battle for Wintergrasp win_rate,Rated Eye of the Storm played,Battle for Wintergrasp played,Rated Eye of the Storm won,Battle for Wintergrasp won,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
145849552,Jhonnycrash,pozzo-delleternità,45.0,4630.0,71.0,18.0,55.0,67.0,12.0,20.0,0.0,50.0,40.0,25.0,14.0,11.0,11.0,15.0,8.0,5.0,1.0,6.0,5.0,4.0,10.0,2.0,6.0,10.0,1.0,1.0,0.0,3.0,2.0,1.0,40.0,25.0,75.0,55.0,14.0,67.0,5.0,4.0,4.0,11.0,7.0,3.0,2.0,1.0,3.0,6.0,1.0,2.0,100.0,0.0,1.0,2.0,1.0,0.0,,,50.0,,,2.0,,,1.0,,,,,,
169726714,Teekpala,tarren-mill,4.0,34.0,,,0.0,,,,0.0,,,,,,1.0,,,,1.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63157196,Аидахо,gordunni,298.0,139207.0,52.0,52.0,48.0,51.0,47.0,33.0,56.0,60.0,62.0,61.0,182.0,406.0,355.0,370.0,376.0,3.0,203.0,161.0,130.0,118.0,94.0,210.0,170.0,187.0,176.0,1.0,113.0,97.0,81.0,72.0,45.0,46.0,55.0,61.0,50.0,47.0,171.0,324.0,262.0,96.0,105.0,236.0,77.0,149.0,143.0,59.0,53.0,111.0,1033.0,53.0,21.0,72.0,217.0,38.0,70.0,100.0,67.0,10.0,7.0,6.0,7.0,7.0,4.0,100.0,1.0,1.0,100.0,1.0,1.0
157788272,Escona,antonidas,13.0,7380.0,100.0,46.0,53.0,56.0,39.0,,60.0,60.0,0.0,43.0,3.0,13.0,19.0,18.0,18.0,,5.0,5.0,1.0,7.0,3.0,6.0,10.0,10.0,7.0,,3.0,3.0,0.0,3.0,30.0,56.0,63.0,38.0,70.0,38.0,10.0,36.0,38.0,13.0,10.0,8.0,3.0,20.0,24.0,5.0,7.0,3.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
128408432,Svélna,defias-brotherhood,42.0,2081.0,10.0,0.0,56.0,0.0,50.0,0.0,33.0,50.0,100.0,0.0,10.0,1.0,9.0,2.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,67.0,100.0,100.0,67.0,50.0,0.0,9.0,2.0,1.0,3.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,0.0,,33.0,,3.0,,1.0,,,,,,,,,,,,,,,
108623248,Майзас,soulflayer,27.0,5416.0,29.0,55.0,60.0,25.0,25.0,0.0,29.0,100.0,100.0,0.0,17.0,11.0,5.0,4.0,4.0,2.0,7.0,2.0,2.0,2.0,5.0,6.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,35.0,36.0,33.0,70.0,25.0,,17.0,14.0,9.0,10.0,4.0,,6.0,5.0,3.0,7.0,1.0,,,33.0,,3.0,,1.0,0.0,,,1.0,,,0.0,,,,,,,,
162806837,Sorros,chants-éternels,131.0,116.0,,,0.0,,,,100.0,100.0,,,,,2.0,,,,1.0,1.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83417167,Лелейная,ashenvale,41.0,378.0,0.0,,50.0,100.0,33.0,,0.0,100.0,,,1.0,,2.0,1.0,3.0,,1.0,1.0,,,0.0,,1.0,1.0,1.0,,0.0,1.0,,,100.0,,0.0,,,,1.0,,1.0,,,,1.0,,0.0,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
101621130,Cribby,stormscale,19.0,20280.0,50.0,60.0,44.0,47.0,43.0,,,,,,12.0,25.0,18.0,17.0,14.0,,,,,,6.0,15.0,8.0,8.0,6.0,,,,,,58.0,67.0,79.0,50.0,50.0,62.0,31.0,24.0,42.0,26.0,28.0,8.0,18.0,16.0,33.0,13.0,14.0,5.0,,,,,,,,,,,,,,,,,,,,,
198500373,Holysoly,arathor,3.0,441.0,,25.0,,0.0,,0.0,,0.0,0.0,0.0,,4.0,,1.0,,1.0,,2.0,1.0,2.0,,1.0,,0.0,,0.0,,0.0,0.0,0.0,,,,100.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
166850206,Писулина,deepholm,17.0,9305.0,40.0,58.0,65.0,60.0,44.0,0.0,,,,,5.0,19.0,17.0,25.0,25.0,1.0,,,,,2.0,11.0,11.0,15.0,11.0,0.0,,,,,73.0,60.0,60.0,65.0,73.0,79.0,15.0,35.0,30.0,26.0,30.0,24.0,11.0,21.0,18.0,17.0,22.0,19.0,,,,,,,,100.0,,,1.0,,,1.0,,,,,,,
243378506,Палпанин,gordunni,5.0,1560.0,,0.0,100.0,100.0,33.0,,33.0,100.0,62.0,60.0,,1.0,1.0,2.0,3.0,,6.0,1.0,8.0,5.0,,0.0,1.0,2.0,1.0,,2.0,1.0,5.0,3.0,50.0,,,33.0,,,4.0,,,3.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
139921322,Diesoup,burning-legion,21.0,1050.0,50.0,67.0,75.0,50.0,100.0,50.0,0.0,100.0,50.0,100.0,6.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,33.0,,100.0,0.0,,,3.0,,1.0,1.0,,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
127593735,Форстарлинг,blackscar,10.0,11294.0,84.0,46.0,52.0,35.0,43.0,,0.0,,,,19.0,13.0,25.0,17.0,21.0,,1.0,,,,16.0,6.0,13.0,6.0,9.0,,0.0,,,,73.0,53.0,41.0,53.0,33.0,20.0,15.0,34.0,29.0,19.0,27.0,10.0,11.0,18.0,12.0,10.0,9.0,2.0,,100.0,,2.0,,2.0,0.0,100.0,,1.0,1.0,,0.0,1.0,,,,,,,
238652985,Феллисити,lich-king,62.0,12190.0,33.0,39.0,62.0,43.0,58.0,40.0,39.0,50.0,40.0,0.0,12.0,23.0,21.0,28.0,26.0,5.0,18.0,12.0,5.0,4.0,4.0,9.0,13.0,12.0,15.0,2.0,7.0,6.0,2.0,0.0,60.0,47.0,73.0,66.0,38.0,61.0,5.0,19.0,11.0,32.0,8.0,18.0,3.0,9.0,8.0,21.0,3.0,11.0,,45.0,,11.0,,5.0,,100.0,0.0,,3.0,1.0,,3.0,0.0,,,,100.0,1.0,1.0
109233108,Святоедно,howling-fjord,4.0,59395.0,55.0,54.0,65.0,61.0,56.0,,33.0,,,,84.0,95.0,43.0,76.0,85.0,,3.0,,,,46.0,51.0,28.0,46.0,48.0,,1.0,,,,51.0,51.0,56.0,50.0,49.0,63.0,95.0,204.0,156.0,237.0,130.0,51.0,48.0,104.0,87.0,118.0,64.0,32.0,,,,,,,,,,,,,,,,,,,,,
56786492,Sannin,dun-modr,3.0,3168.0,0.0,50.0,100.0,100.0,100.0,0.0,0.0,,100.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,,1.0,0.0,57.0,38.0,0.0,50.0,67.0,,7.0,26.0,3.0,4.0,3.0,,4.0,10.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
188915400,Ervinqt,silvermoon,27.0,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
246167510,Рамзаника,soulflayer,2.0,101.0,,,,,0.0,,100.0,,,,,,,,1.0,,1.0,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95093396,Shirox,twisting-nether,5.0,1087.0,0.0,100.0,,100.0,100.0,,100.0,,100.0,0.0,5.0,1.0,,1.0,1.0,,2.0,,2.0,1.0,0.0,1.0,,1.0,1.0,,2.0,,2.0,0.0,20.0,,0.0,0.0,,0.0,5.0,,1.0,2.0,,1.0,1.0,,0.0,0.0,,0.0,,0.0,,3.0,,0.0,,,,,,,,,,,,,,,
73299871,Talôs,eredar,120.0,5369.0,71.0,40.0,25.0,33.0,20.0,,,,,,7.0,5.0,4.0,6.0,5.0,,,,,,5.0,2.0,1.0,2.0,1.0,,,,,,71.0,45.0,55.0,54.0,47.0,,7.0,11.0,11.0,13.0,17.0,,5.0,5.0,6.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,
149273703,Nanneke,defias-brotherhood,14.0,64.0,,,,100.0,,,100.0,,,,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243882259,Чертнаимбе,gordunni,44.0,599.0,0.0,,0.0,33.0,100.0,0.0,0.0,50.0,100.0,0.0,1.0,,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,25.0,,,0.0,,,4.0,,,1.0,,,1.0,,,0.0,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
173390509,Куллон,gordunni,6.0,64.0,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,
140240400,Малли,howling-fjord,8.0,2159.0,,50.0,71.0,100.0,80.0,67.0,0.0,33.0,100.0,,,8.0,7.0,1.0,5.0,3.0,1.0,3.0,1.0,,,4.0,5.0,1.0,4.0,2.0,0.0,1.0,1.0,,100.0,50.0,0.0,33.0,,50.0,1.0,6.0,1.0,3.0,,4.0,1.0,3.0,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,
149675204,Дартуха,gordunni,8.0,2164.0,33.0,,0.0,67.0,50.0,,100.0,33.0,,,3.0,,2.0,3.0,4.0,,2.0,3.0,,,1.0,,0.0,2.0,2.0,,2.0,1.0,,,0.0,0.0,0.0,100.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,
165164982,Bobaz,kazzak,5.0,6103.0,31.0,47.0,67.0,31.0,50.0,,,100.0,,,13.0,15.0,3.0,13.0,2.0,,,1.0,,,4.0,7.0,2.0,4.0,1.0,,,1.0,,,50.0,48.0,44.0,27.0,62.0,33.0,16.0,21.0,18.0,11.0,26.0,3.0,8.0,10.0,8.0,3.0,16.0,1.0,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
147226956,Bigcheat,elune,4.0,494.0,50.0,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,0.0,50.0,100.0,100.0,100.0,,1.0,4.0,1.0,2.0,1.0,,0.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
177471144,Лессттат,eversong,18.0,11809.0,100.0,49.0,50.0,45.0,32.0,,57.0,33.0,33.0,,4.0,35.0,26.0,33.0,34.0,,7.0,9.0,6.0,,4.0,17.0,13.0,15.0,11.0,,4.0,3.0,2.0,,88.0,37.0,67.0,82.0,,40.0,8.0,41.0,9.0,17.0,,10.0,7.0,15.0,6.0,14.0,,4.0,,33.0,,3.0,,1.0,50.0,100.0,100.0,2.0,6.0,7.0,1.0,6.0,7.0,,,,,,
154374729,Metroardyn,quelthalas,12.0,478.0,100.0,,0.0,0.0,100.0,,,0.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,0.0,0.0,1.0,,,0.0,,,0.0,,,50.0,,0.0,1.0,,,2.0,,1.0,0.0,,,1.0,,0.0,,,,,,,100.0,,0.0,1.0,,1.0,1.0,,0.0,,,,,,
197769410,Notatod,kazzak,28.0,3940.0,75.0,60.0,40.0,50.0,57.0,57.0,60.0,31.0,50.0,50.0,4.0,5.0,10.0,10.0,14.0,7.0,10.0,13.0,8.0,8.0,3.0,3.0,4.0,5.0,8.0,4.0,6.0,4.0,4.0,4.0,40.0,,,0.0,,,5.0,,,2.0,,,2.0,,,0.0,,,40.0,100.0,5.0,4.0,2.0,4.0,50.0,,,2.0,,,1.0,,,,,,,,
158017300,Primùs,argent-dawn,3.0,1118.0,,,50.0,100.0,,,100.0,,,0.0,,,2.0,1.0,,,1.0,,,1.0,,,1.0,1.0,,,1.0,,,0.0,0.0,,,,,,2.0,,,,,,0.0,,,,,,,100.0,,3.0,,3.0,,100.0,,,1.0,,,1.0,,,,,,,
175513554,Fanfall,burning-legion,5.0,1600.0,50.0,50.0,33.0,,75.0,80.0,0.0,50.0,100.0,50.0,2.0,2.0,3.0,,4.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,3.0,4.0,0.0,1.0,1.0,1.0,50.0,,,100.0,,,6.0,,,2.0,,,3.0,,,2.0,,,,50.0,,2.0,,1.0,100.0,,,1.0,,,1.0,,,,,,,,
164708536,Polosaty,aerie-peak,138.0,5130.0,50.0,60.0,67.0,40.0,40.0,60.0,100.0,60.0,50.0,50.0,8.0,5.0,3.0,5.0,10.0,10.0,3.0,10.0,10.0,8.0,4.0,3.0,2.0,2.0,4.0,6.0,3.0,6.0,5.0,4.0,100.0,,,45.0,,50.0,3.0,,,11.0,,2.0,3.0,,,5.0,,1.0,,80.0,,10.0,,8.0,100.0,100.0,100.0,3.0,2.0,1.0,3.0,2.0,1.0,,,,,,
40139792,Православный,gordunni,16.0,31745.0,61.0,25.0,33.0,47.0,80.0,67.0,,0.0,,0.0,18.0,16.0,3.0,15.0,5.0,3.0,,2.0,,1.0,11.0,4.0,1.0,7.0,4.0,2.0,,0.0,,0.0,57.0,49.0,43.0,57.0,43.0,0.0,47.0,39.0,21.0,28.0,53.0,1.0,27.0,19.0,9.0,16.0,23.0,0.0,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,
164020850,Кингблад,soulflayer,111.0,50726.0,41.0,62.0,63.0,61.0,62.0,100.0,65.0,65.0,73.0,44.0,37.0,178.0,178.0,171.0,163.0,2.0,48.0,54.0,45.0,9.0,15.0,110.0,113.0,104.0,101.0,2.0,31.0,35.0,33.0,4.0,71.0,55.0,59.0,72.0,59.0,57.0,31.0,107.0,69.0,82.0,22.0,134.0,22.0,59.0,41.0,59.0,13.0,77.0,,0.0,,1.0,,0.0,64.0,100.0,,11.0,5.0,,7.0,5.0,,,,,100.0,2.0,2.0
