character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Korrak's Revenge played,Rated Eye of the Storm won,Korrak's Revenge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
163405904,Fløy,draenor,8.0,149.0,,,,50.0,,,,,,,,,0.0,0.0,,,,100.0,,,,2.0,,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,
155141153,Aradax,antonidas,14.0,1428.0,100.0,,,100.0,,33.0,0.0,100.0,,100.0,,20.0,0.0,0.0,,33.0,,,4.0,,,2.0,,3.0,1.0,2.0,,1.0,,5.0,1.0,2.0,,3.0,,,4.0,,,2.0,,1.0,0.0,2.0,,1.0,,1.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,0.0,2.0,0.0
165388212,Sjèfke,silvermoon,20.0,25971.0,60.0,56.0,37.0,58.0,58.0,68.0,64.0,54.0,58.0,64.0,,75.0,50.0,38.0,100.0,50.0,100.0,50.0,73.0,36.0,19.0,48.0,59.0,22.0,11.0,13.0,12.0,11.0,,4.0,6.0,8.0,4.0,6.0,2.0,8.0,44.0,20.0,7.0,28.0,34.0,15.0,7.0,7.0,7.0,7.0,,3.0,3.0,3.0,4.0,3.0,2.0,4.0,,,,,,,,,,,,,,,
113036424,Morsatra,pozzo-delleternità,8.0,3346.0,50.0,33.0,0.0,38.0,33.0,67.0,0.0,60.0,67.0,100.0,50.0,,40.0,0.0,50.0,0.0,,,10.0,6.0,2.0,8.0,3.0,6.0,1.0,5.0,3.0,1.0,4.0,,5.0,1.0,4.0,2.0,,,5.0,2.0,0.0,3.0,1.0,4.0,0.0,3.0,2.0,1.0,2.0,,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
99607484,Abril,antonidas,14.0,553.0,100.0,0.0,100.0,50.0,0.0,,0.0,,25.0,100.0,0.0,,,100.0,,,,,1.0,2.0,2.0,2.0,1.0,,2.0,,4.0,1.0,1.0,,,1.0,,,,,1.0,0.0,2.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,
56971754,Powerofheal,lightbringer,11.0,12808.0,70.0,62.0,50.0,47.0,29.0,56.0,52.0,36.0,47.0,40.0,38.0,,,57.0,60.0,,,100.0,50.0,56.0,28.0,34.0,28.0,39.0,23.0,25.0,30.0,20.0,16.0,,,7.0,5.0,,,1.0,35.0,35.0,14.0,16.0,8.0,22.0,12.0,9.0,14.0,8.0,6.0,,,4.0,3.0,,,1.0,,80.0,,5.0,,4.0,100.0,2.0,2.0,,,,,,
116613516,Кабриана,gordunni,4.0,9531.0,47.0,20.0,25.0,38.0,38.0,60.0,21.0,50.0,26.0,45.0,14.0,0.0,100.0,33.0,,,,0.0,36.0,41.0,36.0,53.0,40.0,40.0,42.0,6.0,31.0,11.0,7.0,1.0,2.0,3.0,,,,1.0,17.0,8.0,9.0,20.0,15.0,24.0,9.0,3.0,8.0,5.0,1.0,0.0,2.0,1.0,,,,0.0,,,,,,,,,,,,,,,
134285117,Guerbi,archimonde,23.0,9739.0,60.0,63.0,65.0,50.0,57.0,78.0,77.0,58.0,63.0,61.0,44.0,,,,,,,,5.0,27.0,20.0,24.0,7.0,18.0,22.0,24.0,19.0,28.0,18.0,,,,,,,,3.0,17.0,13.0,12.0,4.0,14.0,17.0,14.0,12.0,17.0,8.0,,,,,,,,,,,,,,,,,,,,,,
193125180,Joetanat,kazzak,5.0,1702.0,,,,33.0,,,50.0,33.0,38.0,50.0,,,60.0,57.0,33.0,,,0.0,,,,3.0,,,2.0,6.0,8.0,4.0,,,5.0,7.0,6.0,,,2.0,,,,1.0,,,1.0,2.0,3.0,2.0,,,3.0,4.0,2.0,,,0.0,,100.0,,1.0,,1.0,,,,,,,,,
120284212,Monique,arathor,12.0,15373.0,59.0,46.0,66.0,57.0,40.0,44.0,73.0,100.0,59.0,100.0,,,,,,,,,39.0,76.0,41.0,30.0,53.0,16.0,11.0,1.0,17.0,1.0,,,,,,,,,23.0,35.0,27.0,17.0,21.0,7.0,8.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
88469836,Stinkypinky,hellfire,46.0,10402.0,55.0,54.0,42.0,40.0,50.0,61.0,35.0,55.0,37.0,52.0,48.0,,62.0,67.0,100.0,100.0,100.0,0.0,22.0,28.0,24.0,10.0,10.0,18.0,20.0,20.0,19.0,29.0,25.0,,8.0,3.0,1.0,1.0,1.0,1.0,12.0,15.0,10.0,4.0,5.0,11.0,7.0,11.0,7.0,15.0,12.0,,5.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
62946009,Мутанти,howling-fjord,32.0,145995.0,47.0,62.0,60.0,56.0,53.0,54.0,63.0,55.0,63.0,62.0,61.0,88.0,86.0,0.0,40.0,86.0,,67.0,287.0,467.0,333.0,218.0,217.0,215.0,292.0,69.0,253.0,86.0,49.0,8.0,7.0,1.0,5.0,7.0,,3.0,136.0,288.0,201.0,123.0,115.0,117.0,185.0,38.0,160.0,53.0,30.0,7.0,6.0,0.0,2.0,6.0,,2.0,,,,,,,,,,,,,,,
196580716,Potniss,outland,6.0,1373.0,0.0,,,50.0,,,0.0,0.0,,,,100.0,,0.0,25.0,100.0,,33.0,2.0,,,2.0,,,1.0,1.0,,,,1.0,,1.0,4.0,2.0,,3.0,0.0,,,1.0,,,0.0,0.0,,,,1.0,,0.0,1.0,2.0,,1.0,0.0,,1.0,,0.0,,,,,,,,,,
118609313,Wipepower,ravencrest,26.0,2890.0,78.0,,,100.0,,17.0,50.0,100.0,100.0,100.0,,0.0,86.0,33.0,75.0,33.0,,0.0,9.0,,,4.0,,6.0,2.0,1.0,1.0,2.0,,1.0,7.0,3.0,4.0,6.0,,1.0,7.0,,,4.0,,1.0,1.0,1.0,1.0,2.0,,0.0,6.0,1.0,3.0,2.0,,0.0,100.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,
166651200,Holyperson,ulduar,11.0,604.0,,,,,,,,100.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,100.0,,7.0,,7.0,,,,,,,,,
113620817,Cykapala,ravencrest,15.0,3411.0,67.0,,,53.0,,67.0,50.0,86.0,100.0,17.0,100.0,,67.0,25.0,75.0,100.0,,50.0,3.0,,,15.0,,3.0,4.0,7.0,2.0,6.0,1.0,,3.0,4.0,4.0,2.0,,4.0,2.0,,,8.0,,2.0,2.0,6.0,2.0,1.0,1.0,,2.0,1.0,3.0,2.0,,2.0,,,,,,,,,,,,,,,
167238257,Isotheos,azjolnerub,1.0,55.0,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
156083419,Cuteamy,silvermoon,43.0,11216.0,56.0,38.0,33.0,67.0,57.0,0.0,88.0,52.0,50.0,90.0,33.0,,125.0,43.0,50.0,,100.0,50.0,9.0,13.0,3.0,21.0,7.0,1.0,8.0,21.0,16.0,21.0,9.0,,8.0,7.0,10.0,,40.0,4.0,5.0,5.0,1.0,14.0,4.0,0.0,7.0,11.0,8.0,19.0,3.0,,10.0,3.0,5.0,,40.0,2.0,,17.0,,6.0,,1.0,,,,,,,,,
165126289,Døvo,dun-modr,187.0,37899.0,40.0,58.0,46.0,57.0,25.0,55.0,44.0,47.0,41.0,56.0,44.0,0.0,3150.0,20.0,100.0,25.0,100.0,62.0,15.0,198.0,72.0,44.0,4.0,20.0,115.0,111.0,105.0,142.0,66.0,2.0,4.0,5.0,5.0,4.0,3.0,8.0,6.0,115.0,33.0,25.0,1.0,11.0,51.0,52.0,43.0,79.0,29.0,0.0,126.0,1.0,5.0,1.0,3.0,5.0,,0.0,,4.0,,0.0,,,,,,,,,
149922389,Verdikt,alleria,13.0,3767.0,60.0,50.0,20.0,100.0,0.0,100.0,31.0,40.0,67.0,43.0,67.0,,0.0,57.0,,80.0,100.0,100.0,5.0,8.0,5.0,9.0,1.0,4.0,13.0,5.0,3.0,14.0,3.0,,4.0,7.0,,5.0,4.0,2.0,3.0,4.0,1.0,9.0,0.0,4.0,4.0,2.0,2.0,6.0,2.0,,0.0,4.0,,4.0,4.0,2.0,,,,,,,,,,,,,,,
134200391,Chuipàlà,sargeras,31.0,1749.0,50.0,50.0,67.0,0.0,,0.0,60.0,17.0,62.0,50.0,0.0,,83.0,,0.0,,,0.0,2.0,8.0,3.0,3.0,,1.0,5.0,6.0,8.0,2.0,1.0,,6.0,,1.0,,,1.0,1.0,4.0,2.0,0.0,,0.0,3.0,1.0,5.0,1.0,0.0,,5.0,,0.0,,,0.0,,,,,,,,,,,,,,,
158992537,Paläca,dun-modr,22.0,1436.0,,100.0,33.0,67.0,0.0,,100.0,,,,,,,,,,,,,1.0,3.0,3.0,2.0,,2.0,,,,,,,,,,,,,1.0,1.0,2.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
112282407,Serupiya,silvermoon,55.0,17143.0,80.0,82.0,66.0,77.0,71.0,65.0,65.0,70.0,70.0,77.0,69.0,0.0,93.0,11.0,100.0,40.0,100.0,78.0,25.0,62.0,58.0,44.0,24.0,20.0,49.0,66.0,71.0,43.0,39.0,1.0,15.0,9.0,1.0,5.0,1.0,9.0,20.0,51.0,38.0,34.0,17.0,13.0,32.0,46.0,50.0,33.0,27.0,0.0,14.0,1.0,1.0,2.0,1.0,7.0,,0.0,,1.0,,0.0,50.0,2.0,1.0,,,,,,
193922696,Аиовин,gordunni,8.0,5238.0,91.0,17.0,0.0,33.0,38.0,69.0,31.0,20.0,33.0,20.0,100.0,,,,,0.0,,,32.0,18.0,7.0,12.0,8.0,16.0,13.0,5.0,6.0,10.0,3.0,,,,,2.0,,,29.0,3.0,0.0,4.0,3.0,11.0,4.0,1.0,2.0,2.0,3.0,,,,,0.0,,,,100.0,,2.0,,2.0,,,,,,,,,
167643865,Rumpsteak,blackrock,5.0,463.0,0.0,,,,,,100.0,0.0,0.0,50.0,,,50.0,86.0,0.0,,,0.0,1.0,,,,,,1.0,1.0,2.0,2.0,,,2.0,7.0,1.0,,,1.0,0.0,,,,,,1.0,0.0,0.0,1.0,,,1.0,6.0,0.0,,,0.0,,,,,,,,,,,,,,,
97467429,Eredan,elune,27.0,802.0,,,,0.0,,,,50.0,0.0,100.0,,,,,,,,,,,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,0.0,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
157856011,Flisah,ravencrest,6.0,848.0,0.0,,,,50.0,33.0,100.0,,,100.0,,,,,,,,,2.0,,,,2.0,3.0,1.0,,,1.0,,,,,,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
158260545,Odinspower,madmortem,13.0,2206.0,100.0,,,33.0,,0.0,12.0,100.0,0.0,67.0,,67.0,50.0,80.0,100.0,100.0,,43.0,2.0,,,3.0,,1.0,8.0,2.0,1.0,3.0,,3.0,4.0,5.0,1.0,2.0,,7.0,2.0,,,1.0,,0.0,1.0,2.0,0.0,2.0,,2.0,2.0,4.0,1.0,2.0,,3.0,,,,,,,,,,,,,,,
106196317,Vendusz,ravencrest,52.0,18778.0,61.0,56.0,54.0,35.0,41.0,75.0,40.0,36.0,40.0,43.0,61.0,43.0,80.0,0.0,100.0,0.0,,67.0,28.0,18.0,24.0,40.0,22.0,48.0,20.0,28.0,30.0,23.0,23.0,7.0,5.0,2.0,2.0,1.0,,3.0,17.0,10.0,13.0,14.0,9.0,36.0,8.0,10.0,12.0,10.0,14.0,3.0,4.0,0.0,2.0,0.0,,2.0,,,,,,,50.0,2.0,1.0,,,,,,
180748302,Мирамора,gordunni,34.0,938.0,0.0,0.0,,0.0,,,33.0,33.0,60.0,0.0,,,33.0,50.0,67.0,0.0,,50.0,1.0,1.0,,2.0,,,3.0,3.0,5.0,2.0,,,3.0,2.0,3.0,1.0,,2.0,0.0,0.0,,0.0,,,1.0,1.0,3.0,0.0,,,1.0,1.0,2.0,0.0,,1.0,,,,,,,100.0,1.0,1.0,,,,,,
108313845,Kiwiya,ravencrest,9.0,65580.0,52.0,55.0,55.0,49.0,47.0,50.0,71.0,40.0,61.0,67.0,40.0,,50.0,100.0,0.0,,,100.0,81.0,212.0,207.0,113.0,150.0,34.0,42.0,10.0,28.0,12.0,5.0,,2.0,1.0,1.0,,,1.0,42.0,117.0,113.0,55.0,70.0,17.0,30.0,4.0,17.0,8.0,2.0,,1.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,
121777881,Holymaara,ravencrest,3.0,402.0,,,,,,100.0,,,100.0,,,0.0,,,,0.0,,,,,,,,3.0,,,1.0,,,1.0,,,,1.0,,,,,,,,3.0,,,1.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,
183934465,Rênarde,archimonde,60.0,819.0,0.0,,,,,,,,100.0,,,50.0,0.0,,,33.0,,0.0,1.0,,,,,,,,1.0,,,4.0,1.0,,,3.0,,1.0,0.0,,,,,,,,1.0,,,2.0,0.0,,,1.0,,0.0,,,,,,,,,,,,,,,
168492364,Zvaukyna,silvermoon,77.0,28730.0,50.0,52.0,45.0,57.0,42.0,,52.0,56.0,51.0,57.0,40.0,25.0,89.0,67.0,38.0,67.0,100.0,67.0,16.0,91.0,51.0,47.0,38.0,,82.0,75.0,78.0,112.0,48.0,4.0,18.0,12.0,16.0,3.0,161.0,15.0,8.0,47.0,23.0,27.0,16.0,,43.0,42.0,40.0,64.0,19.0,1.0,16.0,8.0,6.0,2.0,161.0,10.0,67.0,0.0,3.0,1.0,2.0,0.0,,,,33.0,3.0,1.0,,,
196653971,Ultimato,outland,10.0,2595.0,40.0,0.0,,,,60.0,0.0,29.0,100.0,50.0,,33.0,,100.0,,50.0,,,5.0,1.0,,,,10.0,1.0,7.0,1.0,2.0,,3.0,,2.0,,6.0,,,2.0,0.0,,,,6.0,0.0,2.0,1.0,1.0,,1.0,,2.0,,3.0,,,,,,,,,,,,,,,,,
112998208,Senzatie,ravencrest,5.0,418.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,,,
158410236,Murkhala,tarren-mill,59.0,179.0,,,,,,,,,,50.0,,,,100.0,0.0,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
247160183,Палстар,gordunni,37.0,5911.0,67.0,27.0,33.0,25.0,57.0,100.0,83.0,67.0,43.0,43.0,67.0,,,,,0.0,,,3.0,11.0,3.0,16.0,7.0,5.0,6.0,12.0,7.0,7.0,9.0,,,,,2.0,,,2.0,3.0,1.0,4.0,4.0,5.0,5.0,8.0,3.0,3.0,6.0,,,,,0.0,,,,100.0,,1.0,,1.0,,,,,,,,,
118352641,Council,ravencrest,16.0,3106.0,50.0,55.0,100.0,100.0,20.0,100.0,50.0,56.0,67.0,60.0,,,100.0,100.0,67.0,50.0,,100.0,2.0,11.0,3.0,1.0,5.0,2.0,4.0,9.0,6.0,5.0,,,1.0,1.0,3.0,2.0,,1.0,1.0,6.0,3.0,1.0,1.0,2.0,2.0,5.0,4.0,3.0,,,1.0,1.0,2.0,1.0,,1.0,0.0,,1.0,,0.0,,,,,,,,,,
120564150,Lorant,defias-brotherhood,60.0,11537.0,52.0,45.0,21.0,27.0,56.0,68.0,47.0,31.0,63.0,48.0,33.0,29.0,200.0,,100.0,0.0,100.0,,27.0,11.0,14.0,11.0,9.0,40.0,15.0,13.0,19.0,23.0,12.0,7.0,1.0,,1.0,3.0,7.0,,14.0,5.0,3.0,3.0,5.0,27.0,7.0,4.0,12.0,11.0,4.0,2.0,2.0,,1.0,0.0,7.0,,,,,,,,,,,,,,,,
52707176,Kroden,dun-modr,15.0,7238.0,62.0,50.0,47.0,32.0,37.0,50.0,,25.0,0.0,33.0,100.0,,,,,,,,24.0,26.0,32.0,31.0,43.0,16.0,,4.0,3.0,3.0,1.0,,,,,,,,15.0,13.0,15.0,10.0,16.0,8.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
97307050,Ciniá,bladefist,4.0,8840.0,57.0,61.0,70.0,27.0,47.0,69.0,53.0,,74.0,,,100.0,,,,,,,30.0,28.0,20.0,49.0,123.0,13.0,17.0,,46.0,,,1.0,,,,,,,17.0,17.0,14.0,13.0,58.0,9.0,9.0,,34.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
156374260,Kaninmos,ravencrest,22.0,5862.0,53.0,40.0,38.0,75.0,40.0,47.0,27.0,50.0,9.0,33.0,,,67.0,100.0,50.0,,,,17.0,30.0,13.0,8.0,10.0,15.0,11.0,6.0,11.0,6.0,,,3.0,2.0,2.0,,,,9.0,12.0,5.0,6.0,4.0,7.0,3.0,3.0,1.0,2.0,,,2.0,2.0,1.0,,,,,,,,,,100.0,1.0,1.0,,,,,,
76966881,Aulorum,thrall,8.0,5315.0,70.0,38.0,53.0,38.0,36.0,33.0,50.0,,,,,,,0.0,100.0,,,,10.0,8.0,15.0,8.0,11.0,12.0,4.0,,,,,,,1.0,1.0,,,,7.0,3.0,8.0,3.0,4.0,4.0,2.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
171490413,Celene,cthun,76.0,23731.0,35.0,48.0,39.0,48.0,51.0,45.0,55.0,31.0,69.0,53.0,100.0,100.0,40.0,50.0,60.0,100.0,,100.0,51.0,110.0,62.0,66.0,91.0,44.0,11.0,13.0,13.0,15.0,3.0,1.0,5.0,2.0,5.0,1.0,,1.0,18.0,53.0,24.0,32.0,46.0,20.0,6.0,4.0,9.0,8.0,3.0,1.0,2.0,1.0,3.0,1.0,,1.0,,,,,,,100.0,1.0,1.0,,,,,,
164602514,Bretzel,ambossar,38.0,1445.0,,,,67.0,,,50.0,0.0,0.0,71.0,,,100.0,,,,,50.0,,,,3.0,,,2.0,2.0,2.0,17.0,,,3.0,,,,,4.0,,,,2.0,,,1.0,0.0,0.0,12.0,,,3.0,,,,,2.0,,,,,,,,,,,,,,,
155250431,Deviouslight,drakthul,12.0,3659.0,40.0,,,33.0,,67.0,25.0,33.0,67.0,0.0,,100.0,100.0,25.0,100.0,40.0,,67.0,5.0,,,3.0,,6.0,4.0,3.0,6.0,3.0,,2.0,4.0,4.0,1.0,5.0,,3.0,2.0,,,1.0,,4.0,1.0,1.0,4.0,0.0,,2.0,4.0,1.0,1.0,2.0,,2.0,,100.0,,1.0,,1.0,60.0,10.0,6.0,,,,,,
164020040,Izary,dalaran,12.0,1396.0,50.0,100.0,,100.0,100.0,0.0,0.0,33.0,25.0,33.0,100.0,0.0,100.0,0.0,0.0,0.0,,,2.0,3.0,,1.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,,,1.0,3.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
117806992,Bigpullaoe,ravencrest,12.0,415.0,100.0,,,,,100.0,0.0,,100.0,100.0,,50.0,,,50.0,0.0,,,1.0,,,,,1.0,1.0,,2.0,1.0,,2.0,,,2.0,1.0,,,1.0,,,,,1.0,0.0,,2.0,1.0,,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,
153972997,Пыхтиара,gordunni,12.0,4447.0,56.0,57.0,29.0,59.0,0.0,89.0,33.0,71.0,42.0,0.0,33.0,100.0,,,,100.0,,,9.0,7.0,7.0,17.0,5.0,9.0,6.0,7.0,12.0,5.0,6.0,1.0,,,,2.0,,,5.0,4.0,2.0,10.0,0.0,8.0,2.0,5.0,5.0,0.0,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,
162077971,Lognus,pozzo-delleternità,8.0,669.0,0.0,100.0,33.0,100.0,,,67.0,100.0,,,,,,,,,,,1.0,1.0,3.0,1.0,,,3.0,1.0,,,,,,,,,,,0.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
59225057,Thorklæs,ysondre,28.0,8225.0,67.0,59.0,50.0,40.0,50.0,50.0,54.0,73.0,59.0,43.0,71.0,,100.0,0.0,100.0,100.0,,50.0,12.0,27.0,16.0,15.0,16.0,6.0,13.0,15.0,17.0,14.0,7.0,,3.0,1.0,1.0,1.0,,2.0,8.0,16.0,8.0,6.0,8.0,3.0,7.0,11.0,10.0,6.0,5.0,,3.0,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
170687415,Митрандикс,gordunni,31.0,11954.0,60.0,24.0,26.0,53.0,60.0,62.0,54.0,71.0,55.0,55.0,100.0,100.0,60.0,50.0,0.0,100.0,,33.0,20.0,34.0,31.0,30.0,30.0,26.0,28.0,7.0,29.0,11.0,1.0,1.0,10.0,6.0,1.0,1.0,,3.0,12.0,8.0,8.0,16.0,18.0,16.0,15.0,5.0,16.0,6.0,1.0,1.0,6.0,3.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,
173336386,Blazejumper,arathor,90.0,16836.0,35.0,56.0,41.0,45.0,50.0,43.0,64.0,56.0,44.0,31.0,17.0,,,,,,,,17.0,27.0,22.0,20.0,12.0,14.0,14.0,27.0,18.0,16.0,6.0,,,,,,,,6.0,15.0,9.0,9.0,6.0,6.0,9.0,15.0,8.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,
177388611,Tankforu,azjolnerub,17.0,722.0,0.0,,,,,100.0,50.0,,100.0,,,,80.0,0.0,0.0,100.0,,0.0,1.0,,,,,1.0,2.0,,1.0,,,,5.0,1.0,1.0,1.0,,2.0,0.0,,,,,1.0,1.0,,1.0,,,,4.0,0.0,0.0,1.0,,0.0,0.0,,1.0,,0.0,,100.0,1.0,1.0,,,,,,
160467495,Whosthetank,earthen-ring,30.0,6802.0,62.0,26.0,29.0,37.0,50.0,46.0,56.0,62.0,45.0,44.0,100.0,67.0,75.0,50.0,75.0,100.0,,50.0,16.0,27.0,7.0,19.0,12.0,13.0,9.0,8.0,11.0,9.0,1.0,3.0,4.0,2.0,4.0,1.0,,6.0,10.0,7.0,2.0,7.0,6.0,6.0,5.0,5.0,5.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,,3.0,,50.0,,4.0,,2.0,,,,,,,,,
176008983,Ameerkat,twisting-nether,8.0,177.0,,,,,,100.0,,50.0,,,,,50.0,50.0,0.0,,,,,,,,,1.0,,2.0,,,,,2.0,2.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,
246114645,Guldab,sylvanas,8.0,27.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
182477163,Фироша,gordunni,8.0,789.0,,,,100.0,,,33.0,,75.0,100.0,,,0.0,60.0,67.0,,,0.0,,,,1.0,,,3.0,,4.0,1.0,,,2.0,5.0,3.0,,,1.0,,,,1.0,,,1.0,,3.0,1.0,,,0.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,
119373336,Gökây,burning-legion,2.0,16638.0,53.0,35.0,48.0,41.0,52.0,54.0,46.0,37.0,30.0,53.0,33.0,,,,,,,,36.0,51.0,50.0,37.0,61.0,212.0,63.0,27.0,46.0,38.0,3.0,,,,,,,,19.0,18.0,24.0,15.0,32.0,114.0,29.0,10.0,14.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,
164839563,Blacksabbäth,argent-dawn,50.0,1367.0,40.0,,,0.0,,25.0,,100.0,100.0,,,100.0,,0.0,50.0,29.0,,,5.0,,,1.0,,4.0,,1.0,1.0,,,2.0,,1.0,2.0,7.0,,,2.0,,,0.0,,1.0,,1.0,1.0,,,2.0,,0.0,1.0,2.0,,,,,,,,,,,,,,,,,
208512764,Palastos,runetotem,50.0,125.0,,,,,,,,0.0,,0.0,,,,,100.0,,,0.0,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,0.0,,0.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,
199715926,Сержпалз,gordunni,86.0,1786.0,0.0,,,,,100.0,0.0,50.0,75.0,79.0,,0.0,62.0,60.0,0.0,0.0,,0.0,1.0,,,,,3.0,1.0,4.0,4.0,19.0,,1.0,8.0,5.0,1.0,1.0,,1.0,0.0,,,,,3.0,0.0,2.0,3.0,15.0,,0.0,5.0,3.0,0.0,0.0,,0.0,,,,,,,50.0,2.0,1.0,,,,,,
109704458,Redefine,quelthalas,8.0,29631.0,49.0,53.0,46.0,68.0,48.0,60.0,66.0,70.0,66.0,44.0,0.0,,100.0,100.0,71.0,0.0,,40.0,76.0,174.0,119.0,76.0,54.0,52.0,65.0,10.0,35.0,9.0,3.0,,4.0,3.0,7.0,1.0,,5.0,37.0,93.0,55.0,52.0,26.0,31.0,43.0,7.0,23.0,4.0,0.0,,4.0,3.0,5.0,0.0,,2.0,,,,,,,,,,,,,,,
127069307,Hepatithans,ragnaros,26.0,3897.0,20.0,0.0,33.0,78.0,,60.0,50.0,78.0,56.0,30.0,33.0,0.0,64.0,67.0,50.0,100.0,,60.0,5.0,4.0,6.0,9.0,,5.0,6.0,9.0,9.0,10.0,3.0,1.0,11.0,3.0,4.0,2.0,,5.0,1.0,0.0,2.0,7.0,,3.0,3.0,7.0,5.0,3.0,1.0,0.0,7.0,2.0,2.0,2.0,,3.0,,,,,,,,,,,,,,,
136643238,Atilaelhuno,dun-modr,41.0,7225.0,44.0,43.0,12.0,28.0,0.0,83.0,46.0,56.0,20.0,21.0,21.0,,45.0,40.0,0.0,40.0,100.0,0.0,16.0,14.0,8.0,18.0,3.0,12.0,13.0,9.0,10.0,14.0,19.0,,11.0,5.0,6.0,5.0,2.0,2.0,7.0,6.0,1.0,5.0,0.0,10.0,6.0,5.0,2.0,3.0,4.0,,5.0,2.0,0.0,2.0,2.0,0.0,,0.0,,1.0,,0.0,,,,,,,,,
