character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Ashran win_rate,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Ashran played,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Ashran won,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Rated Eye of the Storm win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Korrak's Revenge played,Rated Eye of the Storm won,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
91054653,Queper,thunderhorn,27.0,7760.0,65.0,50.0,100.0,55.0,,70.0,33.0,12.0,75.0,50.0,75.0,60.0,75.0,45.0,45.0,75.0,26.0,2.0,1.0,11.0,,23.0,12.0,8.0,8.0,16.0,8.0,10.0,8.0,11.0,20.0,4.0,17.0,1.0,1.0,6.0,,16.0,4.0,1.0,6.0,8.0,6.0,6.0,6.0,5.0,9.0,3.0,0.0,0.0,100.0,4.0,1.0,11.0,0.0,0.0,11.0,,0.0,,4.0,,0.0,,,
245964140,Аймай,deathguard,10.0,933.0,,,,50.0,,100.0,100.0,0.0,50.0,67.0,,50.0,,50.0,0.0,,,,,4.0,,1.0,2.0,1.0,2.0,3.0,,2.0,,2.0,1.0,,,,,2.0,,1.0,2.0,0.0,1.0,2.0,,1.0,,1.0,0.0,,100.0,100.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,
159311085,Lahyanna,hyjal,26.0,9675.0,69.0,20.0,67.0,25.0,17.0,50.0,43.0,22.0,44.0,29.0,0.0,57.0,67.0,57.0,50.0,20.0,13.0,15.0,3.0,12.0,6.0,4.0,21.0,18.0,16.0,24.0,5.0,7.0,12.0,7.0,6.0,5.0,9.0,3.0,2.0,3.0,1.0,2.0,9.0,4.0,7.0,7.0,0.0,4.0,8.0,4.0,3.0,1.0,0.0,,,2.0,,,0.0,,,,50.0,,2.0,,1.0,,,
176360167,Ghørze,archimonde,49.0,20221.0,38.0,61.0,26.0,48.0,50.0,30.0,44.0,39.0,66.0,54.0,46.0,25.0,,100.0,,50.0,13.0,41.0,23.0,31.0,26.0,10.0,36.0,23.0,35.0,35.0,26.0,4.0,,1.0,,2.0,5.0,25.0,6.0,15.0,13.0,3.0,16.0,9.0,23.0,19.0,12.0,1.0,,1.0,,1.0,0.0,,,1.0,,,0.0,,,,,,,,,,,
152367387,Snaksqt,twisting-nether,30.0,812.0,,,,,,33.0,,0.0,0.0,,,,100.0,,50.0,50.0,,,,,,3.0,,2.0,1.0,,,,1.0,,4.0,2.0,,,,,,1.0,,0.0,0.0,,,,1.0,,2.0,1.0,50.0,,,2.0,,,1.0,,,,,,,,,,,
247470179,Кэйлес,soulflayer,5.0,2297.0,100.0,71.0,86.0,71.0,50.0,0.0,57.0,100.0,75.0,67.0,17.0,,,,,,1.0,7.0,7.0,7.0,8.0,1.0,7.0,8.0,4.0,6.0,6.0,,,,,,1.0,5.0,6.0,5.0,4.0,0.0,4.0,8.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
165388212,Sjèfke,silvermoon,20.0,25971.0,60.0,56.0,37.0,58.0,58.0,68.0,64.0,54.0,58.0,64.0,,50.0,38.0,100.0,50.0,50.0,73.0,36.0,19.0,48.0,59.0,22.0,11.0,13.0,12.0,11.0,,6.0,8.0,4.0,6.0,8.0,44.0,20.0,7.0,28.0,34.0,15.0,7.0,7.0,7.0,7.0,,3.0,3.0,4.0,3.0,4.0,75.0,,100.0,4.0,,2.0,3.0,,2.0,,,,,,,,,
114839210,Berrik,ravencrest,14.0,26048.0,70.0,55.0,54.0,39.0,59.0,50.0,0.0,33.0,25.0,17.0,67.0,300.0,60.0,50.0,,,43.0,113.0,83.0,49.0,37.0,4.0,2.0,9.0,8.0,6.0,3.0,1.0,5.0,2.0,,,30.0,62.0,45.0,19.0,22.0,2.0,0.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,,,,,100.0,,,1.0,,,1.0,,0.0,,1.0,,0.0,,,
20764750,Menzov,khadgar,56.0,41191.0,71.0,51.0,68.0,40.0,47.0,48.0,,50.0,,100.0,,,,,,,52.0,53.0,40.0,35.0,15.0,23.0,,2.0,,1.0,,,,,,,37.0,27.0,27.0,14.0,7.0,11.0,,1.0,,1.0,,,,,,,,,,,,,,,,,100.0,,1.0,,1.0,,,
127759739,Mercurôgnome,uldaman,11.0,141.0,0.0,,,,,,100.0,,100.0,0.0,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,0.0,,,,,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
166454955,Faiha,blackmoore,7.0,777.0,67.0,,,0.0,,25.0,100.0,100.0,100.0,,,,100.0,,,,3.0,,,1.0,,4.0,1.0,1.0,1.0,,,,1.0,,,,2.0,,,0.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
66168722,Babýdøll,blackrock,15.0,907.0,,46.0,0.0,,,,,,,,,,,,,,,13.0,3.0,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149502452,Tiniv,kazzak,1.0,32.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
105400386,Афурион,fordragon,12.0,334.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
161272676,Telosgrammos,twisting-nether,10.0,63.0,,,,,,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,,,,,
121583901,Дредстар,fordragon,43.0,15444.0,67.0,38.0,63.0,58.0,20.0,100.0,40.0,53.0,51.0,48.0,52.0,120.0,44.0,29.0,25.0,71.0,9.0,26.0,30.0,38.0,5.0,19.0,35.0,45.0,37.0,50.0,25.0,10.0,9.0,7.0,4.0,7.0,6.0,10.0,19.0,22.0,1.0,19.0,14.0,24.0,19.0,24.0,13.0,12.0,4.0,2.0,1.0,5.0,50.0,,100.0,2.0,,2.0,1.0,,2.0,,33.0,,3.0,,1.0,,,
112786766,Eikò,draenor,19.0,525.0,0.0,,100.0,100.0,,100.0,,,,100.0,100.0,,,,0.0,,2.0,,2.0,1.0,,1.0,,,,1.0,1.0,,,,2.0,,0.0,,2.0,1.0,,1.0,,,,1.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,
109090209,Sïgmûnd,stormscale,22.0,1132.0,100.0,,100.0,75.0,,100.0,80.0,50.0,100.0,75.0,50.0,100.0,100.0,50.0,,0.0,1.0,,1.0,4.0,,4.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,,2.0,1.0,,1.0,3.0,,4.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,,0.0,,,,,,,,,,,,,,,,,,
172826969,Sabríel,ragnaros,11.0,1324.0,67.0,,,60.0,,0.0,100.0,67.0,0.0,100.0,,0.0,50.0,,,75.0,3.0,,,5.0,,1.0,1.0,3.0,3.0,3.0,,3.0,4.0,,,4.0,2.0,,,3.0,,0.0,1.0,2.0,0.0,3.0,,0.0,2.0,,,3.0,50.0,,,4.0,,,2.0,,,0.0,,1.0,,0.0,,,,
197560923,Màrìus,hyjal,3.0,24568.0,63.0,59.0,57.0,50.0,58.0,72.0,46.0,38.0,47.0,33.0,38.0,,0.0,,,,41.0,66.0,72.0,84.0,72.0,50.0,50.0,53.0,43.0,36.0,34.0,,4.0,,,,26.0,39.0,41.0,42.0,42.0,36.0,23.0,20.0,20.0,12.0,13.0,,0.0,,,,,,,,,,,,,,100.0,,1.0,,1.0,,,
164541110,Алекстрэк,gordunni,37.0,21384.0,68.0,54.0,33.0,59.0,41.0,80.0,46.0,42.0,49.0,46.0,55.0,44.0,54.0,67.0,17.0,25.0,22.0,26.0,24.0,34.0,27.0,10.0,39.0,31.0,39.0,28.0,38.0,18.0,13.0,3.0,6.0,4.0,15.0,14.0,8.0,20.0,11.0,8.0,18.0,13.0,19.0,13.0,21.0,8.0,7.0,2.0,1.0,1.0,0.0,100.0,100.0,1.0,1.0,7.0,0.0,1.0,7.0,,,,,,,,,
158260545,Odinspower,madmortem,13.0,2206.0,100.0,,,33.0,,0.0,12.0,100.0,0.0,67.0,,50.0,80.0,100.0,100.0,43.0,2.0,,,3.0,,1.0,8.0,2.0,1.0,3.0,,4.0,5.0,1.0,2.0,7.0,2.0,,,1.0,,0.0,1.0,2.0,0.0,2.0,,2.0,4.0,1.0,2.0,3.0,67.0,,,3.0,,,2.0,,,,,,,,,,,
168998405,Sarthigas,dalaran,23.0,7694.0,55.0,,,57.0,,81.0,60.0,47.0,70.0,43.0,,88.0,64.0,62.0,56.0,57.0,33.0,,,7.0,,27.0,10.0,15.0,10.0,7.0,,8.0,11.0,13.0,18.0,7.0,18.0,,,4.0,,22.0,6.0,7.0,7.0,3.0,,7.0,7.0,8.0,10.0,4.0,67.0,,,6.0,,,4.0,,,,,,,,,,,
94183192,Texy,aggra-português,51.0,7420.0,23.0,38.0,52.0,64.0,58.0,58.0,55.0,60.0,33.0,50.0,29.0,86.0,56.0,73.0,,88.0,26.0,13.0,21.0,22.0,12.0,12.0,20.0,15.0,9.0,16.0,7.0,7.0,9.0,11.0,,8.0,6.0,5.0,11.0,14.0,7.0,7.0,11.0,9.0,3.0,8.0,2.0,6.0,5.0,8.0,,7.0,100.0,,,1.0,,,1.0,,,60.0,67.0,15.0,3.0,9.0,2.0,,,
195546891,Drakhs,archimonde,7.0,365.0,,,,,,,,,,0.0,,,100.0,,0.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,0.0,,,1.0,,0.0,,0.0,,,3.0,,,0.0,,,,,,,,,,,
192769228,Zucalarucca,outland,9.0,14882.0,49.0,38.0,39.0,38.0,50.0,32.0,38.0,50.0,57.0,100.0,,50.0,100.0,100.0,100.0,,45.0,56.0,75.0,61.0,32.0,19.0,8.0,4.0,7.0,4.0,,2.0,1.0,1.0,1.0,,22.0,21.0,29.0,23.0,16.0,6.0,3.0,2.0,4.0,4.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,50.0,,2.0,,1.0,,,
196137091,Pasladeter,archimonde,20.0,5103.0,57.0,,,33.0,,67.0,62.0,37.0,55.0,33.0,,63.0,57.0,67.0,0.0,50.0,7.0,,,9.0,,6.0,13.0,19.0,20.0,9.0,,27.0,21.0,9.0,3.0,12.0,4.0,,,3.0,,4.0,8.0,7.0,11.0,3.0,,17.0,12.0,6.0,0.0,6.0,20.0,0.0,,5.0,1.0,,1.0,0.0,,33.0,,3.0,,1.0,,,,
151209614,Khorrin,tarren-mill,18.0,1548.0,100.0,,,50.0,,0.0,,,,50.0,0.0,50.0,,25.0,,,1.0,,,2.0,,4.0,,,,2.0,1.0,2.0,,4.0,,,1.0,,,1.0,,0.0,,,,1.0,0.0,1.0,,1.0,,,100.0,,,2.0,,,2.0,,,,100.0,,1.0,,1.0,,,
117301828,Obysseus,ravencrest,14.0,38061.0,49.0,45.0,39.0,53.0,55.0,55.0,44.0,79.0,45.0,47.0,50.0,100.0,0.0,,67.0,100.0,172.0,128.0,103.0,125.0,85.0,94.0,45.0,14.0,38.0,15.0,8.0,8.0,4.0,,9.0,4.0,85.0,57.0,40.0,66.0,47.0,52.0,20.0,11.0,17.0,7.0,4.0,8.0,0.0,,6.0,4.0,0.0,0.0,,1.0,1.0,,0.0,0.0,,,,,,,,,,
113180247,Sunuva,silvermoon,10.0,180.0,,,,,,,100.0,100.0,0.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
154395030,Tayluh,silvermoon,10.0,456.0,,,,67.0,,,,0.0,100.0,,,,,,,100.0,,,,3.0,,,,1.0,1.0,,,,,,,1.0,,,,2.0,,,,0.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
120675849,Calofonija,arathor,43.0,9542.0,61.0,41.0,62.0,50.0,33.0,82.0,58.0,75.0,24.0,33.0,0.0,0.0,0.0,0.0,,50.0,51.0,22.0,13.0,16.0,12.0,11.0,12.0,4.0,17.0,3.0,1.0,1.0,1.0,3.0,,4.0,31.0,9.0,8.0,8.0,4.0,9.0,7.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,,2.0,50.0,33.0,,6.0,6.0,,3.0,2.0,,,0.0,,1.0,,0.0,,,
176228701,Lightblooded,ragnaros,21.0,3463.0,47.0,53.0,33.0,50.0,50.0,25.0,67.0,100.0,56.0,,25.0,100.0,,,80.0,100.0,19.0,15.0,3.0,6.0,6.0,4.0,3.0,5.0,9.0,,4.0,1.0,,,5.0,2.0,9.0,8.0,1.0,3.0,3.0,1.0,2.0,5.0,5.0,,1.0,1.0,,,4.0,2.0,75.0,,,4.0,,,3.0,,,300.0,,1.0,,3.0,,,,
195016344,Pwênt,chamber-of-aspects,53.0,2140.0,0.0,,,0.0,,67.0,18.0,50.0,60.0,67.0,,75.0,40.0,71.0,25.0,50.0,3.0,,,2.0,,3.0,11.0,2.0,5.0,6.0,,4.0,10.0,7.0,4.0,4.0,0.0,,,0.0,,2.0,2.0,1.0,3.0,4.0,,3.0,4.0,5.0,1.0,2.0,25.0,,,4.0,,,1.0,,,100.0,,2.0,,2.0,,,,
178101787,Gethope,silvermoon,40.0,4661.0,50.0,56.0,50.0,70.0,0.0,,73.0,50.0,83.0,67.0,71.0,86.0,75.0,60.0,0.0,0.0,10.0,9.0,6.0,10.0,2.0,,11.0,12.0,12.0,15.0,7.0,7.0,8.0,5.0,3.0,2.0,5.0,5.0,3.0,7.0,0.0,,8.0,6.0,10.0,10.0,5.0,6.0,6.0,3.0,0.0,0.0,0.0,,,1.0,,,0.0,,,,,,,,,,,
192532652,Svelepike,thunderhorn,11.0,51.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
117508285,Nahid,stormscale,58.0,3018.0,58.0,,,40.0,,56.0,60.0,50.0,43.0,50.0,,25.0,67.0,20.0,60.0,33.0,12.0,,,5.0,,9.0,5.0,10.0,7.0,8.0,,4.0,3.0,5.0,5.0,3.0,7.0,,,2.0,,5.0,3.0,5.0,3.0,4.0,,1.0,2.0,1.0,3.0,1.0,20.0,,,5.0,,,1.0,,,,0.0,,2.0,,0.0,,,
94930907,Blastia,twisting-nether,1.0,18728.0,56.0,51.0,44.0,45.0,74.0,60.0,46.0,54.0,65.0,41.0,28.0,,,100.0,,,45.0,79.0,129.0,53.0,35.0,5.0,56.0,65.0,48.0,44.0,25.0,,,2.0,,,25.0,40.0,57.0,24.0,26.0,3.0,26.0,35.0,31.0,18.0,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,
158470279,Westwizzle,aggramar,2.0,148.0,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
145974481,Bigboyhung,argent-dawn,19.0,6756.0,17.0,41.0,67.0,0.0,22.0,13.0,50.0,60.0,40.0,56.0,36.0,50.0,100.0,0.0,,100.0,30.0,22.0,12.0,5.0,18.0,31.0,10.0,25.0,15.0,25.0,14.0,2.0,1.0,3.0,,2.0,5.0,9.0,8.0,0.0,4.0,4.0,5.0,15.0,6.0,14.0,5.0,1.0,1.0,0.0,,2.0,,,,,,,,,,100.0,,1.0,,1.0,,,,
53042822,Дизкис,galakrond,8.0,5526.0,100.0,57.0,69.0,64.0,67.0,33.0,85.0,71.0,50.0,88.0,67.0,,,100.0,,0.0,4.0,14.0,16.0,11.0,9.0,3.0,13.0,7.0,8.0,8.0,3.0,,,2.0,,1.0,4.0,8.0,11.0,7.0,6.0,1.0,11.0,5.0,4.0,7.0,2.0,,,2.0,,0.0,,,,,,,,,,,,,,,,,,
196740717,Mazzaia,silvermoon,24.0,7773.0,57.0,,,50.0,,47.0,28.0,55.0,50.0,43.0,,52.0,27.0,60.0,43.0,57.0,21.0,,,10.0,,15.0,29.0,22.0,14.0,23.0,,21.0,30.0,25.0,7.0,21.0,12.0,,,5.0,,7.0,8.0,12.0,7.0,10.0,,11.0,8.0,15.0,3.0,12.0,58.0,,,19.0,,,11.0,,,47.0,,15.0,,7.0,,,,
175938910,Obscuré,ragnaros,5.0,300.0,,,,,,100.0,0.0,,,100.0,,,100.0,,0.0,,,,,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,,,1.0,0.0,,,1.0,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,
168073525,Prötchen,thrall,19.0,2624.0,0.0,50.0,100.0,0.0,75.0,0.0,33.0,50.0,67.0,80.0,0.0,0.0,,67.0,,33.0,3.0,6.0,3.0,2.0,4.0,6.0,6.0,10.0,6.0,10.0,2.0,2.0,,3.0,,3.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,5.0,4.0,8.0,0.0,0.0,,2.0,,1.0,,,,,,,,,,0.0,,1.0,,0.0,,,,
97659915,Zamoth,tarren-mill,20.0,12647.0,33.0,52.0,56.0,33.0,38.0,33.0,38.0,70.0,48.0,36.0,17.0,125.0,75.0,67.0,,67.0,54.0,33.0,81.0,21.0,26.0,21.0,13.0,10.0,23.0,14.0,6.0,4.0,4.0,3.0,,3.0,18.0,17.0,45.0,7.0,10.0,7.0,5.0,7.0,11.0,5.0,1.0,5.0,3.0,2.0,,2.0,,,,,,,,,,200.0,,4.0,,8.0,,,,
176415286,Døømbringer,sanguino,23.0,1555.0,50.0,,,100.0,,100.0,0.0,33.0,67.0,100.0,,33.0,75.0,33.0,67.0,33.0,4.0,,,1.0,,1.0,1.0,3.0,6.0,1.0,,3.0,4.0,6.0,6.0,3.0,2.0,,,1.0,,1.0,0.0,1.0,4.0,1.0,,1.0,3.0,2.0,4.0,1.0,33.0,,,3.0,,,1.0,,,,,,,,,,,
175582296,Vongengys,hyjal,44.0,89695.0,63.0,62.0,61.0,58.0,53.0,62.0,57.0,50.0,74.0,52.0,46.0,50.0,60.0,83.0,90.0,0.0,217.0,423.0,316.0,219.0,267.0,101.0,143.0,40.0,117.0,50.0,24.0,24.0,10.0,6.0,21.0,2.0,136.0,262.0,194.0,128.0,141.0,63.0,81.0,20.0,87.0,26.0,11.0,12.0,6.0,5.0,19.0,0.0,,0.0,100.0,,2.0,4.0,,0.0,4.0,,60.0,,10.0,,6.0,,,
209872256,Rhinono,runetotem,32.0,2707.0,65.0,33.0,44.0,56.0,80.0,11.0,0.0,50.0,50.0,,,,,,,,17.0,9.0,16.0,9.0,5.0,9.0,2.0,2.0,2.0,,,,,,,,11.0,3.0,7.0,5.0,4.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
193477604,Ultharion,silvermoon,9.0,3510.0,80.0,,,100.0,,67.0,100.0,20.0,33.0,75.0,,0.0,40.0,0.0,0.0,67.0,5.0,,,1.0,,3.0,2.0,5.0,3.0,4.0,,4.0,5.0,4.0,4.0,3.0,4.0,,,1.0,,2.0,2.0,1.0,1.0,3.0,,0.0,2.0,0.0,0.0,2.0,33.0,,,3.0,,,1.0,,,,25.0,,8.0,,2.0,0.0,1.0,0.0
131184878,Share,onyxia,13.0,681.0,100.0,,,33.0,,,,50.0,,100.0,,0.0,100.0,,,100.0,1.0,,,3.0,,,,2.0,,1.0,,1.0,2.0,,,1.0,1.0,,,1.0,,,,1.0,,1.0,,0.0,2.0,,,1.0,100.0,,,1.0,,,1.0,,,,,,,,,,,
196855896,Fareya,aggra-português,3.0,142.0,,,,,,,,0.0,0.0,,,,100.0,100.0,,100.0,,,,,,,,2.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,0.0,0.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
92971698,Deepfell,thunderhorn,117.0,137246.0,43.0,50.0,59.0,55.0,57.0,43.0,53.0,66.0,57.0,54.0,59.0,5050.0,75.0,75.0,29.0,33.0,281.0,816.0,441.0,210.0,269.0,259.0,304.0,325.0,319.0,406.0,287.0,2.0,4.0,4.0,7.0,86.0,121.0,409.0,262.0,115.0,154.0,111.0,162.0,215.0,183.0,218.0,170.0,101.0,3.0,3.0,2.0,28.0,,33.0,100.0,,3.0,5.0,,1.0,5.0,,83.0,,6.0,,5.0,,,
197231442,Caligine,nemesis,5.0,241.0,,,,,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,50.0,,,2.0,,,1.0,,,,,,,,,,
226094454,Sepukku,sylvanas,13.0,4241.0,67.0,18.0,44.0,70.0,41.0,0.0,0.0,,50.0,,,,,,,,3.0,11.0,41.0,23.0,44.0,1.0,1.0,,2.0,,,,,,,,2.0,2.0,18.0,16.0,18.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
151450805,Blameheáler,ragnaros,4.0,9299.0,0.0,53.0,59.0,54.0,57.0,0.0,0.0,,,,,,,,,,5.0,15.0,32.0,13.0,14.0,2.0,1.0,,,,,,,,,,0.0,8.0,19.0,7.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
148326091,Mildri,blackmoore,8.0,324.0,,,,,,,,,,100.0,,0.0,,100.0,,0.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,
196142318,Оливьешька,deathguard,13.0,1256.0,,,,0.0,,75.0,75.0,0.0,67.0,0.0,,33.0,33.0,100.0,100.0,0.0,,,,1.0,,4.0,4.0,1.0,3.0,1.0,,3.0,3.0,1.0,1.0,1.0,,,,0.0,,3.0,3.0,0.0,2.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0,,,0.0,,,100.0,,1.0,,1.0,,,,
133368774,Qunaii,defias-brotherhood,29.0,1882.0,50.0,,,80.0,,25.0,100.0,0.0,25.0,,,0.0,50.0,50.0,,60.0,6.0,,,5.0,,4.0,1.0,1.0,4.0,,,1.0,4.0,2.0,,5.0,3.0,,,4.0,,1.0,1.0,0.0,1.0,,,0.0,2.0,1.0,,3.0,,0.0,,,1.0,,,0.0,,50.0,0.0,2.0,6.0,1.0,0.0,,,
110758772,Kaeltalas,antonidas,43.0,8895.0,46.0,40.0,78.0,67.0,52.0,57.0,70.0,50.0,29.0,80.0,60.0,33.0,0.0,100.0,,100.0,24.0,42.0,27.0,12.0,21.0,23.0,20.0,8.0,14.0,5.0,5.0,3.0,1.0,2.0,,1.0,11.0,17.0,21.0,8.0,11.0,13.0,14.0,4.0,4.0,4.0,3.0,1.0,0.0,2.0,,1.0,,0.0,,,1.0,,,0.0,,,,,,,,,,
175357997,Apollocreed,dun-modr,34.0,1230.0,,,,50.0,,,80.0,80.0,33.0,25.0,,0.0,80.0,100.0,,100.0,,,,4.0,,,5.0,5.0,3.0,4.0,,2.0,5.0,1.0,,1.0,,,,2.0,,,4.0,4.0,1.0,1.0,,0.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
188643103,Rafoonek,kazzak,27.0,216.0,,,,0.0,,,,0.0,100.0,100.0,,100.0,100.0,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,0.0,,,,0.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
196653971,Ultimato,outland,10.0,2595.0,40.0,0.0,,,,60.0,0.0,29.0,100.0,50.0,,,100.0,,50.0,,5.0,1.0,,,,10.0,1.0,7.0,1.0,2.0,,,2.0,,6.0,,2.0,0.0,,,,6.0,0.0,2.0,1.0,1.0,,,2.0,,3.0,,33.0,,,3.0,,,1.0,,,,,,,,,,,
164118182,Bricefa,dalaran,10.0,2230.0,33.0,,,0.0,,60.0,,33.0,,,,0.0,0.0,0.0,83.0,,3.0,,,1.0,,5.0,,3.0,,,,1.0,1.0,1.0,6.0,,1.0,,,0.0,,3.0,,1.0,,,,0.0,0.0,0.0,5.0,,25.0,,,4.0,,,1.0,,,,,,,,,,,
144046900,Рахэль,howling-fjord,41.0,94792.0,69.0,62.0,55.0,59.0,49.0,67.0,61.0,50.0,62.0,39.0,71.0,67.0,,50.0,100.0,,218.0,296.0,358.0,199.0,245.0,147.0,87.0,32.0,91.0,33.0,21.0,6.0,,4.0,8.0,,150.0,184.0,198.0,117.0,119.0,99.0,53.0,16.0,56.0,13.0,15.0,4.0,,2.0,8.0,,100.0,,100.0,1.0,,7.0,1.0,,7.0,,100.0,,5.0,,5.0,,,
193673568,Pikapala,kazzak,9.0,791.0,25.0,,,,,100.0,,,,,,,,,25.0,,4.0,,,,,4.0,,,,,,,,,4.0,,1.0,,,,,4.0,,,,,,,,,1.0,,17.0,,,6.0,,,1.0,,,,,,,,,,,
105519186,Cuculainn,alonsus,7.0,982.0,,40.0,0.0,,67.0,,50.0,0.0,,50.0,50.0,0.0,,,,,,5.0,1.0,,3.0,,2.0,1.0,,2.0,2.0,1.0,,,,,,2.0,0.0,,2.0,,1.0,0.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
191471039,Ohlgren,frostmane,20.0,11298.0,36.0,59.0,68.0,78.0,62.0,45.0,50.0,50.0,67.0,50.0,50.0,45.0,78.0,85.0,50.0,71.0,33.0,22.0,19.0,23.0,16.0,20.0,8.0,10.0,3.0,12.0,2.0,11.0,9.0,13.0,2.0,7.0,12.0,13.0,13.0,18.0,10.0,9.0,4.0,5.0,2.0,6.0,1.0,5.0,7.0,11.0,1.0,5.0,100.0,,,1.0,,,1.0,,,,0.0,,1.0,,0.0,,,
225713693,Azshandris,sylvanas,9.0,5580.0,50.0,0.0,0.0,33.0,0.0,50.0,,,,0.0,100.0,,0.0,100.0,0.0,0.0,20.0,2.0,4.0,3.0,1.0,4.0,,,,3.0,1.0,,1.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,2.0,,,,0.0,1.0,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
93285717,Stephanofke,shadowsong,1.0,3282.0,67.0,50.0,20.0,100.0,21.0,50.0,0.0,25.0,75.0,100.0,,,,,,,15.0,4.0,15.0,4.0,14.0,6.0,2.0,4.0,4.0,1.0,,,,,,,10.0,2.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
