character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
174721382,Önaniasz,burning-legion,19.0,5187.0,40.0,,,50.0,,33.0,33.0,60.0,100.0,43.0,,50.0,44.0,20.0,71.0,100.0,90.0,5.0,,,8.0,,6.0,6.0,5.0,5.0,7.0,,6.0,18.0,10.0,7.0,7.0,10.0,2.0,,,4.0,,2.0,2.0,3.0,5.0,3.0,,3.0,8.0,2.0,5.0,7.0,9.0,67.0,,,3.0,,,2.0,,,100.0,1.0,1.0,,,,,,
155897871,Heislberg,blackhand,13.0,143.0,,,,,,,,,,0.0,,,100.0,100.0,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
147246916,Gorlath,ravenholdt,35.0,1283.0,,,,25.0,,,100.0,83.0,100.0,57.0,,100.0,,33.0,50.0,,50.0,,,,4.0,,,2.0,6.0,3.0,7.0,,1.0,,3.0,4.0,,6.0,,,,1.0,,,2.0,5.0,3.0,4.0,,1.0,,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,
175047075,Fréyja,arathi,24.0,1981.0,67.0,,,75.0,,50.0,12.0,60.0,57.0,12.0,,0.0,50.0,33.0,50.0,50.0,43.0,3.0,,,4.0,,2.0,8.0,5.0,7.0,8.0,,2.0,12.0,3.0,6.0,2.0,7.0,2.0,,,3.0,,1.0,1.0,3.0,4.0,1.0,,0.0,6.0,1.0,3.0,1.0,3.0,0.0,,,3.0,,,0.0,,,,,,,,,0.0,1.0,0.0
158655554,Asterian,lothar,30.0,3736.0,0.0,,,33.0,,,50.0,60.0,50.0,65.0,100.0,,57.0,20.0,80.0,,100.0,3.0,,,3.0,,,4.0,5.0,6.0,31.0,2.0,,7.0,5.0,5.0,,4.0,0.0,,,1.0,,,2.0,3.0,3.0,20.0,2.0,,4.0,1.0,4.0,,4.0,33.0,,30.0,6.0,,10.0,2.0,,3.0,,,,,,,100.0,1.0,1.0
174439487,Панзеро,howling-fjord,12.0,836.0,25.0,,,67.0,,25.0,,,,,,75.0,0.0,,,,,4.0,,,3.0,,4.0,,,,,,4.0,1.0,,,,,1.0,,,2.0,,1.0,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,
194053813,Shinejin,kazzak,23.0,134.0,100.0,,,,,,,,,,,,,,100.0,,,1.0,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
125897998,Legendas,twisting-nether,8.0,28065.0,52.0,48.0,43.0,56.0,46.0,44.0,64.0,53.0,55.0,69.0,0.0,,,,,,,80.0,66.0,67.0,87.0,63.0,55.0,36.0,30.0,31.0,29.0,3.0,,,,,,,42.0,32.0,29.0,49.0,29.0,24.0,23.0,16.0,17.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
147457877,Holybrko,drakthul,6.0,1087.0,0.0,,,,,100.0,,50.0,0.0,100.0,,100.0,0.0,67.0,100.0,67.0,50.0,1.0,,,,,1.0,,2.0,1.0,2.0,,1.0,1.0,3.0,1.0,3.0,2.0,0.0,,,,,1.0,,1.0,0.0,2.0,,1.0,0.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
174308311,Nocifa,illidan,3.0,770.0,0.0,,,,,67.0,0.0,100.0,0.0,0.0,,0.0,,40.0,,50.0,,1.0,,,,,3.0,2.0,1.0,1.0,2.0,,1.0,,5.0,,2.0,,0.0,,,,,2.0,0.0,1.0,0.0,0.0,,0.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
163183372,Halluc,quelthalas,1.0,522.0,,50.0,33.0,,100.0,0.0,,100.0,,,,,,,,,,,2.0,3.0,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
91512324,Phobus,illidan,13.0,8429.0,55.0,12.0,20.0,38.0,14.0,50.0,29.0,35.0,33.0,34.0,25.0,29.0,50.0,33.0,50.0,33.0,0.0,11.0,16.0,5.0,13.0,7.0,10.0,14.0,20.0,12.0,29.0,4.0,7.0,4.0,6.0,4.0,3.0,2.0,6.0,2.0,1.0,5.0,1.0,5.0,4.0,7.0,4.0,10.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,100.0,1.0,1.0
193900980,Feeaturez,outland,15.0,1425.0,25.0,,,100.0,,50.0,50.0,50.0,40.0,33.0,,100.0,25.0,100.0,100.0,50.0,100.0,4.0,,,1.0,,4.0,2.0,4.0,5.0,3.0,,1.0,4.0,1.0,2.0,4.0,1.0,1.0,,,1.0,,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,67.0,3.0,2.0,,,,,,
167440485,Exothermus,blackmoore,2.0,269.0,,,,,,,50.0,100.0,100.0,,,,67.0,0.0,,0.0,,,,,,,,2.0,1.0,1.0,,,,3.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
111875498,Raisenx,nemesis,10.0,3930.0,0.0,20.0,0.0,38.0,33.0,0.0,50.0,57.0,29.0,20.0,25.0,50.0,0.0,33.0,,67.0,43.0,6.0,5.0,4.0,8.0,6.0,7.0,6.0,7.0,7.0,5.0,4.0,4.0,1.0,3.0,,3.0,7.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,,
197075879,Ðakirâ,hyjal,16.0,286.0,,,,,,,,0.0,100.0,0.0,,,,100.0,100.0,,33.0,,,,,,,,1.0,1.0,2.0,,,,2.0,1.0,,3.0,,,,,,,,0.0,1.0,0.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
108029148,Spirine,ysondre,16.0,2617.0,0.0,100.0,50.0,50.0,,50.0,100.0,50.0,50.0,69.0,60.0,,71.0,100.0,100.0,0.0,100.0,2.0,3.0,2.0,4.0,,4.0,3.0,6.0,4.0,13.0,5.0,,14.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,,2.0,3.0,3.0,2.0,9.0,3.0,,10.0,1.0,1.0,0.0,2.0,,,,,,,,,,0.0,1.0,0.0,,,,,,
153391451,Silversmile,malganis,16.0,202.0,,0.0,,50.0,,,,,0.0,,,,100.0,,,,,,1.0,,2.0,,,,,1.0,,,,1.0,,,,,,0.0,,1.0,,,,,0.0,,,,1.0,,,,,,,100.0,,,1.0,,,1.0,,,,,,,,,
164541110,Алекстрэк,gordunni,37.0,21384.0,68.0,54.0,33.0,59.0,41.0,80.0,46.0,42.0,49.0,46.0,55.0,0.0,44.0,54.0,67.0,17.0,25.0,22.0,26.0,24.0,34.0,27.0,10.0,39.0,31.0,39.0,28.0,38.0,1.0,18.0,13.0,3.0,6.0,4.0,15.0,14.0,8.0,20.0,11.0,8.0,18.0,13.0,19.0,13.0,21.0,0.0,8.0,7.0,2.0,1.0,1.0,100.0,100.0,,1.0,7.0,,1.0,7.0,,,,,,,,,,
125382264,Nlamlx,throkferoth,29.0,183.0,,,,,,,0.0,100.0,,100.0,,,,,0.0,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,0.0,1.0,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
99907631,Tebetha,draenor,24.0,844.0,50.0,,,100.0,,0.0,100.0,100.0,,0.0,,100.0,,100.0,,100.0,,2.0,,,1.0,,2.0,1.0,4.0,,2.0,,2.0,,2.0,,1.0,,1.0,,,1.0,,0.0,1.0,4.0,,0.0,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
173757841,Шепоткрови,howling-fjord,14.0,1043.0,100.0,,,,,50.0,100.0,,,100.0,,,50.0,,50.0,100.0,100.0,1.0,,,,,2.0,2.0,,,1.0,,,2.0,,2.0,3.0,1.0,1.0,,,,,1.0,2.0,,,1.0,,,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
107144363,Shtrauska,les-clairvoyants,45.0,11295.0,67.0,31.0,18.0,13.0,30.0,0.0,24.0,40.0,27.0,38.0,35.0,,67.0,33.0,,,,3.0,52.0,22.0,15.0,20.0,1.0,51.0,42.0,56.0,45.0,17.0,,12.0,3.0,,,,2.0,16.0,4.0,2.0,6.0,0.0,12.0,17.0,15.0,17.0,6.0,,8.0,1.0,,,,0.0,,,1.0,,,0.0,,,,,,,,,,,
157207976,Lëviathän,kazzak,10.0,2666.0,40.0,58.0,80.0,57.0,,0.0,33.0,50.0,33.0,67.0,,0.0,0.0,100.0,,75.0,,5.0,12.0,5.0,7.0,,1.0,6.0,4.0,9.0,6.0,,1.0,2.0,2.0,,4.0,,2.0,7.0,4.0,4.0,,0.0,2.0,2.0,3.0,4.0,,0.0,0.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,
159281279,Schockadin,burning-legion,60.0,2958.0,50.0,,,29.0,,100.0,100.0,50.0,50.0,17.0,50.0,0.0,0.0,40.0,25.0,100.0,0.0,2.0,,,7.0,,1.0,4.0,10.0,6.0,6.0,2.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,,,2.0,,1.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,,,86.0,,,7.0,,,6.0,,,,,,,,,
129437356,Bladewing,kaelthas,30.0,3730.0,62.0,,0.0,67.0,,40.0,75.0,80.0,33.0,0.0,100.0,50.0,,50.0,67.0,0.0,,8.0,,1.0,3.0,,5.0,4.0,5.0,3.0,1.0,2.0,2.0,,2.0,6.0,2.0,,5.0,,0.0,2.0,,2.0,3.0,4.0,1.0,0.0,2.0,1.0,,1.0,4.0,0.0,,,100.0,100.0,,14.0,6.0,,14.0,6.0,,,,,,,,,
142354110,Хампфи,howling-fjord,7.0,1153.0,0.0,100.0,,50.0,,,0.0,50.0,,,,,100.0,100.0,,100.0,100.0,1.0,1.0,,2.0,,,1.0,2.0,,,,,2.0,1.0,,1.0,1.0,0.0,1.0,,1.0,,,0.0,1.0,,,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
195332948,Miskinetta,hyjal,16.0,1079.0,33.0,,,0.0,,,0.0,67.0,50.0,100.0,,50.0,,,,100.0,50.0,3.0,,,1.0,,,3.0,3.0,2.0,1.0,,2.0,,,,1.0,2.0,1.0,,,0.0,,,0.0,2.0,1.0,1.0,,1.0,,,,1.0,1.0,0.0,,,1.0,,,0.0,,,0.0,1.0,0.0,,,,,,
158756857,Lumarmacil,conseil-des-ombres,19.0,1648.0,50.0,,,100.0,,100.0,100.0,100.0,67.0,33.0,,20.0,50.0,100.0,0.0,33.0,50.0,4.0,,,1.0,,3.0,3.0,1.0,3.0,3.0,,5.0,4.0,2.0,1.0,3.0,2.0,2.0,,,1.0,,3.0,3.0,1.0,2.0,1.0,,1.0,2.0,2.0,0.0,1.0,1.0,,,,,,,,,,50.0,2.0,1.0,,,,,,
177343689,Yokadina,twisting-nether,15.0,1961.0,0.0,,100.0,50.0,,,50.0,0.0,50.0,100.0,,,33.0,50.0,100.0,100.0,,1.0,,2.0,4.0,,,2.0,1.0,2.0,2.0,,,3.0,2.0,2.0,3.0,,0.0,,2.0,2.0,,,1.0,0.0,1.0,2.0,,,1.0,1.0,2.0,3.0,,,,0.0,,,1.0,,,0.0,,,,,,,,,
151779368,Sùnan,kirin-tor,14.0,950.0,100.0,100.0,0.0,,,,,14.0,,20.0,,,,,,,,1.0,1.0,1.0,,,,,7.0,,5.0,,,,,,,,1.0,1.0,0.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
117557214,Swolusdickus,blackhand,1.0,172.0,,,,,,,,,100.0,,,,,100.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
62804529,Tyr,bronze-dragonflight,3.0,11724.0,18.0,53.0,64.0,50.0,50.0,43.0,0.0,100.0,25.0,0.0,,,0.0,,0.0,,0.0,11.0,34.0,11.0,10.0,10.0,7.0,3.0,1.0,4.0,1.0,,,1.0,,2.0,,1.0,2.0,18.0,7.0,5.0,5.0,3.0,0.0,1.0,1.0,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,400.0,1.0,4.0,,,,,,
163252659,Ретрикс,howling-fjord,12.0,517.0,67.0,,,,,0.0,100.0,,100.0,,,100.0,50.0,0.0,,0.0,,3.0,,,,,1.0,1.0,,1.0,,,1.0,2.0,1.0,,2.0,,2.0,,,,,0.0,1.0,,1.0,,,1.0,1.0,0.0,,0.0,,100.0,,,1.0,,,1.0,,,,,,,,,,,
164644939,Valourholy,bronzebeard,14.0,417.0,,,,0.0,,,0.0,0.0,,,,,67.0,100.0,100.0,,,,,,2.0,,,1.0,1.0,,,,,3.0,2.0,1.0,,,,,,0.0,,,0.0,0.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,100.0,1.0,1.0,,,,,,
105235759,Атсассинка,howling-fjord,45.0,9359.0,42.0,100.0,100.0,29.0,,46.0,33.0,0.0,25.0,60.0,,56.0,25.0,33.0,33.0,33.0,0.0,12.0,1.0,1.0,7.0,,24.0,3.0,2.0,4.0,10.0,,18.0,4.0,3.0,3.0,15.0,5.0,5.0,1.0,1.0,2.0,,11.0,1.0,0.0,1.0,6.0,,10.0,1.0,1.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,,
153781037,Sôldi,twisting-nether,16.0,9.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
176200023,Plower,darksorrow,2.0,13901.0,37.0,51.0,46.0,52.0,44.0,42.0,50.0,43.0,52.0,71.0,35.0,,,,,,,49.0,51.0,46.0,31.0,18.0,24.0,14.0,7.0,29.0,7.0,17.0,,,,,,,18.0,26.0,21.0,16.0,8.0,10.0,7.0,3.0,15.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
103020607,Rôwmên,blackhand,12.0,5380.0,0.0,,0.0,,,0.0,,,62.0,,,,,,,,,1.0,,3.0,,,1.0,,,8.0,,,,,,,,,0.0,,0.0,,,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
98572179,Greycloak,kult-der-verdammten,43.0,113872.0,57.0,66.0,60.0,62.0,55.0,58.0,57.0,42.0,46.0,48.0,69.0,,62.0,67.0,50.0,25.0,100.0,191.0,320.0,283.0,258.0,232.0,111.0,49.0,31.0,57.0,31.0,16.0,,8.0,9.0,4.0,4.0,1.0,108.0,210.0,169.0,160.0,127.0,64.0,28.0,13.0,26.0,15.0,11.0,,5.0,6.0,2.0,1.0,1.0,,,,,,,,,,7400.0,2.0,148.0,,,,,,
102632056,Jaêlle,ysondre,9.0,926.0,100.0,,,100.0,,,100.0,,,100.0,,,,100.0,0.0,67.0,100.0,1.0,,,1.0,,,1.0,,,1.0,,,,3.0,1.0,3.0,1.0,1.0,,,1.0,,,1.0,,,1.0,,,,3.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,
183426821,Кофедарк,soulflayer,10.0,2694.0,80.0,100.0,,100.0,,75.0,20.0,60.0,50.0,50.0,25.0,,50.0,,,,,5.0,2.0,,1.0,,4.0,5.0,5.0,4.0,4.0,4.0,,2.0,,,,,4.0,2.0,,1.0,,3.0,1.0,3.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
187812697,Героический,soulflayer,30.0,6813.0,71.0,,,40.0,,25.0,50.0,100.0,83.0,100.0,0.0,80.0,43.0,75.0,60.0,43.0,50.0,7.0,,,5.0,,4.0,4.0,3.0,6.0,5.0,1.0,5.0,7.0,4.0,5.0,7.0,2.0,5.0,,,2.0,,1.0,2.0,3.0,5.0,5.0,0.0,4.0,3.0,3.0,3.0,3.0,1.0,50.0,100.0,75.0,2.0,3.0,8.0,1.0,3.0,6.0,,,,,,,50.0,4.0,2.0
94059619,Nîkïtâ,ysondre,111.0,204.0,,,,100.0,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
135841648,Unclejeffrey,ragnaros,21.0,4321.0,27.0,58.0,65.0,71.0,73.0,50.0,64.0,80.0,50.0,75.0,75.0,,,,,,,11.0,19.0,17.0,7.0,11.0,2.0,11.0,5.0,6.0,4.0,4.0,,,,,,,3.0,11.0,11.0,5.0,8.0,1.0,7.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
193576197,Paladey,hyjal,19.0,372.0,,,,0.0,,0.0,100.0,0.0,,0.0,,,0.0,67.0,0.0,,,,,,1.0,,1.0,1.0,1.0,,2.0,,,1.0,3.0,1.0,,,,,,0.0,,0.0,1.0,0.0,,0.0,,,0.0,2.0,0.0,,,,,,,,,,,,0.0,1.0,0.0,,,,,,
194770582,Cevans,silvermoon,18.0,648.0,33.0,,,67.0,,100.0,,50.0,0.0,67.0,,0.0,100.0,0.0,100.0,100.0,,3.0,,,3.0,,1.0,,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,,2.0,,1.0,,1.0,0.0,2.0,,0.0,1.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
197066139,Jidambe,archimonde,17.0,720.0,0.0,,,,,,100.0,50.0,0.0,50.0,,50.0,,50.0,100.0,100.0,20.0,1.0,,,,,,1.0,4.0,4.0,4.0,,2.0,,2.0,1.0,1.0,5.0,0.0,,,,,,1.0,2.0,0.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,57.0,7.0,4.0,,,,,,
119695899,Eckaz,uldaman,8.0,379.0,,,,,,,33.0,,,50.0,,0.0,,0.0,0.0,,,,,,,,,3.0,,,2.0,,1.0,,2.0,1.0,,,,,,,,,1.0,,,1.0,,0.0,,0.0,0.0,,,0.0,,,1.0,,,0.0,,,0.0,1.0,0.0,,,,,,
69127635,Zsk,drakthul,4.0,29413.0,51.0,46.0,44.0,46.0,60.0,26.0,67.0,67.0,40.0,89.0,,,,,,,,49.0,108.0,90.0,80.0,68.0,19.0,3.0,15.0,5.0,9.0,,,,,,,,25.0,50.0,40.0,37.0,41.0,5.0,2.0,10.0,2.0,8.0,,,,,,,,100.0,,,1.0,,,1.0,,,,,,,,,,,
