character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Ashran win_rate,Rated Eye of the Storm played,Ashran played,Rated Eye of the Storm won,Ashran won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Comp Stomp won,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
154424885,Aedera,ravencrest,1.0,355.0,0.0,,,,,50.0,,,,,,,,,0.0,,1.0,,,,,2.0,,,,,,,,,1.0,,0.0,,,,,1.0,,,,,,,,,0.0,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
168492364,Zvaukyna,silvermoon,77.0,28730.0,50.0,52.0,45.0,57.0,42.0,,52.0,56.0,51.0,57.0,40.0,89.0,67.0,38.0,67.0,67.0,16.0,91.0,51.0,47.0,38.0,,82.0,75.0,78.0,112.0,48.0,18.0,12.0,16.0,3.0,15.0,8.0,47.0,23.0,27.0,16.0,,43.0,42.0,40.0,64.0,19.0,16.0,8.0,6.0,2.0,10.0,67.0,25.0,3.0,4.0,2.0,1.0,,,,100.0,0.0,161.0,1.0,161.0,0.0,,,,33.0,3.0,1.0
54662368,Ironfoot,tyrande,6.0,4175.0,33.0,50.0,50.0,14.0,20.0,100.0,,,,,,,,,,,3.0,4.0,2.0,7.0,5.0,1.0,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93265847,Elhvind,ravencrest,8.0,2662.0,70.0,45.0,25.0,60.0,60.0,33.0,75.0,43.0,40.0,62.0,100.0,100.0,50.0,33.0,,100.0,10.0,11.0,4.0,5.0,5.0,3.0,8.0,7.0,5.0,8.0,3.0,1.0,2.0,3.0,,1.0,7.0,5.0,1.0,3.0,3.0,1.0,6.0,3.0,2.0,5.0,3.0,1.0,1.0,1.0,,1.0,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,
131858324,Eugeõ,hyjal,24.0,12962.0,59.0,100.0,,75.0,0.0,45.0,0.0,67.0,44.0,33.0,100.0,33.0,0.0,33.0,48.0,0.0,29.0,2.0,,8.0,2.0,31.0,3.0,3.0,9.0,6.0,1.0,3.0,1.0,3.0,27.0,1.0,17.0,2.0,,6.0,0.0,14.0,0.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,13.0,0.0,,,,,,,,,,100.0,62.0,47.0,8.0,47.0,5.0,,,,,,
157598724,Xeanøth,exodar,34.0,8859.0,85.0,,,62.0,,57.0,61.0,50.0,52.0,64.0,82.0,47.0,70.0,55.0,27.0,100.0,20.0,,,16.0,,23.0,18.0,24.0,21.0,22.0,22.0,17.0,30.0,20.0,11.0,4.0,17.0,,,10.0,,13.0,11.0,12.0,11.0,14.0,18.0,8.0,21.0,11.0,3.0,4.0,,,,,,,50.0,6.0,3.0,100.0,,1.0,,1.0,,,,,100.0,1.0,1.0
158135707,Warmiq,silvermoon,5.0,8017.0,56.0,43.0,68.0,54.0,59.0,43.0,60.0,,52.0,,,,0.0,,,,43.0,21.0,19.0,37.0,29.0,30.0,25.0,,27.0,,,,1.0,,,,24.0,9.0,13.0,20.0,17.0,13.0,15.0,,14.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
196142318,Оливьешька,deathguard,13.0,1256.0,,,,0.0,,75.0,75.0,0.0,67.0,0.0,,33.0,33.0,100.0,100.0,0.0,,,,1.0,,4.0,4.0,1.0,3.0,1.0,,3.0,3.0,1.0,1.0,1.0,,,,0.0,,3.0,3.0,0.0,2.0,0.0,,1.0,1.0,1.0,1.0,0.0,100.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
156617032,Flatteau,ravencrest,2.0,138.0,,,,,,,,,,,,,0.0,,100.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
79069719,Skioeskao,nemesis,5.0,26900.0,45.0,50.0,23.0,42.0,40.0,71.0,29.0,32.0,0.0,62.0,25.0,,,,,,33.0,22.0,13.0,12.0,25.0,17.0,7.0,25.0,5.0,29.0,4.0,,,,,,15.0,11.0,3.0,5.0,10.0,12.0,2.0,8.0,0.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
149310134,Isvalah,tyrande,12.0,2341.0,33.0,40.0,29.0,40.0,40.0,60.0,29.0,50.0,80.0,50.0,,0.0,,50.0,50.0,100.0,3.0,5.0,7.0,5.0,5.0,5.0,7.0,4.0,5.0,6.0,,1.0,,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,,0.0,,1.0,1.0,3.0,,25.0,,4.0,,1.0,,,,,,,,,,,,,,,
89098463,Kurtis,dalaran,4.0,16341.0,40.0,30.0,19.0,43.0,40.0,68.0,45.0,20.0,39.0,40.0,0.0,,,,,,35.0,30.0,31.0,28.0,25.0,22.0,31.0,5.0,31.0,10.0,5.0,,,,,,14.0,9.0,6.0,12.0,10.0,15.0,14.0,1.0,12.0,4.0,0.0,,,,,,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,
154876690,Tolstein,los-errantes,6.0,196.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132657872,Shakys,sanguino,26.0,1397.0,,40.0,67.0,0.0,100.0,0.0,33.0,,67.0,100.0,33.0,33.0,0.0,,,,,5.0,3.0,1.0,1.0,1.0,3.0,,3.0,4.0,3.0,3.0,1.0,,,,,2.0,2.0,0.0,1.0,0.0,1.0,,2.0,4.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
155789000,Buby,azjolnerub,14.0,1312.0,,,,100.0,,50.0,50.0,33.0,67.0,67.0,,0.0,100.0,67.0,60.0,,,,,3.0,,2.0,4.0,3.0,3.0,3.0,,1.0,2.0,3.0,5.0,,,,,3.0,,1.0,2.0,1.0,2.0,2.0,,0.0,2.0,2.0,3.0,,,33.0,,3.0,,1.0,0.0,5.0,0.0,,,,,,,,,,,,
196074443,Gambakufu,silvermoon,32.0,1230.0,,,,50.0,,,67.0,67.0,33.0,86.0,,0.0,20.0,25.0,,0.0,,,,4.0,,,3.0,6.0,6.0,7.0,,4.0,5.0,4.0,,2.0,,,,2.0,,,2.0,4.0,2.0,6.0,,0.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,
173954705,Тринкиэм,gordunni,1.0,275.0,0.0,,,,,0.0,,,,,,,,0.0,,,1.0,,,,,2.0,,,,,,,,1.0,,,0.0,,,,,0.0,,,,,,,,0.0,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
98180293,Мркавай,gordunni,50.0,21663.0,78.0,59.0,57.0,58.0,46.0,92.0,36.0,37.0,39.0,54.0,69.0,50.0,29.0,50.0,33.0,100.0,49.0,41.0,42.0,33.0,37.0,38.0,36.0,30.0,28.0,24.0,35.0,8.0,7.0,2.0,3.0,2.0,38.0,24.0,24.0,19.0,17.0,35.0,13.0,11.0,11.0,13.0,24.0,4.0,2.0,1.0,1.0,2.0,,100.0,,1.0,,1.0,,,,,0.0,,3.0,,0.0,,,,,,
136938662,Komaster,todeswache,6.0,4186.0,50.0,49.0,11.0,60.0,,100.0,100.0,40.0,100.0,50.0,,100.0,0.0,,100.0,0.0,8.0,35.0,9.0,5.0,,5.0,1.0,5.0,1.0,2.0,,1.0,1.0,,1.0,2.0,4.0,17.0,1.0,3.0,,5.0,1.0,2.0,1.0,1.0,,1.0,0.0,,1.0,0.0,,50.0,,2.0,,1.0,100.0,1.0,1.0,,,,,,,,,,,,
136676508,Tonínoo,dun-modr,22.0,6186.0,67.0,75.0,50.0,56.0,0.0,33.0,54.0,57.0,33.0,50.0,67.0,67.0,53.0,40.0,,70.0,3.0,8.0,8.0,9.0,2.0,3.0,13.0,23.0,12.0,20.0,3.0,12.0,15.0,15.0,,10.0,2.0,6.0,4.0,5.0,0.0,1.0,7.0,13.0,4.0,10.0,2.0,8.0,8.0,6.0,,7.0,50.0,100.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
194466614,Narletto,pozzo-delleternità,17.0,2730.0,0.0,,,,,67.0,60.0,33.0,100.0,33.0,,50.0,50.0,67.0,100.0,67.0,2.0,,,,,3.0,10.0,3.0,2.0,12.0,,2.0,2.0,6.0,2.0,3.0,0.0,,,,,2.0,6.0,1.0,2.0,4.0,,1.0,1.0,4.0,2.0,2.0,,0.0,,2.0,,0.0,100.0,1.0,1.0,,0.0,,1.0,,0.0,50.0,2.0,1.0,,,
174048729,Telariasse,hyjal,1.0,27.0,100.0,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81816192,Clëment,dun-modr,72.0,5852.0,0.0,100.0,,64.0,,50.0,58.0,38.0,58.0,45.0,100.0,40.0,45.0,39.0,0.0,47.0,2.0,1.0,,11.0,,2.0,12.0,21.0,12.0,11.0,1.0,15.0,11.0,18.0,1.0,19.0,0.0,1.0,,7.0,,1.0,7.0,8.0,7.0,5.0,1.0,6.0,5.0,7.0,0.0,9.0,88.0,0.0,8.0,1.0,7.0,0.0,,,,,,,,,,,,,,,
188816907,Grilohr,silvermoon,20.0,1522.0,100.0,60.0,0.0,0.0,,,67.0,56.0,20.0,50.0,50.0,67.0,,,,,1.0,10.0,1.0,1.0,,,3.0,9.0,5.0,4.0,2.0,3.0,,,,,1.0,6.0,0.0,0.0,,,2.0,5.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
161139848,Азъгардец,gordunni,17.0,25225.0,78.0,58.0,46.0,52.0,65.0,73.0,63.0,54.0,48.0,66.0,77.0,50.0,0.0,,38.0,75.0,46.0,48.0,74.0,73.0,26.0,49.0,41.0,48.0,44.0,64.0,22.0,4.0,1.0,,8.0,4.0,36.0,28.0,34.0,38.0,17.0,36.0,26.0,26.0,21.0,42.0,17.0,2.0,0.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
184850195,Rytrrox,archimonde,9.0,3178.0,25.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,,,25.0,0.0,67.0,0.0,4.0,,,1.0,,2.0,1.0,2.0,2.0,1.0,,,4.0,1.0,3.0,1.0,1.0,,,0.0,,2.0,1.0,0.0,0.0,0.0,,,1.0,0.0,2.0,0.0,,100.0,,1.0,,1.0,,,,,50.0,,4.0,,2.0,,,,,,
181762404,Кеейс,deathguard,13.0,699.0,0.0,,,0.0,,,33.0,0.0,0.0,100.0,,100.0,33.0,100.0,100.0,0.0,1.0,,,1.0,,,3.0,1.0,1.0,2.0,,1.0,3.0,1.0,1.0,1.0,0.0,,,0.0,,,1.0,0.0,0.0,2.0,,1.0,1.0,1.0,1.0,0.0,,100.0,,1.0,,1.0,100.0,1.0,1.0,,,,,,,,,,,,
108200144,Palpàdin,antonidas,11.0,919.0,100.0,,,50.0,,100.0,,,50.0,,100.0,33.0,,,50.0,100.0,1.0,,,2.0,,1.0,,,2.0,,1.0,3.0,,,2.0,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,100.0,0.0,3.0,3.0,3.0,0.0,,,,,,
175954642,Гипермадара,howling-fjord,9.0,4064.0,38.0,,,100.0,,30.0,100.0,100.0,67.0,100.0,,100.0,100.0,33.0,56.0,75.0,8.0,,,6.0,,10.0,2.0,2.0,6.0,1.0,,4.0,2.0,3.0,9.0,4.0,3.0,,,6.0,,3.0,2.0,2.0,4.0,1.0,,4.0,2.0,1.0,5.0,3.0,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,
157684522,Telperion,conseil-des-ombres,21.0,9999.0,75.0,100.0,,86.0,50.0,80.0,59.0,60.0,42.0,70.0,,55.0,58.0,40.0,56.0,33.0,4.0,1.0,,7.0,2.0,5.0,17.0,10.0,12.0,10.0,,11.0,12.0,10.0,9.0,3.0,3.0,1.0,,6.0,1.0,4.0,10.0,6.0,5.0,7.0,,6.0,7.0,4.0,5.0,1.0,,0.0,,2.0,,0.0,100.0,1.0,1.0,100.0,,1.0,,1.0,,,,,,,
81192575,Pîtpull,frostwolf,25.0,11786.0,50.0,52.0,77.0,42.0,61.0,38.0,44.0,50.0,100.0,30.0,100.0,80.0,25.0,100.0,0.0,50.0,10.0,54.0,74.0,26.0,33.0,21.0,16.0,8.0,6.0,10.0,1.0,5.0,4.0,1.0,1.0,2.0,5.0,28.0,57.0,11.0,20.0,8.0,7.0,4.0,6.0,3.0,1.0,4.0,1.0,1.0,0.0,1.0,,,,,,,,,,100.0,100.0,1.0,1.0,1.0,1.0,,,,,,
195968262,Реймон,gordunni,7.0,658.0,80.0,,,100.0,,,,67.0,100.0,,,,100.0,50.0,,100.0,5.0,,,1.0,,,,3.0,1.0,,,,1.0,2.0,,2.0,4.0,,,1.0,,,,2.0,1.0,,,,1.0,1.0,,2.0,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,
98623220,Malteschrek,zuluhed,51.0,28174.0,62.0,42.0,52.0,59.0,50.0,51.0,42.0,40.0,47.0,50.0,57.0,50.0,100.0,50.0,50.0,,65.0,62.0,61.0,29.0,72.0,43.0,38.0,15.0,30.0,12.0,7.0,10.0,1.0,2.0,2.0,,40.0,26.0,32.0,17.0,36.0,22.0,16.0,6.0,14.0,6.0,4.0,5.0,1.0,1.0,1.0,,,,,,,,,,,100.0,0.0,1.0,1.0,1.0,0.0,,,,,,
175140342,Kaninskydd,silvermoon,82.0,2804.0,50.0,,,100.0,,40.0,29.0,78.0,25.0,50.0,,0.0,57.0,33.0,67.0,43.0,6.0,,,5.0,,5.0,7.0,9.0,8.0,2.0,,2.0,7.0,6.0,3.0,7.0,3.0,,,5.0,,2.0,2.0,7.0,2.0,1.0,,0.0,4.0,2.0,2.0,3.0,,25.0,,4.0,,1.0,,,,,100.0,,1.0,,1.0,,,,,,
149168674,Lozi,bloodhoof,7.0,1154.0,,,,100.0,,,57.0,50.0,60.0,67.0,100.0,50.0,75.0,40.0,,75.0,,,,2.0,,,7.0,6.0,5.0,3.0,1.0,2.0,4.0,5.0,,4.0,,,,2.0,,,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,
33534338,Бравик,howling-fjord,29.0,17241.0,43.0,51.0,67.0,64.0,55.0,47.0,73.0,57.0,56.0,56.0,75.0,,0.0,50.0,100.0,100.0,49.0,53.0,45.0,33.0,29.0,15.0,11.0,7.0,25.0,18.0,4.0,,1.0,2.0,1.0,1.0,21.0,27.0,30.0,21.0,16.0,7.0,8.0,4.0,14.0,10.0,3.0,,0.0,1.0,1.0,1.0,,0.0,,1.0,,0.0,,,,100.0,,1.0,,1.0,,,,,,,
225713693,Azshandris,sylvanas,9.0,5580.0,50.0,0.0,0.0,33.0,0.0,50.0,,,,0.0,100.0,,0.0,100.0,0.0,0.0,20.0,2.0,4.0,3.0,1.0,4.0,,,,3.0,1.0,,1.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,2.0,,,,0.0,1.0,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
175247733,Vödkä,dalaran,45.0,1182.0,20.0,,,100.0,,33.0,100.0,25.0,0.0,100.0,,0.0,11.0,0.0,0.0,20.0,5.0,,,1.0,,3.0,1.0,4.0,2.0,1.0,,1.0,9.0,2.0,3.0,5.0,1.0,,,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,33.0,,3.0,,1.0,,,,,,,,,,,,,,,
194150373,Эмундсон,gordunni,95.0,132.0,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
166595903,Odiin,hyjal,9.0,1535.0,,,,0.0,,67.0,50.0,100.0,50.0,0.0,,100.0,,,100.0,,,,,2.0,,3.0,2.0,1.0,2.0,1.0,,1.0,,,2.0,,,,,0.0,,2.0,1.0,1.0,1.0,0.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,
90736280,Paltemps,kaelthas,7.0,927.0,29.0,0.0,67.0,,40.0,0.0,67.0,67.0,,50.0,,,,,,,7.0,2.0,6.0,,5.0,2.0,3.0,3.0,,2.0,,,,,,,2.0,0.0,4.0,,2.0,0.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
112998208,Senzatie,ravencrest,5.0,418.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,
246126056,Аркним,gordunni,22.0,1424.0,0.0,,,75.0,,50.0,100.0,0.0,33.0,40.0,,75.0,67.0,100.0,67.0,0.0,1.0,,,4.0,,2.0,1.0,1.0,3.0,5.0,,4.0,3.0,1.0,3.0,1.0,0.0,,,3.0,,1.0,1.0,0.0,1.0,2.0,,3.0,2.0,1.0,2.0,0.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
127593735,Форстарлинг,blackscar,10.0,11294.0,73.0,53.0,41.0,53.0,33.0,84.0,46.0,52.0,35.0,43.0,20.0,0.0,,,100.0,,15.0,34.0,29.0,19.0,27.0,19.0,13.0,25.0,17.0,21.0,10.0,1.0,,,2.0,,11.0,18.0,12.0,10.0,9.0,16.0,6.0,13.0,6.0,9.0,2.0,0.0,,,2.0,,,,,,,,0.0,1.0,0.0,100.0,,1.0,,1.0,,,,,,,
159224037,Mixilpixil,stormscale,5.0,1320.0,33.0,0.0,,100.0,,50.0,0.0,,,100.0,,100.0,100.0,,100.0,,6.0,1.0,,2.0,,6.0,1.0,,,2.0,,3.0,1.0,,1.0,,2.0,0.0,,2.0,,3.0,0.0,,,2.0,,3.0,1.0,,1.0,,,67.0,,3.0,,2.0,75.0,4.0,3.0,,,,,,,,,,,,
190255397,Dësire,frostmane,18.0,15760.0,61.0,39.0,38.0,30.0,47.0,74.0,47.0,46.0,55.0,60.0,48.0,56.0,33.0,60.0,60.0,100.0,54.0,51.0,50.0,27.0,43.0,38.0,45.0,26.0,55.0,40.0,29.0,9.0,3.0,5.0,5.0,2.0,33.0,20.0,19.0,8.0,20.0,28.0,21.0,12.0,30.0,24.0,14.0,5.0,1.0,3.0,3.0,2.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
169474145,Spunkadin,argent-dawn,254.0,87.0,,,,,,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153078382,Anorwen,pozzo-delleternità,14.0,4849.0,42.0,25.0,0.0,44.0,,50.0,14.0,0.0,33.0,50.0,31.0,43.0,0.0,67.0,100.0,,12.0,4.0,6.0,9.0,,20.0,7.0,2.0,3.0,10.0,16.0,7.0,1.0,3.0,4.0,,5.0,1.0,0.0,4.0,,10.0,1.0,0.0,1.0,5.0,5.0,3.0,0.0,2.0,4.0,,,,,,,,,,,100.0,0.0,1.0,1.0,1.0,0.0,,,,,,
157065923,Lightcrusade,silvermoon,38.0,16092.0,64.0,49.0,51.0,61.0,59.0,42.0,61.0,50.0,44.0,25.0,50.0,100.0,,,,,92.0,79.0,93.0,72.0,54.0,19.0,31.0,6.0,50.0,4.0,6.0,1.0,,,,,59.0,39.0,47.0,44.0,32.0,8.0,19.0,3.0,22.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
162412748,Тайдэ,howling-fjord,3.0,736.0,,,,50.0,,,,,0.0,67.0,,86.0,67.0,100.0,,0.0,,,,2.0,,,,,1.0,3.0,,7.0,3.0,2.0,,1.0,,,,1.0,,,,,0.0,2.0,,6.0,2.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,
157088194,Kanikio,culte-de-la-rive-noire,6.0,15731.0,47.0,58.0,50.0,50.0,51.0,67.0,67.0,33.0,50.0,60.0,50.0,67.0,20.0,0.0,,33.0,34.0,31.0,50.0,44.0,45.0,15.0,3.0,6.0,6.0,5.0,2.0,6.0,5.0,2.0,,3.0,16.0,18.0,25.0,22.0,23.0,10.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
157737017,Samzzii,ravencrest,37.0,323.0,,,100.0,,,,67.0,100.0,0.0,67.0,,,,,,,,,1.0,,,,3.0,1.0,1.0,3.0,,,,,,,,,1.0,,,,2.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100816104,Kilodan,hellfire,3.0,317.0,,,,,0.0,100.0,0.0,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156107829,Oscår,kazzak,23.0,22590.0,46.0,33.0,51.0,41.0,34.0,51.0,50.0,50.0,53.0,50.0,,,,100.0,,,96.0,141.0,90.0,93.0,82.0,39.0,26.0,4.0,19.0,2.0,,,,1.0,,,44.0,46.0,46.0,38.0,28.0,20.0,13.0,2.0,10.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
111697314,Mattii,aegwynn,11.0,4925.0,69.0,10.0,40.0,39.0,100.0,80.0,56.0,40.0,46.0,43.0,100.0,67.0,0.0,62.0,0.0,33.0,13.0,10.0,10.0,23.0,3.0,5.0,9.0,10.0,13.0,7.0,3.0,3.0,4.0,8.0,2.0,6.0,9.0,1.0,4.0,9.0,3.0,4.0,5.0,4.0,6.0,3.0,3.0,2.0,0.0,5.0,0.0,2.0,,0.0,,1.0,,0.0,0.0,2.0,0.0,100.0,0.0,1.0,2.0,1.0,0.0,,,,,,
25277567,Ноте,gordunni,42.0,22802.0,51.0,66.0,60.0,52.0,40.0,53.0,50.0,64.0,47.0,75.0,67.0,0.0,50.0,,0.0,0.0,88.0,87.0,90.0,77.0,68.0,36.0,10.0,11.0,15.0,8.0,3.0,1.0,2.0,,1.0,1.0,45.0,57.0,54.0,40.0,27.0,19.0,5.0,7.0,7.0,6.0,2.0,0.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
93167704,Nôldôr,colinas-pardas,12.0,6190.0,33.0,17.0,50.0,0.0,78.0,79.0,50.0,50.0,0.0,20.0,100.0,,,0.0,50.0,,3.0,6.0,4.0,1.0,18.0,14.0,2.0,4.0,1.0,5.0,1.0,,,1.0,2.0,,1.0,1.0,2.0,0.0,14.0,11.0,1.0,2.0,0.0,1.0,1.0,,,0.0,1.0,,,,,,,,,,,100.0,,2.0,,2.0,,,,,,,
106403243,Kiwikopf,blackhand,13.0,1817.0,33.0,40.0,67.0,0.0,,,25.0,33.0,50.0,80.0,,,,,,100.0,3.0,5.0,3.0,1.0,,,4.0,3.0,2.0,5.0,,,,,,1.0,1.0,2.0,2.0,0.0,,,1.0,1.0,1.0,4.0,,,,,,1.0,,,,,,,,,,100.0,,2.0,,2.0,,,,,,,
177120717,Kpala,sanguino,18.0,1161.0,50.0,,,,,50.0,33.0,75.0,67.0,50.0,,0.0,67.0,0.0,33.0,50.0,4.0,,,,,2.0,3.0,4.0,3.0,2.0,,2.0,3.0,1.0,3.0,2.0,2.0,,,,,1.0,1.0,3.0,2.0,1.0,,0.0,2.0,0.0,1.0,1.0,,60.0,,5.0,,3.0,,,,,,,,,,,,,,,
139160288,Lootbear,azjolnerub,14.0,15639.0,76.0,36.0,30.0,61.0,50.0,38.0,70.0,67.0,55.0,0.0,100.0,100.0,75.0,,50.0,,68.0,67.0,69.0,28.0,32.0,13.0,10.0,3.0,11.0,2.0,4.0,1.0,4.0,,4.0,,52.0,24.0,21.0,17.0,16.0,5.0,7.0,2.0,6.0,0.0,4.0,1.0,3.0,,2.0,,,40.0,,5.0,,2.0,,,,,,,,,,,,,,,
147815072,Valheera,blackmoore,9.0,343.0,,,,,,,,100.0,,,,,100.0,0.0,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
59996035,Oirgipaladin,hellfire,47.0,6970.0,64.0,53.0,53.0,46.0,67.0,62.0,50.0,,47.0,50.0,100.0,100.0,100.0,100.0,50.0,,36.0,17.0,17.0,26.0,21.0,21.0,12.0,,15.0,2.0,1.0,1.0,1.0,2.0,2.0,,23.0,9.0,9.0,12.0,14.0,13.0,6.0,,7.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,33.0,3.0,1.0,,,,,,,,,,,,
187835499,Асогири,gordunni,74.0,1126.0,,,,,,100.0,0.0,,,,,,,,100.0,,,,,,,3.0,1.0,,,,,,,,1.0,,,,,,,3.0,0.0,,,,,,,,1.0,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
