character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Isle of Conquest win_rate,Temple of Kotmogu win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Isle of Conquest played,Temple of Kotmogu played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Alterac Valley won,Isle of Conquest won,Temple of Kotmogu won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Ashran win_rate,Ashran played,Ashran won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
113620817,Cykapala,ravencrest,15.0,3411.0,67.0,67.0,17.0,67.0,25.0,75.0,100.0,3.0,3.0,6.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,,,53.0,,50.0,86.0,100.0,,100.0,,,,50.0,,,15.0,,4.0,7.0,2.0,,1.0,,,,4.0,,,8.0,,2.0,6.0,2.0,,1.0,,,,2.0,,,,,,,,,
118609313,Wipepower,ravencrest,26.0,2890.0,78.0,17.0,100.0,86.0,33.0,75.0,33.0,9.0,6.0,2.0,7.0,3.0,4.0,6.0,7.0,1.0,2.0,6.0,1.0,3.0,2.0,,,100.0,,50.0,100.0,100.0,100.0,,,,0.0,0.0,,,4.0,,2.0,1.0,1.0,1.0,,,,1.0,1.0,,,4.0,,1.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,1.0,0.0,,,,,,
154500117,Heavydrink,ravencrest,54.0,6057.0,33.0,75.0,65.0,71.0,67.0,87.0,,6.0,4.0,23.0,21.0,15.0,23.0,,2.0,3.0,15.0,15.0,10.0,20.0,,,,80.0,,65.0,77.0,93.0,60.0,,0.0,,,73.0,,,10.0,,17.0,13.0,14.0,5.0,,1.0,,,11.0,,,8.0,,11.0,10.0,13.0,3.0,,0.0,,,8.0,100.0,2.0,2.0,,,,,,
150589968,Unluck,nemesis,49.0,971.0,,100.0,33.0,,100.0,33.0,0.0,,1.0,3.0,,2.0,3.0,3.0,,1.0,1.0,,2.0,1.0,0.0,100.0,,,,50.0,50.0,0.0,,50.0,,,,0.0,1.0,,,,4.0,2.0,1.0,,2.0,,,,1.0,1.0,,,,2.0,1.0,0.0,,1.0,,,,0.0,0.0,1.0,0.0,,,,,,
77877412,Kenra,dun-morogh,39.0,8763.0,0.0,0.0,,100.0,0.0,,,1.0,2.0,,1.0,1.0,,,0.0,0.0,,1.0,0.0,,,60.0,67.0,100.0,,,0.0,0.0,,,,,,,5.0,3.0,1.0,,,1.0,1.0,,,,,,,3.0,2.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,
188051410,Askhan,chamber-of-aspects,15.0,508.0,,,0.0,0.0,,,,,,1.0,2.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180191286,Альтошка,gordunni,17.0,3076.0,75.0,0.0,25.0,71.0,100.0,0.0,50.0,4.0,1.0,4.0,7.0,1.0,2.0,2.0,3.0,0.0,1.0,5.0,1.0,0.0,1.0,33.0,,67.0,,25.0,43.0,67.0,,0.0,,,,33.0,6.0,,3.0,,4.0,7.0,6.0,,1.0,,,,3.0,2.0,,2.0,,1.0,3.0,4.0,,0.0,,,,1.0,100.0,2.0,2.0,,,,,,
148814723,Bohen,blackmoore,39.0,9053.0,32.0,25.0,0.0,56.0,40.0,67.0,75.0,22.0,4.0,4.0,9.0,5.0,3.0,8.0,7.0,1.0,0.0,5.0,2.0,2.0,6.0,50.0,0.0,33.0,0.0,40.0,50.0,60.0,200.0,50.0,,100.0,,100.0,2.0,1.0,3.0,1.0,10.0,6.0,5.0,1.0,2.0,,2.0,,3.0,1.0,0.0,1.0,0.0,4.0,3.0,3.0,2.0,1.0,,2.0,,3.0,50.0,2.0,1.0,,,,,,
166734171,Zelaeya,blackmoore,14.0,32.0,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226283851,Doríáth,sylvanas,47.0,56222.0,38.0,58.0,57.0,58.0,40.0,50.0,31.0,29.0,19.0,28.0,12.0,15.0,12.0,13.0,11.0,11.0,16.0,7.0,6.0,6.0,4.0,67.0,43.0,39.0,46.0,43.0,59.0,45.0,,43.0,,,,44.0,6.0,7.0,23.0,13.0,21.0,27.0,20.0,,7.0,,,,18.0,4.0,3.0,9.0,6.0,9.0,16.0,9.0,,3.0,,,,8.0,,,,,,,,,
136938662,Komaster,todeswache,6.0,4186.0,50.0,100.0,50.0,100.0,0.0,,100.0,8.0,5.0,2.0,1.0,1.0,,1.0,4.0,5.0,1.0,1.0,0.0,,1.0,49.0,11.0,60.0,,100.0,40.0,100.0,,,100.0,,,0.0,35.0,9.0,5.0,,1.0,5.0,1.0,,,1.0,,,2.0,17.0,1.0,3.0,,1.0,2.0,1.0,,,1.0,,,0.0,50.0,2.0,1.0,,,,,,
193091808,Thaladriana,aegwynn,17.0,8020.0,44.0,67.0,80.0,87.0,53.0,43.0,100.0,9.0,9.0,15.0,15.0,15.0,7.0,2.0,4.0,6.0,12.0,13.0,8.0,3.0,2.0,75.0,0.0,44.0,12.0,53.0,50.0,59.0,50.0,57.0,,,50.0,36.0,4.0,1.0,9.0,8.0,17.0,26.0,22.0,4.0,7.0,,,8.0,14.0,3.0,0.0,4.0,1.0,9.0,13.0,13.0,2.0,4.0,,,4.0,5.0,33.0,6.0,2.0,,,,,,
158006360,Erokan,antonidas,33.0,48229.0,52.0,51.0,68.0,50.0,67.0,,,90.0,96.0,31.0,2.0,3.0,,,47.0,49.0,21.0,1.0,2.0,,,45.0,43.0,47.0,44.0,51.0,38.0,60.0,,60.0,,,,33.0,251.0,175.0,187.0,180.0,142.0,29.0,73.0,,5.0,,,,3.0,113.0,76.0,88.0,80.0,73.0,11.0,44.0,,3.0,,,,1.0,0.0,2.0,0.0,,,,,,
149922389,Verdikt,alleria,13.0,3767.0,60.0,100.0,43.0,0.0,57.0,,80.0,5.0,4.0,14.0,4.0,7.0,,5.0,3.0,4.0,6.0,0.0,4.0,,4.0,50.0,20.0,100.0,0.0,31.0,40.0,67.0,,67.0,,100.0,,100.0,8.0,5.0,9.0,1.0,13.0,5.0,3.0,,3.0,,4.0,,2.0,4.0,1.0,9.0,0.0,4.0,2.0,2.0,,2.0,,4.0,,2.0,,,,,,,,,
86214439,Zaboula,ysondre,24.0,10953.0,0.0,100.0,75.0,0.0,50.0,0.0,,3.0,2.0,24.0,1.0,2.0,2.0,,0.0,2.0,18.0,0.0,1.0,0.0,,59.0,56.0,54.0,50.0,41.0,65.0,57.0,,60.0,,100.0,,,22.0,16.0,37.0,18.0,22.0,20.0,21.0,,25.0,,1.0,,,13.0,9.0,20.0,9.0,9.0,13.0,12.0,,15.0,,1.0,,,,,,,,,,,
226400871,Zaxonia,sylvanas,41.0,6178.0,53.0,67.0,57.0,0.0,50.0,75.0,,15.0,6.0,7.0,2.0,4.0,4.0,,8.0,4.0,4.0,0.0,2.0,3.0,,83.0,100.0,0.0,,67.0,33.0,50.0,,100.0,0.0,,25.0,100.0,6.0,1.0,2.0,,3.0,3.0,4.0,,2.0,1.0,,16.0,1.0,5.0,1.0,0.0,,2.0,1.0,2.0,,2.0,0.0,,4.0,1.0,15.0,20.0,3.0,,,,,,
197735942,Ghorl,archimonde,34.0,1490.0,0.0,100.0,40.0,50.0,33.0,50.0,50.0,3.0,1.0,5.0,4.0,3.0,4.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,,,33.0,,50.0,17.0,43.0,75.0,,,,,67.0,,,3.0,,4.0,6.0,7.0,4.0,,,,,9.0,,,1.0,,2.0,1.0,3.0,3.0,,,,,6.0,0.0,1.0,0.0,,,,,,
78973088,Киирраа,gordunni,44.0,29121.0,46.0,66.0,68.0,100.0,,0.0,,26.0,29.0,19.0,1.0,,1.0,,12.0,19.0,13.0,1.0,,0.0,,51.0,39.0,59.0,46.0,58.0,69.0,57.0,,54.0,0.0,,,,136.0,80.0,66.0,56.0,50.0,26.0,63.0,,13.0,1.0,,,,69.0,31.0,39.0,26.0,29.0,18.0,36.0,,7.0,0.0,,,,,,,,,,,,
166002765,Gerlak,malfurion,17.0,904.0,100.0,,50.0,33.0,,0.0,,4.0,,4.0,3.0,,1.0,,4.0,,2.0,1.0,,0.0,,,,,,100.0,50.0,,,,,,,0.0,,,,,1.0,2.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,,0.0,,,,,,,,,
148268233,Dunkelzerg,blackmoore,81.0,342.0,,,,100.0,,,0.0,,,,2.0,,,1.0,,,,2.0,,,0.0,,,0.0,,67.0,,0.0,0.0,,,,,0.0,,,2.0,,3.0,,1.0,1.0,,,,,1.0,,,0.0,,2.0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,,,,,,
136520771,Ethelle,outland,28.0,8636.0,50.0,67.0,56.0,75.0,88.0,67.0,33.0,8.0,12.0,27.0,4.0,8.0,6.0,18.0,4.0,8.0,15.0,3.0,7.0,4.0,6.0,40.0,60.0,54.0,0.0,60.0,43.0,82.0,,33.0,100.0,,0.0,67.0,25.0,5.0,28.0,2.0,10.0,14.0,11.0,,3.0,2.0,,2.0,12.0,10.0,3.0,15.0,0.0,6.0,6.0,9.0,,1.0,2.0,,0.0,8.0,33.0,12.0,4.0,,,,,,
195803253,Boblashdk,silvermoon,36.0,1683.0,100.0,25.0,57.0,78.0,60.0,50.0,100.0,2.0,4.0,7.0,9.0,5.0,4.0,1.0,2.0,1.0,4.0,7.0,3.0,2.0,1.0,,,0.0,,38.0,25.0,40.0,57.0,,,,0.0,22.0,,,1.0,,8.0,4.0,5.0,7.0,,,,2.0,9.0,,,0.0,,3.0,1.0,2.0,4.0,,,,0.0,2.0,20.0,5.0,1.0,,,,,,
174223715,Valotrolli,twisting-nether,10.0,214.0,100.0,0.0,,100.0,50.0,,,1.0,1.0,,1.0,2.0,,,1.0,0.0,,1.0,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,
158586260,Éh,la-croisade-écarlate,22.0,7734.0,50.0,67.0,67.0,0.0,67.0,,100.0,16.0,12.0,6.0,1.0,3.0,,1.0,8.0,8.0,4.0,0.0,2.0,,1.0,59.0,41.0,35.0,53.0,52.0,100.0,55.0,,,,100.0,,,32.0,22.0,23.0,15.0,29.0,3.0,20.0,,,,1.0,,,19.0,9.0,8.0,8.0,15.0,3.0,11.0,,,,1.0,,,,,,,,,,,
145420670,Tramleth,argent-dawn,3.0,947.0,,,100.0,,,,,,,2.0,,,,,,,2.0,,,,,50.0,0.0,,,100.0,,100.0,,50.0,,,,,2.0,1.0,,,1.0,,1.0,,2.0,,,,,1.0,0.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,
214836177,Auera,sylvanas,61.0,10328.0,60.0,56.0,65.0,,,,20.0,42.0,25.0,17.0,,,,5.0,25.0,14.0,11.0,,,,1.0,66.0,47.0,63.0,50.0,52.0,23.0,59.0,,25.0,,,80.0,,32.0,19.0,27.0,20.0,25.0,13.0,17.0,,4.0,,,5.0,,21.0,9.0,17.0,10.0,13.0,3.0,10.0,,1.0,,,4.0,,,,,,,,,,
174509571,Kethmil,dun-modr,7.0,382.0,33.0,100.0,,,0.0,,100.0,3.0,1.0,,,1.0,,1.0,1.0,1.0,,,0.0,,1.0,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
69296778,Wtsfood,stormscale,12.0,17680.0,43.0,64.0,100.0,,,,25.0,134.0,39.0,2.0,,,,4.0,58.0,25.0,2.0,,,,1.0,62.0,52.0,55.0,46.0,43.0,,88.0,,0.0,,,,,97.0,77.0,85.0,83.0,7.0,,8.0,,1.0,,,,,60.0,40.0,47.0,38.0,3.0,,7.0,,0.0,,,,,100.0,2.0,2.0,,,,,,
171490413,Celene,cthun,76.0,23731.0,35.0,45.0,53.0,40.0,50.0,60.0,100.0,51.0,44.0,15.0,5.0,2.0,5.0,1.0,18.0,20.0,8.0,2.0,1.0,3.0,1.0,48.0,39.0,48.0,51.0,55.0,31.0,69.0,,100.0,100.0,,,100.0,110.0,62.0,66.0,91.0,11.0,13.0,13.0,,3.0,1.0,,,1.0,53.0,24.0,32.0,46.0,6.0,4.0,9.0,,3.0,1.0,,,1.0,100.0,1.0,1.0,,,,,,
154941449,Chavyboi,ravencrest,36.0,611.0,100.0,,,100.0,,,33.0,1.0,,,1.0,,,3.0,1.0,,,1.0,,,1.0,,,100.0,,0.0,100.0,0.0,,,,,,0.0,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,1.0,,0.0,1.0,0.0,,,,,,0.0,33.0,3.0,1.0,,,,,,
156035532,Astrophobia,tarren-mill,26.0,1618.0,100.0,43.0,20.0,50.0,100.0,100.0,60.0,1.0,7.0,5.0,4.0,2.0,2.0,5.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,,,25.0,,50.0,,50.0,,,,,,67.0,,,4.0,,6.0,,2.0,,,,,,6.0,,,1.0,,3.0,,1.0,,,,,,4.0,0.0,1.0,0.0,,,,,,
144130261,Postedeguill,dalaran,37.0,12301.0,62.0,57.0,56.0,100.0,29.0,100.0,60.0,24.0,7.0,9.0,10.0,7.0,1.0,5.0,15.0,4.0,5.0,10.0,2.0,1.0,3.0,50.0,46.0,59.0,67.0,27.0,50.0,53.0,,60.0,0.0,100.0,,,40.0,26.0,27.0,12.0,11.0,16.0,15.0,,5.0,3.0,2.0,,,20.0,12.0,16.0,8.0,3.0,8.0,8.0,,3.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,
174241461,Hêizën,marécage-de-zangar,17.0,519.0,,100.0,60.0,0.0,50.0,50.0,,,1.0,5.0,1.0,2.0,2.0,,,1.0,3.0,0.0,1.0,1.0,,,,,,100.0,33.0,100.0,,,,,,0.0,,,,,1.0,3.0,1.0,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,0.0,0.0,1.0,0.0,,,,,,
174970275,Harada,uldum,31.0,9997.0,0.0,67.0,63.0,56.0,46.0,33.0,33.0,3.0,3.0,19.0,16.0,41.0,27.0,6.0,0.0,2.0,12.0,9.0,19.0,9.0,2.0,,,57.0,,65.0,62.0,69.0,,48.0,40.0,100.0,,0.0,,,21.0,,20.0,26.0,16.0,,21.0,5.0,6.0,,2.0,,,12.0,,13.0,16.0,11.0,,10.0,2.0,6.0,,0.0,,,,,,,,,
165126289,Døvo,dun-modr,187.0,37899.0,40.0,55.0,56.0,3150.0,20.0,100.0,25.0,15.0,20.0,142.0,4.0,5.0,5.0,4.0,6.0,11.0,79.0,126.0,1.0,5.0,1.0,58.0,46.0,57.0,25.0,44.0,47.0,41.0,,44.0,,100.0,0.0,62.0,198.0,72.0,44.0,4.0,115.0,111.0,105.0,,66.0,,3.0,4.0,8.0,115.0,33.0,25.0,1.0,51.0,52.0,43.0,,29.0,,3.0,0.0,5.0,0.0,2.0,0.0,,,,,,
186395929,Бэдгар,azuregos,8.0,919.0,50.0,100.0,,0.0,,0.0,25.0,2.0,1.0,,1.0,,1.0,4.0,1.0,1.0,,0.0,,0.0,1.0,,,67.0,,50.0,50.0,,,,20.0,,,,,,3.0,,2.0,2.0,,,,5.0,,,,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,
132401526,Nenorocitule,silvermoon,11.0,1736.0,100.0,,67.0,,,,,2.0,,3.0,,,,,2.0,,2.0,,,,,100.0,50.0,0.0,,,50.0,0.0,,,,,0.0,,1.0,2.0,1.0,,,2.0,1.0,,,,,1.0,,1.0,1.0,0.0,,,1.0,0.0,,,,,0.0,,75.0,4.0,3.0,,,,,,
243412402,Абрико,gordunni,35.0,558.0,0.0,,,,,,100.0,1.0,,,,,,1.0,0.0,,,,,,1.0,,,0.0,,,100.0,0.0,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,0.0,,,1.0,0.0,,,,,,,50.0,2.0,1.0,,,,,,
152789283,Bimm,gilneas,69.0,3766.0,40.0,71.0,100.0,50.0,67.0,0.0,50.0,5.0,7.0,1.0,6.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,2.0,0.0,1.0,50.0,33.0,50.0,,60.0,50.0,100.0,,21.0,100.0,100.0,,50.0,4.0,3.0,4.0,,5.0,4.0,5.0,,14.0,2.0,2.0,,2.0,2.0,1.0,2.0,,3.0,2.0,5.0,,3.0,2.0,2.0,,1.0,50.0,2.0,1.0,,,,,,
175023052,Pliszken,silvermoon,31.0,1742.0,,0.0,60.0,50.0,20.0,100.0,100.0,,1.0,5.0,4.0,5.0,1.0,1.0,,0.0,3.0,2.0,1.0,1.0,1.0,,,,,33.0,33.0,75.0,0.0,,,,25.0,100.0,,,,,3.0,3.0,4.0,2.0,,,,4.0,2.0,,,,,1.0,1.0,3.0,0.0,,,,1.0,2.0,0.0,2.0,0.0,,,,,,
158366847,Epicskillz,conseil-des-ombres,40.0,129912.0,48.0,58.0,63.0,67.0,90.0,62.0,40.0,101.0,115.0,212.0,21.0,10.0,13.0,5.0,48.0,67.0,134.0,14.0,9.0,8.0,2.0,60.0,49.0,53.0,54.0,60.0,59.0,53.0,,59.0,0.0,,,62.0,503.0,277.0,282.0,209.0,398.0,184.0,323.0,,90.0,1.0,,,13.0,303.0,136.0,150.0,112.0,238.0,108.0,172.0,,53.0,0.0,,,8.0,50.0,2.0,1.0,,,,,,
115463739,Ærdaras,blackhand,11.0,4606.0,50.0,40.0,46.0,50.0,40.0,50.0,75.0,6.0,5.0,13.0,10.0,10.0,4.0,4.0,3.0,2.0,6.0,5.0,4.0,2.0,3.0,20.0,33.0,25.0,,33.0,60.0,46.0,,100.0,,,,100.0,10.0,3.0,16.0,,6.0,10.0,13.0,,1.0,,,,2.0,2.0,1.0,4.0,,2.0,6.0,6.0,,1.0,,,,2.0,0.0,1.0,0.0,,,,,,
190776907,Kínky,frostmane,194.0,190946.0,67.0,65.0,77.0,287.0,64.0,64.0,60.0,419.0,321.0,367.0,71.0,28.0,22.0,10.0,279.0,210.0,282.0,204.0,18.0,14.0,6.0,73.0,59.0,63.0,66.0,69.0,68.0,65.0,3375.0,75.0,100.0,100.0,20.0,40.0,572.0,562.0,294.0,248.0,398.0,367.0,353.0,4.0,271.0,1.0,1.0,5.0,5.0,416.0,331.0,185.0,163.0,275.0,249.0,230.0,135.0,202.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,,,,,,
192498688,Эндоул,gordunni,12.0,2723.0,0.0,50.0,0.0,67.0,100.0,100.0,25.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,,,100.0,,0.0,50.0,25.0,,,25.0,100.0,0.0,,,,1.0,,1.0,2.0,4.0,,,4.0,2.0,1.0,,,,1.0,,0.0,1.0,1.0,,,1.0,2.0,0.0,,0.0,1.0,0.0,,,,,,
118696238,Elektraa,burning-legion,39.0,29559.0,62.0,44.0,58.0,62.0,0.0,86.0,100.0,63.0,41.0,19.0,8.0,3.0,7.0,2.0,39.0,18.0,11.0,5.0,0.0,6.0,2.0,55.0,59.0,65.0,62.0,47.0,50.0,59.0,4600.0,50.0,,,,60.0,80.0,90.0,80.0,106.0,17.0,12.0,17.0,1.0,4.0,,,,5.0,44.0,53.0,52.0,66.0,8.0,6.0,10.0,46.0,2.0,,,,3.0,50.0,4.0,2.0,,,,,,
79887137,Balor,frostwolf,34.0,27523.0,67.0,76.0,54.0,,,0.0,0.0,42.0,49.0,35.0,,,1.0,1.0,28.0,37.0,19.0,,,0.0,0.0,74.0,59.0,59.0,71.0,61.0,49.0,68.0,,67.0,,,,,89.0,68.0,54.0,99.0,74.0,35.0,63.0,,27.0,,,,,66.0,40.0,32.0,70.0,45.0,17.0,43.0,,18.0,,,,,,,,,,,,,
245739784,Tacobubble,sylvanas,31.0,6489.0,50.0,50.0,64.0,56.0,18.0,58.0,,12.0,4.0,22.0,9.0,11.0,12.0,,6.0,2.0,14.0,5.0,2.0,7.0,,78.0,50.0,44.0,67.0,19.0,18.0,29.0,,50.0,,,0.0,40.0,9.0,10.0,9.0,3.0,16.0,11.0,7.0,,2.0,,,3.0,5.0,7.0,5.0,4.0,2.0,3.0,2.0,2.0,,1.0,,,0.0,2.0,100.0,2.0,2.0,,,,,,
142525234,Sofex,outland,1.0,5482.0,73.0,40.0,50.0,,,,,15.0,5.0,6.0,,,,,11.0,2.0,3.0,,,,,55.0,80.0,50.0,11.0,60.0,100.0,0.0,,,,,,,22.0,15.0,10.0,9.0,5.0,2.0,1.0,,,,,,,12.0,12.0,5.0,1.0,3.0,2.0,0.0,,,,,,,,,,,,,,,
112613598,Lowod,aegwynn,15.0,4756.0,55.0,71.0,62.0,67.0,,0.0,,11.0,14.0,13.0,3.0,,1.0,,6.0,10.0,8.0,2.0,,0.0,,27.0,27.0,70.0,64.0,0.0,25.0,33.0,,62.0,,,0.0,,15.0,11.0,10.0,11.0,4.0,8.0,9.0,,8.0,,,1.0,,4.0,3.0,7.0,7.0,0.0,2.0,3.0,,5.0,,,0.0,,100.0,1.0,1.0,,,,,,
146437861,Majtipapusza,the-maelstrom,136.0,22170.0,67.0,72.0,73.0,73.0,43.0,90.0,40.0,21.0,18.0,33.0,11.0,7.0,10.0,5.0,14.0,13.0,24.0,8.0,3.0,9.0,2.0,43.0,62.0,61.0,71.0,57.0,68.0,54.0,,69.0,100.0,,,100.0,23.0,21.0,18.0,7.0,23.0,28.0,26.0,,26.0,1.0,,,4.0,10.0,13.0,11.0,5.0,13.0,19.0,14.0,,18.0,1.0,,,4.0,50.0,2.0,1.0,,,,,,
170582851,Miorý,silvermoon,26.0,175.0,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
161435980,Anlp,draenor,40.0,1751.0,,,100.0,67.0,88.0,70.0,,,,3.0,9.0,8.0,10.0,,,,3.0,6.0,7.0,7.0,,,,,,50.0,78.0,56.0,43.0,,,,,88.0,,,,,4.0,9.0,9.0,7.0,,,,,8.0,,,,,2.0,7.0,5.0,3.0,,,,,7.0,100.0,1.0,1.0,,,,,,
224662276,Pácu,sylvanas,10.0,2815.0,25.0,64.0,60.0,100.0,100.0,100.0,,4.0,11.0,5.0,1.0,1.0,1.0,,1.0,7.0,3.0,1.0,1.0,1.0,,40.0,50.0,22.0,27.0,40.0,50.0,60.0,,57.0,100.0,,,,5.0,6.0,9.0,11.0,5.0,4.0,5.0,,7.0,1.0,,,,2.0,3.0,2.0,3.0,2.0,2.0,3.0,,4.0,1.0,,,,,,,,,,,,
63211228,Bragi,aggramar,33.0,10186.0,64.0,36.0,75.0,50.0,100.0,100.0,67.0,58.0,11.0,4.0,4.0,2.0,5.0,3.0,37.0,4.0,3.0,2.0,2.0,5.0,2.0,50.0,45.0,38.0,60.0,46.0,40.0,50.0,,,,,,33.0,105.0,20.0,8.0,5.0,13.0,5.0,8.0,,,,,,3.0,52.0,9.0,3.0,3.0,6.0,2.0,4.0,,,,,,1.0,0.0,1.0,0.0,,,,,,
