character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Cooking: Impossible win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Cooking: Impossible played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Cooking: Impossible won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
174726830,Imuken,dalaran,6.0,60.0,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
119153292,Потемкинь,howling-fjord,48.0,2692.0,33.0,50.0,67.0,75.0,,60.0,25.0,67.0,67.0,62.0,50.0,33.0,,,0.0,80.0,0.0,67.0,,,0.0,6.0,6.0,6.0,4.0,,5.0,4.0,6.0,9.0,8.0,6.0,3.0,,,3.0,5.0,2.0,3.0,,,1.0,2.0,3.0,4.0,3.0,,3.0,1.0,4.0,6.0,5.0,3.0,1.0,,,0.0,4.0,0.0,2.0,,,0.0,,,,,,
59832361,Milàny,ysondre,7.0,4934.0,100.0,36.0,44.0,62.0,57.0,50.0,42.0,60.0,38.0,31.0,50.0,,,,50.0,67.0,50.0,0.0,,,0.0,1.0,28.0,16.0,16.0,7.0,4.0,24.0,10.0,16.0,16.0,6.0,,,,2.0,3.0,2.0,1.0,,,2.0,1.0,10.0,7.0,10.0,4.0,2.0,10.0,6.0,6.0,5.0,3.0,,,,1.0,2.0,1.0,0.0,,,0.0,,,,,,
147600385,Pypifrog,minahonda,4.0,540.0,0.0,,0.0,,,0.0,100.0,100.0,100.0,50.0,,100.0,,,,0.0,,,,,67.0,2.0,,1.0,,,1.0,1.0,2.0,2.0,2.0,,1.0,,,,1.0,,,,,3.0,0.0,,0.0,,,0.0,1.0,2.0,2.0,1.0,,1.0,,,,0.0,,,,,2.0,,,,,,
156386779,Penknife,ravencrest,154.0,108141.0,35.0,56.0,59.0,64.0,56.0,51.0,63.0,62.0,61.0,58.0,55.0,67.0,33.0,,62.0,62.0,40.0,25.0,,,25.0,128.0,236.0,229.0,178.0,171.0,37.0,98.0,86.0,97.0,111.0,55.0,9.0,3.0,,21.0,13.0,5.0,4.0,,,8.0,45.0,133.0,136.0,114.0,95.0,19.0,62.0,53.0,59.0,64.0,30.0,6.0,1.0,,13.0,8.0,2.0,1.0,,,2.0,1300.0,6.0,78.0,67.0,3.0,2.0
155690604,Lacade,medivh,29.0,84.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,
68006316,Erwèn,ravencrest,52.0,66650.0,62.0,60.0,64.0,62.0,50.0,55.0,70.0,36.0,57.0,64.0,0.0,0.0,,,60.0,50.0,60.0,0.0,,,71.0,63.0,102.0,113.0,105.0,68.0,71.0,46.0,11.0,37.0,11.0,1.0,7.0,,,5.0,10.0,5.0,3.0,,,7.0,39.0,61.0,72.0,65.0,34.0,39.0,32.0,4.0,21.0,7.0,0.0,0.0,,,3.0,5.0,3.0,0.0,,,5.0,1650.0,4.0,66.0,,,
166468527,Kausnas,twisting-nether,13.0,59.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
147554658,Djantos,blackrock,5.0,525.0,0.0,,,,,,100.0,,,,,,,,50.0,,100.0,,,,,1.0,,,,,,1.0,,,,,,,,2.0,,1.0,,,,,0.0,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,
192141877,Dedovahkiin,outland,7.0,1160.0,0.0,,,100.0,,33.0,,,50.0,0.0,,,14.0,,0.0,,,33.0,,,0.0,1.0,,,2.0,,3.0,,,2.0,1.0,,,7.0,,1.0,,,3.0,,,1.0,0.0,,,2.0,,1.0,,,1.0,0.0,,,1.0,,0.0,,,1.0,,,0.0,,,,,,
149878516,Tjahurmårdu,silvermoon,33.0,73.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
30049793,Gatok,blackmoore,112.0,12863.0,17.0,58.0,64.0,50.0,50.0,50.0,59.0,60.0,75.0,51.0,53.0,,33.0,,45.0,33.0,100.0,100.0,100.0,,,6.0,69.0,22.0,40.0,12.0,4.0,29.0,40.0,28.0,63.0,34.0,,3.0,,11.0,6.0,2.0,2.0,11.0,,,1.0,40.0,14.0,20.0,6.0,2.0,17.0,24.0,21.0,32.0,18.0,,1.0,,5.0,2.0,2.0,2.0,11.0,,,,,,,,
150807740,Otto,elune,29.0,7748.0,70.0,67.0,100.0,50.0,,59.0,67.0,44.0,57.0,88.0,50.0,33.0,33.0,,75.0,67.0,50.0,55.0,,,50.0,20.0,3.0,1.0,10.0,,17.0,9.0,9.0,7.0,8.0,2.0,3.0,6.0,,4.0,3.0,6.0,11.0,,,10.0,14.0,2.0,1.0,5.0,,10.0,6.0,4.0,4.0,7.0,1.0,1.0,2.0,,3.0,2.0,3.0,6.0,,,5.0,,,,,,
163512743,Utû,exodar,5.0,72.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
163580180,Tîcus,dun-modr,2.0,172.0,,,,100.0,,,,,,,,,,,100.0,,,,,,100.0,,,,1.0,,,,,,,,,,,3.0,,,,,,2.0,,,,1.0,,,,,,,,,,,3.0,,,,,,2.0,,,,,,
61323149,Kwerethor,exodar,7.0,28236.0,54.0,47.0,55.0,55.0,48.0,51.0,51.0,35.0,39.0,44.0,17.0,,,,50.0,,,,,,,99.0,139.0,125.0,71.0,82.0,55.0,81.0,31.0,61.0,18.0,12.0,,,,2.0,,,,,,,53.0,66.0,69.0,39.0,39.0,28.0,41.0,11.0,24.0,8.0,2.0,,,,1.0,,,,,,,,,,,,
151899551,Ayálga,minahonda,45.0,8347.0,46.0,36.0,43.0,40.0,29.0,75.0,20.0,33.0,9.0,23.0,30.0,,,,,0.0,100.0,0.0,100.0,44.0,,67.0,36.0,21.0,15.0,7.0,8.0,10.0,6.0,11.0,13.0,10.0,,,,,1.0,1.0,1.0,52.0,9.0,,31.0,13.0,9.0,6.0,2.0,6.0,2.0,2.0,1.0,3.0,3.0,,,,,0.0,1.0,0.0,52.0,4.0,,,,,,,
125897998,Legendas,twisting-nether,8.0,28065.0,52.0,48.0,43.0,56.0,46.0,44.0,64.0,53.0,55.0,69.0,0.0,,,,,,,,,,,80.0,66.0,67.0,87.0,63.0,55.0,36.0,30.0,31.0,29.0,3.0,,,,,,,,,,,42.0,32.0,29.0,49.0,29.0,24.0,23.0,16.0,17.0,20.0,0.0,,,,,,,,,,,,,,,,
66602686,Thilas,blackrock,1.0,5774.0,59.0,36.0,83.0,36.0,68.0,61.0,39.0,60.0,67.0,70.0,100.0,,,,100.0,,,0.0,,,0.0,37.0,11.0,6.0,11.0,19.0,36.0,18.0,20.0,12.0,33.0,1.0,,,,1.0,,,1.0,,,1.0,22.0,4.0,5.0,4.0,13.0,22.0,7.0,12.0,8.0,23.0,1.0,,,,1.0,,,0.0,,,0.0,,,,,,
75176276,Minamí,antonidas,22.0,54.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
83575533,Haidu,ravencrest,36.0,77298.0,71.0,61.0,55.0,50.0,53.0,79.0,55.0,57.0,42.0,37.0,49.0,,,,,,,,,,,141.0,175.0,161.0,127.0,118.0,71.0,49.0,63.0,53.0,43.0,43.0,,,,,,,,,,,100.0,106.0,88.0,64.0,63.0,56.0,27.0,36.0,22.0,16.0,21.0,,,,,,,,,,,,,,,,
89053955,Tenshirøck,dalaran,80.0,10030.0,58.0,28.0,33.0,11.0,39.0,39.0,20.0,,36.0,,,,,,,,,,,,,19.0,25.0,21.0,18.0,18.0,18.0,5.0,,11.0,,,,,,,,,,,,,11.0,7.0,7.0,2.0,7.0,7.0,1.0,,4.0,,,,,,,,,,,,,,,,,,
124614488,Yêsrôck,blackmoore,4.0,965.0,0.0,0.0,,0.0,,100.0,,,100.0,,,0.0,100.0,,,,,100.0,,0.0,,2.0,1.0,,1.0,,2.0,,,1.0,,,2.0,1.0,,,,,1.0,,1.0,,0.0,0.0,,0.0,,2.0,,,1.0,,,0.0,1.0,,,,,1.0,,0.0,,,,,,,
90417901,Tishynoette,dalaran,9.0,1955.0,,0.0,,50.0,0.0,50.0,100.0,50.0,50.0,100.0,0.0,,,,33.0,100.0,,,100.0,,0.0,,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,,,3.0,1.0,,,3.0,,2.0,,0.0,,1.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,,,,1.0,1.0,,,3.0,,0.0,,,,,,
150752024,Raxus,amanthul,2.0,6433.0,53.0,65.0,44.0,59.0,62.0,45.0,47.0,27.0,77.0,38.0,40.0,,,,,,,,,,,15.0,46.0,16.0,17.0,8.0,20.0,19.0,11.0,13.0,13.0,5.0,,,,,,,,,,,8.0,30.0,7.0,10.0,5.0,9.0,9.0,3.0,10.0,5.0,2.0,,,,,,,,,,,,,,,,
162429935,Hehtmonghour,sanguino,187.0,1640.0,50.0,,,40.0,,0.0,67.0,80.0,50.0,75.0,,50.0,,,,57.0,75.0,50.0,,,50.0,2.0,,,5.0,,3.0,6.0,5.0,6.0,4.0,,2.0,,,,7.0,4.0,2.0,,,8.0,1.0,,,2.0,,0.0,4.0,4.0,3.0,3.0,,1.0,,,,4.0,3.0,1.0,,,4.0,,,,,,
130278826,Yósi,colinas-pardas,15.0,2172.0,0.0,46.0,60.0,33.0,67.0,,80.0,50.0,50.0,83.0,50.0,,,,,,,,,,,1.0,13.0,10.0,6.0,3.0,,5.0,6.0,8.0,6.0,2.0,,,,,,,,,,,0.0,6.0,6.0,2.0,2.0,,4.0,3.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,
86351309,Adian,burning-blade,8.0,1410.0,33.0,50.0,67.0,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,3.0,10.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,5.0,2.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
145650949,Lorain,hellfire,296.0,1250.0,,50.0,,100.0,,,100.0,80.0,100.0,50.0,100.0,,,,0.0,,,,,,,,2.0,,1.0,,,2.0,5.0,1.0,4.0,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,2.0,4.0,1.0,2.0,1.0,,,,0.0,,,,,,,,,,,,
72901396,Elión,dun-modr,151.0,13563.0,74.0,48.0,35.0,46.0,50.0,73.0,36.0,44.0,42.0,32.0,47.0,50.0,100.0,,100.0,44.0,25.0,57.0,100.0,0.0,100.0,78.0,29.0,20.0,24.0,4.0,59.0,28.0,25.0,24.0,19.0,32.0,4.0,1.0,,8.0,16.0,4.0,7.0,6.0,1.0,4.0,58.0,14.0,7.0,11.0,2.0,43.0,10.0,11.0,10.0,6.0,15.0,2.0,1.0,,8.0,7.0,1.0,4.0,6.0,0.0,4.0,,,,,,
222918576,Ruddigore,the-maelstrom,19.0,409.0,50.0,,,,,,100.0,0.0,0.0,25.0,100.0,,,,,0.0,,,,,0.0,2.0,,,,,,1.0,1.0,1.0,4.0,1.0,,,,,1.0,,,,,2.0,1.0,,,,,,1.0,0.0,0.0,1.0,1.0,,,,,0.0,,,,,0.0,,,,,,
185122145,Кромвар,gordunni,79.0,11551.0,50.0,29.0,33.0,77.0,80.0,50.0,57.0,72.0,42.0,56.0,83.0,100.0,,,55.0,53.0,71.0,0.0,,,100.0,10.0,7.0,6.0,13.0,5.0,6.0,21.0,18.0,24.0,16.0,6.0,2.0,,,11.0,15.0,7.0,3.0,,,5.0,5.0,2.0,2.0,10.0,4.0,3.0,12.0,13.0,10.0,9.0,5.0,2.0,,,6.0,8.0,5.0,0.0,,,5.0,,,,,,
99250043,Amicitia,antonidas,64.0,11534.0,0.0,,,48.0,,50.0,70.0,61.0,44.0,57.0,85.0,0.0,57.0,,80.0,63.0,69.0,100.0,100.0,,43.0,1.0,,,27.0,,6.0,30.0,56.0,34.0,37.0,20.0,1.0,7.0,,45.0,41.0,32.0,2.0,2.0,,7.0,0.0,,,13.0,,3.0,21.0,34.0,15.0,21.0,17.0,0.0,4.0,,36.0,26.0,22.0,2.0,2.0,,3.0,,,,,,
171613860,Náthi,dun-modr,126.0,1213.0,,,,0.0,,50.0,0.0,20.0,75.0,100.0,,50.0,0.0,,100.0,100.0,100.0,0.0,,,67.0,,,,1.0,,2.0,1.0,5.0,4.0,1.0,,2.0,2.0,,1.0,1.0,2.0,2.0,,,3.0,,,,0.0,,1.0,0.0,1.0,3.0,1.0,,1.0,0.0,,1.0,1.0,2.0,0.0,,,2.0,,,,,,
175698226,Kyndmryn,nemesis,13.0,4730.0,100.0,,,75.0,,,50.0,62.0,50.0,60.0,50.0,,67.0,,67.0,67.0,86.0,,,25.0,56.0,3.0,,,8.0,,,6.0,8.0,4.0,5.0,4.0,,3.0,,3.0,12.0,7.0,,,8.0,9.0,3.0,,,6.0,,,3.0,5.0,2.0,3.0,2.0,,2.0,,2.0,8.0,6.0,,,2.0,5.0,0.0,1.0,0.0,,,
188124681,Kuromiko,silvermoon,16.0,4777.0,70.0,25.0,100.0,58.0,60.0,33.0,60.0,29.0,43.0,67.0,,,100.0,,0.0,67.0,40.0,67.0,,0.0,40.0,10.0,4.0,4.0,12.0,5.0,6.0,5.0,7.0,7.0,3.0,,,1.0,,1.0,3.0,5.0,3.0,,1.0,5.0,7.0,1.0,4.0,7.0,3.0,2.0,3.0,2.0,3.0,2.0,,,1.0,,0.0,2.0,2.0,2.0,,0.0,2.0,,,,,,
218934718,Qhaah,sylvanas,9.0,4706.0,39.0,60.0,73.0,33.0,50.0,0.0,0.0,50.0,50.0,100.0,,,,,,100.0,,,,,0.0,31.0,15.0,15.0,3.0,2.0,1.0,4.0,2.0,4.0,1.0,,,,,,1.0,,,,,1.0,12.0,9.0,11.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,,,,,,1.0,,,,,0.0,,,,,,
145355935,Нурфанон,gordunni,4.0,726.0,,,,67.0,,0.0,100.0,,0.0,40.0,0.0,0.0,,,0.0,100.0,,,,,100.0,,,,3.0,,1.0,2.0,,2.0,5.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,2.0,,0.0,2.0,,0.0,2.0,0.0,0.0,,,0.0,1.0,,,,,1.0,,,,,,
116738104,Borgindal,antonidas,47.0,397.0,50.0,,,,,50.0,,,,,,50.0,,,,,,,,,,2.0,,,,,2.0,,,,,,2.0,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
71117116,Zecesption,blackmoore,31.0,5715.0,58.0,47.0,20.0,29.0,58.0,62.0,22.0,50.0,64.0,75.0,100.0,,,,100.0,50.0,100.0,,,,0.0,12.0,17.0,15.0,21.0,12.0,13.0,9.0,4.0,11.0,4.0,2.0,,,,2.0,2.0,1.0,,,,2.0,7.0,8.0,3.0,6.0,7.0,8.0,2.0,2.0,7.0,3.0,2.0,,,,2.0,1.0,1.0,,,,0.0,,,,,,
207861356,Yael,kilrogg,7.0,978.0,,50.0,100.0,,,50.0,0.0,0.0,0.0,,50.0,100.0,,,0.0,,,,,,,,10.0,3.0,,,2.0,1.0,1.0,1.0,,2.0,1.0,,,2.0,,,,,,,,5.0,3.0,,,1.0,0.0,0.0,0.0,,1.0,1.0,,,0.0,,,,,,,,,,,,
196626414,Nyestris,pozzo-delleternità,1.0,63.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,
151526362,Paligaroom,kazzak,15.0,1528.0,,0.0,0.0,67.0,100.0,50.0,50.0,80.0,50.0,17.0,,67.0,,,67.0,17.0,100.0,0.0,,,67.0,,1.0,2.0,3.0,1.0,2.0,2.0,5.0,4.0,6.0,,3.0,,,6.0,6.0,3.0,4.0,,,3.0,,0.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,,2.0,,,4.0,1.0,3.0,0.0,,,2.0,50.0,2.0,1.0,,,
108755226,Artizél,dentarg,25.0,9910.0,48.0,54.0,60.0,55.0,57.0,50.0,50.0,83.0,57.0,71.0,67.0,,,,,,0.0,,,,,40.0,35.0,35.0,29.0,23.0,18.0,2.0,6.0,7.0,7.0,3.0,,,,,,2.0,,,,,19.0,19.0,21.0,16.0,13.0,9.0,1.0,5.0,4.0,5.0,2.0,,,,,,0.0,,,,,,,,,,
140751707,Golbam,hyjal,9.0,4614.0,14.0,60.0,100.0,20.0,50.0,22.0,67.0,43.0,33.0,75.0,20.0,0.0,,,100.0,67.0,0.0,0.0,,100.0,,14.0,5.0,1.0,5.0,2.0,9.0,3.0,7.0,3.0,8.0,5.0,2.0,,,1.0,3.0,1.0,3.0,,1.0,,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,6.0,1.0,0.0,,,1.0,2.0,0.0,0.0,,1.0,,,,,,,
140308552,Aerris,blackmoore,38.0,6072.0,53.0,,,29.0,,56.0,75.0,58.0,40.0,30.0,,100.0,50.0,,38.0,50.0,36.0,57.0,100.0,,33.0,17.0,,,7.0,,16.0,4.0,12.0,5.0,10.0,,1.0,6.0,,8.0,20.0,11.0,7.0,8.0,,9.0,9.0,,,2.0,,9.0,3.0,7.0,2.0,3.0,,1.0,3.0,,3.0,10.0,4.0,4.0,8.0,,3.0,,,,,,
110174274,Fiiona,eredar,10.0,566.0,50.0,33.0,,33.0,100.0,50.0,100.0,67.0,50.0,0.0,,,,,,50.0,,,,,,2.0,3.0,,3.0,1.0,2.0,1.0,3.0,2.0,1.0,,,,,,2.0,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,0.0,,,,,,1.0,,,,,,,,,,,
173149781,Eliendir,dalaran,10.0,1390.0,50.0,,,0.0,,33.0,40.0,,25.0,100.0,,50.0,100.0,,0.0,50.0,,,,,,6.0,,,1.0,,3.0,5.0,,4.0,1.0,,4.0,2.0,,2.0,2.0,,,,,,3.0,,,0.0,,1.0,2.0,,1.0,1.0,,2.0,2.0,,0.0,1.0,,,,,,,,,50.0,2.0,1.0
110828335,Hibiya,dun-modr,29.0,6185.0,67.0,67.0,50.0,33.0,100.0,25.0,0.0,40.0,100.0,67.0,0.0,,,,100.0,,0.0,100.0,,0.0,100.0,6.0,3.0,2.0,3.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,,,,1.0,,1.0,1.0,,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,,,,1.0,,0.0,1.0,,0.0,2.0,,,,,,
84268877,Йошкинкот,howling-fjord,12.0,11701.0,28.0,49.0,38.0,52.0,31.0,33.0,64.0,60.0,40.0,60.0,0.0,,,,,100.0,100.0,,,100.0,,18.0,41.0,53.0,23.0,29.0,9.0,11.0,5.0,5.0,5.0,1.0,,,,,3.0,1.0,,,2.0,,5.0,20.0,20.0,12.0,9.0,3.0,7.0,3.0,2.0,3.0,0.0,,,,,3.0,1.0,,,2.0,,,,,,,
79918519,Æxellent,frostwolf,61.0,20656.0,56.0,40.0,62.0,52.0,53.0,33.0,56.0,50.0,60.0,20.0,,33.0,,,0.0,100.0,50.0,50.0,,,0.0,109.0,60.0,78.0,69.0,43.0,18.0,16.0,2.0,15.0,5.0,,3.0,,,1.0,1.0,2.0,2.0,,,4.0,61.0,24.0,48.0,36.0,23.0,6.0,9.0,1.0,9.0,1.0,,1.0,,,0.0,1.0,1.0,1.0,,,0.0,,,,,,
177201981,Тенелом,azuregos,69.0,38416.0,57.0,45.0,44.0,61.0,60.0,48.0,49.0,68.0,52.0,62.0,61.0,50.0,100.0,,74.0,43.0,75.0,100.0,,0.0,0.0,21.0,104.0,50.0,49.0,40.0,52.0,78.0,56.0,65.0,45.0,28.0,2.0,1.0,,19.0,7.0,4.0,1.0,,2.0,3.0,12.0,47.0,22.0,30.0,24.0,25.0,38.0,38.0,34.0,28.0,17.0,1.0,1.0,,14.0,3.0,3.0,1.0,,0.0,0.0,,,,,,
160307333,Azshaï,dun-modr,21.0,4056.0,,,,50.0,,100.0,100.0,67.0,43.0,44.0,50.0,50.0,25.0,,40.0,75.0,12.0,33.0,,0.0,67.0,,,,4.0,,2.0,1.0,3.0,7.0,9.0,2.0,2.0,4.0,,5.0,4.0,8.0,3.0,,8.0,6.0,,,,2.0,,2.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,,2.0,3.0,1.0,1.0,,0.0,4.0,,,,,,
153429415,Galiard,blackhand,16.0,29991.0,59.0,43.0,53.0,49.0,55.0,53.0,39.0,81.0,45.0,71.0,58.0,100.0,80.0,,33.0,100.0,50.0,100.0,,,0.0,66.0,61.0,86.0,41.0,38.0,38.0,33.0,16.0,38.0,14.0,12.0,1.0,5.0,,3.0,1.0,2.0,3.0,,,1.0,39.0,26.0,46.0,20.0,21.0,20.0,13.0,13.0,17.0,10.0,7.0,1.0,4.0,,1.0,1.0,1.0,3.0,,,0.0,,,,,,
175892083,Dalinnar,ragnaros,8.0,90.0,,,,,,,,,,,,,,,100.0,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,
194407697,Stanks,hyjal,5.0,451.0,50.0,,,,,,33.0,0.0,,50.0,,0.0,,,,0.0,,0.0,,,0.0,2.0,,,,,,3.0,3.0,,2.0,,1.0,,,,1.0,,2.0,,,2.0,1.0,,,,,,1.0,0.0,,1.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,1.0,0.0,,,
137197155,Felt,exodar,68.0,2883.0,50.0,50.0,40.0,70.0,33.0,25.0,100.0,40.0,64.0,43.0,50.0,100.0,,,0.0,0.0,0.0,,100.0,,100.0,6.0,8.0,10.0,10.0,3.0,4.0,3.0,5.0,11.0,7.0,6.0,1.0,,,2.0,2.0,3.0,,1.0,,1.0,3.0,4.0,4.0,7.0,1.0,1.0,3.0,2.0,7.0,3.0,3.0,1.0,,,0.0,0.0,0.0,,1.0,,1.0,0.0,1.0,0.0,,,
192406891,Tsûki,pozzo-delleternità,5.0,1716.0,50.0,,,60.0,,0.0,80.0,33.0,50.0,20.0,,100.0,,,20.0,43.0,33.0,0.0,,,20.0,2.0,,,5.0,,1.0,5.0,3.0,2.0,5.0,,1.0,,,5.0,7.0,6.0,1.0,,,5.0,1.0,,,3.0,,0.0,4.0,1.0,1.0,1.0,,1.0,,,1.0,3.0,2.0,0.0,,,1.0,,,,,,
75517397,Aralor,exodar,23.0,10872.0,55.0,69.0,72.0,45.0,56.0,56.0,54.0,60.0,60.0,50.0,0.0,0.0,,,0.0,100.0,,,,,100.0,22.0,32.0,25.0,29.0,27.0,18.0,35.0,5.0,30.0,4.0,1.0,2.0,,,1.0,1.0,,,,,2.0,12.0,22.0,18.0,13.0,15.0,10.0,19.0,3.0,18.0,2.0,0.0,0.0,,,0.0,1.0,,,,,2.0,,,,,,
85904520,Barracudak,burning-blade,12.0,2439.0,38.0,50.0,67.0,60.0,33.0,75.0,25.0,25.0,60.0,33.0,33.0,,,,67.0,14.0,0.0,0.0,,,100.0,8.0,2.0,6.0,5.0,3.0,8.0,4.0,4.0,5.0,12.0,3.0,,,,3.0,7.0,1.0,1.0,,,1.0,3.0,1.0,4.0,3.0,1.0,6.0,1.0,1.0,3.0,4.0,1.0,,,,2.0,1.0,0.0,0.0,,,1.0,,,,,,
25745188,Elesar,exodar,29.0,36125.0,41.0,58.0,44.0,43.0,59.0,51.0,27.0,50.0,38.0,58.0,43.0,25.0,33.0,,83.0,58.0,45.0,38.0,,,64.0,132.0,107.0,183.0,81.0,76.0,71.0,22.0,24.0,24.0,24.0,7.0,8.0,3.0,,12.0,12.0,11.0,13.0,,,11.0,54.0,62.0,80.0,35.0,45.0,36.0,6.0,12.0,9.0,14.0,3.0,2.0,1.0,,10.0,7.0,5.0,5.0,,,7.0,,,,,,
163237629,Noxtr,draenor,2.0,70.0,,,,,,,,,,100.0,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,
204327745,Дядярукус,soulflayer,5.0,608.0,50.0,,,,,0.0,,,,,,0.0,,,,,,100.0,,,,2.0,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,,,,
182132386,Сдвг,gordunni,26.0,1437.0,,60.0,100.0,100.0,,100.0,0.0,33.0,33.0,33.0,100.0,,,,100.0,100.0,,60.0,,,,,5.0,1.0,1.0,,1.0,3.0,6.0,3.0,3.0,1.0,,,,1.0,1.0,,5.0,,,,,3.0,1.0,1.0,,1.0,0.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,,3.0,,,,,,,,,
80223409,Connectingas,kazzak,5.0,20220.0,43.0,56.0,66.0,64.0,53.0,55.0,80.0,50.0,61.0,51.0,50.0,0.0,,,0.0,,,,,86.0,,58.0,70.0,56.0,70.0,93.0,55.0,45.0,26.0,61.0,35.0,12.0,1.0,,,1.0,,,,,7.0,,25.0,39.0,37.0,45.0,49.0,30.0,36.0,13.0,37.0,18.0,6.0,0.0,,,0.0,,,,,6.0,,,,,,,
90422956,Aesyldur,kaelthas,12.0,12579.0,56.0,28.0,52.0,38.0,63.0,50.0,43.0,33.0,48.0,50.0,,33.0,100.0,,75.0,33.0,100.0,50.0,,,50.0,57.0,36.0,31.0,32.0,27.0,42.0,47.0,9.0,33.0,14.0,,9.0,1.0,,4.0,3.0,1.0,10.0,,,2.0,32.0,10.0,16.0,12.0,17.0,21.0,20.0,3.0,16.0,7.0,,3.0,1.0,,3.0,1.0,1.0,5.0,,,1.0,,,,,,
