character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge win_rate,Deepwind Gorge played,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Cooking: Impossible win_rate,Southshore vs. Tarren Mill played,Cooking: Impossible played,Southshore vs. Tarren Mill won,Cooking: Impossible won
114927911,Cixsmens,chants-éternels,16.0,4107.0,29.0,,0.0,67.0,,75.0,60.0,30.0,57.0,50.0,0.0,50.0,50.0,17.0,50.0,67.0,50.0,,7.0,,1.0,3.0,,4.0,5.0,10.0,7.0,4.0,3.0,4.0,2.0,6.0,2.0,3.0,4.0,,2.0,,0.0,2.0,,3.0,3.0,3.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
197951787,Meyraçk,hyjal,50.0,694.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,
45422692,Богал,azuregos,16.0,12527.0,50.0,48.0,54.0,51.0,33.0,71.0,46.0,38.0,64.0,80.0,67.0,100.0,,82.0,100.0,0.0,25.0,,20.0,23.0,26.0,35.0,15.0,24.0,35.0,8.0,28.0,10.0,3.0,1.0,,11.0,2.0,1.0,4.0,,10.0,11.0,14.0,18.0,5.0,17.0,16.0,3.0,18.0,8.0,2.0,1.0,,9.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,
97450892,Zäzou,elune,5.0,6533.0,50.0,53.0,33.0,0.0,33.0,25.0,33.0,0.0,0.0,60.0,,,,,0.0,50.0,0.0,,4.0,19.0,9.0,1.0,6.0,4.0,3.0,1.0,1.0,5.0,,,,,1.0,2.0,1.0,,2.0,10.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,
166641501,Rstudios,hyjal,5.0,629.0,100.0,,,,,0.0,100.0,50.0,100.0,,,100.0,,0.0,100.0,,,,1.0,,,,,1.0,1.0,2.0,1.0,,,1.0,,1.0,1.0,,,,1.0,,,,,0.0,1.0,1.0,1.0,,,1.0,,0.0,1.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
104717668,Тесиняка,gordunni,19.0,106286.0,65.0,47.0,54.0,52.0,52.0,51.0,63.0,70.0,67.0,50.0,,20.0,,50.0,50.0,100.0,100.0,,278.0,260.0,220.0,217.0,235.0,92.0,90.0,10.0,153.0,14.0,,5.0,,2.0,2.0,1.0,2.0,,180.0,122.0,119.0,112.0,122.0,47.0,57.0,7.0,103.0,7.0,,1.0,,1.0,1.0,1.0,2.0,,0.0,1.0,0.0,,,,0.0,1.0,0.0,,,,,,
157739997,Martinuther,dun-modr,20.0,5480.0,43.0,,,67.0,,25.0,54.0,67.0,30.0,90.0,100.0,,100.0,81.0,55.0,80.0,100.0,,7.0,,,9.0,,4.0,13.0,9.0,10.0,21.0,1.0,,2.0,16.0,11.0,10.0,1.0,,3.0,,,6.0,,1.0,7.0,6.0,3.0,19.0,1.0,,2.0,13.0,6.0,8.0,1.0,,83.0,6.0,5.0,,,,50.0,2.0,1.0,,,,,,
177510032,Верриммор,howling-fjord,10.0,1947.0,0.0,,100.0,100.0,,50.0,0.0,33.0,100.0,71.0,50.0,100.0,,67.0,67.0,50.0,33.0,100.0,1.0,,1.0,2.0,,2.0,2.0,3.0,1.0,7.0,2.0,1.0,,3.0,3.0,2.0,3.0,1.0,0.0,,1.0,2.0,,1.0,0.0,1.0,1.0,5.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
112893615,Boukitos,drekthar,30.0,153578.0,49.0,64.0,63.0,61.0,63.0,55.0,46.0,38.0,47.0,14.0,,,,,,,,,358.0,356.0,343.0,303.0,267.0,223.0,13.0,16.0,15.0,7.0,,,,,,,,,174.0,227.0,216.0,185.0,167.0,123.0,6.0,6.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
134547837,Bully,uldum,82.0,7572.0,,72.0,65.0,68.0,67.0,,73.0,76.0,71.0,57.0,59.0,,,,,100.0,,,,18.0,17.0,19.0,18.0,,15.0,17.0,17.0,21.0,22.0,,,,,1.0,,,,13.0,11.0,13.0,12.0,,11.0,13.0,12.0,12.0,13.0,,,,,1.0,,,100.0,1.0,1.0,,,,,,,,,,,,
164118182,Bricefa,dalaran,10.0,2230.0,33.0,,,0.0,,60.0,,33.0,,,,25.0,,0.0,0.0,0.0,83.0,,3.0,,,1.0,,5.0,,3.0,,,,4.0,,1.0,1.0,1.0,6.0,,1.0,,,0.0,,3.0,,1.0,,,,1.0,,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,
181677258,Саффирин,gordunni,14.0,1222.0,100.0,50.0,67.0,50.0,50.0,,0.0,40.0,,50.0,100.0,,,,,,,,1.0,6.0,3.0,2.0,4.0,,3.0,5.0,,2.0,1.0,,,,,,,,1.0,3.0,2.0,1.0,2.0,,0.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
175162400,Seakex,ragnaros,6.0,1888.0,40.0,,,67.0,,0.0,100.0,33.0,50.0,0.0,,67.0,,0.0,100.0,100.0,33.0,,5.0,,,3.0,,1.0,2.0,3.0,2.0,5.0,,3.0,,1.0,1.0,2.0,3.0,,2.0,,,2.0,,0.0,2.0,1.0,1.0,0.0,,2.0,,0.0,1.0,2.0,1.0,,100.0,3.0,3.0,,,,,,,0.0,,1.0,,0.0,
191471039,Ohlgren,frostmane,20.0,11298.0,36.0,59.0,68.0,78.0,62.0,45.0,50.0,50.0,67.0,50.0,50.0,100.0,,45.0,78.0,85.0,50.0,,33.0,22.0,19.0,23.0,16.0,20.0,8.0,10.0,3.0,12.0,2.0,1.0,,11.0,9.0,13.0,2.0,,12.0,13.0,13.0,18.0,10.0,9.0,4.0,5.0,2.0,6.0,1.0,1.0,,5.0,7.0,11.0,1.0,,71.0,7.0,5.0,,,,0.0,1.0,0.0,,,,,,
241867924,Скарбрандт,soulflayer,156.0,1010.0,0.0,,,50.0,,100.0,0.0,20.0,67.0,50.0,,0.0,,100.0,0.0,100.0,50.0,,1.0,,,2.0,,1.0,2.0,5.0,3.0,2.0,,1.0,,1.0,2.0,1.0,2.0,,0.0,,,1.0,,1.0,0.0,1.0,2.0,1.0,,0.0,,1.0,0.0,1.0,1.0,,25.0,4.0,1.0,,,,,,,,,,,,
148537424,Exizor,tarren-mill,12.0,2224.0,40.0,50.0,50.0,67.0,100.0,17.0,33.0,64.0,20.0,14.0,60.0,,,0.0,,,,,5.0,2.0,4.0,3.0,2.0,6.0,6.0,11.0,5.0,7.0,5.0,,,1.0,,,,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,1.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,
192823712,Rammelsurium,aegwynn,5.0,683.0,75.0,,,,,33.0,50.0,,50.0,,,0.0,,100.0,,0.0,50.0,,4.0,,,,,3.0,2.0,,4.0,,,1.0,,2.0,,1.0,2.0,,3.0,,,,,1.0,1.0,,2.0,,,0.0,,2.0,,0.0,1.0,,0.0,1.0,0.0,100.0,1.0,1.0,,,,,,,,,
241568352,Военврач,blackscar,8.0,2895.0,100.0,,,0.0,,100.0,100.0,0.0,,33.0,,57.0,,0.0,0.0,,29.0,,3.0,,,1.0,,3.0,2.0,2.0,,3.0,,7.0,,1.0,1.0,,7.0,,3.0,,,0.0,,3.0,2.0,0.0,,1.0,,4.0,,0.0,0.0,,2.0,,,,,,,,,,,,,,,,
126557156,Cyãnne,hyjal,31.0,100821.0,56.0,47.0,53.0,51.0,51.0,60.0,60.0,66.0,57.0,67.0,61.0,0.0,,0.0,,,80.0,,187.0,351.0,235.0,214.0,234.0,188.0,205.0,151.0,218.0,150.0,104.0,1.0,,1.0,,,5.0,,105.0,166.0,125.0,109.0,120.0,113.0,124.0,100.0,125.0,101.0,63.0,0.0,,0.0,,,4.0,,,,,,,,,,,,,,,,
123533744,Buschkind,nethersturm,9.0,2228.0,67.0,50.0,33.0,38.0,43.0,50.0,67.0,50.0,88.0,36.0,57.0,,,50.0,100.0,,,,3.0,4.0,3.0,8.0,7.0,8.0,3.0,6.0,8.0,11.0,7.0,,,2.0,1.0,,,,2.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,7.0,4.0,4.0,,,1.0,1.0,,,,,,,0.0,2.0,0.0,,,,,,,,,
192141877,Dedovahkiin,outland,7.0,1160.0,0.0,,,100.0,,33.0,,,50.0,0.0,,,14.0,0.0,,,33.0,,1.0,,,2.0,,3.0,,,2.0,1.0,,,7.0,1.0,,,3.0,,0.0,,,2.0,,1.0,,,1.0,0.0,,,1.0,0.0,,,1.0,,0.0,1.0,0.0,,,,,,,,,,,,
178770969,Раггнар,goldrinn,37.0,13330.0,0.0,33.0,100.0,60.0,,100.0,55.0,60.0,52.0,75.0,86.0,50.0,100.0,72.0,68.0,56.0,100.0,100.0,3.0,6.0,1.0,47.0,,2.0,31.0,35.0,29.0,40.0,7.0,2.0,1.0,32.0,25.0,18.0,1.0,1.0,0.0,2.0,1.0,28.0,,2.0,17.0,21.0,15.0,30.0,6.0,1.0,1.0,23.0,17.0,10.0,1.0,1.0,65.0,23.0,15.0,,,,25.0,4.0,1.0,,,,,,
104276040,Exanima,pozzo-delleternità,4.0,1072.0,0.0,0.0,50.0,33.0,33.0,0.0,67.0,33.0,43.0,0.0,67.0,,,,,,,,6.0,4.0,4.0,3.0,3.0,6.0,3.0,9.0,7.0,1.0,3.0,,,,,,,,0.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,
161496042,ßrolii,culte-de-la-rive-noire,10.0,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
156196167,Autismmeistr,ravencrest,15.0,3840.0,75.0,,,75.0,,44.0,83.0,45.0,20.0,67.0,,33.0,,71.0,62.0,50.0,0.0,,4.0,,,8.0,,9.0,6.0,11.0,5.0,12.0,,6.0,,7.0,8.0,6.0,2.0,,3.0,,,6.0,,4.0,5.0,5.0,1.0,8.0,,2.0,,5.0,5.0,3.0,0.0,,75.0,8.0,6.0,0.0,1.0,0.0,,,,,,,,,
117392030,Luxdom,pozzo-delleternità,7.0,4511.0,17.0,20.0,33.0,24.0,0.0,23.0,43.0,14.0,25.0,11.0,0.0,67.0,100.0,0.0,67.0,0.0,50.0,100.0,18.0,5.0,6.0,17.0,2.0,13.0,7.0,7.0,4.0,9.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,100.0,2.0,2.0,,,,15.0,13.0,2.0,,,,,,
122532584,Kitesh,argent-dawn,17.0,2243.0,40.0,0.0,0.0,100.0,50.0,60.0,50.0,50.0,50.0,50.0,40.0,0.0,,0.0,,0.0,,,10.0,2.0,1.0,2.0,2.0,10.0,2.0,4.0,2.0,4.0,5.0,1.0,,2.0,,1.0,,,4.0,0.0,0.0,2.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,0.0,,0.0,,0.0,,,50.0,2.0,1.0,,,,,,,,,,,,
154232407,Aleaume,kirin-tor,13.0,13733.0,67.0,36.0,71.0,,50.0,50.0,25.0,0.0,50.0,,0.0,,,,,,,,6.0,11.0,7.0,,6.0,2.0,4.0,2.0,2.0,,1.0,,,,,,,,4.0,4.0,5.0,,3.0,1.0,1.0,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
83795357,Zaddik,zirkel-des-cenarius,40.0,18126.0,71.0,33.0,33.0,100.0,38.0,0.0,50.0,100.0,50.0,9.0,,,,,0.0,,,,7.0,3.0,6.0,5.0,8.0,3.0,2.0,1.0,4.0,11.0,,,,,2.0,,,,5.0,1.0,2.0,5.0,3.0,0.0,1.0,1.0,2.0,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,
147510448,Анфет,gordunni,11.0,12989.0,43.0,87.0,47.0,48.0,47.0,53.0,29.0,44.0,25.0,50.0,,100.0,67.0,57.0,67.0,0.0,50.0,,14.0,15.0,17.0,21.0,19.0,17.0,7.0,18.0,4.0,6.0,,1.0,3.0,7.0,3.0,1.0,6.0,,6.0,13.0,8.0,10.0,9.0,9.0,2.0,8.0,1.0,3.0,,1.0,2.0,4.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,
156705856,Мечтаидиота,fordragon,52.0,13781.0,60.0,,,83.0,,59.0,38.0,71.0,42.0,38.0,67.0,100.0,50.0,75.0,75.0,60.0,56.0,100.0,35.0,,,12.0,,27.0,13.0,14.0,12.0,13.0,15.0,1.0,2.0,16.0,8.0,20.0,27.0,3.0,21.0,,,10.0,,16.0,5.0,10.0,5.0,5.0,10.0,1.0,1.0,12.0,6.0,12.0,15.0,3.0,0.0,2.0,0.0,,,,0.0,4.0,0.0,,,,,,
175018118,Dranapal,dalaran,13.0,458.0,,,,,,100.0,,,,,,100.0,,,,0.0,50.0,,,,,,,1.0,,,,,,1.0,,,,1.0,2.0,,,,,,,1.0,,,,,,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,
115504910,Arfden,magtheridon,16.0,29763.0,64.0,49.0,38.0,42.0,41.0,59.0,44.0,40.0,45.0,31.0,,25.0,,100.0,0.0,100.0,48.0,,225.0,63.0,113.0,76.0,103.0,121.0,73.0,15.0,69.0,13.0,,4.0,,2.0,1.0,1.0,23.0,,143.0,31.0,43.0,32.0,42.0,71.0,32.0,6.0,31.0,4.0,,1.0,,2.0,0.0,1.0,11.0,,,,,,,,14.0,7.0,1.0,,,,,,
112277065,Бэййли,howling-fjord,11.0,11076.0,50.0,52.0,68.0,62.0,50.0,24.0,40.0,53.0,48.0,53.0,50.0,,,67.0,,,,,26.0,27.0,25.0,21.0,20.0,25.0,20.0,15.0,27.0,15.0,6.0,,,9.0,,,,,13.0,14.0,17.0,13.0,10.0,6.0,8.0,8.0,13.0,8.0,3.0,,,6.0,,,,,,,,,,,,,,,,,,,
114238697,Liliette,hyjal,7.0,2813.0,38.0,50.0,67.0,50.0,0.0,33.0,50.0,17.0,0.0,14.0,0.0,100.0,,100.0,50.0,50.0,25.0,100.0,8.0,16.0,3.0,4.0,2.0,6.0,8.0,6.0,2.0,7.0,1.0,1.0,,1.0,2.0,2.0,4.0,3.0,3.0,8.0,2.0,2.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,3.0,,,,,,,100.0,1.0,1.0,,,,,,
180078015,Mabels,silvermoon,24.0,843.0,0.0,,,100.0,,100.0,33.0,100.0,50.0,0.0,,,100.0,,100.0,,100.0,,1.0,,,2.0,,1.0,3.0,1.0,2.0,2.0,,,1.0,,2.0,,1.0,,0.0,,,2.0,,1.0,1.0,1.0,1.0,0.0,,,1.0,,2.0,,1.0,,100.0,1.0,1.0,,,,,,,,,,,,
174552133,Самогончик,blackscar,66.0,103.0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185202259,Aritas,silvermoon,46.0,19864.0,68.0,52.0,47.0,48.0,55.0,53.0,36.0,62.0,63.0,67.0,50.0,,33.0,120.0,50.0,,60.0,,129.0,60.0,49.0,50.0,33.0,74.0,28.0,13.0,30.0,9.0,8.0,,3.0,5.0,2.0,,5.0,,88.0,31.0,23.0,24.0,18.0,39.0,10.0,8.0,19.0,6.0,4.0,,1.0,6.0,1.0,,3.0,,100.0,2.0,2.0,,,,,,,,,,,,
68093642,Osloth,blackmoore,130.0,55544.0,53.0,70.0,57.0,59.0,45.0,44.0,71.0,63.0,66.0,61.0,67.0,62.0,67.0,64.0,86.0,75.0,60.0,,77.0,257.0,158.0,64.0,110.0,62.0,162.0,65.0,155.0,54.0,45.0,8.0,3.0,36.0,7.0,8.0,5.0,,41.0,181.0,90.0,38.0,49.0,27.0,115.0,41.0,102.0,33.0,30.0,5.0,2.0,23.0,6.0,6.0,3.0,,40.0,5.0,2.0,,,,29.0,7.0,2.0,,,,,,
154395030,Tayluh,silvermoon,10.0,456.0,,,,67.0,,,,0.0,100.0,,,,,,,,,,,,,3.0,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,0.0,1.0,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,
155812282,Offspring,hyjal,25.0,5659.0,43.0,33.0,50.0,91.0,43.0,53.0,27.0,57.0,45.0,55.0,100.0,38.0,,71.0,40.0,40.0,62.0,,7.0,6.0,4.0,11.0,7.0,15.0,15.0,14.0,11.0,11.0,2.0,8.0,,7.0,10.0,5.0,8.0,,3.0,2.0,2.0,10.0,3.0,8.0,4.0,8.0,5.0,6.0,2.0,3.0,,5.0,4.0,2.0,5.0,,71.0,7.0,5.0,,,,,,,,,,,,
79783671,Sargeratt,kazzak,1.0,32232.0,47.0,67.0,57.0,58.0,52.0,52.0,58.0,44.0,64.0,50.0,,,,,,,100.0,,73.0,129.0,115.0,104.0,96.0,64.0,31.0,9.0,50.0,2.0,,,,,,,1.0,,34.0,87.0,66.0,60.0,50.0,33.0,18.0,4.0,32.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
174048729,Telariasse,hyjal,1.0,27.0,100.0,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
198132752,Zendyron,silvermoon,37.0,2074.0,100.0,75.0,67.0,20.0,,0.0,50.0,57.0,0.0,80.0,25.0,,100.0,62.0,0.0,100.0,0.0,,1.0,4.0,3.0,5.0,,1.0,6.0,7.0,2.0,5.0,4.0,,1.0,8.0,2.0,2.0,1.0,,1.0,3.0,2.0,1.0,,0.0,3.0,4.0,0.0,4.0,1.0,,1.0,5.0,0.0,2.0,0.0,,0.0,1.0,0.0,,,,,,,,,,,,
208307745,Silverdawn,runetotem,25.0,50078.0,57.0,63.0,58.0,62.0,58.0,57.0,70.0,67.0,56.0,67.0,73.0,,100.0,67.0,33.0,25.0,33.0,100.0,130.0,206.0,146.0,165.0,123.0,70.0,201.0,147.0,181.0,153.0,79.0,,1.0,6.0,3.0,4.0,3.0,2.0,74.0,129.0,84.0,103.0,71.0,40.0,140.0,99.0,102.0,102.0,58.0,,1.0,4.0,1.0,1.0,1.0,2.0,56.0,9.0,5.0,,,,,,,,,,,,
156967572,Elmartopilon,magtheridon,9.0,4370.0,40.0,57.0,38.0,56.0,33.0,75.0,38.0,38.0,0.0,20.0,0.0,,,50.0,100.0,50.0,,100.0,5.0,14.0,16.0,9.0,12.0,4.0,8.0,13.0,3.0,5.0,5.0,,,2.0,3.0,2.0,,4.0,2.0,8.0,6.0,5.0,4.0,3.0,3.0,5.0,0.0,1.0,0.0,,,1.0,3.0,1.0,,4.0,100.0,1.0,1.0,,,,,,,,,,,,
145065734,Fezzen,argent-dawn,11.0,2190.0,0.0,,,67.0,,67.0,67.0,50.0,0.0,75.0,50.0,,,71.0,50.0,0.0,100.0,100.0,1.0,,,3.0,,3.0,3.0,6.0,2.0,4.0,6.0,,,7.0,4.0,4.0,1.0,52.0,0.0,,,2.0,,2.0,2.0,3.0,0.0,3.0,3.0,,,5.0,2.0,0.0,1.0,52.0,,,,0.0,1.0,0.0,,,,,,,,,
175816260,Palakø,zuljin,34.0,9350.0,78.0,59.0,56.0,37.0,43.0,44.0,60.0,33.0,50.0,75.0,50.0,,,100.0,100.0,,100.0,,27.0,61.0,50.0,19.0,14.0,9.0,35.0,3.0,28.0,4.0,2.0,,,1.0,1.0,,1.0,,21.0,36.0,28.0,7.0,6.0,4.0,21.0,1.0,14.0,3.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
193742684,Izlandhil,archimonde,11.0,843.0,,,,,,,100.0,50.0,,0.0,,100.0,,0.0,,0.0,100.0,,,,,,,,1.0,2.0,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,0.0,,1.0,,0.0,,0.0,1.0,,,,,,,,,,,,,,,,
156311661,Fettig,ysondre,10.0,13824.0,39.0,72.0,77.0,55.0,50.0,58.0,55.0,60.0,89.0,100.0,,25.0,,40.0,67.0,0.0,50.0,,28.0,82.0,82.0,31.0,12.0,26.0,11.0,5.0,9.0,2.0,,4.0,,5.0,3.0,4.0,2.0,,11.0,59.0,63.0,17.0,6.0,15.0,6.0,3.0,8.0,2.0,,1.0,,2.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,
150720021,Valnura,dalaran,22.0,3280.0,50.0,,,100.0,,,83.0,20.0,50.0,29.0,33.0,0.0,100.0,56.0,40.0,40.0,0.0,,2.0,,,2.0,,,6.0,5.0,6.0,7.0,3.0,1.0,1.0,9.0,5.0,5.0,1.0,,1.0,,,2.0,,,5.0,1.0,3.0,2.0,1.0,0.0,1.0,5.0,2.0,2.0,0.0,,100.0,1.0,1.0,,,,,,,,50.0,,2.0,,1.0
101350747,Egizia,alleria,27.0,5625.0,67.0,38.0,43.0,0.0,50.0,42.0,25.0,27.0,56.0,14.0,60.0,25.0,100.0,,,,33.0,,27.0,34.0,35.0,1.0,8.0,12.0,8.0,11.0,9.0,7.0,5.0,4.0,1.0,,,,6.0,,18.0,13.0,15.0,0.0,4.0,5.0,2.0,3.0,5.0,1.0,3.0,1.0,1.0,,,,2.0,,0.0,1.0,0.0,,,,0.0,1.0,0.0,,,,,,
188346958,Киото,gordunni,124.0,14945.0,43.0,,,57.0,,71.0,56.0,63.0,78.0,67.0,80.0,42.0,33.0,90.0,65.0,58.0,40.0,,14.0,,,14.0,,7.0,27.0,35.0,32.0,36.0,10.0,12.0,3.0,29.0,23.0,24.0,5.0,,6.0,,,8.0,,5.0,15.0,22.0,25.0,24.0,8.0,5.0,1.0,26.0,15.0,14.0,2.0,,73.0,15.0,11.0,83.0,6.0,5.0,100.0,1.0,1.0,,,,,,
197288122,Ponglenís,archimonde,10.0,238.0,100.0,,,,,,,,,,,,,0.0,100.0,,100.0,,2.0,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,0.0,1.0,,1.0,,,,,,,,,,,,,,,,
195078211,Ronby,aegwynn,20.0,4137.0,73.0,,,0.0,,71.0,,,0.0,100.0,,38.0,,0.0,,50.0,70.0,,15.0,,,2.0,,14.0,,,1.0,2.0,,16.0,,2.0,,2.0,10.0,,11.0,,,0.0,,10.0,,,0.0,2.0,,6.0,,0.0,,1.0,7.0,,,,,,,,,,,,,,,,
196596541,Ozgul,silvermoon,146.0,134763.0,62.0,48.0,53.0,59.0,46.0,56.0,43.0,45.0,48.0,46.0,41.0,0.0,62.0,60.0,50.0,43.0,25.0,,596.0,453.0,322.0,368.0,267.0,217.0,162.0,149.0,139.0,154.0,83.0,3.0,8.0,15.0,6.0,7.0,4.0,,370.0,218.0,172.0,217.0,124.0,121.0,69.0,67.0,67.0,71.0,34.0,0.0,5.0,9.0,3.0,3.0,1.0,,50.0,10.0,5.0,,,,33.0,3.0,1.0,,,,,,
86442046,Cuddlebubble,ravencrest,8.0,130.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177028711,Пвпшерс,galakrond,10.0,1480.0,60.0,,,33.0,,100.0,,0.0,50.0,50.0,,29.0,0.0,,0.0,33.0,0.0,,5.0,,,3.0,,3.0,,3.0,2.0,4.0,,7.0,1.0,,1.0,3.0,7.0,,3.0,,,1.0,,3.0,,0.0,1.0,2.0,,2.0,0.0,,0.0,1.0,0.0,,50.0,2.0,1.0,0.0,1.0,0.0,,,,,,,,,
244808947,Фрорхев,gordunni,61.0,248.0,100.0,,,,,100.0,100.0,,,,,0.0,,0.0,,,,,1.0,,,,,1.0,1.0,,,,,2.0,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,0.0,,0.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
104576523,Savera,confrérie-du-thorium,7.0,4670.0,100.0,38.0,36.0,38.0,50.0,71.0,38.0,25.0,50.0,29.0,100.0,,,67.0,,,50.0,100.0,1.0,8.0,11.0,8.0,2.0,14.0,8.0,4.0,8.0,7.0,2.0,,,3.0,,,2.0,1.0,1.0,3.0,4.0,3.0,1.0,10.0,3.0,1.0,4.0,2.0,2.0,,,2.0,,,1.0,1.0,0.0,1.0,0.0,,,,100.0,1.0,1.0,,,,,,
154477252,Phalaxx,alleria,2.0,100.0,,,,,,,,,0.0,100.0,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
22305345,Ashïtaka,arakarahm,8.0,5122.0,0.0,67.0,58.0,29.0,60.0,56.0,67.0,17.0,,22.0,,,,100.0,50.0,,0.0,,5.0,6.0,12.0,7.0,5.0,9.0,3.0,6.0,,9.0,,,,4.0,2.0,,2.0,,0.0,4.0,7.0,2.0,3.0,5.0,2.0,1.0,,2.0,,,,4.0,1.0,,0.0,,0.0,2.0,0.0,,,,50.0,2.0,1.0,,,,,,
115894437,Vallerias,medivh,63.0,2474.0,67.0,,,33.0,,67.0,43.0,40.0,33.0,38.0,,100.0,33.0,33.0,50.0,33.0,86.0,100.0,3.0,,,3.0,,3.0,7.0,5.0,6.0,8.0,,1.0,3.0,3.0,4.0,3.0,7.0,2.0,2.0,,,1.0,,2.0,3.0,2.0,2.0,3.0,,1.0,1.0,1.0,2.0,1.0,6.0,2.0,33.0,3.0,1.0,,,,,,,,,,,,
152965934,Grike,krasus,2.0,7189.0,86.0,25.0,50.0,33.0,17.0,,57.0,20.0,17.0,25.0,25.0,0.0,,,100.0,,100.0,,7.0,4.0,4.0,6.0,6.0,,7.0,10.0,6.0,12.0,4.0,1.0,,,1.0,,3.0,,6.0,1.0,2.0,2.0,1.0,,4.0,2.0,1.0,3.0,1.0,0.0,,,1.0,,3.0,,,,,,,,,,,,,,,,
