character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Korrak's Revenge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Korrak's Revenge played,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Ashran win_rate,Ashran played,Ashran won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
173716956,Лэнатель,howling-fjord,33.0,757.0,,50.0,0.0,0.0,33.0,,67.0,,0.0,,0.0,,50.0,,2.0,3.0,2.0,3.0,,6.0,,1.0,,1.0,,2.0,,1.0,0.0,0.0,1.0,,4.0,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172586260,Vàl,twisting-nether,18.0,252.0,100.0,,100.0,,,,,,,,,0.0,,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157923478,Ingrimmosch,die-silberne-hand,34.0,56122.0,59.0,40.0,59.0,47.0,33.0,50.0,45.0,41.0,0.0,,,50.0,,116.0,102.0,117.0,90.0,39.0,84.0,22.0,22.0,1.0,,,2.0,,68.0,41.0,69.0,42.0,13.0,42.0,10.0,9.0,0.0,,,1.0,,45.0,52.0,43.0,,124.0,165.0,162.0,,56.0,85.0,69.0,,,,,,,,,,,0.0,1.0,0.0,,,,,,
97948659,Saskand,kult-der-verdammten,5.0,1716.0,50.0,0.0,25.0,57.0,50.0,0.0,33.0,,,,,,,6.0,7.0,4.0,7.0,6.0,4.0,3.0,,,,,,,3.0,0.0,1.0,4.0,3.0,0.0,1.0,,,,,,,100.0,33.0,100.0,,2.0,6.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
161824833,Borack,kargath,3.0,3474.0,,0.0,,,,100.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244313418,Рэйнметалл,deathguard,7.0,1453.0,100.0,0.0,100.0,0.0,67.0,60.0,67.0,,,67.0,100.0,33.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,,,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,,,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,67.0,3.0,2.0,,,,,,,,,,,,
68803876,Shivah,ravencrest,81.0,58621.0,57.0,64.0,61.0,73.0,60.0,71.0,66.0,57.0,33.0,,0.0,0.0,100.0,191.0,168.0,142.0,203.0,43.0,227.0,53.0,23.0,3.0,,1.0,1.0,1.0,109.0,108.0,86.0,148.0,26.0,161.0,35.0,13.0,1.0,,0.0,0.0,1.0,71.0,70.0,64.0,,262.0,164.0,223.0,,187.0,115.0,143.0,,,,,100.0,2.0,2.0,,,,,,,,,,,,
136030300,Benôn,blackmoore,14.0,6622.0,75.0,67.0,67.0,42.0,14.0,46.0,10.0,20.0,100.0,0.0,50.0,50.0,67.0,4.0,15.0,9.0,12.0,7.0,13.0,10.0,5.0,1.0,3.0,2.0,2.0,3.0,3.0,10.0,6.0,5.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,45.0,50.0,50.0,,20.0,20.0,16.0,,9.0,10.0,8.0,,100.0,2.0,2.0,,,,260.0,5.0,13.0,,,,,,,,,
74086767,Fàlk,antonidas,16.0,30579.0,49.0,51.0,46.0,45.0,50.0,36.0,59.0,,67.0,50.0,0.0,57.0,0.0,87.0,67.0,80.0,20.0,8.0,11.0,34.0,,6.0,4.0,1.0,7.0,2.0,43.0,34.0,37.0,9.0,4.0,4.0,20.0,,4.0,2.0,0.0,4.0,0.0,41.0,33.0,34.0,,68.0,79.0,71.0,,28.0,26.0,24.0,,100.0,9.0,9.0,0.0,4.0,0.0,,,,,,,,,,,,
197302542,Paladó,silvermoon,9.0,13387.0,56.0,50.0,56.0,31.0,43.0,67.0,25.0,75.0,75.0,25.0,71.0,0.0,33.0,48.0,26.0,25.0,16.0,7.0,15.0,8.0,4.0,4.0,4.0,7.0,2.0,3.0,27.0,13.0,14.0,5.0,3.0,10.0,2.0,3.0,3.0,1.0,5.0,0.0,1.0,19.0,64.0,58.0,,16.0,28.0,24.0,,3.0,18.0,14.0,,,,,,,,,,,,,,,,,,,
209826807,Шлипило,soulflayer,18.0,1425.0,0.0,,100.0,67.0,50.0,62.0,40.0,,50.0,40.0,50.0,100.0,67.0,1.0,,1.0,6.0,2.0,8.0,5.0,,6.0,5.0,2.0,1.0,3.0,0.0,,1.0,4.0,1.0,5.0,2.0,,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,50.0,2.0,1.0,67.0,3.0,2.0,0.0,1.0,0.0,,,,,,
147281597,Chrinø,khaz-modan,2.0,561.0,,,,,,,0.0,,,,,,0.0,,,,,,,1.0,,,,,,1.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155185138,Noobgotohell,twisting-nether,16.0,3199.0,57.0,100.0,43.0,67.0,50.0,75.0,0.0,,25.0,57.0,50.0,17.0,80.0,7.0,2.0,7.0,3.0,6.0,4.0,3.0,,4.0,7.0,8.0,6.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,0.0,,1.0,4.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,60.0,5.0,3.0,0.0,1.0,0.0,33.0,3.0,1.0,,,,,,
196142318,Оливьешька,deathguard,13.0,1256.0,,0.0,75.0,75.0,0.0,67.0,0.0,,33.0,33.0,100.0,100.0,0.0,,1.0,4.0,4.0,1.0,3.0,1.0,,3.0,3.0,1.0,1.0,1.0,,0.0,3.0,3.0,0.0,2.0,0.0,,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,100.0,1.0,1.0,,,,,,,,,
106639733,Dyröne,draenor,21.0,4360.0,20.0,71.0,22.0,57.0,50.0,50.0,0.0,60.0,100.0,0.0,83.0,100.0,,5.0,14.0,9.0,14.0,8.0,6.0,8.0,5.0,2.0,2.0,6.0,1.0,,1.0,10.0,2.0,8.0,4.0,3.0,0.0,3.0,2.0,0.0,5.0,1.0,,40.0,50.0,60.0,,5.0,8.0,10.0,,2.0,4.0,6.0,,,,,,,,,,,,,,,,,,,
195747491,Krond,kazzak,19.0,2601.0,80.0,0.0,0.0,100.0,60.0,40.0,33.0,,60.0,70.0,57.0,100.0,75.0,5.0,2.0,3.0,2.0,5.0,5.0,6.0,,5.0,10.0,7.0,4.0,4.0,4.0,0.0,0.0,2.0,3.0,2.0,2.0,,3.0,7.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,75.0,4.0,3.0,50.0,2.0,1.0,,,,,,,,,
76966881,Aulorum,thrall,8.0,5315.0,70.0,38.0,33.0,50.0,,,,,,0.0,100.0,,,10.0,8.0,12.0,4.0,,,,,,1.0,1.0,,,7.0,3.0,4.0,2.0,,,,,,0.0,1.0,,,38.0,53.0,36.0,,8.0,15.0,11.0,,3.0,8.0,4.0,,,,,,,,,,,,,,,,,,,
95808734,Franq,frostwolf,13.0,468.0,0.0,,,100.0,,,50.0,0.0,,100.0,,,,1.0,,,1.0,,,2.0,3.0,,1.0,,,,0.0,,,1.0,,,1.0,0.0,,1.0,,,,,0.0,0.0,,,1.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
98572256,Ultîma,gorgonnash,8.0,8119.0,70.0,29.0,67.0,100.0,50.0,100.0,100.0,,,100.0,100.0,67.0,,10.0,7.0,3.0,3.0,2.0,1.0,2.0,,,1.0,1.0,3.0,,7.0,2.0,2.0,3.0,1.0,1.0,2.0,,,1.0,1.0,2.0,,39.0,57.0,36.0,,33.0,28.0,11.0,,13.0,16.0,4.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
164840523,Kreùos,khaz-modan,5.0,1176.0,67.0,0.0,,25.0,0.0,67.0,20.0,,0.0,0.0,100.0,50.0,0.0,3.0,1.0,,4.0,2.0,3.0,5.0,,1.0,1.0,1.0,2.0,1.0,2.0,0.0,,1.0,0.0,2.0,1.0,,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,,1.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,
185697392,Ваард,blackscar,16.0,4702.0,50.0,86.0,78.0,80.0,50.0,33.0,100.0,100.0,75.0,47.0,0.0,73.0,,4.0,7.0,9.0,5.0,4.0,3.0,3.0,1.0,4.0,19.0,2.0,11.0,,2.0,6.0,7.0,4.0,2.0,1.0,3.0,1.0,3.0,9.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,
118713341,Blôôdysister,blackmoore,18.0,22849.0,49.0,50.0,60.0,26.0,47.0,39.0,33.0,57.0,,,,0.0,,143.0,58.0,104.0,31.0,19.0,31.0,12.0,7.0,,,,1.0,,70.0,29.0,62.0,8.0,9.0,12.0,4.0,4.0,,,,0.0,,41.0,54.0,55.0,,66.0,46.0,38.0,,27.0,25.0,21.0,,,,,100.0,1.0,1.0,,,,,,,,,,,,
156305331,Deuslovult,blackhand,21.0,1255.0,,0.0,,67.0,100.0,,100.0,,100.0,100.0,50.0,67.0,,,3.0,,3.0,1.0,,1.0,,1.0,2.0,2.0,3.0,,,0.0,,2.0,1.0,,1.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,
183958820,Mightyhamed,kazzak,17.0,3608.0,33.0,50.0,100.0,33.0,0.0,25.0,0.0,,50.0,33.0,0.0,40.0,0.0,6.0,2.0,2.0,3.0,1.0,4.0,1.0,,4.0,3.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,,2.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,100.0,5.0,5.0,,,,,,,,,,,,
151412028,Theîâ,aegwynn,8.0,4655.0,100.0,100.0,25.0,50.0,75.0,0.0,38.0,0.0,,67.0,50.0,33.0,50.0,3.0,1.0,4.0,2.0,4.0,2.0,8.0,1.0,,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,,2.0,1.0,1.0,1.0,100.0,,,,2.0,,,,2.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,
160721106,Palacethamol,rexxar,9.0,490.0,100.0,,,0.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2.0,2.0,,,,,,,,,,,,
118557550,Äribeth,burning-legion,14.0,11881.0,71.0,58.0,45.0,67.0,,55.0,,,,,100.0,50.0,,14.0,38.0,11.0,15.0,,11.0,,,,,1.0,2.0,,10.0,22.0,5.0,10.0,,6.0,,,,,1.0,1.0,,59.0,72.0,48.0,,41.0,29.0,33.0,,24.0,21.0,16.0,,,,,100.0,1.0,1.0,,,,,,,,,,,,
191766403,Gotlost,kazzak,13.0,1643.0,25.0,33.0,67.0,67.0,67.0,100.0,0.0,,67.0,20.0,0.0,40.0,50.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,,3.0,5.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,,2.0,1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,
157950037,Zyrez,blackhand,20.0,5265.0,46.0,67.0,68.0,50.0,75.0,50.0,33.0,,80.0,67.0,0.0,62.0,100.0,13.0,6.0,19.0,2.0,4.0,2.0,3.0,,5.0,3.0,1.0,13.0,1.0,6.0,4.0,13.0,1.0,3.0,1.0,1.0,,4.0,2.0,0.0,8.0,1.0,,,,,,,,,,,,,,,,53.0,19.0,10.0,,,,100.0,3.0,3.0,,,,,,
177355664,Evilakus,dun-modr,13.0,2290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,
199372026,Гермес,blackscar,5.0,9194.0,86.0,50.0,94.0,52.0,58.0,52.0,40.0,59.0,0.0,50.0,0.0,0.0,,7.0,24.0,18.0,21.0,26.0,27.0,25.0,17.0,4.0,10.0,1.0,1.0,,6.0,12.0,17.0,11.0,15.0,14.0,10.0,10.0,0.0,5.0,0.0,0.0,,56.0,45.0,33.0,,16.0,20.0,12.0,,9.0,9.0,4.0,,,,,,,,,,,,,,,,,,,
118192404,Pieterino,terenas,7.0,581.0,100.0,100.0,,0.0,100.0,100.0,,,,,100.0,,100.0,1.0,1.0,,1.0,1.0,3.0,,,,,1.0,,1.0,1.0,1.0,,0.0,1.0,3.0,,,,,1.0,,1.0,100.0,100.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
222664549,Kentril,sylvanas,191.0,12906.0,42.0,68.0,50.0,25.0,14.0,100.0,33.0,100.0,,,,,,12.0,31.0,12.0,4.0,7.0,1.0,6.0,2.0,,,,,,5.0,21.0,6.0,1.0,1.0,1.0,2.0,2.0,,,,,,62.0,63.0,50.0,,39.0,30.0,12.0,,24.0,19.0,6.0,,,,,,,,,,,,,,,,,,,
112124766,Akerriøn,ysondre,31.0,11353.0,80.0,62.0,88.0,50.0,38.0,45.0,51.0,68.0,,,,,,5.0,42.0,8.0,42.0,32.0,66.0,43.0,19.0,,,,,,4.0,26.0,7.0,21.0,12.0,30.0,22.0,13.0,,,,,,47.0,52.0,61.0,,57.0,46.0,36.0,,27.0,24.0,22.0,,,,,,,,,,,,,,,,,,,
195149774,Belzeput,archimonde,3.0,761.0,50.0,0.0,50.0,100.0,0.0,,33.0,,,0.0,,100.0,0.0,2.0,2.0,2.0,1.0,1.0,,3.0,,,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,,,0.0,,1.0,0.0,,,,,,,,,,,,,,,,100.0,1.0,1.0,100.0,1.0,1.0,,,,,,,,,
113012049,Twuttie,defias-brotherhood,26.0,2436.0,33.0,24.0,0.0,50.0,44.0,50.0,43.0,67.0,0.0,0.0,0.0,,50.0,3.0,17.0,5.0,8.0,9.0,6.0,7.0,3.0,3.0,1.0,2.0,,2.0,1.0,4.0,0.0,4.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,,1.0,33.0,100.0,50.0,,3.0,4.0,6.0,,1.0,4.0,3.0,,,,,0.0,2.0,0.0,,,,,,,,,,,,
142978394,Morealin,kult-der-verdammten,23.0,4410.0,100.0,67.0,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,2.0,6.0,,,,,,,,,,,,77.0,75.0,50.0,,44.0,12.0,4.0,,34.0,9.0,2.0,,,,,,,,,,,,,,,,,,,
208640707,Бигдиковна,gordunni,27.0,324.0,,100.0,,,50.0,,,,100.0,100.0,50.0,,,,1.0,,,2.0,,,,2.0,1.0,2.0,,,,1.0,,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196509590,Xaven,nemesis,5.0,890.0,0.0,,29.0,,100.0,,,,,,,50.0,,2.0,,7.0,,1.0,,,,,,,4.0,,0.0,,2.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,20.0,5.0,1.0,,,,,,,,,,,,
112967564,Ginoo,blackhand,37.0,1302.0,,,20.0,,60.0,0.0,,,0.0,100.0,0.0,67.0,,,,5.0,,5.0,1.0,,,1.0,1.0,2.0,3.0,,,,1.0,,3.0,0.0,,,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,
143748971,Argail,defias-brotherhood,55.0,4682.0,23.0,73.0,78.0,44.0,33.0,50.0,36.0,,42.0,55.0,25.0,33.0,61.0,13.0,11.0,9.0,9.0,6.0,16.0,14.0,,12.0,11.0,16.0,6.0,18.0,3.0,8.0,7.0,4.0,2.0,8.0,5.0,,5.0,6.0,4.0,2.0,11.0,,,,,,,,,,,,,,,,50.0,8.0,4.0,50.0,4.0,2.0,100.0,1.0,1.0,,,,,,
31952676,Megatroon,drakthul,21.0,21344.0,48.0,77.0,47.0,67.0,100.0,100.0,20.0,100.0,,,,,,66.0,43.0,15.0,3.0,2.0,1.0,5.0,1.0,,,,,,32.0,33.0,7.0,2.0,2.0,1.0,1.0,1.0,,,,,,62.0,61.0,78.0,83.0,48.0,61.0,41.0,6.0,30.0,37.0,32.0,5.0,,,,,,,,,,,,,,,,,,
157456047,Sheasan,blackhand,4.0,437.0,,,100.0,,0.0,,,,50.0,,,0.0,100.0,,,1.0,,2.0,,,,2.0,,,2.0,1.0,,,1.0,,0.0,,,,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160507021,Lestiana,defias-brotherhood,37.0,557.0,,0.0,0.0,,0.0,0.0,,,100.0,0.0,0.0,100.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,2.0,1.0,,,0.0,0.0,,0.0,0.0,,,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,100.0,1.0,1.0,,,,,,
89899065,Gavin,malorne,8.0,16494.0,77.0,75.0,56.0,71.0,50.0,89.0,100.0,,100.0,,0.0,83.0,,47.0,16.0,18.0,7.0,2.0,9.0,1.0,,1.0,,2.0,6.0,,36.0,12.0,10.0,5.0,1.0,8.0,1.0,,1.0,,0.0,5.0,,57.0,77.0,33.0,78.0,7.0,26.0,12.0,9.0,4.0,20.0,4.0,7.0,100.0,5.0,5.0,100.0,2.0,2.0,,,,,,,,,,,,
172054531,Brahim,twisting-nether,21.0,1992.0,60.0,50.0,33.0,,0.0,50.0,33.0,,100.0,100.0,100.0,33.0,33.0,5.0,2.0,3.0,,2.0,2.0,3.0,,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,,0.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,,,,100.0,,,,4.0,,,,4.0,,,,,,,,,,,,,,,,,,
157999124,Xantria,die-ewige-wacht,89.0,11898.0,30.0,41.0,25.0,67.0,17.0,33.0,100.0,0.0,,,,,0.0,10.0,17.0,4.0,3.0,6.0,3.0,1.0,4.0,,,,,1.0,3.0,7.0,1.0,2.0,1.0,1.0,1.0,0.0,,,,,0.0,49.0,47.0,60.0,50.0,37.0,19.0,5.0,4.0,18.0,9.0,3.0,2.0,,,,,,,,,,,,,,,,,,
157162805,Bloodnoób,kazzak,24.0,2481.0,50.0,60.0,,75.0,50.0,100.0,17.0,33.0,0.0,100.0,,0.0,,4.0,5.0,,4.0,2.0,6.0,6.0,3.0,1.0,1.0,,1.0,,2.0,3.0,,3.0,1.0,6.0,1.0,1.0,0.0,1.0,,0.0,,100.0,100.0,,,2.0,2.0,,,2.0,2.0,,,100.0,2.0,2.0,,,,,,,,,,,,,,,
117146148,Kardasi,ravencrest,22.0,3159.0,58.0,40.0,62.0,100.0,43.0,100.0,88.0,,100.0,57.0,67.0,71.0,100.0,12.0,5.0,8.0,4.0,7.0,1.0,8.0,,2.0,7.0,3.0,7.0,1.0,7.0,2.0,5.0,4.0,3.0,1.0,7.0,,2.0,4.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,29.0,7.0,2.0,,,,,,,,,,,,
195092052,Plöry,archimonde,37.0,565.0,0.0,,,,100.0,,,,,,,100.0,0.0,1.0,,,,1.0,,,,,,,1.0,1.0,0.0,,,,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,100.0,2.0,2.0,,,,,,,,,,,,
119279134,Mikelus,burning-legion,6.0,4313.0,49.0,11.0,20.0,67.0,60.0,50.0,50.0,,,,,,,37.0,9.0,5.0,6.0,5.0,2.0,2.0,,,,,,,18.0,1.0,1.0,4.0,3.0,1.0,1.0,,,,,,,18.0,43.0,0.0,,11.0,7.0,1.0,,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
164602514,Bretzel,ambossar,38.0,1445.0,,67.0,,50.0,0.0,0.0,71.0,,100.0,,,,50.0,,3.0,,2.0,2.0,2.0,17.0,,3.0,,,,4.0,,2.0,,1.0,0.0,0.0,12.0,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162452703,Àpäla,magtheridon,5.0,416.0,,100.0,,,100.0,,,,50.0,0.0,0.0,,,,2.0,,,1.0,,,,2.0,1.0,1.0,,,,2.0,,,1.0,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140130419,Precalypse,blackrock,6.0,1745.0,40.0,100.0,50.0,67.0,100.0,50.0,33.0,0.0,,,,,,5.0,1.0,6.0,3.0,3.0,2.0,3.0,3.0,,,,,,2.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,,,,,,,67.0,0.0,,,3.0,1.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,
176205827,Skyhuk,magtheridon,9.0,1641.0,75.0,100.0,67.0,,25.0,67.0,75.0,,50.0,50.0,20.0,50.0,100.0,4.0,1.0,3.0,,4.0,3.0,4.0,,6.0,2.0,5.0,2.0,4.0,3.0,1.0,2.0,,1.0,2.0,3.0,,3.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,67.0,3.0,2.0,,,,100.0,1.0,1.0,,,,,,
225713693,Azshandris,sylvanas,9.0,5580.0,50.0,33.0,50.0,,,,0.0,100.0,,0.0,100.0,0.0,0.0,20.0,3.0,4.0,,,,3.0,1.0,,1.0,1.0,1.0,1.0,10.0,1.0,2.0,,,,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
167173927,Velathius,der-abyssische-rat,5.0,998.0,100.0,0.0,50.0,,25.0,,100.0,,0.0,,0.0,50.0,0.0,2.0,2.0,2.0,,4.0,,1.0,,2.0,,1.0,2.0,1.0,2.0,0.0,1.0,,1.0,,1.0,,0.0,,0.0,1.0,0.0,50.0,50.0,,,2.0,4.0,,,1.0,2.0,,,,,,33.0,3.0,1.0,,,,,,,,,,,,
158990013,Tamrak,die-nachtwache,20.0,2411.0,50.0,60.0,50.0,50.0,33.0,20.0,25.0,40.0,50.0,50.0,60.0,,80.0,4.0,5.0,6.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,5.0,,5.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114511240,Snuzzel,eredar,6.0,1598.0,0.0,0.0,0.0,,33.0,40.0,100.0,0.0,40.0,50.0,,,100.0,2.0,2.0,3.0,,3.0,5.0,1.0,2.0,5.0,2.0,,,1.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,2.0,1.0,,,1.0,50.0,100.0,,100.0,4.0,1.0,,6.0,2.0,1.0,,6.0,100.0,1.0,1.0,,,,,,,,,,,,,,,
147246916,Gorlath,ravenholdt,35.0,1283.0,,25.0,,100.0,83.0,100.0,57.0,,,33.0,50.0,,50.0,,4.0,,2.0,6.0,3.0,7.0,,,3.0,4.0,,6.0,,1.0,,2.0,5.0,3.0,4.0,,,1.0,2.0,,3.0,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,
153410122,Mìrai,malganis,77.0,1756.0,,20.0,,43.0,60.0,90.0,57.0,0.0,0.0,,,0.0,,,5.0,,7.0,5.0,10.0,7.0,2.0,1.0,,,1.0,,,1.0,,3.0,3.0,9.0,4.0,0.0,0.0,,,0.0,,50.0,25.0,100.0,,8.0,4.0,1.0,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
32686199,Freyva,die-arguswacht,39.0,12733.0,48.0,43.0,44.0,36.0,55.0,25.0,50.0,43.0,40.0,25.0,75.0,43.0,25.0,21.0,28.0,25.0,14.0,11.0,16.0,20.0,7.0,5.0,12.0,4.0,7.0,4.0,10.0,12.0,11.0,5.0,6.0,4.0,10.0,3.0,2.0,3.0,3.0,3.0,1.0,37.0,46.0,44.0,0.0,41.0,41.0,25.0,1.0,15.0,19.0,11.0,0.0,75.0,4.0,3.0,0.0,2.0,0.0,,,,0.0,3.0,0.0,,,,,,
218031239,Apa,sylvanas,3.0,539.0,0.0,100.0,50.0,100.0,0.0,0.0,,,,50.0,50.0,,100.0,1.0,2.0,4.0,1.0,1.0,1.0,,,,2.0,2.0,,1.0,0.0,2.0,2.0,1.0,0.0,0.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163464213,Betramz,draenor,10.0,99.0,,0.0,,,0.0,100.0,,,,,,,0.0,,1.0,,,2.0,1.0,,,,,,,1.0,,0.0,,,0.0,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148462674,Unterberg,forscherliga,18.0,1616.0,43.0,,100.0,,0.0,,,,,,,,,7.0,,2.0,,2.0,,,,,,,,,3.0,,2.0,,0.0,,,,,,,,,50.0,50.0,0.0,,2.0,2.0,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
157994789,Diamant,die-silberne-hand,30.0,67348.0,60.0,60.0,52.0,61.0,58.0,65.0,66.0,73.0,70.0,75.0,67.0,100.0,80.0,48.0,103.0,23.0,122.0,71.0,80.0,94.0,45.0,30.0,24.0,18.0,1.0,15.0,29.0,62.0,12.0,74.0,41.0,52.0,62.0,33.0,21.0,18.0,12.0,1.0,12.0,67.0,65.0,41.0,25.0,132.0,173.0,29.0,4.0,88.0,112.0,12.0,1.0,100.0,1.0,1.0,33.0,3.0,1.0,,,,75.0,8.0,6.0,,,,50.0,6.0,3.0
163201890,Bwubbles,ragnaros,19.0,863.0,50.0,,25.0,,,33.0,100.0,,100.0,,100.0,100.0,100.0,2.0,,4.0,,,3.0,2.0,,1.0,,3.0,1.0,2.0,1.0,,1.0,,,1.0,2.0,,1.0,,3.0,1.0,2.0,,,,,,,,,,,,,,,,100.0,4.0,4.0,,,,75.0,4.0,3.0,,,,,,
155676909,Fíesel,teldrassil,10.0,3116.0,100.0,33.0,50.0,100.0,50.0,,100.0,,50.0,,100.0,75.0,33.0,2.0,3.0,2.0,2.0,2.0,,1.0,,2.0,,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,1.0,3.0,1.0,,,,85.0,,,,27.0,,,,23.0,,,,,,,,,,,,,,,,,,
