character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
162416420,Fordriñg,kazzak,23.0,4185.0,0.0,,,100.0,,57.0,33.0,33.0,100.0,,100.0,33.0,,50.0,75.0,33.0,83.0,,100.0,3.0,,,1.0,,7.0,3.0,3.0,2.0,,2.0,3.0,,2.0,4.0,3.0,6.0,,2.0,0.0,,,1.0,,4.0,1.0,1.0,2.0,,2.0,1.0,,1.0,3.0,1.0,5.0,,2.0,75.0,8.0,6.0,,,,100.0,1.0,1.0,,,
119425973,Vraccas,garona,28.0,6224.0,43.0,75.0,0.0,75.0,,55.0,33.0,43.0,30.0,,53.0,33.0,33.0,35.0,43.0,0.0,100.0,100.0,50.0,7.0,4.0,1.0,8.0,,11.0,12.0,14.0,10.0,,17.0,3.0,3.0,17.0,7.0,1.0,3.0,17.0,2.0,3.0,3.0,0.0,6.0,,6.0,4.0,6.0,3.0,,9.0,1.0,1.0,6.0,3.0,0.0,3.0,17.0,1.0,,,,,,,,,,,,
150451053,Koyjin,kazzak,104.0,57121.0,55.0,49.0,49.0,61.0,53.0,43.0,78.0,67.0,58.0,,69.0,53.0,,,,,,,,87.0,449.0,170.0,114.0,109.0,72.0,45.0,9.0,31.0,,13.0,15.0,,,,,,,,48.0,219.0,83.0,69.0,58.0,31.0,35.0,6.0,18.0,,9.0,8.0,,,,,,,,,,,,,,,,,,,
146398886,Holybaby,pozzo-delleternità,170.0,47294.0,62.0,56.0,53.0,56.0,60.0,61.0,69.0,60.0,67.0,,65.0,59.0,62.0,67.0,75.0,67.0,29.0,100.0,67.0,74.0,131.0,109.0,103.0,57.0,62.0,87.0,90.0,91.0,,97.0,63.0,16.0,45.0,32.0,30.0,7.0,2.0,33.0,46.0,74.0,58.0,58.0,34.0,38.0,60.0,54.0,61.0,,63.0,37.0,10.0,30.0,24.0,20.0,2.0,2.0,22.0,100.0,2.0,2.0,,,,,,,,,
165072997,Kíea,tarren-mill,15.0,702.0,50.0,,,100.0,,50.0,50.0,,100.0,100.0,,,,100.0,50.0,,0.0,,,2.0,,,2.0,,2.0,2.0,,2.0,1.0,,,,1.0,2.0,,1.0,,,1.0,,,2.0,,1.0,1.0,,2.0,1.0,,,,1.0,1.0,,0.0,,,0.0,1.0,0.0,,,,,,,,,
132773443,Alithea,stormreaver,14.0,1051.0,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,75.0,4.0,3.0,,,
133402982,Tankrn,draenor,42.0,9163.0,62.0,,,60.0,,72.0,72.0,62.0,62.0,44.0,54.0,,57.0,70.0,59.0,64.0,73.0,,50.0,16.0,,,5.0,,18.0,18.0,13.0,13.0,9.0,13.0,,7.0,20.0,22.0,14.0,11.0,,14.0,10.0,,,3.0,,13.0,13.0,8.0,8.0,4.0,7.0,,4.0,14.0,13.0,9.0,8.0,,7.0,50.0,2.0,1.0,,,,,,,,,
184164572,Confesser,silvermoon,51.0,7586.0,43.0,55.0,25.0,53.0,,67.0,50.0,65.0,83.0,,60.0,0.0,,63.0,25.0,47.0,33.0,,50.0,7.0,11.0,4.0,19.0,,6.0,18.0,20.0,12.0,,20.0,1.0,,19.0,12.0,17.0,3.0,,12.0,3.0,6.0,1.0,10.0,,4.0,9.0,13.0,10.0,,12.0,0.0,,12.0,3.0,8.0,1.0,,6.0,,,,,,,,,,,,
134547837,Bully,uldum,82.0,7572.0,,72.0,65.0,68.0,67.0,,73.0,76.0,71.0,,57.0,59.0,,,,100.0,,,100.0,,18.0,17.0,19.0,18.0,,15.0,17.0,17.0,,21.0,22.0,,,,1.0,,,1.0,,13.0,11.0,13.0,12.0,,11.0,13.0,12.0,,12.0,13.0,,,,1.0,,,1.0,,,,,,,,,,,,
175810099,Paloushe,dalaran,9.0,2176.0,67.0,,,100.0,,56.0,100.0,,0.0,,0.0,,57.0,40.0,100.0,50.0,40.0,,0.0,6.0,,,1.0,,9.0,2.0,,2.0,,3.0,,7.0,5.0,2.0,2.0,5.0,,2.0,4.0,,,1.0,,5.0,2.0,,0.0,,0.0,,4.0,2.0,2.0,1.0,2.0,,0.0,,,,,,,,,,,,
144130261,Postedeguill,dalaran,37.0,12301.0,62.0,50.0,46.0,59.0,67.0,57.0,27.0,50.0,53.0,,56.0,60.0,0.0,100.0,29.0,100.0,60.0,100.0,,24.0,40.0,26.0,27.0,12.0,7.0,11.0,16.0,15.0,,9.0,5.0,2.0,10.0,7.0,1.0,5.0,2.0,,15.0,20.0,12.0,16.0,8.0,4.0,3.0,8.0,8.0,,5.0,3.0,0.0,10.0,2.0,1.0,3.0,2.0,,0.0,3.0,0.0,,,,,,,,,
193054276,Shyliin,silvermoon,4.0,1029.0,,,,,,,0.0,100.0,0.0,,100.0,,0.0,,,100.0,33.0,,33.0,,,,,,,1.0,1.0,1.0,,1.0,,2.0,,,1.0,3.0,,3.0,,,,,,,0.0,1.0,0.0,,1.0,,0.0,,,1.0,1.0,,1.0,,,,,,,,,,,,
107767012,Bloodykawaii,ravencrest,30.0,13434.0,50.0,55.0,77.0,71.0,80.0,69.0,70.0,58.0,62.0,,56.0,67.0,,44.0,50.0,67.0,33.0,,0.0,78.0,31.0,13.0,21.0,10.0,39.0,27.0,24.0,16.0,,25.0,24.0,,9.0,8.0,3.0,9.0,,1.0,39.0,17.0,10.0,15.0,8.0,27.0,19.0,14.0,10.0,,14.0,16.0,,4.0,4.0,2.0,3.0,,0.0,,,,,,,,,,,,
175572397,Pjpal,khaz-modan,9.0,2380.0,60.0,,,0.0,,86.0,100.0,100.0,60.0,,100.0,,88.0,0.0,0.0,25.0,50.0,,50.0,5.0,,,1.0,,7.0,1.0,1.0,5.0,,2.0,,8.0,2.0,2.0,4.0,2.0,,4.0,3.0,,,0.0,,6.0,1.0,1.0,3.0,,2.0,,7.0,0.0,0.0,1.0,1.0,,2.0,,,,,,,,,,,,
121583901,Дредстар,fordragon,43.0,15444.0,67.0,38.0,63.0,58.0,20.0,100.0,40.0,53.0,51.0,,48.0,52.0,50.0,120.0,44.0,29.0,25.0,100.0,71.0,9.0,26.0,30.0,38.0,5.0,19.0,35.0,45.0,37.0,,50.0,25.0,2.0,10.0,9.0,7.0,4.0,2.0,7.0,6.0,10.0,19.0,22.0,1.0,19.0,14.0,24.0,19.0,,24.0,13.0,1.0,12.0,4.0,2.0,1.0,2.0,5.0,,,,,,,33.0,3.0,1.0,,,
186395929,Бэдгар,azuregos,8.0,919.0,50.0,,,67.0,,100.0,50.0,50.0,,,,,,0.0,,0.0,25.0,,,2.0,,,3.0,,1.0,2.0,2.0,,,,,,1.0,,1.0,4.0,,,1.0,,,2.0,,1.0,1.0,1.0,,,,,,0.0,,0.0,1.0,,,20.0,5.0,1.0,,,,,,,,,
164108514,Torkas,alleria,25.0,569.0,100.0,,,0.0,,,100.0,0.0,,,100.0,,,,100.0,,100.0,,0.0,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,2.0,,1.0,,1.0,1.0,,,0.0,,,1.0,0.0,,,1.0,,,,2.0,,1.0,,0.0,,,,,,,,,,,,
137320642,Snòrry,silvermoon,47.0,3894.0,50.0,67.0,0.0,75.0,75.0,75.0,50.0,20.0,0.0,100.0,33.0,50.0,,67.0,0.0,33.0,100.0,100.0,100.0,4.0,6.0,3.0,4.0,4.0,4.0,6.0,5.0,4.0,1.0,9.0,4.0,,3.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,2.0,,2.0,0.0,1.0,1.0,1.0,2.0,50.0,2.0,1.0,,,,,,,,,
195065586,Freeyla,pozzo-delleternità,5.0,1064.0,,,,,,100.0,33.0,,100.0,,,,,0.0,,0.0,0.0,,,,,,,,1.0,3.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,0.0,,0.0,0.0,,,,,,,,,40.0,5.0,2.0,,,
133399334,Araél,pozzo-delleternità,28.0,1102.0,50.0,100.0,0.0,33.0,0.0,,,0.0,0.0,,,,,,,,,,,2.0,1.0,4.0,3.0,2.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
147280595,Negativedmg,kazzak,179.0,67969.0,82.0,80.0,57.0,62.0,60.0,36.0,91.0,86.0,91.0,,75.0,100.0,67.0,133.0,50.0,100.0,46.0,,100.0,11.0,10.0,7.0,8.0,10.0,14.0,11.0,7.0,11.0,,12.0,4.0,3.0,3.0,2.0,1.0,13.0,,3.0,9.0,8.0,4.0,5.0,6.0,5.0,10.0,6.0,10.0,,9.0,4.0,2.0,4.0,1.0,1.0,6.0,,3.0,,,,,,,,,,,,
118110885,Calìdore,emerald-dream,108.0,81506.0,69.0,69.0,65.0,67.0,52.0,57.0,61.0,73.0,67.0,,62.0,52.0,0.0,335.0,81.0,71.0,60.0,100.0,69.0,120.0,187.0,79.0,93.0,29.0,40.0,71.0,96.0,78.0,,87.0,29.0,2.0,17.0,16.0,14.0,10.0,14.0,13.0,83.0,129.0,51.0,62.0,15.0,23.0,43.0,70.0,52.0,,54.0,15.0,0.0,57.0,13.0,10.0,6.0,14.0,9.0,,,,,,,12.0,8.0,1.0,,,
166747322,Valorr,hyjal,4.0,838.0,0.0,,,,,,50.0,,100.0,,100.0,,33.0,100.0,50.0,100.0,50.0,,,2.0,,,,,,2.0,,1.0,,2.0,,3.0,1.0,2.0,1.0,2.0,,,0.0,,,,,,1.0,,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
193673568,Pikapala,kazzak,9.0,791.0,25.0,,,,,100.0,,,,,,,17.0,,,,25.0,,,4.0,,,,,4.0,,,,,,,6.0,,,,4.0,,,1.0,,,,,4.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
162309211,Balt,magtheridon,105.0,11386.0,75.0,47.0,43.0,67.0,0.0,100.0,49.0,58.0,52.0,,46.0,39.0,,119.0,38.0,57.0,,,79.0,4.0,34.0,28.0,21.0,1.0,3.0,43.0,53.0,40.0,,46.0,18.0,,27.0,8.0,14.0,,,14.0,3.0,16.0,12.0,14.0,0.0,3.0,21.0,31.0,21.0,,21.0,7.0,,32.0,3.0,8.0,,,11.0,100.0,2.0,2.0,,,,,,,,,
196142318,Оливьешька,deathguard,13.0,1256.0,,,,0.0,,75.0,75.0,0.0,67.0,100.0,0.0,,0.0,33.0,33.0,100.0,100.0,,0.0,,,,1.0,,4.0,4.0,1.0,3.0,1.0,1.0,,1.0,3.0,3.0,1.0,1.0,,1.0,,,,0.0,,3.0,3.0,0.0,2.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,,
156754722,Vacher,zuljin,19.0,9512.0,28.0,59.0,48.0,61.0,59.0,30.0,73.0,68.0,45.0,,44.0,57.0,67.0,57.0,50.0,33.0,,,100.0,18.0,17.0,23.0,18.0,17.0,10.0,15.0,25.0,11.0,,16.0,14.0,3.0,7.0,4.0,3.0,,,1.0,5.0,10.0,11.0,11.0,10.0,3.0,11.0,17.0,5.0,,7.0,8.0,2.0,4.0,2.0,1.0,,,1.0,,,,,,,80.0,5.0,4.0,,,
143450883,Alphane,twisting-nether,7.0,344.0,,,,,,,,0.0,,,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,
71560197,Nanúk,drakthul,12.0,4933.0,49.0,100.0,100.0,75.0,86.0,33.0,56.0,60.0,70.0,,67.0,,50.0,80.0,64.0,25.0,33.0,,40.0,57.0,5.0,2.0,8.0,7.0,6.0,9.0,10.0,10.0,,15.0,,4.0,5.0,11.0,4.0,3.0,,5.0,28.0,5.0,2.0,6.0,6.0,2.0,5.0,6.0,7.0,,10.0,,2.0,4.0,7.0,1.0,1.0,,2.0,100.0,1.0,1.0,,,,100.0,1.0,1.0,,,
148814723,Bohen,blackmoore,39.0,9053.0,32.0,50.0,0.0,33.0,0.0,25.0,40.0,50.0,60.0,200.0,0.0,50.0,50.0,56.0,40.0,67.0,75.0,100.0,100.0,22.0,2.0,1.0,3.0,1.0,4.0,10.0,6.0,5.0,1.0,4.0,2.0,2.0,9.0,5.0,3.0,8.0,2.0,3.0,7.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,3.0,2.0,0.0,1.0,1.0,5.0,2.0,2.0,6.0,2.0,3.0,,,,,,,,,,,,
124422982,Lookatmefan,blackrock,14.0,1378.0,100.0,0.0,0.0,33.0,100.0,0.0,100.0,,40.0,,,,,100.0,100.0,100.0,100.0,,,2.0,2.0,1.0,3.0,1.0,1.0,2.0,,5.0,,,,,3.0,2.0,3.0,2.0,,,2.0,0.0,0.0,1.0,1.0,0.0,2.0,,2.0,,,,,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,
141445649,Adrianie,ysera,126.0,140.0,,,,,,,0.0,,,,,,,0.0,100.0,0.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
197735942,Ghorl,archimonde,34.0,1490.0,0.0,,,33.0,,100.0,50.0,17.0,43.0,75.0,40.0,,0.0,50.0,33.0,50.0,50.0,,67.0,3.0,,,3.0,,1.0,4.0,6.0,7.0,4.0,5.0,,1.0,4.0,3.0,4.0,2.0,,9.0,0.0,,,1.0,,1.0,2.0,1.0,3.0,3.0,2.0,,0.0,2.0,1.0,2.0,1.0,,6.0,,,,,,,,,,,,
172361913,Максфрай,howling-fjord,24.0,678.0,100.0,,,,,,,,,,100.0,,0.0,0.0,,,,,100.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,0.0,0.0,,,,,1.0,,,,,,,100.0,1.0,1.0,,,
144489860,Kubeckson,drakthul,31.0,5354.0,67.0,80.0,,100.0,,71.0,77.0,71.0,69.0,,71.0,36.0,,40.0,50.0,50.0,50.0,100.0,100.0,9.0,5.0,,12.0,,7.0,13.0,14.0,13.0,,7.0,11.0,,10.0,4.0,6.0,4.0,25.0,1.0,6.0,4.0,,12.0,,5.0,10.0,10.0,9.0,,5.0,4.0,,4.0,2.0,3.0,2.0,25.0,1.0,,,,,,,,,,,,
98593662,Squall,zuluhed,1.0,35842.0,75.0,80.0,87.0,69.0,69.0,67.0,100.0,,50.0,,0.0,,,0.0,,,,,,12.0,50.0,31.0,39.0,16.0,3.0,1.0,,2.0,,2.0,,,2.0,,,,,,9.0,40.0,27.0,27.0,11.0,2.0,1.0,,1.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,
155879663,Honeymelon,antonidas,9.0,18426.0,54.0,54.0,60.0,52.0,56.0,89.0,17.0,,62.0,,,,0.0,,0.0,,,,,50.0,52.0,53.0,63.0,57.0,9.0,6.0,,8.0,,,,1.0,,1.0,,,,,27.0,28.0,32.0,33.0,32.0,8.0,1.0,,5.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,
188759228,Karmacharger,silvermoon,13.0,410.0,,,,,,,,,50.0,,0.0,,,0.0,,,,,,,,,,,,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,
196305197,Айнест,gordunni,23.0,997.0,100.0,,,,,80.0,,,,,,,,50.0,,0.0,0.0,,,1.0,,,,,5.0,,,,,,,,2.0,,1.0,1.0,,,1.0,,,,,4.0,,,,,,,,1.0,,0.0,0.0,,,100.0,1.0,1.0,,,,,,,,,
116301949,Faradaddy,sunstrider,15.0,37871.0,67.0,51.0,55.0,35.0,58.0,57.0,46.0,50.0,64.0,,50.0,0.0,0.0,90.0,40.0,62.0,40.0,,50.0,58.0,51.0,67.0,62.0,98.0,63.0,13.0,10.0,25.0,,12.0,2.0,1.0,10.0,10.0,13.0,5.0,,12.0,39.0,26.0,37.0,22.0,57.0,36.0,6.0,5.0,16.0,,6.0,0.0,0.0,9.0,4.0,8.0,2.0,,6.0,,,,,,,58.0,12.0,7.0,,,
198091753,Mavtank,hyjal,14.0,1638.0,50.0,,,67.0,,50.0,0.0,0.0,67.0,,67.0,,50.0,0.0,50.0,,100.0,,100.0,4.0,,,3.0,,4.0,3.0,2.0,3.0,,3.0,,4.0,1.0,2.0,,3.0,,1.0,2.0,,,2.0,,2.0,0.0,0.0,2.0,,2.0,,2.0,0.0,1.0,,3.0,,1.0,,,,,,,,,,,,
105499292,Frìttì,antonidas,37.0,12893.0,50.0,62.0,43.0,58.0,0.0,67.0,62.0,45.0,30.0,,54.0,50.0,,83.0,95.0,67.0,67.0,,,2.0,21.0,7.0,24.0,2.0,6.0,52.0,44.0,33.0,,26.0,26.0,,29.0,20.0,12.0,3.0,,,1.0,13.0,3.0,14.0,0.0,4.0,32.0,20.0,10.0,,14.0,13.0,,24.0,19.0,8.0,2.0,,,,,,,,,,,,,,
118111038,Chaosstar,ravencrest,19.0,326.0,,,,,,,0.0,,,,,,,100.0,100.0,100.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,0.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
165793821,Oldmanslagn,argent-dawn,13.0,1751.0,0.0,80.0,0.0,50.0,0.0,75.0,57.0,100.0,20.0,,67.0,40.0,,,,100.0,,,50.0,2.0,5.0,1.0,4.0,5.0,4.0,7.0,2.0,5.0,,6.0,5.0,,,,2.0,,,2.0,0.0,4.0,0.0,2.0,0.0,3.0,4.0,2.0,1.0,,4.0,2.0,,,,2.0,,,1.0,,,,,,,,,,,,
93089091,Eliminato,stormrage,72.0,17903.0,55.0,59.0,57.0,61.0,44.0,62.0,69.0,32.0,69.0,,48.0,67.0,100.0,59.0,67.0,52.0,70.0,100.0,46.0,29.0,51.0,30.0,38.0,9.0,21.0,26.0,22.0,26.0,,40.0,12.0,3.0,22.0,27.0,21.0,10.0,2.0,13.0,16.0,30.0,17.0,23.0,4.0,13.0,18.0,7.0,18.0,,19.0,8.0,3.0,13.0,18.0,11.0,7.0,2.0,6.0,60.0,10.0,6.0,,,,100.0,11.0,11.0,,,
163483160,Ароматтрусов,howling-fjord,13.0,1127.0,,,,88.0,,,,0.0,50.0,,100.0,,,100.0,50.0,67.0,,,100.0,,,,8.0,,,,1.0,2.0,,1.0,,,2.0,2.0,3.0,,,1.0,,,,7.0,,,,0.0,1.0,,1.0,,,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,
166002765,Gerlak,malfurion,17.0,904.0,100.0,,,,,,100.0,50.0,,,50.0,,,33.0,,0.0,,,0.0,4.0,,,,,,1.0,2.0,,,4.0,,,3.0,,1.0,,,1.0,4.0,,,,,,1.0,1.0,,,2.0,,,1.0,,0.0,,,0.0,,,,,,,,,,,,
188413191,Oiklos,aggra-português,9.0,1488.0,,,,,,,100.0,100.0,50.0,,,,,100.0,,100.0,0.0,,,,,,,,,1.0,1.0,2.0,,,,,1.0,,2.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,2.0,0.0,,,,,,,,,71.0,7.0,5.0,,,
171238869,Divino,cthun,26.0,2120.0,50.0,,,100.0,,100.0,100.0,33.0,100.0,,50.0,,67.0,0.0,75.0,0.0,50.0,,75.0,2.0,,,2.0,,4.0,3.0,3.0,4.0,,4.0,,3.0,3.0,8.0,3.0,2.0,,4.0,1.0,,,2.0,,4.0,3.0,1.0,4.0,,2.0,,2.0,0.0,6.0,0.0,1.0,,3.0,,,,,,,,,,,,
151342688,Xénobia,hyjal,35.0,5101.0,100.0,58.0,59.0,33.0,45.0,100.0,58.0,23.0,45.0,,68.0,67.0,,0.0,,,,,,2.0,19.0,17.0,18.0,11.0,5.0,12.0,13.0,11.0,,25.0,12.0,,1.0,,,,,,2.0,11.0,10.0,6.0,5.0,5.0,7.0,3.0,5.0,,17.0,8.0,,0.0,,,,,,,,,,,,,,,,,
83696336,Palast,nemesis,5.0,290.0,,,0.0,,,,50.0,0.0,0.0,,100.0,,,,100.0,,,,0.0,,,1.0,,,,2.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,0.0,,,,1.0,0.0,0.0,,1.0,,,,1.0,,,,0.0,,,,,,,,,,,,
142937633,Caesar,rexxar,93.0,1375.0,0.0,17.0,100.0,,0.0,0.0,57.0,67.0,71.0,,78.0,50.0,,,,,,,,1.0,6.0,3.0,,1.0,1.0,7.0,6.0,7.0,,9.0,4.0,,,,,,,,0.0,1.0,3.0,,0.0,0.0,4.0,4.0,5.0,,7.0,2.0,,,,,,,,,,,,,,,,,,,
167884326,Kongozuna,tarren-mill,95.0,25523.0,62.0,56.0,61.0,64.0,71.0,43.0,75.0,53.0,48.0,,77.0,56.0,,75.0,100.0,33.0,50.0,100.0,50.0,8.0,55.0,36.0,70.0,7.0,7.0,24.0,17.0,25.0,,35.0,18.0,,12.0,2.0,6.0,2.0,37.0,2.0,5.0,31.0,22.0,45.0,5.0,3.0,18.0,9.0,12.0,,27.0,10.0,,9.0,2.0,2.0,1.0,37.0,1.0,,,,,,,100.0,1.0,1.0,,,
76947846,Kynval,nemesis,10.0,7648.0,40.0,67.0,43.0,45.0,45.0,33.0,59.0,46.0,39.0,,27.0,,,100.0,100.0,0.0,,,,20.0,33.0,21.0,22.0,20.0,12.0,22.0,13.0,18.0,,11.0,,,1.0,1.0,1.0,,,,8.0,22.0,9.0,10.0,9.0,4.0,13.0,6.0,7.0,,3.0,,,1.0,1.0,0.0,,,,,,,,,,0.0,2.0,0.0,,,
53690588,Allika,ysondre,161.0,106144.0,47.0,66.0,58.0,56.0,56.0,50.0,63.0,61.0,66.0,,61.0,52.0,33.0,150.0,33.0,,56.0,100.0,0.0,131.0,446.0,243.0,279.0,324.0,117.0,206.0,152.0,233.0,,174.0,117.0,6.0,6.0,6.0,,9.0,1.0,1.0,61.0,296.0,141.0,156.0,183.0,59.0,129.0,93.0,154.0,,106.0,61.0,2.0,9.0,2.0,,5.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,
165554309,Тллаллок,howling-fjord,44.0,267.0,,,,100.0,,,0.0,,0.0,,100.0,,,,50.0,,,,0.0,,,,3.0,,,1.0,,1.0,,1.0,,,,2.0,,,,1.0,,,,3.0,,,0.0,,0.0,,1.0,,,,1.0,,,,0.0,,,,,,,,,,,,
145980831,Этожестко,howling-fjord,6.0,297.0,0.0,,,0.0,,,,0.0,50.0,,0.0,,,100.0,0.0,,,,100.0,2.0,,,1.0,,,,1.0,2.0,,1.0,,,1.0,1.0,,,,1.0,0.0,,,0.0,,,,0.0,1.0,,0.0,,,1.0,0.0,,,,1.0,,,,,,,,,,,,
123921089,Bloodcryme,draenor,27.0,12559.0,54.0,57.0,67.0,40.0,45.0,44.0,62.0,,65.0,,25.0,100.0,,50.0,50.0,50.0,100.0,100.0,100.0,13.0,28.0,18.0,10.0,11.0,9.0,13.0,,17.0,,4.0,5.0,,4.0,2.0,2.0,1.0,53.0,1.0,7.0,16.0,12.0,4.0,5.0,4.0,8.0,,11.0,,1.0,5.0,,2.0,1.0,1.0,1.0,53.0,1.0,,,,,,,,,,,,
139762690,Favre,hyjal,21.0,12845.0,43.0,33.0,33.0,29.0,21.0,79.0,33.0,41.0,57.0,,53.0,42.0,,60.0,67.0,50.0,33.0,,80.0,14.0,9.0,9.0,14.0,14.0,19.0,15.0,17.0,14.0,,15.0,12.0,,5.0,6.0,4.0,9.0,,5.0,6.0,3.0,3.0,4.0,3.0,15.0,5.0,7.0,8.0,,8.0,5.0,,3.0,4.0,2.0,3.0,,4.0,,,,,,,,,,,,
88842309,Icra,eredar,11.0,1906.0,,33.0,67.0,40.0,80.0,0.0,75.0,67.0,40.0,,40.0,100.0,,50.0,100.0,50.0,,,50.0,,3.0,3.0,5.0,5.0,1.0,4.0,3.0,5.0,,5.0,2.0,,2.0,3.0,2.0,,,2.0,,1.0,2.0,2.0,4.0,0.0,3.0,2.0,2.0,,2.0,2.0,,1.0,3.0,1.0,,,1.0,,,,,,,,,,,,
172739751,Ztrega,silvermoon,77.0,16281.0,49.0,46.0,46.0,36.0,22.0,65.0,42.0,37.0,47.0,,33.0,39.0,0.0,200.0,40.0,100.0,100.0,100.0,,55.0,80.0,24.0,42.0,32.0,23.0,43.0,49.0,38.0,,52.0,31.0,1.0,2.0,10.0,2.0,1.0,2.0,,27.0,37.0,11.0,15.0,7.0,15.0,18.0,18.0,18.0,,17.0,12.0,0.0,4.0,4.0,2.0,1.0,2.0,,33.0,3.0,1.0,,,,,,,,,
112169433,Vulcanic,blackmoore,44.0,26043.0,66.0,47.0,57.0,49.0,63.0,62.0,50.0,56.0,44.0,,60.0,71.0,,75.0,100.0,,,,,122.0,45.0,63.0,82.0,57.0,34.0,2.0,9.0,9.0,,5.0,7.0,,4.0,1.0,,,,,80.0,21.0,36.0,40.0,36.0,21.0,1.0,5.0,4.0,,3.0,5.0,,3.0,1.0,,,,,,,,,,,12.0,8.0,1.0,,,
201781478,Vaelorien,auchindoun,44.0,36473.0,59.0,57.0,57.0,53.0,49.0,72.0,48.0,45.0,51.0,,59.0,55.0,,0.0,0.0,50.0,,,75.0,148.0,148.0,155.0,117.0,80.0,107.0,100.0,67.0,98.0,,54.0,60.0,,3.0,1.0,4.0,,,4.0,88.0,84.0,88.0,62.0,39.0,77.0,48.0,30.0,50.0,,32.0,33.0,,0.0,0.0,2.0,,,3.0,,,,,,,,,,,,
126714994,Charloria,pozzo-delleternità,80.0,3362.0,100.0,67.0,50.0,,,,50.0,40.0,67.0,,50.0,50.0,,,,,,,,3.0,6.0,4.0,,,,4.0,5.0,3.0,,4.0,4.0,,,,,,,,3.0,4.0,2.0,,,,2.0,2.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,
112172855,Divenda,ravencrest,34.0,539.0,100.0,,,,,33.0,,0.0,0.0,,0.0,,,,,,0.0,,,1.0,,,,,3.0,,1.0,1.0,,1.0,,,,,,1.0,,,1.0,,,,,1.0,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,
