Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Tailored Officer's Shirt,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Gluttonous Spike,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Gorestained Cleaver,Encrusted Canopic Lid,139653617,Tabard of the Lightbringer
Darkfrost Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Artisan Officer's Shirt,Abdominal Securing Chestguard,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Sanguine Vintage,Splintered Heart of Al'ar,Sinful Gladiator's Drape,Engorged Worm Smasher,Encrusted Canopic Lid,64791081,Tabard of the Lightbringer
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Red Lumberjack Shirt,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritualist's Treasured Ring,Death God's Signet,Decanter of Anima-Charged Winds,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Gorestained Cleaver,Acidslough Bulwark,124508002,Tabard of the Ascended
Wrathbark Greathelm,Sin Stained Pendant,Vile Butcher's Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Shadowghast Sabatons,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Overwhelming Power Crystal,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,168998405,Tabard of the 7th Legion
Wing Commander's Helmet,Azure-Venom Choker,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Guilewind Stone Talons,Bloodoath Signet,Shadowghast Ring,Blood-Spattered Scale,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Gorestained Cleaver,Chyrus's Crest of Hope,187527906,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Reality-Shatter Vambraces,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Entwined Gorger Tendril,Blood-Spattered Scale,Slimy Consumptive Organ,Crest of the Legionnaire General,Gorestained Cleaver,Acidslough Bulwark,104717668,Argent Crusader's Tabard
Shadowghast Helm,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Signet of the False Accuser,Anima Field Emitter,Inscrutable Quantum Device,Crest of the Legionnaire General,Sinsmasher,Barricade of the Endless Empire,181483376,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Sanguine Vintage,Decanter of Anima-Charged Winds,Crest of the Legionnaire General,Sinsmasher,Barricade of the Endless Empire,171490413,Tabard of Brute Force
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Death God's Signet,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,130524663,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Arachnid Cipher Ring,Fleshfused Circle,Gluttonous Spike,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sinsmasher,Barricade of the Endless Empire,108619321,Tabard of the Dark Iron
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Binding of Warped Desires,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,110828335,Argent Crusader's Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Gluttonous Spike,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,169026627,
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ring of Perpetual Conflict,Sinful Aspirant's Insignia of Alacrity,Anima Field Emitter,Sinful Gladiator's Drape,Axe of the Deadgrove,Encrusted Canopic Lid,163197530,
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Band of the Risen Bonelord,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,156872398,Renowned Guild Tabard
Wing Commander's Helmet,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Tuxedo-Like Shirt,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Shadowghast Gauntlets,Fleshfused Circle,Ritual Commander's Ring,Blood-Spattered Scale,Slimy Consumptive Organ,Blighted Margrave's Cloak,Supercollider,Encrusted Canopic Lid,188016033,Nightfallen Tabard
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Red Lumberjack Shirt,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Sinful Gladiator's Signet,Ritual Bone Band,Anima Field Emitter,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Engorged Worm Smasher,Barricade of the Endless Empire,95056547,Argent Crusader's Tabard
Shadowghast Helm,Sinful Gladiator's Pendant,Prankster's Pauldrons,,Sinful Gladiator's Plate Chestplate,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Twisted Witherroot Band,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Aspirant's Barrier,244306031,Tabard of the Dark Iron
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Shadowghast Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Selfless Collector's Gauntlets,Death God's Signet,Bloodoath Signet,Splintered Heart of Al'ar,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,171408615,
Diadem of Imperious Desire,Azure-Venom Choker,Vile Butcher's Pauldrons,,Shadowghast Breastplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Inscrutable Quantum Device,Pulsating Stoneheart,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,175220876,Stormwind Tabard
Shadowghast Helm,Reinforced High Collar,Vile Butcher's Pauldrons,Threads of Tirion,Breastplate of Otherworldly Influence,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,237896661,Court of Harvesters Tabard
Darkfrost Helmet,Trailspinner Pendant,Prankster's Pauldrons,Precious' Ribbon,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Ritualist's Treasured Ring,Arachnid Cipher Ring,Skulker's Wing,Grim Codex,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,73771904,Tabard of the Lightbringer
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,197231442,
Dreadguard's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Dynamo Doomstompers,Pit Fighter's Wristguards,Fleshfused Crushers,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Elysian Sentinel's Aegis,188915400,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stonebark Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Sinful Gladiator's Ring,Bloodoath Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Engorged Worm Smasher,Encrusted Canopic Lid,177454696,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Hardened Castle Crushers,Signet of the False Accuser,Sinful Gladiator's Ring,Slimy Consumptive Organ,Blood-Spattered Scale,Decadent Nathrian Shawl,Sophisticated Bonecracker,Encrusted Canopic Lid,108313845,Tabard of the 7th Legion
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Splintered Heart of Al'ar,Pulsating Stoneheart,Blighted Margrave's Cloak,Axe of the Deadgrove,Sylvan Whiteshield,166797446,
Wrathbark Greathelm,Azure-Venom Choker,Sinful Gladiator's Plate Shoulders,Sightless Mantle,Sinful Gladiator's Plate Chestguard,Stonebark Girdle,Gormshell Greaves,Stoneguard Attendant's Boots,Shadowghast Armguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Splintered Heart of Al'ar,Inscrutable Quantum Device,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,97817684,Tabard of the Lightbringer
Sinful Gladiator's Plate Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Arachnid Cipher Ring,Sinful Aspirant's Emblem,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Sinful Gladiator's Guard,190206356,Tabard of the Tortollan Seekers
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Blue Lumberjack Shirt,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Sinful Aspirant's Plate Legguards,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fleshfused Crushers,Bloodoath Signet,Death God's Signet,Viscera of Coalesced Hatred,Splintered Heart of Al'ar,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,135967979,Tabard of the Lightbringer
Diadem of Imperious Desire,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fleshfused Crushers,Shadowghast Ring,Hyperlight Band,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,243130439,Tabard of the Lightbringer
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Last Season's Shirt,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Bladedancer's Armor Kit,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,150750012,Guild Tabard
Shadowghast Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Fashionable Undershirt,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Sinful Gladiator's Plate Legguards,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Phial of Putrefaction,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,174988454,Stormwind Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Shadowghast Greaves,Muckwallow Stompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Ring of Perpetual Conflict,Blood-Spattered Scale,Inscrutable Quantum Device,Crest of the Legionnaire General,Sinsmasher,Sylvan Whiteshield,88625152,
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Dynamo Doomstompers,Hellhound Cuffs,Guilewind Stone Talons,Fleshfused Circle,Signet of the False Accuser,Anima Field Emitter,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,119591576,
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Fatal Contrivances,Stonebark Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ring of Perpetual Conflict,Signet of the False Accuser,Decanter of Anima-Charged Winds,Anima Field Emitter,Grim-Veiled Cape,Sophisticated Bonecracker,Sinful Gladiator's Guard,246126056,
Wing Commander's Helmet,Muckformed Chain Choker,Prankster's Pauldrons,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Bone Band,Blood-Spattered Scale,Overwhelming Power Crystal,Blighted Margrave's Cloak,Gorestained Cleaver,Encrusted Canopic Lid,243619144,
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Hardened Castle Crushers,Ritualist's Treasured Ring,Signet of the False Accuser,Inscrutable Quantum Device,Splintered Heart of Al'ar,Shroud of the Penitent,Supercollider,Acidslough Bulwark,112401367,
Wing Commander's Helmet,Trailspinner Pendant,Epaulettes of Overwhelming Force,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fogweaver Gauntlets,Entwined Gorger Tendril,Shadowghast Ring,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Gorestained Cleaver,Sinful Gladiator's Guard,98252115,Renowned Guild Tabard
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Band of the Risen Bonelord,Bloodoath Signet,Slimy Consumptive Organ,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Sinful Gladiator's Guard,121355785,
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Dark Silk Shirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Signet of the False Accuser,Slimy Consumptive Organ,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Gorestained Cleaver,Acidslough Bulwark,102719735,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Valinor's Ground Pounders,Pit Fighter's Wristguards,Fleshfused Crushers,Fleshfused Circle,Twisted Witherroot Band,Anima Field Emitter,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,166196072,Renowned Guild Tabard
Wrathbark Greathelm,Noble's Birthstone Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Viscera of Coalesced Hatred,Mantle of Manifest Sins,Sacred Sparrer's Edge,Acidslough Bulwark,107312948,
Diadem of Imperious Desire,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Wound Dressing,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fleshfused Crushers,Ritualist's Treasured Ring,Sinful Gladiator's Ring,Inscrutable Quantum Device,Sinful Gladiator's Insignia of Alacrity,Decadent Nathrian Shawl,Axe of the Deadgrove,Sinful Gladiator's Redoubt,154138855,Court of Harvesters Tabard
Shadowghast Helm,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Hyperlight Band,Sinful Gladiator's Ring,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Redoubt,76407946,
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,Blue Martial Shirt,Abdominal Securing Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Macabre Sheet Music,Sinful Gladiator's Drape,Gorestained Cleaver,Sinful Gladiator's Guard,139956677,Renowned Guild Tabard
Diadem of Imperious Desire,Sinful Gladiator's Amulet,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Wargreaves,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Band,Sinful Gladiator's Ring,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Insignia of Alacrity,Decadent Nathrian Shawl,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,191840232,Tabard of the Lightbringer
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Slimy Consumptive Organ,Stone Legion Heraldry,Crest of the Legionnaire General,Gorestained Cleaver,Chyrus's Crest of Hope,71868250,Tabard of the Argent Crusade
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Axe of the Deadgrove,Encrusted Canopic Lid,159032241,
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Captain Sanders' Shirt,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,137938274,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Binding of Warped Desires,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Fleshfused Circle,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,171221642,Guild Tabard
Shadowghast Helm,Trailspinner Pendant,Prankster's Pauldrons,Paper Shirt,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ring of Perpetual Conflict,Band of the Risen Bonelord,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,178462040,Private's Tabard
Shadowghast Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Lucky Shirt,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Sinful Gladiator's Ring,Ritual Commander's Ring,Anima Field Emitter,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Sinful Gladiator's Guard,150850433,Army of the Light Tabard
Oversized Centurion Helm,Sinful Gladiator's Pendant,Pauldrons of Tempered Will,Blue Linen Shirt,Valorous Aegis Breastplate,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Gauntlets,Shadowghast Ring,Sinful Gladiator's Ring,Sinful Aspirant's Emblem,Sinful Aspirant's Medallion,Sinful Gladiator's Shawl,Guiding Star,Sinful Gladiator's Guard,132290778,Silvermoon City Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,124079940,Renowned Guild Tabard
Darkfrost Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Band of the Risen Bonelord,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,197820870,Renowned Guild Tabard
Shadowghast Helm,Azure-Venom Choker,Steelcore Shoulders,Precious' Ribbon,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Sapsteel Sabatons,Wristclamps of Remorse,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Hyperlight Band,Bladedancer's Armor Kit,Pulsating Stoneheart,Drape of Twisted Loyalties,Sophisticated Bonecracker,Dominance Keep Barrier,87498621,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Bloodoath Signet,Signet of the False Accuser,Gluttonous Spike,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Sinsmasher,Barricade of the Endless Empire,192868960,Renowned Guild Tabard
Shadowghast Helm,Muckformed Chain Choker,Prankster's Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Bloodoath Signet,Most Regal Signet of Sire Denathrius,Pulsating Stoneheart,Gluttonous Spike,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,89330213,Argent Crusader's Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Artisan Officer's Shirt,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Selfless Collector's Warboots,Shoulderblade Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Bloodoath Signet,Gluttonous Spike,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,133977194,
Shadowghast Helm,Trailspinner Pendant,Tabone's Branded Pauldrons,Artisan Officer's Shirt,Breastplate of Cautious Calculation,Stonebark Girdle,Gormshell Greaves,Dynamo Doomstompers,Bracers of the Tenebrous Retinue,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Darkmoon Deck: Voracity,Blood-Spattered Scale,Fate-Sewn Shawl,Axe of the Deadgrove,Acidslough Bulwark,96326648,Tabard of the Lightbringer
