Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Wraps of the Blood-Soaked Brawler,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Inscrutable Quantum Device,Pulsating Stoneheart,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,132795147,Tabard of Summer Skies
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Death God's Signet,Ritualist's Treasured Ring,Pulsating Stoneheart,Sinful Aspirant's Medallion,Mantle of Manifest Sins,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,242572705,Scryers Tabard
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Stitchflesh's Misplaced Signet,Bloodoath Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sinful Aspirant's Sword,Acidslough Bulwark,136570788,Tabard of the Lightbringer
Oversized Centurion Helm,Azure-Venom Choker,Epaulettes of Overwhelming Force,Captain Sanders' Shirt,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fogweaver Gauntlets,Hyperlight Band,Ritual Commander's Ring,Stone Legion Heraldry,Splintered Heart of Al'ar,Cowled Batwing Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,197040220,Ogri'la Tabard
Darkfrost Helmet,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Shieldguard's Warboots,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,194028298,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Dynamo Doomstompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Anima Field Emitter,Overwhelming Power Crystal,Drape of Twisted Loyalties,Axe of the Deadgrove,Encrusted Canopic Lid,140599113,
Plague Handler's Greathelm,Azure-Venom Choker,Vile Butcher's Pauldrons,Precious' Ribbon,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Death God's Signet,Arachnid Cipher Ring,Gluttonous Spike,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Sylvan Whiteshield,100912701,Tabard of the Honorbound
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,124180279,Tabard of the Lightbringer
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Fashionable Undershirt,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Sinful Gladiator's Ring,Hyperlight Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,156754722,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Initiate's Shirt,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Death God's Signet,Anima Field Emitter,Overwhelming Power Crystal,Cowled Batwing Cloak,Xandria's Kopis of Courage,Encrusted Canopic Lid,66571785,Tabard of the Achiever
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Skulker's Wing,Stone Legion Heraldry,Crest of the Legionnaire General,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,167543148,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Band of the Risen Bonelord,Blood-Spattered Scale,Anima Field Emitter,Mantle of Manifest Sins,Sophisticated Bonecracker,Barricade of the Endless Empire,110125756,
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Sleeveless T-Shirt,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Shadowghast Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Inscrutable Quantum Device,Cowled Batwing Cloak,Supercollider,Encrusted Canopic Lid,203314971,Tabard of the Wyrmrest Accord
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stonebark Girdle,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,118482816,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Ritual Commander's Ring,Band of the Risen Bonelord,Inscrutable Quantum Device,Pulsating Stoneheart,Blighted Margrave's Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,197761506,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Bladedancer's Armor Kit,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,226355394,
Shadowghast Helm,Trailspinner Pendant,Epaulettes of Overwhelming Force,,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Guilewind Stone Talons,Bloodoath Signet,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,196031275,Tabard of the Dark Iron
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Hyperlight Band,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Encrusted Canopic Lid,174509571,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Pulsating Stoneheart,Slimy Consumptive Organ,Mantle of Manifest Sins,Gorestained Cleaver,Barricade of the Endless Empire,159709105,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Precious' Ribbon,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,117873530,Hellscream's Reach Tabard
Wing Commander's Helmet,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Guilewind Stone Talons,Ritual Bone Band,Signet of the False Accuser,Sinful Aspirant's Medallion,Sinful Gladiator's Insignia of Alacrity,Mantle of Manifest Sins,Sinsmasher,Elysian Sentinel's Aegis,192660589,Stormwind Tabard
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,99016485,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Initiate's Shirt,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Decanter of Anima-Charged Winds,Overwhelming Power Crystal,Mantle of Manifest Sins,Supercollider,Barricade of the Endless Empire,52157462,Competitor's Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Shadowghast Sabatons,Vambraces of the Depraved Warden,Fleshfused Crushers,Ring of Perpetual Conflict,Bloodoath Signet,Cabalist's Hymnal,Slimy Consumptive Organ,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,237524522,
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Lucky Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Legplates of Unholy Frenzy,Muckwallow Stompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Shroud of the Penitent,Axe of the Deadgrove,Barricade of the Endless Empire,174641375,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Brutal Dissonance,Binding of Warped Desires,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fogweaver Gauntlets,Fleshfused Circle,Death God's Signet,Sinful Gladiator's Insignia of Alacrity,Anima Field Emitter,Cowled Batwing Cloak,Supercollider,Encrusted Canopic Lid,165224335,Renowned Guild Tabard
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Squire's Shirt,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Hardened Castle Crushers,Bloodoath Signet,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Sanguine Vintage,Cowled Batwing Cloak,Gorestained Cleaver,Barricade of the Endless Empire,41473927,
Darkfrost Helmet,Trailspinner Pendant,Prankster's Pauldrons,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Galvanized Oxxein Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Twisted Witherroot Band,Gluttonous Spike,Anima Field Emitter,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,193810965,
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Scarlet Filigreed Doublet,Breastplate of Otherworldly Influence,Binding of Warped Desires,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Ritualist's Treasured Ring,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cowled Batwing Cloak,Stoneguard,Acidslough Bulwark,26821800,Army of the Light Tabard
Darkfrost Helmet,Trailspinner Pendant,Prankster's Pauldrons,Sleeveless T-Shirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritual Commander's Ring,Band of the Risen Bonelord,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Mantle of Manifest Sins,Sophisticated Bonecracker,Acidslough Bulwark,39437807,
Sinful Gladiator's Plate Helm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Hellhound Cuffs,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Fleshfused Circle,Anima Field Emitter,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,192502249,
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Fleshfused Circle,Anima Field Emitter,Spare Meat Hook,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,166122140,
Wing Commander's Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Death God's Signet,Hyperlight Band,Bladedancer's Armor Kit,Sanguine Vintage,Cowled Batwing Cloak,Meditation's Muse,Elysian Sentinel's Aegis,142577959,
Shieldguard's Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Valinor's Ground Pounders,Reality-Shatter Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Fleshfused Circle,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Encrusted Canopic Lid,187730471,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Artisan Officer's Shirt,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Death God's Signet,Arachnid Cipher Ring,Splintered Heart of Al'ar,Gluttonous Spike,Cloak of Enveloping Manifestations,Ascended Gladius of Glory,Acidslough Bulwark,137200959,Tabard of the Lightbringer
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Decanter of Anima-Charged Winds,Grim Codex,Blighted Margrave's Cloak,Sophisticated Bonecracker,Sinful Aspirant's Barrier,243882259,
Wrathbark Greathelm,Azure-Venom Choker,Vile Butcher's Pauldrons,,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Hellhound Cuffs,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Shadowghast Ring,Blood-Spattered Scale,Sanguine Vintage,Drape of Twisted Loyalties,Sinsmasher,Barricade of the Endless Empire,54453980,
