Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard,Shirt
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Bargast's Leash,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,Elysian Sentinel's Aegis,165263305,,Red Linen Shirt
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Hardened Castle Crushers,Ritual Bone Band,Arachnid Cipher Ring,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,145469438,,Precious' Ribbon
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Ritual Bone Band,Bloodoath Signet,Anima Field Emitter,Decanter of Anima-Charged Winds,Sinful Gladiator's Drape,Sophisticated Bonecracker,Acidslough Bulwark,246141240,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Sophisticated Bonecracker,Acidslough Bulwark,155146542,Stormwind Tabard,Fashionable Undershirt
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Overwhelming Power Crystal,Gluttonous Spike,Dealer Xy'exa's Cape,Gorestained Cleaver,Barricade of the Endless Empire,109644853,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Stone Legion Heraldry,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,153197999,Renowned Guild Tabard,
Diadem of Imperious Desire,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Guilewind Stone Talons,Ritual Bone Band,Shadowghast Ring,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,90587176,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Pulsating Stoneheart,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,164840523,,Red Linen Shirt
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Inscrutable Quantum Device,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Encrusted Canopic Lid,247160183,Tabard of Summer Flames,Fashionable Undershirt
Shadowghast Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Sinful Gladiator's Ring,Ritual Commander's Ring,Anima Field Emitter,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Sinful Gladiator's Guard,150850433,Army of the Light Tabard,Lucky Shirt
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Shieldguard's Vambraces,Hardened Castle Crushers,Signet of the False Accuser,Hyperlight Band,Pulsating Stoneheart,Slimy Consumptive Organ,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,108335063,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Anima Field Emitter,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Supercollider,Barricade of the Endless Empire,120554741,Tabard of the Ascended,
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Halkias's Towering Pillars,Muckwallow Stompers,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Sinful Gladiator's Ring,Ardent Sunstar Signet,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Drape of Twisted Loyalties,Supercollider,Sinful Gladiator's Guard,167997792,Tabard of the Ascended,Artisan Officer's Shirt
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Hellhound Cuffs,Hardened Castle Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Gluttonous Spike,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,202951751,Renowned Guild Tabard,Master Builder's Shirt
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Ritualist's Treasured Ring,Darkmoon Deck: Indomitable,Blood-Spattered Scale,Blighted Margrave's Cloak,Supercollider,Barricade of the Endless Empire,169474145,Lightforged Tabard,
Plague Handler's Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Hardened Castle Crushers,Shadowghast Ring,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,181052590,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Reaver of Renewed Resolve,Acidslough Bulwark,160134091,,Precious' Ribbon
Shadowghast Helm,Trailspinner Pendant,Sinful Gladiator's Plate Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritual Bone Band,Band of the Risen Bonelord,Sinful Gladiator's Medallion,Gluttonous Spike,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,240572046,,
Shadowghast Helm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Hyperlight Band,Signet of the False Accuser,Macabre Sheet Music,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,174094241,Tabard of the Ascended,Blue Workman's Shirt
Shadowghast Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Sinful Gladiator's Plate Legguards,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Phial of Putrefaction,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,174988454,Stormwind Tabard,Fashionable Undershirt
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Bladedancer's Armor Kit,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Gorestained Cleaver,Barricade of the Endless Empire,97718264,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Legplates of Unholy Frenzy,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Bladedancer's Armor Kit,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinsmasher,Chyrus's Crest of Hope,18820223,Tabard of the Lightbringer,Artisan Officer's Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Fleshfused Circle,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,170229125,Renowned Guild Tabard,White Tuxedo Shirt
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,175758037,,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Signet of the False Accuser,Death God's Signet,Stone Legion Heraldry,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinsmasher,Builwark of the Stone Legion,134419779,Tabard of the Ascended,Stylish Black Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,168998405,Tabard of the 7th Legion,Precious' Ribbon
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,192599651,Illustrious Guild Tabard,
Darkfrost Helmet,Gaiazelle's Spiked Collar,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Stone Legion Heraldry,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,164602514,,Red Linen Shirt
Shadowghast Helm,Trailspinner Pendant,Vile Butcher's Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Steelcore Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Bladedancer's Armor Kit,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Barricade of the Endless Empire,244553462,,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Anima Field Emitter,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,124066849,,Wound Dressing
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Fogweaver Gauntlets,Hyperlight Band,Twisted Witherroot Band,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,193682565,Lightforged Tabard,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Shadowghast Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Supercollider,Barricade of the Endless Empire,107144363,Nightfallen Tabard,
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Inscrutable Quantum Device,Anima Field Emitter,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,154745985,Tabard of the Achiever,
Plague Handler's Greathelm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Ritual Commander's Ring,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,146754623,Illustrious Guild Tabard,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Arachnid Cipher Ring,Ritual Bone Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,130827715,Guild Tabard,Artisan Member's Shirt
Shadowghast Helm,Gaiazelle's Spiked Collar,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Stonebark Girdle,Gormshell Greaves,Boots of the Underdweller,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Ritual Commander's Ring,Pulsating Stoneheart,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,28904156,,Tailored Officer's Shirt
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Hardened Castle Crushers,Bloodoath Signet,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Sanguine Vintage,Cowled Batwing Cloak,Gorestained Cleaver,Barricade of the Endless Empire,41473927,,Squire's Shirt
Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Fleshfused Circle,Splintered Heart of Al'ar,Anima Field Emitter,Dealer Xy'exa's Cape,Supercollider,Elysian Sentinel's Aegis,153493141,,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Bloodoath Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Supercollider,Barricade of the Endless Empire,153959746,Tabard of the Ascended,Red Martial Shirt
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Selfless Collector's Girdle,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Hardened Castle Crushers,Twisted Witherroot Band,Arachnid Cipher Ring,Inscrutable Quantum Device,Gluttonous Spike,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,170465622,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Guilewind Stone Talons,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Phial of Putrefaction,Bladedancer's Armor Kit,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,143718641,Guild Tabard,
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,175760203,,
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Twisted Witherroot Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Gluttonous Spike,Crest of the Legionnaire General,Sinsmasher,Acidslough Bulwark,226352059,,
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Baetheas' Ironclad Warboots,Hellhound Cuffs,Distorted Construct's Gauntlets,Hyperlight Band,Shadowghast Ring,Anima Field Emitter,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Supercollider,Chyrus's Crest of Hope,79979616,,
Wing Commander's Helmet,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Band of the Risen Bonelord,Blood-Spattered Scale,Macabre Sheet Music,Dealer Xy'exa's Cape,Barbed-Edge of the Stone Legion,Stonewrought Gargoyles Barrier,146988173,,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,159189548,,
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Entwined Gorger Tendril,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,190310367,,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Guilewind Stone Talons,Ritualist's Treasured Ring,Ritual Bone Band,Pulsating Stoneheart,Blood-Spattered Scale,Dealer Xy'exa's Cape,Sinsmasher,Barricade of the Endless Empire,167097404,,
Wrathbark Greathelm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Guilewind Stone Talons,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Blood-Spattered Scale,Gluttonous Spike,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,22310978,Tabard of the Ascended,Purple Martial Shirt
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Guilewind Stone Talons,Bloodoath Signet,Ritual Bone Band,Stone Legion Heraldry,Spare Meat Hook,Blighted Margrave's Cloak,Sinsmasher,Kudebeh's Remarkable Targe,240405568,Tabard of the Explorer,Antiseptic-Soaked Dressing
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stonebark Girdle,Gormshell Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,245309210,Tabard of the Zandalari,
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Anima Field Emitter,Mantle of Manifest Sins,Sinsmasher,Acidslough Bulwark,187022384,,
Wrathbark Greathelm,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Sinful Aspirant's Plate Legguards,Sinful Aspirant's Plate Warboots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Fleshfused Circle,Ring of Perpetual Conflict,Splintered Heart of Al'ar,Anima Field Emitter,Sinful Gladiator's Drape,Axe of the Deadgrove,Builwark of the Stone Legion,38758167,Argent Crusader's Tabard,Wraps of the Blood-Soaked Brawler
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Girdle,Sinful Aspirant's Plate Legguards,Valinor's Ground Pounders,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Sinful Aspirant's Ring,Sinful Gladiator's Emblem,Sinful Aspirant's Medallion,Sinful Gladiator's Drape,Axe of the Deadgrove,Northern Barrier,21441419,Undercity Tabard,Master Builder's Shirt
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Fleshfused Circle,Inscrutable Quantum Device,Anima Field Emitter,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,172102928,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Legplates of Unholy Frenzy,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Sinful Aspirant's Insignia of Alacrity,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Acidslough Bulwark,145382537,,
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Sanguine Vintage,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Gorestained Cleaver,Encrusted Canopic Lid,153078382,Renowned Guild Tabard,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Arachnid Cipher Ring,Death God's Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,185697392,Lightforged Tabard,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Warboots of Ruthless Conviction,Hellhound Cuffs,Colossal Plate Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Stone Legion Heraldry,Blood-Spattered Scale,Crest of the Legionnaire General,Axe of the Deadgrove,Acidslough Bulwark,123450366,Renowned Guild Tabard,Artisan Officer's Shirt
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Ritual Bone Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Chyrus's Crest of Hope,244619548,,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Chestplate of the March Warden,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Distorted Construct's Gauntlets,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Anima Field Emitter,Cloak of Enveloping Manifestations,Supercollider,Sinful Gladiator's Guard,55807187,Baradin's Wardens Tabard,Artisan Officer's Shirt
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Arachnid Cipher Ring,Ritual Commander's Ring,Blood-Spattered Scale,Inscrutable Quantum Device,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,148855744,,
