,Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Tabard,Shirt,Off Hand,score
1231,Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Hyperlight Band,Ritual Bone Band,Gluttonous Spike,Pulsating Stoneheart,Sinful Gladiator's Drape,Engorged Worm Smasher,,Red Linen Shirt,Elysian Sentinel's Aegis,956.5
1232,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Ritual Bone Band,Ritual Commander's Ring,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,,,Acidslough Bulwark,956.3
1233,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Fogweaver Gauntlets,Ardent Sunstar Signet,Twisted Witherroot Band,Bladedancer's Armor Kit,Decanter of Anima-Charged Winds,Decadent Nathrian Shawl,Sophisticated Bonecracker,Tabard of the Explorer,,Barricade of the Endless Empire,905.6
1234,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Fogweaver Gauntlets,Death God's Signet,Sinful Gladiator's Ring,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Undercity Tabard,,Sinful Gladiator's Guard,941.4
1235,Darkfrost Helmet,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Guilewind Stone Talons,Ritual Bone Band,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Slimy Consumptive Organ,Cowled Batwing Cloak,Sinsmasher,Tabard of the Lightbringer,,Sinful Aspirant's Barrier,749.1
1236,Darkfrost Helmet,Sin Stained Pendant,Vile Butcher's Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Signet of the False Accuser,Shadowghast Ring,Anima Field Emitter,Inscrutable Quantum Device,Cowled Batwing Cloak,Axe of the Deadgrove,,,Acidslough Bulwark,707.8
1237,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Pulsating Stoneheart,Sinful Aspirant's Insignia of Alacrity,Drape of Twisted Loyalties,Axe of the Deadgrove,Argent Crusader's Tabard,Fashionable Undershirt,Acidslough Bulwark,1051.9
1238,Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Gormshell Greaves,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Gorestained Cleaver,Tabard of the Honorbound,Artisan Officer's Shirt,Encrusted Canopic Lid,902.4
1239,Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Overwhelming Power Crystal,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,,,Acidslough Bulwark,865.5
1240,Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Ritual Commander's Ring,Blood-Spattered Scale,Slimy Consumptive Organ,Drape of Twisted Loyalties,Engorged Worm Smasher,Tabard of Summer Skies,,Encrusted Canopic Lid,832.3
1241,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Shroud of the Penitent,Axe of the Deadgrove,,,Acidslough Bulwark,887.9
1242,Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Ritualist's Treasured Ring,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cowled Batwing Cloak,Stoneguard,Army of the Light Tabard,Scarlet Filigreed Doublet,Acidslough Bulwark,925.5
1243,Wrathbark Greathelm,Trailspinner Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Hyperlight Band,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,,,Chyrus's Crest of Hope,926.4
1244,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Gluttonous Spike,Cowled Batwing Cloak,Axe of the Deadgrove,,Common White Shirt,Acidslough Bulwark,883.6
1245,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Gormshell Greaves,Steelcore Warboots,Hellhound Cuffs,Distorted Construct's Gauntlets,Death God's Signet,Arachnid Cipher Ring,Gluttonous Spike,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Gorestained Cleaver,,,Acidslough Bulwark,785.1
1246,Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Gauntlets of Ruthless Reprisal,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Pulsating Stoneheart,Blighted Margrave's Cloak,Axe of the Deadgrove,,Precious' Ribbon,Acidslough Bulwark,985.4
1247,Plague Handler's Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Fleshfused Circle,Ritual Bone Band,Decanter of Anima-Charged Winds,Darkmoon Deck: Indomitable,Blighted Margrave's Cloak,Axe of the Deadgrove,Tabard of the Zandalari,,Encrusted Canopic Lid,757.8
1248,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Arachnid Cipher Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,,,Sinful Gladiator's Guard,955.5
1249,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Shieldguard's Girdle,Selfless Collector's Legguards,Sabatons of the Rushing Juggernaut,Steelcore Wristwraps,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Darkmoon Deck: Indomitable,Stone Legion Heraldry,Drape of Inscrutable Purpose,Engorged Worm Smasher,Orgrimmar Tabard,,Acidslough Bulwark,618.2
1250,Wrathbark Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Axe of the Deadgrove,,Precious' Ribbon,Acidslough Bulwark,858.9
1251,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Bloodoath Signet,Signet of the False Accuser,Slimy Consumptive Organ,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Axe of the Deadgrove,,,Acidslough Bulwark,1076.2
1252,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Sinful Gladiator's Cloak,Engorged Worm Smasher,Tabard of Summer Flames,,Acidslough Bulwark,845.8
1253,Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Signet of the False Accuser,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Supercollider,Tabard of the Honorbound,,Acidslough Bulwark,1156.2
1254,Selfless Collector's GreatHelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritualist's Treasured Ring,Ring of Perpetual Conflict,Slimy Consumptive Organ,Darkmoon Deck: Indomitable,Cloak of Enveloping Manifestations,Ascended Gladius of Glory,,,Duskwarder Shield,613.0
1255,Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Ritual Commander's Ring,Ritual Bone Band,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Engorged Worm Smasher,Tabard of the Dark Iron,,Acidslough Bulwark,981.2
1256,Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Fleshfused Crushers,Band of the Risen Bonelord,Signet of the False Accuser,Spare Meat Hook,Inscrutable Quantum Device,Blighted Margrave's Cloak,Supercollider,,,Acidslough Bulwark,1029.2
1257,Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Greaves of the Rockmender,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Gorestained Cleaver,,Precious' Ribbon,Acidslough Bulwark,810.0
1258,Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Overwhelming Power Crystal,Inscrutable Quantum Device,Cowled Batwing Cloak,Supercollider,Tabard of the Lightbringer,Sleeveless T-Shirt,Barricade of the Endless Empire,1031.4
1259,Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of Embers,Legplates of Unholy Frenzy,Sinful Aspirant's Plate Warboots,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Overwhelming Power Crystal,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Sinsmasher,,,Sinful Aspirant's Barrier,576.6
1260,Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Desm's Fistos,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Blighted Margrave's Cloak,Xandria's Kopis of Courage,,,Elysian Sentinel's Aegis,543.4
1261,Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Sinful Gladiator's Plate Chestplate,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Shadowghast Ring,Viscera of Coalesced Hatred,Wakener's Frond,Drape of Twisted Loyalties,Supercollider,,,Encrusted Canopic Lid,938.2
1262,Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Sinsmasher,Orgrimmar Tabard,Red Linen Shirt,Acidslough Bulwark,1276.2
1263,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Sinful Gladiator's Insignia of Alacrity,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Engorged Worm Smasher,,Fashionable Undershirt,Sinful Gladiator's Guard,1373.2
1264,Wing Commander's Helmet,Sinful Gladiator's Necklace,Prankster's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Shadowghast Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Orgrimmar Tabard,,Acidslough Bulwark,1547.4
1265,Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Bloodoath Signet,Sinful Gladiator's Ring,Sinful Aspirant's Medallion,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sinsmasher,,,Elysian Sentinel's Aegis,987.4
1266,Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Bloodoath Signet,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,,,Acidslough Bulwark,1285.8
1267,Sinful Gladiator's Plate Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Gluttonous Spike,Sinful Gladiator's Drape,Sinsmasher,Renowned Guild Tabard,,Sinful Gladiator's Guard,1003.6
1268,Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Ritual Commander's Ring,Decanter of Anima-Charged Winds,Inscrutable Quantum Device,Drape of Twisted Loyalties,Axe of the Deadgrove,Argent Crusader's Tabard,Sawbones Shirt,Encrusted Canopic Lid,1191.4
1269,Diadem of Imperious Desire,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sophisticated Bonecracker,,,Acidslough Bulwark,1376.0
1270,Wing Commander's Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Most Regal Signet of Sire Denathrius,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Crest of the Legionnaire General,Sinful Gladiator's Swordbreaker,,,Builwark of the Stone Legion,1106.5
1271,Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Engorged Worm Smasher,Guild Tabard,,Acidslough Bulwark,1077.0
1272,Sinful Aspirant's Plate Helm,Sinful Aspirant's Pendant,Sinful Gladiator's Plate Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Sinful Gladiator's Plate Wargreaves,Sinful Gladiator's Plate Stompers,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Sinful Gladiator's Ring,Shadowghast Ring,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Sinful Gladiator's Hacker,,,Sinful Gladiator's Guard,1018.0
1273,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Gluttonous Spike,Blighted Margrave's Cloak,Sophisticated Bonecracker,,,Barricade of the Endless Empire,1251.3
1274,Shadowghast Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Death God's Signet,Slimy Consumptive Organ,Overwhelming Power Crystal,Crest of the Legionnaire General,Sophisticated Bonecracker,,,Sinful Gladiator's Guard,1201.7
1275,Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Sinful Gladiator's Ring,Hyperlight Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Axe of the Deadgrove,,Fashionable Undershirt,Acidslough Bulwark,1253.7
1276,Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fogweaver Gauntlets,Twisted Witherroot Band,Ritual Commander's Ring,Sinful Gladiator's Relentless Brooch,Bladedancer's Armor Kit,Blighted Margrave's Cloak,Sophisticated Bonecracker,,,Barricade of the Endless Empire,1164.6
1277,Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritual Commander's Ring,Blood-Spattered Scale,Viscera of Coalesced Hatred,Mantle of Manifest Sins,Axe of the Deadgrove,Lightforged Tabard,,Encrusted Canopic Lid,1120.7
1278,Wing Commander's Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Sinful Aspirant's Plate Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Wristguards,Fleshfused Crushers,Shadowghast Ring,Ardent Sunstar Signet,Decanter of Anima-Charged Winds,Slimy Consumptive Organ,Sinful Gladiator's Shawl,Sinful Gladiator's Xiphos,Renowned Guild Tabard,Artisan Officer's Shirt,Sinful Gladiator's Guard,1038.1
1279,Diadem of Imperious Desire,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Fleshfused Circle,Anima Field Emitter,Gluttonous Spike,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Guild Tabard,Fashionable Undershirt,Acidslough Bulwark,1100.5
1280,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Blood-Spattered Scale,Phial of Putrefaction,Cowled Batwing Cloak,Sophisticated Bonecracker,Stormwind Tabard,,Encrusted Canopic Lid,1183.3
1281,Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Band of the Risen Bonelord,Sinful Gladiator's Medallion,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sophisticated Bonecracker,Rustbolt Resistance Tabard,Artisan Member's Shirt,Sinful Gladiator's Redoubt,1069.2
1282,Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritual Commander's Ring,Slimy Consumptive Organ,Bladedancer's Armor Kit,Cowled Batwing Cloak,Sophisticated Bonecracker,,,Acidslough Bulwark,1119.7
1283,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Anima Field Emitter,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Gorestained Cleaver,,,Sinful Gladiator's Guard,1073.0
1284,Shadowghast Helm,Muckformed Chain Choker,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fallen Templar's Gauntlets,Entwined Gorger Tendril,Ritualist's Treasured Ring,Gluttonous Spike,Macabre Sheet Music,Drape of Twisted Loyalties,Engorged Worm Smasher,,,Elysian Sentinel's Aegis,933.5
1285,Wrathbark Greathelm,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Ring of Perpetual Conflict,Ritual Bone Band,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Supercollider,,,Acidslough Bulwark,1099.2
1286,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Ritual Bone Band,Gluttonous Spike,Sanguine Vintage,Cowled Batwing Cloak,Axe of the Deadgrove,Tabard of the Ascended,,Encrusted Canopic Lid,1091.5
1287,Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Tabard of the Lightbringer,,Barricade of the Endless Empire,1059.2
1288,Darkfrost Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Shadowghast Greaves,Valinor's Ground Pounders,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Arachnid Cipher Ring,Hyperlight Band,Anima Field Emitter,Blood-Spattered Scale,Crest of the Legionnaire General,Gorestained Cleaver,Legionfall Tabard,Master Builder's Shirt,Chyrus's Crest of Hope,707.1
1289,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Hyperlight Band,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Argent Crusader's Tabard,Precious' Ribbon,Elysian Sentinel's Aegis,1010.5
1290,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Death God's Signet,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Crest of the Legionnaire General,Engorged Worm Smasher,Renowned Guild Tabard,,Encrusted Canopic Lid,1072.2
1291,Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Most Regal Signet of Sire Denathrius,Fleshfused Circle,Darkmoon Deck: Indomitable,Slimy Consumptive Organ,Cowled Batwing Cloak,Sinful Gladiator's Swordbreaker,Tabard of the Lightbringer,Artisan Officer's Shirt,Encrusted Canopic Lid,906.4
