Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Shirt,Tabard
Diadem of Imperious Desire,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,158487277,,Bilgewater Cartel Tabard
Wing Commander's Helmet,Sinful Gladiator's Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fallen Templar's Gauntlets,Ritual Commander's Ring,Ring of Perpetual Conflict,Darkmoon Deck: Indomitable,Inscrutable Quantum Device,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,137415900,,Illustrious Guild Tabard
Darkfrost Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Sinful Gladiator's Plate Legguards,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Band of the Risen Bonelord,Bloodoath Signet,Overwhelming Power Crystal,Slimy Consumptive Organ,Sinful Gladiator's Shawl,Sinful Gladiator's Hacker,Sinful Gladiator's Guard,111195297,Precious' Ribbon,Order of the Cloud Serpent Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Reality-Shatter Vambraces,Fleshfused Crushers,Entwined Gorger Tendril,Arachnid Cipher Ring,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Sinsmasher,Encrusted Canopic Lid,165388212,Precious' Ribbon,
Darkfrost Helmet,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Sinful Gladiator's Drape,Gorestained Cleaver,Encrusted Canopic Lid,157844050,,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Selfless Collector's Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Entwined Gorger Tendril,Signet of the False Accuser,Viscera of Coalesced Hatred,Spare Meat Hook,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,66168722,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Steelcore Legguards,Muckwallow Stompers,Hellhound Cuffs,Colossal Plate Gauntlets,Arachnid Cipher Ring,Stitchflesh's Misplaced Signet,Gluttonous Spike,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,101032534,,Champions of Azeroth Tabard
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Dynamo Doomstompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Dealer Xy'exa's Cape,Sacred Sparrer's Edge,Barricade of the Endless Empire,174684035,,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Splintered Heart of Al'ar,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,148556259,,Stone Guard's Herald
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Shoulderblade Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Sinsmasher,Sinful Gladiator's Guard,124052689,Precious' Ribbon,
Wrathbark Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Supercollider,Encrusted Canopic Lid,173793251,Blue Linen Shirt,
Shadowghast Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Dynamo Doomstompers,Shoulderblade Vambraces,Fleshfused Crushers,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Macabre Sheet Music,Inscrutable Quantum Device,Sinful Gladiator's Drape,Engorged Worm Smasher,Sinful Gladiator's Guard,65647325,Artisan Officer's Shirt,Gnomeregan Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Anima Field Emitter,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Supercollider,Barricade of the Endless Empire,120554741,,Tabard of the Ascended
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Signet of the False Accuser,Death God's Signet,Bladedancer's Armor Kit,Viscera of Coalesced Hatred,Decadent Nathrian Shawl,Supercollider,Sylvan Whiteshield,123470723,,
Casque of the Path,Azure-Venom Choker,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shieldguard's Girdle,Steelcore Legguards,Muckwallow Stompers,Bracers of the Tenebrous Retinue,Distorted Construct's Gauntlets,Ritual Bone Band,Shadowghast Ring,Decanter of Anima-Charged Winds,Inscrutable Quantum Device,Silvernote Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,149943585,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Overwhelming Power Crystal,Cowled Batwing Cloak,Sinsmasher,Sinful Gladiator's Guard,181762404,,
Sinful Gladiator's Plate Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Stoneguard Attendant's Boots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Gluttonous Spike,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Builwark of the Stone Legion,161506672,,Silvermoon City Tabard
Ancient Iron Heaume,Trailspinner Pendant,Shadowghast Pauldrons,Conqueror's Aegis Breastplate,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Bargast's Leash,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,246622606,,
Darkfrost Helmet,Trailspinner Pendant,Vile Butcher's Pauldrons,Selfless Collector's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Shoulderblade Vambraces,Shadowghast Gauntlets,Arachnid Cipher Ring,Fleshfused Circle,Darkmoon Deck: Indomitable,Viscera of Coalesced Hatred,Mantle of Manifest Sins,Ascended Gladius of Glory,Chyrus's Crest of Hope,153393925,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Ritual Bone Band,Band of the Risen Bonelord,Bladedancer's Armor Kit,Anima Field Emitter,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,198284627,,Renowned Guild Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Shieldguard's Vambraces,Fleshfused Crushers,Signet of the False Accuser,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,163161093,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Steelcore Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Bladedancer's Armor Kit,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Axe of the Deadgrove,Encrusted Canopic Lid,133789355,Precious' Ribbon,Tabard of the Lightbringer
Shadowghast Helm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Halkias's Towering Pillars,Valinor's Ground Pounders,Shoulderblade Vambraces,Hardened Castle Crushers,Death God's Signet,Signet of the False Accuser,Sinful Aspirant's Badge of Ferocity,Anima Field Emitter,Mantle of Manifest Sins,Engorged Worm Smasher,Barricade of the Endless Empire,119153292,Irradiated Undercoat,
Shieldguard's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Death God's Signet,Bloodoath Signet,Slimy Consumptive Organ,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Axe of the Deadgrove,Encrusted Canopic Lid,156987155,,Horde Tabard
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Hardened Castle Crushers,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Emblem,Cowled Batwing Cloak,Gorestained Cleaver,Sinful Gladiator's Redoubt,244869765,Artisan Member's Shirt,
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Shadowghast Breastplate,Sinful Gladiator's Plate Greatbelt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Ritual Commander's Ring,Hyperlight Band,Sinful Gladiator's Medallion,Sinful Aspirant's Badge of Ferocity,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,196246195,,Alliance Tabard
Casque of the Path,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Band of the Risen Bonelord,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Sinful Gladiator's Guard,100943853,,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Ceremonial Parade Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Overwhelming Power Crystal,Stone Legion Heraldry,Drape of Twisted Loyalties,Gorestained Cleaver,Sinful Aspirant's Barrier,92164454,Rustic Workman's Shirt,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Slimy Consumptive Organ,Macabre Sheet Music,Blighted Margrave's Cloak,Supercollider,Encrusted Canopic Lid,114108222,Red Linen Shirt,Guild Tabard
Shadowghast Helm,Sinful Aspirant's Pendant,Pauldrons of Unleashed Pride,Selfless Collector's Chestplate,Sinful Gladiator's Plate Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Hyperlight Band,Sinful Aspirant's Signet,Bargast's Leash,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Gorestained Cleaver,Acidslough Bulwark,155186352,,Tabard of the Dark Iron
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Halkias's Towering Pillars,Muckwallow Stompers,Shoulderblade Vambraces,Fogweaver Gauntlets,Death God's Signet,Signet of the False Accuser,Anima Field Emitter,Gluttonous Spike,Cowled Batwing Cloak,Sophisticated Bonecracker,Sylvan Whiteshield,118718482,,Guild Tabard
Sinful Aspirant's Plate Helm,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestplate,Binding of Warped Desires,Sinful Gladiator's Plate Wargreaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Fleshfused Circle,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Sinsmasher,Chyrus's Crest of Hope,195078211,,Illustrious Guild Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Valinor's Ground Pounders,Armbands of the Construct,Fogweaver Gauntlets,Death God's Signet,Entwined Gorger Tendril,Splintered Heart of Al'ar,Slimy Consumptive Organ,Cowled Batwing Cloak,Stoneguard,Sinful Gladiator's Guard,159676609,,Tabard of the Ascended
Oversized Centurion Helm,Trailspinner Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Shadowghast Ring,Death God's Signet,Slimy Consumptive Organ,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,165453363,,
Wrathbark Greathelm,Azure-Venom Choker,Shieldguard's Shoulderplates,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Shoulderblade Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Anima Field Emitter,Slimy Consumptive Organ,Mantle of Manifest Sins,Sinsmasher,Barricade of the Endless Empire,116948951,,
Wrathbark Greathelm,Reinforced High Collar,Dread Sentinel's Ebony Spaulders,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Dread Sentinel's Ebony Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Guilewind Stone Talons,Twisted Witherroot Band,Ritualist's Treasured Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sophisticated Bonecracker,Builwark of the Stone Legion,76084165,Red Linen Shirt,
Darkfrost Helmet,Gaiazelle's Spiked Collar,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Sinful Aspirant's Medallion,Bladedancer's Armor Kit,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,166002765,Artisan Officer's Shirt,Renowned Guild Tabard
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Ritual Commander's Ring,Anima Field Emitter,Bladedancer's Armor Kit,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Elysian Sentinel's Aegis,175927159,,Tabard of the Ascended
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Guilewind Stone Talons,Hyperlight Band,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Sinful Gladiator's Drape,Sophisticated Bonecracker,Sinful Gladiator's Guard,193772441,,Tabard of the Ascended
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinsmasher,Encrusted Canopic Lid,167456545,Precious' Ribbon,Tabard of Conquest
Shadowghast Helm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Hyperlight Band,Ritualist's Treasured Ring,Stone Legion Heraldry,Sanguine Vintage,Cowled Batwing Cloak,Xandria's Kopis of Courage,Sinful Gladiator's Guard,175005519,,Tabard of the Lightbringer
Darkfrost Helmet,Sinful Gladiator's Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Shieldguard's Gauntlets,Sinful Gladiator's Ring,Death God's Signet,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Sinful Gladiator's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,174633818,Selis' Silk Shirt,
Selfless Collector's GreatHelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Hyperlight Band,Signet of the False Accuser,Sinful Gladiator's Insignia of Alacrity,Overwhelming Power Crystal,Cowled Batwing Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,76238123,Stormwind Doublet,Knight's Colors
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Guilewind Stone Talons,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Macabre Sheet Music,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,217150079,,
Wing Commander's Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Ember-Scarred Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Ring of Perpetual Conflict,Signet of the False Accuser,Inscrutable Quantum Device,Anima Field Emitter,Drape of Twisted Loyalties,Sophisticated Bonecracker,Barricade of the Endless Empire,160050801,,Court of Harvesters Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Hyperlight Band,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,Chyrus's Crest of Hope,166976970,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Arachnid Cipher Ring,Hyperlight Band,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Axe of the Deadgrove,Encrusted Canopic Lid,149909347,,
Darkfrost Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Entwined Gorger Tendril,Ritualist's Treasured Ring,Viscera of Coalesced Hatred,Blood-Spattered Scale,Decadent Nathrian Shawl,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,197547351,,Tabard of the Argent Crusade
Shadowghast Helm,Sin Stained Pendant,Dread Sentinel's Ebony Spaulders,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Shoulderblade Vambraces,Fleshfused Crushers,Ring of Perpetual Conflict,Fleshfused Circle,Blood-Spattered Scale,Spare Meat Hook,Cowled Batwing Cloak,Gorestained Cleaver,Builwark of the Stone Legion,66432179,,Gilneas Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Tharatos' Charred Chestplate,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Bloodoath Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,188499577,Fashionable Undershirt,Tabard of the Lightbringer
Wrathbark Greathelm,Trailspinner Pendant,Vile Butcher's Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Signet of the False Accuser,Ardent Sunstar Signet,Bladedancer's Armor Kit,Gluttonous Spike,Crest of the Legionnaire General,Engorged Worm Smasher,Encrusted Canopic Lid,32705450,Wraps of the Blood-Soaked Brawler,Tabard of the Lightbringer
Casque of the Path,Azure-Venom Choker,Shadowghast Pauldrons,Sinful Aspirant's Plate Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Sinful Gladiator's Ring,Signet of the False Accuser,Inscrutable Quantum Device,Splintered Heart of Al'ar,Shroud of the Penitent,Sophisticated Bonecracker,Sinful Gladiator's Guard,172262299,Squire's Shirt,
Shadowghast Helm,Noble's Birthstone Pendant,Prankster's Pauldrons,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Sinful Gladiator's Drape,Sophisticated Bonecracker,Acidslough Bulwark,241026765,Sharkskin Tunic,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Signet of the False Accuser,Gluttonous Spike,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,194407697,,
Darkfrost Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Hyperlight Band,Blood-Spattered Scale,Pulsating Stoneheart,Cowled Batwing Cloak,Ascended Gladius of Glory,Chyrus's Crest of Hope,123811639,,Renowned Guild Tabard
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Hardened Castle Crushers,Ritualist's Treasured Ring,Signet of the False Accuser,Inscrutable Quantum Device,Splintered Heart of Al'ar,Shroud of the Penitent,Supercollider,Acidslough Bulwark,112401367,,
Sinful Gladiator's Plate Helm,Sinful Aspirant's Necklace,Vile Butcher's Pauldrons,Sinful Gladiator's Plate Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Sinful Aspirant's Plate Warboots,Sinful Gladiator's Plate Vambraces,Selfless Collector's Gauntlets,Sinful Aspirant's Signet,Sinful Aspirant's Ring,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,92654073,Lucky Shirt,Guild Tabard
Wrathbark Greathelm,Gaiazelle's Spiked Collar,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Sinful Aspirant's Ring,Signet of the False Accuser,Pulsating Stoneheart,Viscera of Coalesced Hatred,Crest of the Legionnaire General,Axe of the Deadgrove,Barricade of the Endless Empire,196885194,Red Linen Shirt,Renowned Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fleshfused Crushers,Hyperlight Band,Bloodoath Signet,Viscera of Coalesced Hatred,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,100517052,,Renowned Guild Tabard
Wing Commander's Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Hardened Castle Crushers,Hyperlight Band,Most Regal Signet of Sire Denathrius,Viscera of Coalesced Hatred,Gluttonous Spike,Blighted Margrave's Cloak,Supercollider,Elysian Sentinel's Aegis,125695372,Red Lumberjack Shirt,Renowned Guild Tabard
Plague Handler's Greathelm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Selfless Collector's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Valinor's Ground Pounders,Selfless Collector's Wristguards,Distorted Construct's Gauntlets,Fleshfused Circle,Entwined Gorger Tendril,Viscera of Coalesced Hatred,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,112467305,,
