Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Fatal Contrivances,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Hardened Castle Crushers,Twisted Witherroot Band,Bloodoath Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Supercollider,Chyrus's Crest of Hope,160295954,
Wing Commander's Helmet,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Grim Codex,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,172995008,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Hymnal of the Path,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,148107012,Tabard of the Ascended
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Shadowghast Ring,Signet of the False Accuser,Inscrutable Quantum Device,Spare Meat Hook,Crest of the Legionnaire General,Xandria's Kopis of Courage,Barricade of the Endless Empire,166446798,
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Fallen Templar's Gauntlets,Death God's Signet,Bloodoath Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Shroud of the Penitent,Axe of the Deadgrove,Acidslough Bulwark,147510448,
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Wraps of the Blood-Soaked Brawler,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Shadowghast Armguards,Sinful Gladiator's Plate Handguards,Band of the Risen Bonelord,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Sinful Gladiator's Drape,Sophisticated Bonecracker,Acidslough Bulwark,98572179,Tabard of the Lightbringer
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Decadent Nathrian Shawl,Supercollider,Sinful Gladiator's Redoubt,174241461,Illustrious Guild Tabard
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Brown Linen Shirt,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Shadowghast Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,209552371,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Shadowghast Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Sinful Gladiator's Ring,Splintered Heart of Al'ar,Sanguine Vintage,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Gladiator's Redoubt,175091275,
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Gluttonous Spike,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,83741128,
Shadowghast Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Bloodoath Signet,Sinful Aspirant's Insignia of Alacrity,Sinful Gladiator's Insignia of Alacrity,Dealer Xy'exa's Cape,Axe of the Deadgrove,Encrusted Canopic Lid,136676508,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,White Swashbuckler's Shirt,Breastplate of Brutal Dissonance,Binding of Warped Desires,Gormshell Greaves,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Overwhelming Power Crystal,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,114099878,Scout's Tabard
Wing Commander's Helmet,Sinful Gladiator's Necklace,Vile Butcher's Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Shadowghast Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Supercollider,Barricade of the Endless Empire,107144363,Nightfallen Tabard
Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Shadowghast Gauntlets,Entwined Gorger Tendril,Most Regal Signet of Sire Denathrius,Stone Legion Heraldry,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Bulwark of the Unbowed,246978378,Renowned Guild Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Band of the Risen Bonelord,Darkmoon Deck: Voracity,Blood-Spattered Scale,Crest of the Legionnaire General,Engorged Worm Smasher,Acidslough Bulwark,153546633,Tabard of the Lightbringer
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Stylish Black Shirt,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Sinful Aspirant's Plate Legguards,Dynamo Doomstompers,Shadowghast Armguards,Fleshfused Crushers,Death God's Signet,Sinful Gladiator's Ring,Darkmoon Deck: Indomitable,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,145849552,Guild Tabard
Shadowghast Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Squire's Shirt,Abdominal Securing Chestguard,Stonebark Girdle,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Sinful Gladiator's Ring,Entwined Gorger Tendril,Overwhelming Power Crystal,Phial of Putrefaction,Cowled Batwing Cloak,Gorestained Cleaver,Sinful Gladiator's Guard,56128821,Tabard of the Argent Crusade
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Rampaging Giant's Chestplate,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Bracers of the Tenebrous Retinue,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Most Regal Signet of Sire Denathrius,Darkmoon Deck: Indomitable,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Elysian Sentinel's Aegis,199744390,Tabard of the Lightbringer
Shadowghast Helm,Azure-Venom Choker,Epaulettes of Overwhelming Force,Yellow Lumberjack Shirt,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Sanguine Vintage,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,111467178,Blood Knight Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Valinor's Ground Pounders,Hellhound Cuffs,Distorted Construct's Gauntlets,Entwined Gorger Tendril,Death God's Signet,Stone Legion Heraldry,Decanter of Anima-Charged Winds,Crest of the Legionnaire General,Gorestained Cleaver,Elysian Sentinel's Aegis,97166555,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Overwhelming Power Crystal,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,237886091,Tabard of the Ascended
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Anima Field Emitter,Mantle of Manifest Sins,Sinsmasher,Acidslough Bulwark,187022384,
Wrathbark Greathelm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,168784801,
Wrathbark Greathelm,Trailspinner Pendant,Epaulettes of Overwhelming Force,Stylish Black Shirt,Rampaging Giant's Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Ring of Perpetual Conflict,Death God's Signet,Stone Legion Heraldry,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Engorged Worm Smasher,Barricade of the Endless Empire,160475810,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Stoneborn Terrorblade,Acidslough Bulwark,155858070,Tabard of the Protector
Shadowghast Helm,Noble's Birthstone Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Slimy Consumptive Organ,Blood-Spattered Scale,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,137873710,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Guilewind Stone Talons,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Macabre Sheet Music,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,217150079,
Plague Handler's Greathelm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Death God's Signet,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,166719629,
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Bloodoath Signet,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,242363131,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Stylish Black Shirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Stone Legion Heraldry,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,Chyrus's Crest of Hope,131403913,Tabard of the Kirin Tor
Darkfrost Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Valinor's Ground Pounders,Pit Fighter's Wristguards,Fleshfused Crushers,Bloodoath Signet,Ritual Commander's Ring,Blood-Spattered Scale,Bladedancer's Armor Kit,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,149422450,Tabard of the Lightbringer
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,124079940,Renowned Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Desm's Fistos,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,145374104,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Master Builder's Shirt,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Ardent Sunstar Signet,Sinful Aspirant's Medallion,Sinful Aspirant's Emblem,Cowled Batwing Cloak,Sinsmasher,Sinful Gladiator's Guard,154704488,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Splintered Heart of Al'ar,Bladedancer's Armor Kit,Cowled Batwing Cloak,Supercollider,Encrusted Canopic Lid,193054276,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,140892084,Valarjar Tabard
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Hyperlight Band,Ritualist's Treasured Ring,Blood-Spattered Scale,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Sinful Gladiator's Xiphos,Chyrus's Crest of Hope,159396650,
Plague Handler's Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Initiate's Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Hyperlight Band,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,52707176,Tabard of the Lightbringer
Wrathbark Greathelm,Trailspinner Pendant,Prankster's Pauldrons,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,155879663,Tabard of Brute Force
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Colossal Plate Gauntlets,Entwined Gorger Tendril,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Crest of the Legionnaire General,Engorged Worm Smasher,Acidslough Bulwark,44900121,Undercity Tabard
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Shadowghast Ring,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,196142318,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Gorgeous Blouse,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,148224739,Tabard of the Lightbringer
Shadowghast Helm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Sinful Gladiator's Plate Legguards,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,144221254,Tabard of the Ascended
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Sinful Gladiator's Plate Gauntlets,Sinful Gladiator's Ring,Bloodoath Signet,Inscrutable Quantum Device,Sinful Aspirant's Insignia of Alacrity,Dealer Xy'exa's Cape,Sinsmasher,Sinful Gladiator's Guard,165287936,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Hyperlight Band,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Sinsmasher,Encrusted Canopic Lid,135982257,Guild Tabard
Plague Handler's Greathelm,Azure-Venom Choker,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Ritualist's Treasured Ring,Ardent Sunstar Signet,Anima Field Emitter,Sinful Aspirant's Badge of Ferocity,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,167726621,Tabard of the Lightbringer
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Guilewind Stone Talons,Death God's Signet,Ritual Bone Band,Decanter of Anima-Charged Winds,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,140804398,
Shadowghast Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Antiseptic-Soaked Dressing,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Sinful Gladiator's Ring,Gluttonous Spike,Bladedancer's Armor Kit,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,154395030,Renowned Guild Tabard
Wrathbark Greathelm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Signet of the False Accuser,Sinful Gladiator's Ring,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cloak of Enveloping Manifestations,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,180977913,
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Wraps of the Blood-Soaked Brawler,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Halkias's Towering Pillars,Sinful Aspirant's Plate Warboots,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,98443253,Argent Crusader's Tabard
Wrathbark Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,White Linen Shirt,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Shadowghast Armguards,Fleshfused Crushers,Fleshfused Circle,Death God's Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Dealer Xy'exa's Cape,Supercollider,Encrusted Canopic Lid,91185659,
Darkfrost Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Ardent Sunstar Signet,Hyperlight Band,Inscrutable Quantum Device,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,129705563,
Darkfrost Helmet,Azure-Venom Choker,Unyielding Combatant's Pauldrons,,Selfless Collector's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Bladedancer's Armor Kit,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Acidslough Bulwark,147281597,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Shoulderblade Vambraces,Hardened Castle Crushers,Death God's Signet,Ritual Bone Band,Anima Field Emitter,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,96562855,Tabard of the Lightbringer
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Hardened Castle Crushers,Band of the Risen Bonelord,Ritualist's Treasured Ring,Overwhelming Power Crystal,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,131027859,Loremaster's Colors
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Death God's Signet,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Shroud of the Penitent,Sophisticated Bonecracker,Barricade of the Endless Empire,163875207,Ironforge Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Dread Sentinel's Ebony Girdle,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Shadowghast Armguards,Colossal Plate Gauntlets,Bloodoath Signet,Signet of the False Accuser,Blood-Spattered Scale,Gluttonous Spike,Cloak of Enveloping Manifestations,Supercollider,Barricade of the Endless Empire,152287332,Renowned Guild Tabard
Oversized Centurion Helm,Sinful Gladiator's Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Sinful Gladiator's Plate Wristguards,Sinful Gladiator's Plate Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Gluttonous Spike,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,55915862,Tabard of the Lightbringer
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Guilewind Stone Talons,Signet of the False Accuser,Death God's Signet,Overwhelming Power Crystal,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,Sinful Gladiator's Guard,158756857,
Darkfrost Helmet,Azure-Venom Choker,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Baetheas' Ironclad Warboots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Band of the Risen Bonelord,Shadowghast Ring,Slimy Consumptive Organ,Bargast's Leash,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,144112844,Tabard of the Lightbringer
